train/ent_coef_loss,train/n_updates,train/ent_coef,train/learning_rate,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/episodes,train/critic_loss,train/actor_loss,time/total_timesteps
-164.94659423828125,4791,0.01886945590376854,0.0008459126528049375,1223.0,30,-4.40474525,159,4,1.4038983583450317,-123.42647552490234,4892
-35.53056716918945,9683,0.0010109898867085576,0.0008459126528049375,1223.0,32,-3.5398630000000004,304,8,3.900301456451416,-130.55084228515625,9784
-38.54536056518555,14575,0.0009241544175893068,0.0008459126528049375,1223.0,32,-2.841953250000001,447,12,2.9482641220092773,-133.72061157226562,14676
-19.876205444335938,19467,0.0017248839139938354,0.0008459126528049375,1223.0,33,-2.4860151875,591,16,25.39177703857422,-111.65084838867188,19568
93.84292602539062,24359,0.0009637434268370271,0.0008459126528049375,1223.0,33,-2.3103597999999996,733,20,9.339699745178223,-103.04502868652344,24460
1.5263333320617676,29251,0.001501437509432435,0.0008459126528049375,1223.0,34,-2.1701585416666664,126,24,15.025489807128906,-93.53312683105469,29352
85.94918060302734,34143,0.0007083112723194063,0.0008459126528049375,1223.0,34,-2.086238071428571,269,28,4.77371883392334,-85.66162109375,34244
29.250638961791992,39035,0.0006531501421704888,0.0008459126528049375,1223.0,33,-2.01432253125,421,32,1.5472455024719238,-77.57408142089844,39136
-17.03061866760254,43927,0.0003849668428301811,0.0008459126528049375,1223.0,32,-1.9723646666666665,578,36,2.0316498279571533,-71.73056030273438,44028
-54.55112075805664,48819,0.00023201608564704657,0.0008459126528049375,1223.0,33,-1.9070799999999999,722,40,1.7703297138214111,-63.472110748291016,48920
20.72119903564453,53711,0.000535963976290077,0.0008459126528049375,1223.0,32,-1.8511502272727272,118,44,2.464409351348877,-54.42885971069336,53812
96.70889282226562,58603,0.0005461350665427744,0.0008459126528049375,1223.0,29,-1.8047428541666666,291,48,41.854583740234375,-51.70698547363281,58704
-14.389360427856445,63495,0.00044831354171037674,0.0008459126528049375,1223.0,29,-1.7638225384615385,463,52,4.174054145812988,-47.602420806884766,63596
-25.884584426879883,68387,0.00028682532138191164,0.0008459126528049375,1223.0,29,-1.738944,636,56,0.7436171770095825,-44.50841522216797,68488
20.37642478942871,73279,0.0004109887813683599,0.0008459126528049375,1223.0,28,-1.6976039333333335,809,60,157.58355712890625,-38.032596588134766,73380
75.58924865722656,78171,0.00034173112362623215,0.0008459126528049375,1223.0,27,-1.68147440625,120,64,0.6805797815322876,-38.37647247314453,78272
-8.500463485717773,83063,0.0006732021574862301,0.0008459126528049375,1223.0,26,-1.6502768823529412,303,68,1.609740972518921,-32.11227035522461,83164
-10.281669616699219,87955,0.0007121601956896484,0.0008459126528049375,1223.0,26,-1.6264821805555556,484,72,6.492251396179199,-24.749858856201172,88056
-54.88796615600586,92847,0.0008605177863501012,0.0008459126528049375,1223.0,28,-1.6079345131578948,640,76,3.948594570159912,-9.015674591064453,92948
-68.02076721191406,97739,0.00045297088217921555,0.0008459126528049375,1223.0,27,-1.5973822375,818,80,1.8600616455078125,-1.6090519428253174,97840
