train/ent_coef_loss,train/n_updates,train/ent_coef,train/learning_rate,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/episodes,train/critic_loss,train/actor_loss,time/total_timesteps
-147.8732147216797,4791,0.0194338858127594,0.0008459126528049375,1223.0,23,-4.444217,207,4,1.1048200130462646,-124.08182525634766,4892
-58.38220977783203,9683,0.0011831105221062899,0.0008459126528049375,1223.0,25,-3.4286232500000002,378,8,32.871559143066406,-129.723388671875,9784
131.2082977294922,14575,0.0009774812497198582,0.0008459126528049375,1223.0,26,-2.715894666666667,548,12,81.17806243896484,-123.8119125366211,14676
76.39212799072266,19467,0.0009125662036240101,0.0008459126528049375,1223.0,27,-2.3285586875,718,16,4.380857944488525,-119.72431945800781,19568
63.86882781982422,24359,0.0007113161846064031,0.0008459126528049375,1223.0,27,-2.1161973,885,20,2.367971897125244,-115.07383728027344,24460
-11.123758316040039,29251,0.0005952274077571929,0.0008459126528049375,1223.0,28,-1.9763020416666668,153,24,2.1316375732421875,-108.99063110351562,29352
-26.688892364501953,34143,0.000613293144851923,0.0008459126528049375,1223.0,28,-1.8444356785714286,325,28,2.540006160736084,-107.25324249267578,34244
28.9127197265625,39035,0.0007243495201691985,0.0008459126528049375,1223.0,28,-1.77558871875,498,32,8.219573974609375,-105.59199523925781,39136
-105.2904281616211,43927,0.0004678719269577414,0.0008459126528049375,1223.0,29,-1.7271575277777778,646,36,4.9039506912231445,-82.8831558227539,44028
70.88472747802734,48819,0.0007394595886580646,0.0008459126528049375,1223.0,30,-1.677055425,790,40,4.875622749328613,-60.79655838012695,48920
0.5220450162887573,53711,0.0005652117542922497,0.0008459126528049375,1223.0,34,-1.6356556136363638,111,44,3.772721290588379,-49.975059509277344,53812
14.547465324401855,58603,0.0005934532964602113,0.0008459126528049375,1223.0,33,-1.6015751875,261,48,2.34926438331604,-42.533241271972656,58704
-40.99953079223633,63495,0.0007453260477632284,0.0008459126528049375,1223.0,33,-1.5847702499999998,407,52,5.646559238433838,-39.887657165527344,63596
44.6268424987793,68387,0.0005032486515119672,0.0008459126528049375,1223.0,33,-1.567360875,551,56,2.3105411529541016,-32.082763671875,68488
-64.50088500976562,73279,0.0007358567090705037,0.0008459126528049375,1223.0,33,-1.5526577333333333,696,60,2.8086533546447754,-25.792692184448242,73380
-58.48554992675781,78171,0.001216841395944357,0.0008459126528049375,1223.0,32,-1.528680640625,101,64,7.122094631195068,-7.601559638977051,78272
-39.7457389831543,83063,0.0007915128953754902,0.0008459126528049375,1223.0,29,-1.5112856176470588,279,68,11.337221145629883,1.0555856227874756,83164
-19.928361892700195,87955,0.0015720680821686983,0.0008459126528049375,1223.0,28,-1.4829687638888889,454,72,6.9626688957214355,14.532994270324707,88056
-64.18780517578125,92847,0.0010280472924932837,0.0008459126528049375,1223.0,29,-1.468562894736842,613,76,1.95896315574646,20.68769645690918,92948
47.20795822143555,97739,0.0007807345828041434,0.0008459126528049375,1223.0,29,-1.4428416625,783,80,13.56182861328125,27.5632381439209,97840
