time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/loss,train/policy_gradient_loss,train/n_updates,train/clip_range,train/approx_kl,train/explained_variance,train/clip_fraction,train/entropy_loss,train/value_loss,train/std,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
0,512,3695,1,,,,,,,,,,,,,
0,1024,2187,2,-0.051347408443689346,-0.03128260718949605,16,0.2,0.015552147,-0.13868510723114014,0.2415771484375,-43.96884381771088,0.10082947004411835,0.9986742734909058,0.0004092704424510632,,
0,1536,1960,3,-0.030945269390940666,-0.034001217514742166,32,0.2,0.024414154,0.003460526466369629,0.3272705078125,-43.92842495441437,0.004726259066956118,0.997837245464325,0.0004092704424510632,-2.740763,1257.0
1,2048,1859,4,-0.039204493165016174,-0.030234541307436302,48,0.2,0.016924882,0.0246584415435791,0.311767578125,-43.90338218212128,0.0022004233505867887,0.996627688407898,0.0004092704424510632,-2.740763,1257.0
1,2560,1800,5,-0.039136625826358795,-0.022757338010706007,64,0.2,0.018070288,0.014695823192596436,0.2552490234375,-43.88653635978699,0.0039004281570669264,0.9975773096084595,0.0004092704424510632,-2.659027,1257.0
1,3072,1765,6,-0.03405008465051651,-0.02798631551559083,80,0.2,0.015761126,0.0014780759811401367,0.2589111328125,-43.92208921909332,0.004952438270265702,0.9982446432113647,0.0004092704424510632,-2.659027,1257.0
2,3584,1735,7,-0.042784567922353745,-0.025443825288675725,96,0.2,0.015276089,0.01629120111465454,0.2808837890625,-43.92920124530792,0.004860821405600291,0.9982686042785645,0.0004092704424510632,-2.659027,1257.0
2,4096,1714,8,-0.04255788400769234,-0.028692062885966152,112,0.2,0.017159257,0.004093587398529053,0.2825927734375,-43.93113577365875,0.0038183145079528913,0.9982685446739197,0.0004092704424510632,-2.559407,1257.0
2,4608,1698,9,-0.03776838630437851,-0.028156994201708585,128,0.2,0.02237045,0.0007685422897338867,0.3123779296875,-43.92434513568878,0.014196787175023928,0.9980665445327759,0.0004092704424510632,-2.559407,1257.0
3,5120,1688,10,-0.029708752408623695,-0.028796025762858335,144,0.2,0.019290112,0.03560525178909302,0.2996826171875,-43.941091537475586,0.0020164678389846813,0.9995912909507751,0.0004092704424510632,-2.52024675,1257.0
3,5632,1679,11,-0.029920142143964767,-0.020338220536359586,160,0.2,0.01174547,7.522106170654297e-05,0.1982421875,-43.95238375663757,0.0171377522055991,0.9978427290916443,0.0004092704424510632,-2.52024675,1257.0
3,6144,1680,12,-0.05066576227545738,-0.02995011562597938,176,0.2,0.019430494,0.019359469413757324,0.2919921875,-43.91868185997009,0.00527866371703567,0.9988113641738892,0.0004092704424510632,-2.52024675,1257.0
3,6656,1679,13,-0.05038655176758766,-0.03443230179254897,192,0.2,0.023631617,0.0021837353706359863,0.3419189453125,-43.95301032066345,0.0048005524222389795,0.999027669429779,0.0004092704424510632,-2.5331834,1257.0
4,7168,1679,14,-0.021137705072760582,-0.031252943223080365,208,0.2,0.026697505,0.000695347785949707,0.3165283203125,-43.95849072933197,0.0332088639261201,0.9999337196350098,0.0004092704424510632,-2.5331834,1257.0
4,7680,1678,15,-0.04283420741558075,-0.02935259905643761,224,0.2,0.016050505,0.0175400972366333,0.2607421875,-43.97670578956604,0.003695375082315877,0.9996457099914551,0.0004092704424510632,-2.5215228333333335,1257.0
4,8192,1676,16,-0.02942412532866001,-0.024228109046816826,240,0.2,0.02031413,0.004157602787017822,0.2723388671875,-43.95407772064209,0.0315720250364393,0.9988461136817932,0.0004092704424510632,-2.5215228333333335,1257.0
5,8704,1672,17,-0.05069219321012497,-0.031133544704061933,256,0.2,0.02776188,0.049150049686431885,0.3250732421875,-43.94974458217621,0.005914533190662041,0.9998804330825806,0.0004092704424510632,-2.5215228333333335,1257.0
5,9216,1671,18,-0.033345501869916916,-0.025669097114587203,272,0.2,0.01644117,-0.09761226177215576,0.2274169921875,-43.98744177818298,0.00322017145663267,1.0007765293121338,0.0004092704424510632,-2.516291,1257.0
5,9728,1668,19,-0.003148254007101059,-0.025043901026947424,288,0.2,0.017713778,0.0004252195358276367,0.2535400390625,-43.9906462430954,0.05712003423832357,0.9999340176582336,0.0004092704424510632,-2.516291,1257.0
6,10240,1663,20,-0.04124214127659798,-0.02565050483099185,304,0.2,0.016330145,0.031074821949005127,0.237548828125,-43.95815324783325,0.003576709241315257,0.9986940622329712,0.0004092704424510632,-2.512209875,1257.0
6,10752,1660,21,0.0006649177521467209,-0.0252738295821473,320,0.2,0.016938832,0.0016722679138183594,0.243896484375,-43.92777907848358,0.05660556105431169,0.9979802370071411,0.0004092704424510632,-2.512209875,1257.0
6,11264,1659,22,-0.028234407305717468,-0.023123513921746053,336,0.2,0.018022269,-0.0053299665451049805,0.2125244140625,-43.9051456451416,0.00747818112722598,0.9974873661994934,0.0004092704424510632,-2.512209875,1257.0
7,11776,1656,23,-0.035242751240730286,-0.026566072105197236,352,0.2,0.018962659,-0.006539106369018555,0.25439453125,-43.89606535434723,0.0038840040178911295,0.997477650642395,0.0004092704424510632,-2.507697,1257.0
7,12288,1654,24,-0.003098251298069954,-0.025675946977571584,368,0.2,0.028913347,0.003238499164581299,0.2916259765625,-43.89660906791687,0.07101663330104202,0.9978010058403015,0.0004092704424510632,-2.507697,1257.0
7,12800,1654,25,-0.036102186888456345,-0.027649915777146816,384,0.2,0.02147944,-0.034134626388549805,0.2823486328125,-43.885671615600586,0.004202825701213442,0.9963807463645935,0.0004092704424510632,-2.526866,1257.0
8,13312,1655,26,-0.004083529114723206,-0.025401655533642042,400,0.2,0.021180443,0.0021317601203918457,0.2515869140625,-43.83531594276428,0.0875277251470834,0.9949629306793213,0.0004092704424510632,-2.526866,1257.0
8,13824,1656,27,-0.04954399913549423,-0.03149701662186999,416,0.2,0.029052334,-0.05454206466674805,0.2877197265625,-43.846498250961304,0.006419087876565754,0.9978534579277039,0.0004092704424510632,-2.526866,1257.0
8,14336,1657,28,-0.028944499790668488,-0.021123027487192303,432,0.2,0.013672698,0.05385637283325195,0.20458984375,-43.91553843021393,0.004307569739466999,0.9980900287628174,0.0004092704424510632,-2.5120192727272728,1257.0
8,14848,1658,29,-0.012302137911319733,-0.0188801340846112,448,0.2,0.019058522,0.002282559871673584,0.2279052734375,-43.89355027675629,0.017587260124855675,0.9969455003738403,0.0004092704424510632,-2.5120192727272728,1257.0
9,15360,1659,30,-0.05123703181743622,-0.03395088796969503,464,0.2,0.027208611,0.006189584732055664,0.278564453125,-43.861809492111206,0.004453531400940847,0.9961800575256348,0.0004092704424510632,-2.502966333333333,1257.0
9,15872,1659,31,0.008266128599643707,-0.027612774036242627,480,0.2,0.02274641,0.0021057724952697754,0.2581787109375,-43.827747106552124,0.11513060214929283,0.9945908188819885,0.0004092704424510632,-2.502966333333333,1257.0
9,16384,1660,32,-0.03176009654998779,-0.021187448903219774,496,0.2,0.014136801,-0.1886434555053711,0.1986083984375,-43.797651290893555,0.004104341089259833,0.994634747505188,0.0004092704424510632,-2.501892769230769,1257.0
10,16896,1660,33,0.014874249696731567,-0.029349451535381377,512,0.2,0.022802114,0.007410705089569092,0.295166015625,-43.80726718902588,0.10060353204607964,0.9951452612876892,0.0004092704424510632,-2.501892769230769,1257.0
10,17408,1661,34,-0.02325037494301796,-0.0208459200366633,528,0.2,0.017387904,-0.1544264554977417,0.204833984375,-43.8467139005661,0.010552268038736656,0.9971482157707214,0.0004092704424510632,-2.501892769230769,1257.0
10,17920,1661,35,-0.029342498630285263,-0.026217340549919754,544,0.2,0.01750285,0.006083846092224121,0.2261962890625,-43.89400780200958,0.0034602525556692854,0.9976645708084106,0.0004092704424510632,-2.5033167857142855,1257.0
11,18432,1661,36,0.014150284230709076,-0.02761510101845488,560,0.2,0.021981841,0.0038715004920959473,0.2705078125,-43.909844517707825,0.12836555507965386,0.998393714427948,0.0004092704424510632,-2.5033167857142855,1257.0
11,18944,1661,37,-0.0315493680536747,-0.022673832398140803,576,0.2,0.016930467,-2.6277313232421875,0.2105712890625,-43.92151403427124,0.003717629690072499,0.9983687996864319,0.0004092704424510632,-2.511254533333333,1257.0
11,19456,1661,38,0.004134654998779297,-0.030157949397107586,592,0.2,0.032597095,0.015611529350280762,0.300048828125,-43.92910993099213,0.09860068140551448,0.9990745782852173,0.0004092704424510632,-2.511254533333333,1257.0
12,19968,1661,39,-0.03868411108851433,-0.024712367041502148,608,0.2,0.015103409,-0.6424508094787598,0.2132568359375,-43.92198288440704,0.009714739571791142,0.9977378249168396,0.0004092704424510632,-2.511254533333333,1257.0
12,20480,1658,40,-0.03725118935108185,-0.027815504581667483,624,0.2,0.017489998,-0.00923001766204834,0.243408203125,-43.88998866081238,0.004212395644572098,0.9977684020996094,0.0004092704424510632,-2.5143271250000003,1257.0
12,20992,1658,41,-0.016818895936012268,-0.026312606161809526,640,0.2,0.02692008,0.019823431968688965,0.2659912109375,-43.901907563209534,0.11080476408824325,0.9981400370597839,0.0004092704424510632,-2.5143271250000003,1257.0
12,21504,1661,42,-0.030486537143588066,-0.029734021649346687,656,0.2,0.02266679,-3.713919162750244,0.24755859375,-43.899479031562805,0.008495485941239167,0.9969689846038818,0.0004092704424510632,-2.5114690000000004,1257.0
13,22016,1659,43,-0.004535198211669922,-0.0295786479691742,672,0.2,0.037116133,0.03466254472732544,0.31982421875,-43.86050009727478,0.09704072249587625,0.9962831139564514,0.0004092704424510632,-2.5114690000000004,1257.0
13,22528,1661,44,-0.038708899170160294,-0.031445001674001105,688,0.2,0.021141991,-0.8005644083023071,0.2713623046875,-43.86318874359131,0.009297503202105872,0.9972423911094666,0.0004092704424510632,-2.5114690000000004,1257.0
13,23040,1661,45,-0.03811832517385483,-0.0274129033787176,704,0.2,0.018745087,0.009571850299835205,0.2349853515625,-43.873618841171265,0.004269106582796667,0.9966115355491638,0.0004092704424510632,-2.5002890555555557,1257.0
14,23552,1665,46,-0.0014308914542198181,-0.02065792871871963,720,0.2,0.017681595,0.059483349323272705,0.219482421875,-43.852099657058716,0.09630388370715082,0.9962447881698608,0.0004092704424510632,-2.5002890555555557,1257.0
14,24064,1668,47,-0.031249461695551872,-0.02318850963638397,736,0.2,0.015555142,-3.7664084434509277,0.2025146484375,-43.84139084815979,0.005923397984588519,0.9953431487083435,0.0004092704424510632,-2.497591578947368,1257.0
14,24576,1671,48,-0.0004673004150390625,-0.022028048406355083,752,0.2,0.02192601,0.058611273765563965,0.220947265625,-43.8263099193573,0.08751519629731774,0.9957886934280396,0.0004092704424510632,-2.497591578947368,1257.0
14,25088,1673,49,-0.03534137085080147,-0.028256498160772026,768,0.2,0.020622857,-0.40977048873901367,0.26416015625,-43.853713274002075,0.008733504364499822,0.9972469806671143,0.0004092704424510632,-2.497591578947368,1257.0
15,25600,1676,50,-0.027861185371875763,-0.028443612602131907,784,0.2,0.02508619,0.0013700127601623535,0.2515869140625,-43.87827777862549,0.003478980223007966,0.9970328211784363,0.0004092704424510632,-2.48674025,1257.0
15,26112,1678,51,-0.01588851772248745,-0.018054339394439012,800,0.2,0.013996923,0.069599449634552,0.178955078125,-43.86794292926788,0.09160248562693596,0.996620237827301,0.0004092704424510632,-2.48674025,1257.0
15,26624,1679,52,-0.044628605246543884,-0.03034071484580636,816,0.2,0.023549672,-3.3296847343444824,0.2537841796875,-43.84123945236206,0.0091254765575286,0.9952377676963806,0.0004092704424510632,-2.487570380952381,1257.0
16,27136,1681,53,0.006330486387014389,-0.02337957383133471,832,0.2,0.017664168,0.040918588638305664,0.2362060546875,-43.809244990348816,0.1211015738081187,0.9946622252464294,0.0004092704424510632,-2.487570380952381,1257.0
16,27648,1683,54,-0.04157792776823044,-0.025897750951116905,848,0.2,0.017265487,-0.23160934448242188,0.2073974609375,-43.81052899360657,0.013172793143894523,0.9956963062286377,0.0004092704424510632,-2.487570380952381,1257.0
16,28160,1685,55,-0.035127803683280945,-0.02803122642217204,864,0.2,0.01942813,0.09357184171676636,0.24267578125,-43.86690628528595,0.0036738674389198422,0.9983526468276978,0.0004092704424510632,-2.4838051363636366,1257.0
16,28672,1688,56,0.001317448914051056,-0.01822785770491464,880,0.2,0.024051387,0.013815104961395264,0.1767578125,-43.914764761924744,0.0665823100716807,0.9984885454177856,0.0004092704424510632,-2.4838051363636366,1257.0
17,29184,1688,57,-0.044358111917972565,-0.02687118663743604,896,0.2,0.017976949,-1.0881373882293701,0.2216796875,-43.9406281709671,0.008496915877913125,1.0010440349578857,0.0004092704424510632,-2.486828913043478,1257.0
17,29696,1690,58,0.01804996281862259,-0.019451611864496954,912,0.2,0.018299285,0.14095157384872437,0.129638671875,-43.99071276187897,0.1753457870800048,1.0005019903182983,0.0004092704424510632,-2.486828913043478,1257.0
