time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/loss,train/policy_gradient_loss,train/n_updates,train/clip_range,train/approx_kl,train/explained_variance,train/clip_fraction,train/entropy_loss,train/value_loss,train/std,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
0,512,3972,1,,,,,,,,,,,,,
0,1024,2474,2,-0.04059990122914314,-0.028060685435775667,16,0.2,0.016003296,-0.9388232231140137,0.2255859375,-43.98519277572632,0.10670068121544318,0.9994999766349792,0.0004092704424510632,,
0,1536,2205,3,-0.033163487911224365,-0.02774801873601973,32,0.2,0.0142988935,-0.018172264099121094,0.2347412109375,-43.95604372024536,0.004399260331410915,0.9984606504440308,0.0004092704424510632,-2.408309,1257.0
0,2048,2093,4,-0.031320590525865555,-0.029394965997198597,48,0.2,0.021727558,-0.005381345748901367,0.31005859375,-43.91299617290497,0.003786322849919088,0.9967824816703796,0.0004092704424510632,-2.408309,1257.0
1,2560,2026,5,-0.027880288660526276,-0.020054950706253294,64,0.2,0.015048336,0.020053565502166748,0.2510986328125,-43.857399702072144,0.0026397800829727203,0.9950702786445618,0.0004092704424510632,-2.327726,1257.0
1,3072,1979,6,-0.026734868064522743,-0.023978601981070824,80,0.2,0.015333198,-0.008210420608520508,0.2554931640625,-43.834460854530334,0.010423866973724216,0.9954537749290466,0.0004092704424510632,-2.327726,1257.0
1,3584,1943,7,-0.03465950861573219,-0.02437997012748383,96,0.2,0.015427202,0.008384764194488525,0.2303466796875,-43.824649810791016,0.006005774426739663,0.9939275979995728,0.0004092704424510632,-2.327726,1257.0
2,4096,1923,8,-0.015480771660804749,-0.023538984889455605,112,0.2,0.013974026,-0.00012755393981933594,0.209228515625,-43.793800711631775,0.005500341685547028,0.9945975542068481,0.0004092704424510632,-2.4263133333333333,1257.0
2,4608,1910,9,-0.02831059694290161,-0.02796823813696392,128,0.2,0.017198425,0.002144753932952881,0.310546875,-43.815003633499146,0.02500113460700959,0.9942575693130493,0.0004092704424510632,-2.4263133333333333,1257.0
2,5120,1899,10,-0.02640608884394169,-0.0265231848024996,144,0.2,0.017519798,0.03484231233596802,0.26025390625,-43.788264870643616,0.0017056145625247154,0.9937729835510254,0.0004092704424510632,-2.46450125,1257.0
2,5632,1891,11,-0.010294497013092041,-0.017318714373686817,160,0.2,0.01763184,-0.0011044740676879883,0.2410888671875,-43.766000747680664,0.029417400946840644,0.9924066662788391,0.0004092704424510632,-2.46450125,1257.0
3,6144,1878,12,-0.037076350301504135,-0.026253650066792034,176,0.2,0.016317677,0.013617992401123047,0.2755126953125,-43.72176539897919,0.006107796594733372,0.9912056922912598,0.0004092704424510632,-2.46450125,1257.0
3,6656,1866,13,-0.04542667791247368,-0.02921950610470958,192,0.2,0.017749697,-0.00022912025451660156,0.2618408203125,-43.69732868671417,0.0052994593570474535,0.991067111492157,0.0004092704424510632,-2.4654,1257.0
3,7168,1859,14,-0.010709352791309357,-0.025982421590015292,208,0.2,0.02379229,0.0035207271575927734,0.306396484375,-43.70670557022095,0.053001894848421216,0.9913777112960815,0.0004092704424510632,-2.4654,1257.0
4,7680,1853,15,-0.03364874795079231,-0.023521300507127307,224,0.2,0.01614093,-0.003096342086791992,0.2469482421875,-43.70297574996948,0.0035841598837578204,0.9909520149230957,0.0004092704424510632,-2.4738105,1257.0
4,8192,1849,16,0.004980092868208885,-0.02102341435966082,240,0.2,0.015329122,0.005647063255310059,0.2413330078125,-43.668591260910034,0.05730710469651967,0.9890411496162415,0.0004092704424510632,-2.4738105,1257.0
4,8704,1846,17,-0.03928301855921745,-0.026138927660213085,256,0.2,0.02025782,-0.14346420764923096,0.2808837890625,-43.62702012062073,0.005576581788773183,0.9890855550765991,0.0004092704424510632,-2.4738105,1257.0
4,9216,1844,18,-0.048008937388658524,-0.03101882901682984,272,0.2,0.022173401,0.0029273629188537598,0.2730712890625,-43.65754532814026,0.004218872367346194,0.9908984303474426,0.0004092704424510632,-2.4829302857142856,1257.0
5,9728,1842,19,0.0012373961508274078,-0.024572035879828036,288,0.2,0.017773509,0.004920244216918945,0.2740478515625,-43.712467074394226,0.07792231417261064,0.9922754764556885,0.0004092704424510632,-2.4829302857142856,1257.0
5,10240,1839,20,-0.036064714193344116,-0.028856656834250316,304,0.2,0.017589986,-0.15741479396820068,0.28173828125,-43.73688042163849,0.0038855708044138737,0.9924229979515076,0.0004092704424510632,-2.471357875,1257.0
5,10752,1836,21,-0.000811409205198288,-0.030509382020682096,320,0.2,0.022144537,0.004305422306060791,0.29638671875,-43.751986026763916,0.07456388662103564,0.9935100674629211,0.0004092704424510632,-2.471357875,1257.0
6,11264,1834,22,-0.02885575033724308,-0.028145329211838543,336,0.2,0.022468772,-0.10294234752655029,0.287353515625,-43.769747495651245,0.004895723053778056,0.9933410286903381,0.0004092704424510632,-2.471357875,1257.0
6,11776,1832,23,-0.044956423342227936,-0.03073725991998799,352,0.2,0.022808041,-0.004778504371643066,0.28271484375,-43.75719606876373,0.0038029442366678268,0.9933896660804749,0.0004092704424510632,-2.4656049999999996,1257.0
6,12288,1832,24,0.00798519141972065,-0.025868275319226086,368,0.2,0.018354954,0.0032075047492980957,0.3167724609375,-43.75004589557648,0.08880793186835945,0.992606520652771,0.0004092704424510632,-2.4656049999999996,1257.0
6,12800,1829,25,-0.03439171612262726,-0.025066823756787926,384,0.2,0.01696408,-0.12289512157440186,0.2640380859375,-43.711480021476746,0.00346685075055575,0.991298258304596,0.0004092704424510632,-2.4605916999999997,1257.0
7,13312,1827,26,-0.00014851242303848267,-0.0234382628405001,400,0.2,0.019404361,0.011796355247497559,0.251953125,-43.68519389629364,0.08260077785234898,0.9908170104026794,0.0004092704424510632,-2.4605916999999997,1257.0
