time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/loss,train/explained_variance,train/std,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/clip_fraction,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
15,7680,2065,3,-0.047182925045490265,-0.007165670394897461,1.0027811527252197,0.0004092704424510632,0.0024950116512627574,-44.06699502468109,-0.028443061106372625,0.02534841,224,0.30908203125,0.2,1257.0,-3.0716588333333337
16,8192,2059,3,-0.023647034540772438,-0.0004832744598388672,1.0042076110839844,0.0004092704424510632,0.016578224924160168,-44.070568323135376,-0.017717718350468203,0.016119825,240,0.223388671875,0.2,1257.0,-3.0716588333333337
17,8704,2053,4,-0.04682973772287369,0.0014772415161132812,1.005325198173523,0.0004092704424510632,0.012923053232952952,-44.11409068107605,-0.027401298109907657,0.022986013,256,0.286865234375,0.2,1257.0,-3.0716588333333337
18,9216,2048,4,-0.027073724195361137,-0.0010178089141845703,1.0056078433990479,0.0004092704424510632,0.00566104596509831,-44.137903332710266,-0.022292070265393704,0.01668645,272,0.2320556640625,0.2,1257.0,-3.0682394285714287
19,9728,2043,4,-0.017314955592155457,2.855062484741211e-05,1.0069810152053833,0.0004092704424510632,0.04505985579453409,-44.155367493629456,-0.026518502258113585,0.017944913,288,0.2806396484375,0.2,1257.0,-3.0682394285714287
20,10240,2034,5,-0.0387427881360054,-0.001323699951171875,1.0079456567764282,0.0004092704424510632,0.003771896183025092,-44.194783210754395,-0.025873802733258344,0.015684735,304,0.2283935546875,0.2,1257.0,-3.0624355000000003
21,10752,2026,5,-0.011598676443099976,7.361173629760742e-05,1.007307529449463,0.0004092704424510632,0.04131776839494705,-44.20241928100586,-0.024122173490468413,0.024080303,320,0.282470703125,0.2,1257.0,-3.0624355000000003
22,11264,2016,5,-0.032206177711486816,0.0009264349937438965,1.0079909563064575,0.0004092704424510632,0.012326004274655133,-44.1936309337616,-0.023007484633126296,0.023292396,336,0.2772216796875,0.2,1257.0,-3.0624355000000003
23,11776,2005,5,-0.031545981764793396,-0.0020601749420166016,1.0059130191802979,0.0004092704424510632,0.004355014541943092,-44.1892991065979,-0.02502007236762438,0.016310431,352,0.2645263671875,0.2,1257.0,-3.048753
24,12288,1996,6,0.009823143482208252,0.00020575523376464844,1.0087757110595703,0.0004092704424510632,0.07704029569867998,-44.17077815532684,-0.02082410994626116,0.026952943,368,0.267822265625,0.2,1257.0,-3.048753
25,12800,1985,6,-0.03628644719719887,-0.00013339519500732422,1.0086184740066528,0.0004092704424510632,0.005269229026453104,-44.242485880851746,-0.018482351471902803,0.014772752,384,0.2001953125,0.2,1257.0,-3.0372673000000003
26,13312,1977,6,0.010023403912782669,0.00025975704193115234,1.0059599876403809,0.0004092704424510632,0.07860706630162895,-44.185216188430786,-0.02258819530834444,0.015545223,400,0.2432861328125,0.2,1257.0,-3.0372673000000003
27,13824,1970,7,-0.03644494712352753,0.0005544424057006836,1.0047119855880737,0.0004092704424510632,0.011474756291136146,-44.11301243305206,-0.02974943013396114,0.033595275,416,0.2879638671875,0.2,1257.0,-3.0372673000000003
28,14336,1962,7,-0.03486805036664009,0.0012269020080566406,1.0058634281158447,0.0004092704424510632,0.006982653911109082,-44.11202776432037,-0.022608776496781502,0.018848732,432,0.238525390625,0.2,1257.0,-3.023098818181819
29,14848,1959,7,-0.027192145586013794,0.0004647374153137207,1.006471872329712,0.0004092704424510632,0.02522013775887899,-44.14719319343567,-0.023686528846155852,0.025927562,448,0.2515869140625,0.2,1257.0,-3.023098818181819
30,15360,1956,7,-0.04534415155649185,7.218122482299805e-05,1.0063467025756836,0.0004092704424510632,0.005276871539535932,-44.15390205383301,-0.029105689114658162,0.01798166,464,0.2322998046875,0.2,1257.0,-3.0025998333333335
31,15872,1954,8,0.013633985072374344,0.0001780986785888672,1.0044986009597778,0.0004092704424510632,0.12761137424968183,-44.12808811664581,-0.024902259625378065,0.024362043,480,0.2396240234375,0.2,1257.0,-3.0025998333333335
32,16384,1952,8,-0.022604724392294884,0.001637279987335205,1.0056159496307373,0.0004092704424510632,0.006582836489542387,-44.104045033454895,-0.02316596542368643,0.025248125,496,0.2872314453125,0.2,1257.0,-2.999890153846154
33,16896,1948,8,0.027400212362408638,0.0004955530166625977,1.0075716972351074,0.0004092704424510632,0.13851676904596388,-44.158228278160095,-0.018757081823423505,0.014277352,512,0.1851806640625,0.2,1257.0,-2.999890153846154
34,17408,1945,8,-0.040348120033741,-0.029430747032165527,1.0068650245666504,0.0004092704424510632,0.011912628309801221,-44.18425118923187,-0.025488793791737407,0.021966156,528,0.244140625,0.2,1257.0,-2.999890153846154
35,17920,1949,9,-0.043697815388441086,-0.0042830705642700195,1.0049468278884888,0.0004092704424510632,0.004012557907117298,-44.138357639312744,-0.025327330746222287,0.014820862,544,0.211181640625,0.2,1257.0,-2.9944680000000004
36,18432,1951,9,0.04012805595993996,0.0002872347831726074,1.004563570022583,0.0004092704424510632,0.18456182396039367,-44.09485971927643,-0.028872267066617496,0.025843227,560,0.2926025390625,0.2,1257.0,-2.9944680000000004
37,18944,1953,9,-0.0430811382830143,-0.005581021308898926,1.001988410949707,0.0004092704424510632,0.002587634699011687,-44.062363505363464,-0.029398686689091846,0.020868497,576,0.2635498046875,0.2,1257.0,-2.9859135333333335
38,19456,1956,9,0.04921890050172806,0.0007895231246948242,1.0016905069351196,0.0004092704424510632,0.17045005969703197,-43.997228145599365,-0.02158415934536606,0.015629983,592,0.189697265625,0.2,1257.0,-2.9859135333333335
39,19968,1958,10,-0.040592968463897705,-0.09488189220428467,1.0026949644088745,0.0004092704424510632,0.009840671205893159,-44.01671874523163,-0.028355544520309195,0.018893898,608,0.250732421875,0.2,1257.0,-2.9859135333333335
40,20480,1962,10,-0.043771374970674515,-0.0017796754837036133,1.0010453462600708,0.0004092704424510632,0.004422636957315262,-44.0094758272171,-0.026516839308897033,0.015619982,624,0.2313232421875,0.2,1257.0,-2.976966375
41,20992,1965,10,0.09213198721408844,0.0002740025520324707,1.0014957189559937,0.0004092704424510632,0.2070093504153192,-43.97252118587494,-0.01975773472804576,0.017285455,640,0.20654296875,0.2,1257.0,-2.976966375
42,21504,1963,10,-0.04208800941705704,-0.010186076164245605,1.0031296014785767,0.0004092704424510632,0.002555603517976124,-44.01093530654907,-0.026243722648359835,0.018106982,656,0.245849609375,0.2,1257.0,-2.9645679411764707
43,22016,1962,11,0.059638556092977524,0.0005614161491394043,1.0014857053756714,0.0004092704424510632,0.18718772660940886,-44.01893901824951,-0.02751216184697114,0.027980503,672,0.2894287109375,0.2,1257.0,-2.9645679411764707
44,22528,1960,11,-0.04031887650489807,-0.004866480827331543,1.001025676727295,0.0004092704424510632,0.008398255158681422,-43.963714838027954,-0.026488026407605503,0.019927848,688,0.2181396484375,0.2,1257.0,-2.9645679411764707
45,23040,1959,11,-0.03548223525285721,0.001386880874633789,1.0004154443740845,0.0004092704424510632,0.005703468501451425,-43.959312200546265,-0.024255085532786325,0.01882688,704,0.253173828125,0.2,1257.0,-2.9520543333333333
46,23552,1957,12,0.06928037106990814,0.0003147125244140625,0.9963658452033997,0.0004092704424510632,0.23418602161109447,-43.889559626579285,-0.02828952675918117,0.01866456,720,0.25341796875,0.2,1257.0,-2.9520543333333333
47,24064,1955,12,-0.04055706411600113,0.01012498140335083,0.9952182173728943,0.0004092704424510632,0.003437533996475395,-43.79725527763367,-0.021122349658980966,0.017073175,736,0.2054443359375,0.2,1257.0,-2.948771105263158
48,24576,1952,12,0.07952435314655304,0.0004159212112426758,0.995617151260376,0.0004092704424510632,0.20748158171772957,-43.79130303859711,-0.028991127153858542,0.02226499,752,0.2569580078125,0.2,1257.0,-2.948771105263158
49,25088,1946,12,-0.025779958814382553,-0.0033304691314697266,0.9959388375282288,0.0004092704424510632,0.010332869118428789,-43.79492664337158,-0.023304465255932882,0.019645594,768,0.2366943359375,0.2,1257.0,-2.948771105263158
50,25600,1946,13,-0.031646665185689926,0.0006169676780700684,0.9970800280570984,0.0004092704424510632,0.006179431184136774,-43.81154501438141,-0.02299226721515879,0.012001992,784,0.19140625,0.2,1257.0,-2.95812075
51,26112,1946,13,0.08790487796068192,0.0002637505531311035,0.9985285997390747,0.0004092704424510632,0.24313314724713564,-43.85604643821716,-0.03028333414113149,0.029101465,800,0.2908935546875,0.2,1257.0,-2.95812075
52,26624,1944,13,-0.04160945862531662,-0.024807095527648926,0.9981774091720581,0.0004092704424510632,0.005390919657656923,-43.8689569234848,-0.025873332982882857,0.016393933,816,0.2249755859375,0.2,1257.0,-2.9577666666666667
53,27136,1944,13,0.07810333371162415,0.0003406405448913574,0.9962888360023499,0.0004092704424510632,0.2409680699929595,-43.82589936256409,-0.02820887861889787,0.024083756,832,0.2640380859375,0.2,1257.0,-2.9577666666666667
54,27648,1944,14,-0.043431974947452545,-0.0009915828704833984,0.9958569407463074,0.0004092704424510632,0.012920583481900394,-43.78584015369415,-0.028442520124372095,0.03094732,848,0.2869873046875,0.2,1257.0,-2.9577666666666667
55,28160,1940,14,-0.020806772634387016,0.001196444034576416,0.9936406016349792,0.0004092704424510632,0.006072992699046154,-43.74702191352844,-0.022243423423788045,0.016254604,864,0.2108154296875,0.2,1257.0,-2.960383
56,28672,1939,14,0.031576938927173615,0.00012683868408203125,0.9924457669258118,0.0004092704424510632,0.07795120638911612,-43.68655228614807,-0.021715718248742633,0.038527716,880,0.25537109375,0.2,1257.0,-2.960383
57,29184,1938,15,-0.03086934983730316,-0.0001976490020751953,0.9908671379089355,0.0004092704424510632,0.0045169583390816115,-43.64785957336426,-0.0259398189955391,0.01639628,896,0.23193359375,0.2,1257.0,-2.952558739130435
58,29696,1938,15,0.09587004780769348,0.00015020370483398438,0.9918957948684692,0.0004092704424510632,0.2890591681934893,-43.626816153526306,-0.028177471220260486,0.021156467,912,0.2623291015625,0.2,1257.0,-2.952558739130435
59,30208,1940,15,-0.038674354553222656,-0.0072432756423950195,0.992824912071228,0.0004092704424510632,0.007930141262477264,-43.6624401807785,-0.02819691262266133,0.027477272,928,0.271240234375,0.2,1257.0,-2.9485959166666666
60,30720,1941,15,0.08011382818222046,0.00024497509002685547,0.9926170706748962,0.0004092704424510632,0.2785809547640383,-43.6701797246933,-0.024650394669151865,0.02155949,944,0.229248046875,0.2,1257.0,-2.9485959166666666
61,31232,1940,16,-0.03843864053487778,-0.027239441871643066,0.9922058582305908,0.0004092704424510632,0.010673935612430796,-43.65723371505737,-0.021795718297653366,0.01948529,960,0.212890625,0.2,1257.0,-2.9485959166666666
62,31744,1941,16,-0.043747324496507645,-0.0004992485046386719,0.9925894737243652,0.0004092704424510632,0.004130038301809691,-43.65337264537811,-0.02559288710472174,0.01723843,976,0.2501220703125,0.2,1257.0,-2.94659444
63,32256,1940,16,0.124824658036232,7.402896881103516e-05,0.9942036271095276,0.0004092704424510632,0.3113074656575918,-43.6832515001297,-0.023230842081829906,0.01929964,992,0.21728515625,0.2,1257.0,-2.94659444
64,32768,1941,16,-0.03939390555024147,-0.014439821243286133,0.9935962557792664,0.0004092704424510632,0.001877731458080234,-43.711180210113525,-0.02632479992462322,0.012641957,1008,0.22265625,0.2,1257.0,-2.942632692307692
65,33280,1940,17,0.10225898772478104,0.0002474784851074219,0.9953537583351135,0.0004092704424510632,0.281232344917953,-43.708006858825684,-0.026009145178250037,0.018213302,1024,0.235595703125,0.2,1257.0,-2.942632692307692
66,33792,1940,17,-0.041572391986846924,-0.037333130836486816,0.9965338706970215,0.0004092704424510632,0.01059791151783429,-43.767974734306335,-0.03267073989263736,0.030193027,1040,0.30859375,0.2,1257.0,-2.942632692307692
67,34304,1939,17,-0.025012081488966942,-9.179115295410156e-06,0.9955865144729614,0.0004092704424510632,0.006876659448607825,-43.772528648376465,-0.025489471678156406,0.018031754,1056,0.2462158203125,0.2,1257.0,-2.94772437037037
68,34816,1938,17,0.1152082309126854,6.604194641113281e-05,0.9942582845687866,0.0004092704424510632,0.31844476144760847,-43.731727957725525,-0.028327516673016362,0.028783381,1072,0.25927734375,0.2,1257.0,-2.94772437037037
69,35328,1937,18,-0.04013289511203766,-0.0013964176177978516,0.9931256771087646,0.0004092704424510632,0.0035200071579311043,-43.688310503959656,-0.026281376543920487,0.015626188,1088,0.2110595703125,0.2,1257.0,-2.9527007142857142
70,35840,1935,18,0.11539128422737122,0.00019854307174682617,0.9931519627571106,0.0004092704424510632,0.27633572090417147,-43.66616153717041,-0.022139843553304672,0.020331945,1104,0.2166748046875,0.2,1257.0,-2.9527007142857142
71,36352,1934,18,-0.04174330085515976,-0.005574226379394531,0.9929749369621277,0.0004092704424510632,0.010966198286041617,-43.65786373615265,-0.031838962429901585,0.02681877,1120,0.2784423828125,0.2,1257.0,-2.9527007142857142
72,36864,1933,19,-0.05128990113735199,0.0004159212112426758,0.9924263954162598,0.0004092704424510632,0.005706200150598306,-43.64851689338684,-0.027966361900325865,0.017170206,1136,0.232666015625,0.2,1257.0,-2.954932896551724
73,37376,1932,19,0.10574308037757874,4.6193599700927734e-05,0.9941755533218384,0.0004092704424510632,0.31754793133586645,-43.657809257507324,-0.026718800829257816,0.02178998,1152,0.2388916015625,0.2,1257.0,-2.954932896551724
74,37888,1929,19,-0.03471820056438446,-0.0006196498870849609,0.9944590926170349,0.0004092704424510632,0.00361325000267243,-43.69015455245972,-0.023181433047284372,0.013479101,1168,0.2142333984375,0.2,1257.0,-2.9551913999999995
75,38400,1921,19,0.10121872276067734,9.918212890625e-05,0.9947049021720886,0.0004092704424510632,0.2934998217970133,-43.69590902328491,-0.02805455058842199,0.02314793,1184,0.2315673828125,0.2,1257.0,-2.9551913999999995
76,38912,1915,20,-0.03405918926000595,-0.004092574119567871,0.9953762888908386,0.0004092704424510632,0.008738522374187596,-43.706379890441895,-0.027693273819750175,0.019594798,1200,0.233642578125,0.2,1257.0,-2.9551913999999995
77,39424,1911,20,-0.039940278977155685,8.64863395690918e-05,0.9944512248039246,0.0004092704424510632,0.005213952346821316,-43.715646624565125,-0.028375992202199996,0.018753074,1216,0.2476806640625,0.2,1257.0,-2.950129967741935
78,39936,1906,20,0.1020471602678299,3.647804260253906e-05,0.9937403202056885,0.0004092704424510632,0.31457524141296744,-43.68597233295441,-0.023009764263406396,0.020239461,1232,0.2139892578125,0.2,1257.0,-2.950129967741935
79,40448,1901,21,-0.03819194808602333,1.4901161193847656e-06,0.9938026666641235,0.0004092704424510632,0.004382656443340238,-43.67154002189636,-0.029942906970973127,0.02480245,1248,0.266845703125,0.2,1257.0,-2.9455774375
80,40960,1895,21,0.0943923071026802,5.042552947998047e-05,0.9950360655784607,0.0004092704424510632,0.31830001855269074,-43.694647431373596,-0.022525996289914474,0.02060268,1264,0.211669921875,0.2,1257.0,-2.9455774375
81,41472,1890,21,-0.03785691410303116,-0.0002576112747192383,0.9929946064949036,0.0004092704424510632,0.013157955749193206,-43.68310463428497,-0.023201580443128478,0.024723241,1280,0.215576171875,0.2,1257.0,-2.9455774375
82,41984,1886,22,-0.03128670156002045,0.0006838440895080566,0.9908499717712402,0.0004092704424510632,0.006526416982524097,-43.609161496162415,-0.02926727378508076,0.0171686,1296,0.2276611328125,0.2,1257.0,-2.9468861818181815
83,42496,1882,22,0.0338577963411808,6.127357482910156e-05,0.9894261956214905,0.0004092704424510632,0.12468371423892677,-43.55151069164276,-0.02160455207922496,0.032602325,1312,0.2701416015625,0.2,1257.0,-2.9468861818181815
84,43008,1878,22,-0.025575755164027214,1.3709068298339844e-06,0.9904460310935974,0.0004092704424510632,0.005288200241921004,-43.542463541030884,-0.021870494849281386,0.016686521,1328,0.2159423828125,0.2,1257.0,-2.9425151176470585
85,43520,1876,23,0.12848858535289764,0.00014579296112060547,0.9915370941162109,0.0004092704424510632,0.3714712089858949,-43.58227837085724,-0.021458080045704264,0.013267123,1344,0.2412109375,0.2,1257.0,-2.9425151176470585
86,44032,1872,23,-0.03663590922951698,-0.007765531539916992,0.9918283820152283,0.0004092704424510632,0.007486203074222431,-43.605244398117065,-0.030033262388315052,0.023394018,1360,0.3388671875,0.2,1257.0,-2.9440675714285716
87,44544,1869,23,0.08632522821426392,0.0001793503761291504,0.9918009042739868,0.0004092704424510632,0.34998885821551085,-43.60900866985321,-0.023757501039654016,0.019896513,1376,0.2518310546875,0.2,1257.0,-2.9440675714285716
88,45056,1867,24,-0.029543191194534302,-0.08024811744689941,0.9907044172286987,0.0004092704424510632,0.010569787380518392,-43.59450006484985,-0.023334918725595344,0.02033057,1392,0.2437744140625,0.2,1257.0,-2.9440675714285716
89,45568,1863,24,-0.0402568094432354,4.839897155761719e-05,0.9912819862365723,0.0004092704424510632,0.0053770506419823505,-43.586002588272095,-0.021448190454975702,0.013155189,1408,0.1802978515625,0.2,1257.0,-2.9402239444444445
90,46080,1859,24,0.14982593059539795,1.806020736694336e-05,0.990851879119873,0.0004092704424510632,0.390155584551394,-43.59251523017883,-0.028244243731023744,0.030861188,1424,0.2979736328125,0.2,1257.0,-2.9402239444444445
91,46592,1855,25,-0.04018360748887062,-0.0008908510208129883,0.9903174638748169,0.0004092704424510632,0.003302068067569053,-43.57237672805786,-0.026803019041835796,0.017460618,1440,0.2080078125,0.2,1257.0,-2.9385231621621624
92,47104,1854,25,0.1522940993309021,3.540515899658203e-05,0.9904035329818726,0.0004092704424510632,0.348128910176456,-43.56355178356171,-0.027274864551145583,0.018723696,1456,0.2557373046875,0.2,1257.0,-2.9385231621621624
93,47616,1851,25,-0.019874682649970055,-0.00032579898834228516,0.9918516278266907,0.0004092704424510632,0.011048350846976973,-43.58056151866913,-0.0207105068693636,0.01851684,1472,0.2269287109375,0.2,1257.0,-2.9385231621621624
94,48128,1849,26,-0.024238834157586098,-2.1338462829589844e-05,0.9910877346992493,0.0004092704424510632,0.004266268639185,-43.602105259895325,-0.022862760699354112,0.016815523,1488,0.222900390625,0.2,1257.0,-2.933489315789474
95,48640,1847,26,0.17160634696483612,1.430511474609375e-05,0.9905027151107788,0.0004092704424510632,0.38258607406169176,-43.56728541851044,-0.024555029638577253,0.01981492,1504,0.22998046875,0.2,1257.0,-2.933489315789474
96,49152,1846,26,-0.04219910129904747,-2.8252601623535156e-05,0.9897862672805786,0.0004092704424510632,0.004374324940727092,-43.55297923088074,-0.022844137900392525,0.015274592,1520,0.1834716796875,0.2,1257.0,-2.9328422564102565
97,49664,1842,26,0.15789195895195007,2.9981136322021484e-05,0.9888769388198853,0.0004092704424510632,0.34031775780022144,-43.52836287021637,-0.028540598548715934,0.027797477,1536,0.2586669921875,0.2,1257.0,-2.9328422564102565
98,50176,1840,27,-0.022677619010210037,-0.00024497509002685547,0.9888461232185364,0.0004092704424510632,0.012978401820873842,-43.51262354850769,-0.0229853285709396,0.016683433,1552,0.210205078125,0.2,1257.0,-2.9328422564102565
99,50688,1838,27,-0.020290832966566086,0.00012809038162231445,0.9884300231933594,0.0004092704424510632,0.00548836711095646,-43.50778293609619,-0.024701063171960413,0.016131628,1568,0.21875,0.2,1257.0,-2.9329995
100,51200,1836,27,0.16697384417057037,1.8656253814697266e-05,0.9871382117271423,0.0004092704424510632,0.39177966956049204,-43.479519963264465,-0.02212284861889202,0.014436483,1584,0.202392578125,0.2,1257.0,-2.9329995
101,51712,1834,28,-0.015163261443376541,-6.663799285888672e-05,0.9875420928001404,0.0004092704424510632,0.005008341766369995,-43.45931386947632,-0.016748536349041387,0.012435445,1600,0.15966796875,0.2,1257.0,-2.934826731707317
102,52224,1832,28,0.13085642457008362,2.6941299438476562e-05,0.9872458577156067,0.0004092704424510632,0.358669170178473,-43.46818220615387,-0.028092879423638806,0.030410923,1616,0.28076171875,0.2,1257.0,-2.934826731707317
103,52736,1831,28,-0.01780490204691887,-0.00017154216766357422,0.9884509444236755,0.0004092704424510632,0.009751095756655559,-43.47252643108368,-0.024707829899853095,0.017053254,1632,0.2352294921875,0.2,1257.0,-2.934826731707317
104,53248,1830,29,-0.035140663385391235,9.518861770629883e-05,0.9889484643936157,0.0004092704424510632,0.0044194365400471725,-43.508041977882385,-0.027378261511330493,0.018432343,1648,0.2320556640625,0.2,1257.0,-2.9327018333333337
105,53760,1829,29,0.14496758580207825,2.676248550415039e-05,0.9885382056236267,0.0004092704424510632,0.3815270187333226,-43.50657653808594,-0.02150909267948009,0.02065454,1664,0.230712890625,0.2,1257.0,-2.9327018333333337
106,54272,1826,29,-0.02627331018447876,-0.0005137920379638672,0.9885866641998291,0.0004092704424510632,0.0055594956065760925,-43.497052788734436,-0.019942284940043464,0.015613825,1680,0.1929931640625,0.2,1257.0,-2.9325863023255816
107,54784,1823,30,0.16502724587917328,1.2576580047607422e-05,0.9887625575065613,0.0004092704424510632,0.3731832467019558,-43.49612903594971,-0.019285654881969094,0.016956741,1696,0.179443359375,0.2,1257.0,-2.9325863023255816
108,55296,1822,30,-0.02390562742948532,9.000301361083984e-06,0.9891928434371948,0.0004092704424510632,0.01113401680777315,-43.50500679016113,-0.022294155380222946,0.015470694,1712,0.2247314453125,0.2,1257.0,-2.9325863023255816
109,55808,1820,30,-0.013399846851825714,0.00011140108108520508,0.9884187579154968,0.0004092704424510632,0.005874015361769125,-43.502519845962524,-0.016995691315969452,0.013806328,1728,0.158447265625,0.2,1257.0,-2.92991275
110,56320,1819,30,0.07407078891992569,1.6391277313232422e-05,0.9878978133201599,0.0004092704424510632,0.1797551482450217,-43.47538995742798,-0.02251992712263018,0.0343887,1744,0.2618408203125,0.2,1257.0,-2.92991275
111,56832,1818,31,-0.02014879882335663,0.0001373887062072754,0.9880572557449341,0.0004092704424510632,0.00721077538037207,-43.47020924091339,-0.01853105577174574,0.012223104,1760,0.181640625,0.2,1257.0,-2.9336399777777777
112,57344,1816,31,0.16140273213386536,1.0371208190917969e-05,0.9879512190818787,0.0004092704424510632,0.4137586383149028,-43.476054668426514,-0.025020418572239578,0.0147451535,1776,0.1947021484375,0.2,1257.0,-2.9336399777777777
113,57856,1815,31,-0.03303078934550285,-9.5367431640625e-06,0.9879316091537476,0.0004092704424510632,0.008568452220060863,-43.46665132045746,-0.02783148203161545,0.029559208,1792,0.2974853515625,0.2,1257.0,-2.9324355
114,58368,1814,32,0.19347040355205536,2.3126602172851562e-05,0.9877346754074097,0.0004092704424510632,0.4088294608518481,-43.45726144313812,-0.023268941120477393,0.02460814,1808,0.2303466796875,0.2,1257.0,-2.9324355
115,58880,1813,32,-0.02936416119337082,-0.0010123252868652344,0.9880746603012085,0.0004092704424510632,0.01311235933098942,-43.45402777194977,-0.02101530390791595,0.020353423,1824,0.2154541015625,0.2,1257.0,-2.9324355
116,59392,1812,32,-0.02772064320743084,-2.765655517578125e-05,0.9878289699554443,0.0004092704424510632,0.005420195870101452,-43.466216683387756,-0.022147511888761073,0.016713127,1840,0.2169189453125,0.2,1257.0,-2.931199276595745
117,59904,1812,33,0.20506009459495544,1.1742115020751953e-05,0.9874176979064941,0.0004092704424510632,0.4481129515916109,-43.45001423358917,-0.02513637120136991,0.02338842,1856,0.270263671875,0.2,1257.0,-2.931199276595745
118,60416,1811,33,-0.026029977947473526,-0.0011551380157470703,0.9862309098243713,0.0004092704424510632,0.0024961409326351713,-43.43089556694031,-0.019178352114977315,0.012190036,1872,0.171142578125,0.2,1257.0,-2.927957770833333
119,60928,1810,33,0.19345217943191528,3.2782554626464844e-05,0.9847009181976318,0.0004092704424510632,0.3912777155637741,-43.38366150856018,-0.02724409260554239,0.022413947,1888,0.2664794921875,0.2,1257.0,-2.927957770833333
120,61440,1808,33,-0.02836238220334053,8.64267349243164e-06,0.9817245602607727,0.0004092704424510632,0.012872415274614468,-43.319759368896484,-0.020424177797394805,0.020105366,1904,0.2086181640625,0.2,1257.0,-2.927957770833333
121,61952,1807,34,-0.039130210876464844,1.817941665649414e-05,0.9821706414222717,0.0004092704424510632,0.005347868784156162,-43.26694107055664,-0.024566999985836446,0.01920223,1920,0.224365234375,0.2,1257.0,-2.9258383877551015
122,62464,1806,34,0.20564910769462585,4.470348358154297e-06,0.9824188351631165,0.0004092704424510632,0.41633155196905136,-43.29398572444916,-0.019970809313235804,0.018036988,1936,0.1839599609375,0.2,1257.0,-2.9258383877551015
123,62976,1805,34,-0.030431367456912994,-9.417533874511719e-06,0.9826182723045349,0.0004092704424510632,0.004999696946470067,-43.30178964138031,-0.02593096304917708,0.01881681,1952,0.2384033203125,0.2,1257.0,-2.9209171999999994
124,63488,1804,35,0.15429028868675232,6.67572021484375e-06,0.9825604557991028,0.0004092704424510632,0.38483224529772997,-43.307928800582886,-0.027972953423159197,0.022428552,1968,0.2415771484375,0.2,1257.0,-2.9209171999999994
