time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/loss,train/explained_variance,train/std,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/clip_fraction,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
1,512,4580,0,,,,,,,,,,,,,
2,1024,3148,0,-0.03807345777750015,-0.4513840675354004,1.00049889087677,0.0004092704424510632,0.15260840402333997,-43.99471855163574,-0.03373946133069694,0.020638883,16,0.29931640625,0.2,,
3,1536,2689,0,-0.018050700426101685,-0.006576657295227051,0.9995707273483276,0.0004092704424510632,0.00509133432933595,-43.99008798599243,-0.0214308901631739,0.01435875,32,0.1973876953125,0.2,1257.0,-2.91275
4,2048,2473,0,-0.024936573579907417,0.013379395008087158,0.9997761845588684,0.0004092704424510632,0.004625394751201384,-43.970183968544006,-0.033077517786296085,0.02005291,48,0.3040771484375,0.2,1257.0,-2.91275
5,2560,2360,1,-0.03432155027985573,0.006207764148712158,1.0004109144210815,0.0004092704424510632,0.007694620697293431,-43.98917484283447,-0.026996815024176612,0.029018437,64,0.3231201171875,0.2,1257.0,-2.9638255
6,3072,2293,1,-0.028930392116308212,0.010771334171295166,1.000401258468628,0.0004092704424510632,0.010669983370462433,-43.99843156337738,-0.021025026682764292,0.014234924,80,0.2152099609375,0.2,1257.0,-2.9638255
7,3584,2244,1,-0.03506627306342125,-0.006052970886230469,1.0003657341003418,0.0004092704424510632,0.009358260766020976,-43.9921680688858,-0.027990388625767082,0.020521833,96,0.299560546875,0.2,1257.0,-2.9638255
8,4096,2215,1,-0.04209797829389572,-0.0031113624572753906,1.0013720989227295,0.0004092704424510632,0.004649445239920169,-44.00465726852417,-0.03411197697278112,0.018372737,112,0.3070068359375,0.2,1257.0,-2.9426813333333333
9,4608,2185,2,-0.03004569187760353,0.002008795738220215,1.001690149307251,0.0004092704424510632,0.035678618820384145,-44.028207302093506,-0.030931997491279617,0.0220918,128,0.281494140625,0.2,1257.0,-2.9426813333333333
10,5120,2173,2,-0.04033440351486206,-0.022987961769104004,1.0009568929672241,0.0004092704424510632,0.002214249296230264,-44.02274441719055,-0.02822626306442544,0.020091869,144,0.282958984375,0.2,1257.0,-2.9367605
11,5632,2163,2,-0.011437995359301567,0.002789318561553955,0.9983441829681396,0.0004092704424510632,0.03270657383836806,-43.96744918823242,-0.022458261999418028,0.017145436,160,0.2291259765625,0.2,1257.0,-2.9367605
12,6144,2155,2,-0.028919391334056854,-0.00032019615173339844,0.9958029389381409,0.0004092704424510632,0.011455223750090227,-43.885504841804504,-0.026726516021881253,0.021175098,176,0.2681884765625,0.2,1257.0,-2.9367605
13,6656,2146,3,-0.026605045422911644,-0.0066825151443481445,0.996898889541626,0.0004092704424510632,0.004652515061025042,-43.85331881046295,-0.021062606945633888,0.014345318,192,0.2039794921875,0.2,1257.0,-2.9469738
14,7168,2135,3,0.016765518113970757,0.001232743263244629,0.9987525939941406,0.0004092704424510632,0.07107720943167806,-43.904996395111084,-0.022561938316357555,0.016875608,208,0.2452392578125,0.2,1257.0,-2.9469738
15,7680,2124,3,-0.035184115171432495,-0.0036416053771972656,1.000119686126709,0.0004092704424510632,0.0037935491782263853,-43.95438611507416,-0.03128300060052425,0.020423569,224,0.2689208984375,0.2,1257.0,-2.9406908333333335
16,8192,2108,3,-0.009607948362827301,0.0026488900184631348,0.9995609521865845,0.0004092704424510632,0.07019244239199907,-43.97275483608246,-0.030439648835454136,0.023903754,240,0.315673828125,0.2,1257.0,-2.9406908333333335
17,8704,2096,4,-0.025992676615715027,-0.05221283435821533,0.9980959296226501,0.0004092704424510632,0.012419263162882999,-43.93891203403473,-0.021251811253023334,0.017723527,256,0.2119140625,0.2,1257.0,-2.9406908333333335
18,9216,2085,4,-0.037574272602796555,0.0004303455352783203,0.998097836971283,0.0004092704424510632,0.004557788903184701,-43.909584283828735,-0.026544360647676513,0.016711589,272,0.2376708984375,0.2,1257.0,-2.934513
19,9728,2079,4,0.03889767453074455,0.0007947087287902832,0.9982312321662903,0.0004092704424510632,0.11889823316596448,-43.919416546821594,-0.02164736187842209,0.0213104,288,0.232666015625,0.2,1257.0,-2.934513
20,10240,2075,4,-0.034161996096372604,-0.0044286251068115234,0.996544361114502,0.0004092704424510632,0.004601785469276365,-43.89275860786438,-0.020695156381407287,0.01197002,304,0.177978515625,0.2,1257.0,-2.938512125
21,10752,2078,5,0.005974315106868744,0.0024298429489135742,0.9933657646179199,0.0004092704424510632,0.1041342702228576,-43.818310618400574,-0.026327218540245667,0.024800599,320,0.2537841796875,0.2,1257.0,-2.938512125
22,11264,2082,5,-0.0424690805375576,-0.058144450187683105,0.9905948042869568,0.0004092704424510632,0.013847455731593072,-43.715341210365295,-0.03013992853811942,0.026189107,336,0.2767333984375,0.2,1257.0,-2.938512125
23,11776,2082,5,-0.035843171179294586,-0.0015641450881958008,0.992122232913971,0.0004092704424510632,0.00574168285675114,-43.68666851520538,-0.022061733063310385,0.015880771,352,0.1956787109375,0.2,1257.0,-2.9459108888888887
24,12288,2083,5,0.02336246520280838,0.0008118748664855957,0.9926438927650452,0.0004092704424510632,0.14380847243592143,-43.73528337478638,-0.02653386771271471,0.016929157,368,0.2420654296875,0.2,1257.0,-2.9459108888888887
25,12800,2085,6,-0.026744991540908813,-0.011768460273742676,0.9918074011802673,0.0004092704424510632,0.004804927768418565,-43.720720529556274,-0.020828391250688583,0.014653149,384,0.1881103515625,0.2,1257.0,-2.949293
26,13312,2078,6,0.04295477271080017,0.0017366409301757812,0.99095618724823,0.0004092704424510632,0.15310257067903876,-43.69331204891205,-0.026240197126753628,0.022546459,400,0.2474365234375,0.2,1257.0,-2.949293
27,13824,2072,6,-0.018978901207447052,-0.036300063133239746,0.9915023446083069,0.0004092704424510632,0.01118513043911662,-43.684077978134155,-0.0212895127988304,0.020022992,416,0.247802734375,0.2,1257.0,-2.949293
