time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/loss,train/explained_variance,train/std,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/clip_fraction,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
1,512,4186,0,,,,,,,,,,,,,
2,1024,2507,0,-0.02667902037501335,-0.1461036205291748,0.9999051690101624,0.0004092704424510632,0.10679822477686685,-43.986510276794434,-0.02936168055748567,0.018598316,16,0.256103515625,0.2,,
3,1536,2215,0,-0.03002612665295601,0.007480204105377197,0.9982725381851196,0.0004092704424510632,0.004730479333375115,-43.96297740936279,-0.021317100487067364,0.013138135,32,0.2242431640625,0.2,1257.0,-2.8376
4,2048,2113,0,-0.0379379577934742,-0.0015658140182495117,0.9979841113090515,0.0004092704424510632,0.015928800479741767,-43.92009127140045,-0.029993719537742436,0.020977419,48,0.304443359375,0.2,1257.0,-2.8376
5,2560,2055,1,-0.03159991651773453,0.00789576768875122,0.9971223473548889,0.0004092704424510632,0.010154307165066712,-43.91391468048096,-0.027858833520440385,0.025192037,64,0.322021484375,0.2,1257.0,-2.8594075
6,3072,2020,1,-0.01842820644378662,-0.0020020008087158203,0.9959462285041809,0.0004092704424510632,0.027386801841203123,-43.87648105621338,-0.025606121896998957,0.01917942,80,0.291748046875,0.2,1257.0,-2.8594075
7,3584,1999,1,-0.03608876094222069,-0.019639134407043457,0.9959790110588074,0.0004092704424510632,0.013204918650444597,-43.84950268268585,-0.023828575387597084,0.020794034,96,0.2843017578125,0.2,1257.0,-2.8594075
8,4096,1961,2,-0.029858453199267387,-0.0019904375076293945,0.9956725835800171,0.0004092704424510632,0.00516722571774153,-43.857266902923584,-0.020792719529708847,0.017475694,112,0.25341796875,0.2,1257.0,-2.9225836666666667
9,4608,1952,2,-0.007103331387042999,0.0009598135948181152,0.995076596736908,0.0004092704424510632,0.052791057038120925,-43.84027552604675,-0.020373553677927703,0.01141762,128,0.20849609375,0.2,1257.0,-2.9225836666666667
10,5120,1945,2,-0.02031554840505123,-0.0260164737701416,0.9941285252571106,0.0004092704424510632,0.0023180338175734505,-43.81660747528076,-0.02255519745813217,0.017720569,144,0.243408203125,0.2,1257.0,-2.9190650000000002
11,5632,1933,2,-0.012992635369300842,-0.0023082494735717773,0.9945366978645325,0.0004092704424510632,0.05430627800524235,-43.800413846969604,-0.035126846516504884,0.030460978,160,0.3450927734375,0.2,1257.0,-2.9190650000000002
12,6144,1929,3,-0.03746003657579422,-0.009113192558288574,0.995233416557312,0.0004092704424510632,0.011503749468829483,-43.82362997531891,-0.031491246656514704,0.02037747,176,0.293701171875,0.2,1257.0,-2.9190650000000002
13,6656,1924,3,-0.03640013560652733,-0.0014307498931884766,0.9967634677886963,0.0004092704424510632,0.006164821323181968,-43.851256012916565,-0.028336786563158967,0.019773994,192,0.2850341796875,0.2,1257.0,-2.9213074000000003
14,7168,1917,3,0.014113031327724457,-0.00040268898010253906,0.9950684309005737,0.0004092704424510632,0.10334502975456417,-43.86195921897888,-0.03802751109469682,0.03176088,208,0.3319091796875,0.2,1257.0,-2.9213074000000003
15,7680,1911,4,-0.03668616712093353,-0.047708868980407715,0.9944540858268738,0.0004092704424510632,0.0036527613337966613,-43.811899304389954,-0.02932269129087217,0.018724017,224,0.2647705078125,0.2,1257.0,-2.9337705
16,8192,1902,4,0.014164064079523087,0.00018477439880371094,0.9936888813972473,0.0004092704424510632,0.09332262421958148,-43.79217576980591,-0.02169224782846868,0.01762749,240,0.238037109375,0.2,1257.0,-2.9337705
17,8704,1891,4,-0.024090828374028206,-0.0014058351516723633,0.9940305352210999,0.0004092704424510632,0.009465506504056975,-43.777379393577576,-0.018785709093208425,0.017476045,256,0.181396484375,0.2,1257.0,-2.9337705
18,9216,1890,4,-0.04831864312291145,0.0005173087120056152,0.9943446516990662,0.0004092704424510632,0.004864625349000562,-43.7965304851532,-0.028158914494269993,0.018528815,272,0.256591796875,0.2,1257.0,-2.902869
19,9728,1891,5,0.055230289697647095,0.0002627372741699219,0.9945275187492371,0.0004092704424510632,0.13623014208860695,-43.803165793418884,-0.020844645361648872,0.01933863,288,0.2144775390625,0.2,1257.0,-2.902869
