time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/clip_fraction,train/n_updates,train/learning_rate,train/value_loss,train/clip_range,train/policy_gradient_loss,train/loss,train/explained_variance,train/approx_kl,train/std,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,0,4067,,,,,,,,,,,,,
1024,2,0,1872,0.2724609375,16,0.0004092704424510632,0.19643725566129433,0.2,-0.03133913897909224,-0.03752349689602852,-0.6706026792526245,0.019257363,0.9987400770187378,-43.96624684333801,,
1536,3,0,1595,0.2718505859375,32,0.0004092704424510632,0.003574623966414947,0.2,-0.029815439047524706,-0.04460211843252182,-0.0010433197021484375,0.019145142,0.9997962117195129,-43.959736585617065,-2.689145,1258.0
2048,4,1,1484,0.27490234375,48,0.0004092704424510632,0.015151085972320288,0.2,-0.02585026406450197,-0.027353394776582718,0.010560572147369385,0.015132265,0.99959796667099,-43.97961115837097,-2.689145,1258.0
2560,5,1,1427,0.2720947265625,64,0.0004092704424510632,0.004060028149979189,0.2,-0.028799226478440687,-0.035724740475416183,0.023474454879760742,0.017338578,1.0004490613937378,-43.97927284240723,-2.6706440000000002,1258.0
3072,6,2,1384,0.3238525390625,80,0.0004092704424510632,0.022421064146328717,0.2,-0.0284979289281182,-0.03514451906085014,0.018665730953216553,0.021894772,1.0000967979431152,-43.99972414970398,-2.6706440000000002,1258.0
3584,7,2,1359,0.2518310546875,96,0.0004092704424510632,0.005202147702220827,0.2,-0.02492415350570809,-0.027299106121063232,0.006935715675354004,0.0155411335,0.9995391368865967,-43.9726699590683,-2.6706440000000002,1258.0
4096,8,3,1340,0.255859375,112,0.0004092704424510632,0.00232174978373223,0.2,-0.029074666323140264,-0.03319098427891731,0.04507952928543091,0.01544943,0.998949408531189,-43.95856070518494,-2.6251146666666667,1258.0
4608,9,3,1325,0.321044921875,128,0.0004092704424510632,0.02970730041852221,0.2,-0.030007056309841573,-0.0274234339594841,0.01535487174987793,0.025520362,1.0002225637435913,-43.966384530067444,-2.6251146666666667,1258.0
5120,10,3,1317,0.2802734375,144,0.0004092704424510632,0.0028232923614268657,0.2,-0.028905798128107563,-0.041785597801208496,0.4663541316986084,0.020173097,0.9990786910057068,-43.97892642021179,-2.6222965,1258.0
5632,11,4,1308,0.186767578125,160,0.0004092704424510632,0.035793176386505365,0.2,-0.017107807681895792,-0.00011439621448516846,0.1290988326072693,0.012357402,0.9957037568092346,-43.900997281074524,-2.6222965,1258.0
6144,12,4,1302,0.2489013671875,176,0.0004092704424510632,0.0027634442085400224,0.2,-0.03042437179828994,-0.04962260276079178,0.5135613679885864,0.014251859,0.9936519265174866,-43.80731248855591,-2.6222965,1258.0
6656,13,5,1295,0.1951904296875,192,0.0004092704424510632,0.002815315983752953,0.2,-0.02018590344232507,-0.01666373759508133,0.3390963673591614,0.013414122,0.9926102161407471,-43.76315772533417,-2.6102122000000003,1258.0
7168,14,5,1291,0.328125,208,0.0004092704424510632,0.04271220532245934,0.2,-0.03132102731615305,-0.032651614397764206,0.0862499475479126,0.03415522,0.99220871925354,-43.73543703556061,-2.6102122000000003,1258.0
7680,15,5,1287,0.2684326171875,224,0.0004092704424510632,0.0050252559667569585,0.2,-0.0275722952792421,-0.03484556823968887,0.17717546224594116,0.021735094,0.9923461079597473,-43.73179531097412,-2.5670383333333335,1258.0
8192,16,6,1283,0.2142333984375,240,0.0004092704424510632,0.04784083546837792,0.2,-0.022505072542116977,-0.023870963603258133,0.2876432538032532,0.016428836,0.9896990656852722,-43.70184886455536,-2.5670383333333335,1258.0
