time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/clip_fraction,train/n_updates,train/learning_rate,train/value_loss,train/clip_range,train/policy_gradient_loss,train/loss,train/explained_variance,train/approx_kl,train/std,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
5632,11,4,1321,0.292236328125,160,0.0004092704424510632,0.018423004890792072,0.2,-0.028353092333418317,-0.03338603302836418,0.00047409534454345703,0.02085429,0.9942989945411682,-43.83093440532684,-2.4647965,1258.0
6144,12,4,1314,0.2481689453125,176,0.0004092704424510632,0.003770653704123106,0.2,-0.024907685816287994,-0.03439787030220032,0.010919034481048584,0.0191068,0.9925052523612976,-43.76989436149597,-2.4647965,1258.0
6656,13,5,1308,0.2650146484375,192,0.0004092704424510632,0.0025888552954711486,0.2,-0.026278397272108123,-0.036000508815050125,0.004078030586242676,0.022229545,0.9916127324104309,-43.72839045524597,-2.4660333999999997,1258.0
7168,14,5,1304,0.2724609375,208,0.0004092704424510632,0.030526144488248974,0.2,-0.027378929182305,-0.029391855001449585,0.0019776225090026855,0.024383152,0.9921835064888,-43.72399413585663,-2.4660333999999997,1258.0
7680,15,5,1299,0.2144775390625,224,0.0004092704424510632,0.003607981401728466,0.2,-0.023260804417077452,-0.02440653368830681,0.0832555890083313,0.018944133,0.9918556213378906,-43.72929084300995,-2.4598633333333333,1258.0
8192,16,6,1295,0.2833251953125,240,0.0004092704424510632,0.038516823668032885,0.2,-0.028264221095014364,-0.016208473592996597,0.010615408420562744,0.02188544,0.9911035299301147,-43.705485582351685,-2.4598633333333333,1258.0
8704,17,6,1288,0.255615234375,256,0.0004092704424510632,0.0034413634493830614,0.2,-0.02718018344603479,-0.03728492185473442,0.4843461513519287,0.019445509,0.9914407134056091,-43.69871151447296,-2.4598633333333333,1258.0
9216,18,7,1285,0.2623291015625,272,0.0004092704424510632,0.0028880915415356867,0.2,-0.027052347839344293,-0.042301829904317856,0.1384984850883484,0.023877032,0.9888895153999329,-43.676409125328064,-2.481378,1258.0
9728,19,7,1283,0.2481689453125,288,0.0004092704424510632,0.04942446056520566,0.2,-0.028013238072162494,-0.014754923060536385,0.006948113441467285,0.0144194905,0.9887769818305969,-43.614447832107544,-2.481378,1258.0
10240,20,8,1279,0.24462890625,304,0.0004092704424510632,0.0019587543574743904,0.2,-0.02400380771723576,-0.03024572692811489,0.7067399024963379,0.01843614,0.9886241555213928,-43.61955428123474,-2.472438875,1258.0
10752,21,8,1276,0.3104248046875,320,0.0004092704424510632,0.04578223719727248,0.2,-0.03359402302885428,-0.02731212228536606,0.10816043615341187,0.031644695,0.9882420897483826,-43.6110999584198,-2.472438875,1258.0
11264,22,8,1274,0.2501220703125,336,0.0004092704424510632,0.00338380852190312,0.2,-0.025082456617383286,-0.02913672849535942,0.5274941921234131,0.021093264,0.9889275431632996,-43.60392105579376,-2.472438875,1258.0
11776,23,9,1272,0.2237548828125,352,0.0004092704424510632,0.0040995842646225356,0.2,-0.028174126549856737,-0.03891913592815399,0.09676283597946167,0.016821174,0.9920626282691956,-43.667866826057434,-2.4614046666666667,1258.0
12288,24,9,1269,0.29248046875,368,0.0004092704424510632,0.050867969170212746,0.2,-0.023522222152678296,-0.017675772309303284,0.03769409656524658,0.030632786,0.993351399898529,-43.74996602535248,-2.4614046666666667,1258.0
12800,25,10,1268,0.1593017578125,384,0.0004092704424510632,0.0046765514998696744,0.2,-0.016963450791081414,-0.024202993139624596,-0.45863378047943115,0.0129510965,0.992539644241333,-43.750266671180725,-2.4554566,1258.0
13312,26,10,1267,0.2464599609375,400,0.0004092704424510632,0.04770621709758416,0.2,-0.02553652703863918,-0.01677829958498478,0.23161780834197998,0.02039892,0.9909496903419495,-43.710559487342834,-2.4554566,1258.0
13824,27,10,1266,0.2296142578125,416,0.0004092704424510632,0.007385875243926421,0.2,-0.021871252582059242,-0.022570909932255745,0.19749003648757935,0.016632078,0.9920898079872131,-43.69864618778229,-2.4554566,1258.0
14336,28,11,1265,0.2822265625,432,0.0004092704424510632,0.006182211232953705,0.2,-0.029648830241058022,-0.02472742088139057,0.3884274959564209,0.020928165,0.9906908869743347,-43.708468079566956,-2.451631090909091,1258.0
14848,29,11,1263,0.3565673828125,448,0.0004092704424510632,0.022060238959966227,0.2,-0.025475684087723494,-0.025214022025465965,0.17349183559417725,0.047328547,0.9886416792869568,-43.644497871398926,-2.451631090909091,1258.0
15360,30,12,1263,0.23779296875,464,0.0004092704424510632,0.005657058318320196,0.2,-0.0252792306127958,-0.03225467726588249,-1.123962640762329,0.017027803,0.9883512854576111,-43.603986740112305,-2.4483775,1258.0
15872,31,12,1262,0.2542724609375,480,0.0004092704424510632,0.0492538915714249,0.2,-0.023648303249501623,-0.0030021686106920242,0.20249754190444946,0.017214052,0.9888096451759338,-43.610201835632324,-2.4483775,1258.0
16384,32,12,1261,0.2276611328125,496,0.0004092704424510632,0.006309758173301816,0.2,-0.023067647125571966,-0.03265567496418953,-0.29033327102661133,0.01602016,0.9877412915229797,-43.601608991622925,-2.4385109230769233,1258.0
16896,33,13,1261,0.29345703125,512,0.0004092704424510632,0.062461907509714365,0.2,-0.029811992149916478,-0.0025126542896032333,0.3602587580680847,0.027203303,0.9878632426261902,-43.58354830741882,-2.4385109230769233,1258.0
17408,34,13,1260,0.2723388671875,528,0.0004092704424510632,0.011503597052069381,0.2,-0.026241506391670555,-0.032602790743112564,-0.20900249481201172,0.021035995,0.9885970950126648,-43.59855675697327,-2.4385109230769233,1258.0
17920,35,14,1259,0.300048828125,544,0.0004092704424510632,0.0023465583071811125,0.2,-0.03038754381122999,-0.04395802319049835,0.4267911911010742,0.02258635,0.9877313375473022,-43.60107374191284,-2.4373875000000003,1258.0
18432,36,14,1259,0.2340087890625,560,0.0004092704424510632,0.06060682830866426,0.2,-0.023596141050802544,-0.012726211920380592,0.18324744701385498,0.019554649,0.9865084886550903,-43.56223952770233,-2.4373875000000003,1258.0
18944,37,15,1258,0.27490234375,576,0.0004092704424510632,0.010313719845726155,0.2,-0.02475214430160122,-0.0297591220587492,-1.6099941730499268,0.018833503,0.9850874543190002,-43.51573610305786,-2.4397686666666667,1258.0
19456,38,15,1257,0.30859375,592,0.0004092704424510632,0.07076093775685877,0.2,-0.029428906680550426,-0.01323196291923523,0.2479737401008606,0.02591368,0.9848656058311462,-43.48658728599548,-2.4397686666666667,1258.0
19968,39,15,1257,0.318359375,608,0.0004092704424510632,0.008271065671578981,0.2,-0.031538358409306966,-0.03659761697053909,-0.24818861484527588,0.022806771,0.983742356300354,-43.470534920692444,-2.4397686666666667,1258.0
20480,40,16,1256,0.3057861328125,624,0.0004092704424510632,0.0019950227651861496,0.2,-0.03382309133303352,-0.04363550618290901,-0.2676084041595459,0.019863587,0.9825965166091919,-43.432236313819885,-2.4393756875,1258.0
20992,41,16,1256,0.265380859375,640,0.0004092704424510632,0.06918530014809221,0.2,-0.03186925582122058,-0.02354815974831581,0.11197346448898315,0.02494589,0.9837358593940735,-43.423245787620544,-2.4393756875,1258.0
21504,42,17,1255,0.249267578125,656,0.0004092704424510632,0.012060123684932478,0.2,-0.026771540433401242,-0.03406069800257683,-1.776862621307373,0.016683917,0.9840218424797058,-43.45990169048309,-2.434721117647059,1258.0
22016,43,17,1254,0.2049560546875,672,0.0004092704424510632,0.080525076482445,0.2,-0.02177911047328962,0.0033728592097759247,0.34966176748275757,0.017152464,0.9845899343490601,-43.467626094818115,-2.434721117647059,1258.0
22528,44,17,1254,0.2801513671875,688,0.0004092704424510632,0.006856016552774236,0.2,-0.022526408327394165,-0.021622922271490097,-0.38277924060821533,0.01988267,0.9841619729995728,-43.47385561466217,-2.434721117647059,1258.0
23040,45,18,1253,0.2774658203125,704,0.0004092704424510632,0.003146986597130308,0.2,-0.027116150988149457,-0.03251200169324875,2.855062484741211e-05,0.019246195,0.9843422770500183,-43.46518528461456,-2.4358581666666668,1258.0
23552,46,18,1253,0.27685546875,720,0.0004092704424510632,0.09288187616039068,0.2,-0.02698161595617421,0.004365619271993637,0.14595770835876465,0.024295066,0.9844430685043335,-43.471508860588074,-2.4358581666666668,1258.0
24064,47,19,1252,0.2049560546875,736,0.0004092704424510632,0.01755737714120187,0.2,-0.019187634883564897,-0.022721484303474426,-2.4450736045837402,0.0145677375,0.9847435355186462,-43.47743380069733,-2.434858894736842,1258.0
24576,48,19,1252,0.2808837890625,752,0.0004092704424510632,0.10290970688220114,0.2,-0.020141641507507302,0.0007609613239765167,0.08117878437042236,0.01927094,0.9840574860572815,-43.47391855716705,-2.434858894736842,1258.0
25088,49,20,1253,0.243896484375,768,0.0004092704424510632,0.003653524079709314,0.2,-0.022681879810988903,-0.030292456969618797,-0.9629849195480347,0.020320196,0.9828440546989441,-43.44111382961273,-2.434858894736842,1258.0
25600,50,20,1251,0.2674560546875,784,0.0004092704424510632,0.003441943888901733,0.2,-0.02592903886397835,-0.033470384776592255,0.15608352422714233,0.019233271,0.982309877872467,-43.40993022918701,-2.4460574,1258.0
26112,51,20,1251,0.213134765625,800,0.0004092704424510632,0.08333084103651345,0.2,-0.02170712272345554,-0.010735183954238892,0.11675304174423218,0.021275982,0.9827987551689148,-43.40871262550354,-2.4460574,1258.0
26624,52,21,1251,0.272705078125,816,0.0004092704424510632,0.007202061140560545,0.2,-0.026559790494502522,-0.030029920861124992,-3.7709970474243164,0.021249909,0.9832622408866882,-43.423519015312195,-2.4437424285714284,1258.0
27136,53,21,1250,0.24755859375,832,0.0004092704424510632,0.09895623032934964,0.2,-0.021126274776179343,-0.0086507648229599,0.2862931489944458,0.02011325,0.9829504489898682,-43.42912936210632,-2.4437424285714284,1258.0
27648,54,22,1250,0.2755126953125,848,0.0004092704424510632,0.01601721649058163,0.2,-0.029363950408878736,-0.03259675204753876,-1.6670408248901367,0.024937466,0.9827771186828613,-43.418230414390564,-2.4437424285714284,1258.0
28160,55,22,1248,0.238525390625,864,0.0004092704424510632,0.010649501258740202,0.2,-0.02792211147607304,-0.03502785786986351,0.6257157325744629,0.013841992,0.9805344939231873,-43.38484442234039,-2.4402456818181815,1258.0
28672,56,22,1248,0.358642578125,880,0.0004092704424510632,0.04481321742059663,0.2,-0.026152562466450036,-0.020641345530748367,0.6783161759376526,0.047053657,0.9800025224685669,-43.32870316505432,-2.4402456818181815,1258.0
29184,57,23,1248,0.2249755859375,896,0.0004092704424510632,0.01893696673505474,0.2,-0.01921686888090335,-0.03018348664045334,-9.112907409667969,0.015567063,0.9804609417915344,-43.3288551568985,-2.441278217391304,1258.0
29696,58,23,1248,0.3228759765625,912,0.0004092704424510632,0.15690358297433704,0.2,-0.024458006184431724,-0.005175493657588959,0.02315819263458252,0.033248756,0.9812661409378052,-43.35211682319641,-2.441278217391304,1258.0
30208,59,24,1247,0.2742919921875,928,0.0004092704424510632,0.013276437704917043,0.2,-0.024380194357945584,-0.0375826358795166,-1.673971176147461,0.02157234,0.9817370772361755,-43.369563817977905,-2.4331749166666667,1258.0
30720,60,24,1247,0.1751708984375,944,0.0004092704424510632,0.10615050059277564,0.2,-0.020449674848350696,-0.003176392987370491,0.4192419648170471,0.019125957,0.9816417098045349,-43.37893533706665,-2.4331749166666667,1258.0
31232,61,25,1247,0.23876953125,960,0.0004092704424510632,0.0030804633206571452,0.2,-0.025661793304607272,-0.04429767653346062,-2.2319047451019287,0.017697973,0.9808908104896545,-43.361894607543945,-2.4331749166666667,1258.0
31744,62,25,1247,0.2159423828125,976,0.0004092704424510632,0.003020671741978731,0.2,-0.02138532699609641,-0.022501453757286072,0.009146571159362793,0.020271117,0.9808131456375122,-43.34148609638214,-2.43616096,1258.0
32256,63,25,1247,0.291015625,992,0.0004092704424510632,0.22549165645614266,0.2,-0.024027998733799905,0.0657489225268364,0.009259998798370361,0.034367967,0.9802152514457703,-43.33028423786163,-2.43616096,1258.0
32768,64,26,1246,0.231201171875,1008,0.0004092704424510632,0.02633609515032731,0.2,-0.023824163727113046,-0.01976855844259262,-3.0501484870910645,0.0182392,0.982694685459137,-43.34603500366211,-2.448081,1258.0
33280,65,26,1246,0.1563720703125,1024,0.0004092704424510632,0.1493937058839947,0.2,-0.02008642692817375,0.0007700342684984207,0.08617109060287476,0.015500294,0.98343425989151,-43.41815185546875,-2.448081,1258.0
33792,66,27,1246,0.2672119140625,1040,0.0004092704424510632,0.007143121518311091,0.2,-0.022437883133534342,-0.024847064167261124,-1.1076562404632568,0.023415493,0.9826041460037231,-43.408358454704285,-2.448081,1258.0
34304,67,27,1246,0.189453125,1056,0.0004092704424510632,0.002434735852148151,0.2,-0.02390689612366259,-0.02724151499569416,-0.0006889104843139648,0.013169352,0.9802151322364807,-43.36228907108307,-2.450746777777778,1258.0
34816,68,27,1246,0.1739501953125,1072,0.0004092704424510632,0.13994039769750088,0.2,-0.02262499660719186,0.0026863180100917816,0.16474539041519165,0.01806772,0.9790122509002686,-43.298348784446716,-2.450746777777778,1258.0
35328,69,28,1245,0.219970703125,1088,0.0004092704424510632,0.012337407591985539,0.2,-0.020459335166378878,-0.02139013633131981,-3.5608744621276855,0.018610034,0.9810187220573425,-43.30454158782959,-2.4494022857142856,1258.0
35840,70,28,1245,0.1221923828125,1104,0.0004092704424510632,0.1962870799470693,0.2,-0.017517340151243843,-0.002871096134185791,0.17170238494873047,0.017359817,0.9815312027931213,-43.362719774246216,-2.4494022857142856,1258.0
36352,71,29,1245,0.2886962890625,1120,0.0004092704424510632,0.008884537746780552,0.2,-0.032642676698742434,-0.039997268468141556,-1.4157779216766357,0.02453331,0.9813632965087891,-43.3570601940155,-2.4494022857142856,1258.0
36864,72,29,1245,0.2122802734375,1136,0.0004092704424510632,0.0027684696651704144,0.2,-0.020060008959262632,-0.0346306748688221,0.003709554672241211,0.016062845,0.9812874794006348,-43.35395646095276,-2.447497689655173,1258.0
37376,73,30,1245,0.2777099609375,1152,0.0004092704424510632,0.337818251689896,0.2,-0.02764309215126559,-0.01792825013399124,0.007174372673034668,0.029448602,0.9816702604293823,-43.3489727973938,-2.447497689655173,1258.0
37888,74,30,1244,0.1942138671875,1168,0.0004092704424510632,0.032081950892461464,0.2,-0.02143864645040594,-0.02146225795149803,-4.230667591094971,0.01848695,0.9807600975036621,-43.34676003456116,-2.4520990333333335,1258.0
38400,75,30,1244,0.271240234375,1184,0.0004092704424510632,0.21056420705281198,0.2,-0.028072762244846672,0.000806167721748352,0.03432434797286987,0.025278088,0.9810366630554199,-43.32640755176544,-2.4520990333333335,1258.0
38912,76,31,1244,0.2529296875,1200,0.0004092704424510632,0.011290041395113803,0.2,-0.026415001557325013,-0.04207330569624901,-4.7105712890625,0.020218061,0.9800631403923035,-43.325368881225586,-2.4520990333333335,1258.0
39424,77,31,1244,0.2625732421875,1216,0.0004092704424510632,0.003928459162125364,0.2,-0.0283483777748188,-0.030510375276207924,0.011685848236083984,0.019162375,0.9797433614730835,-43.293832898139954,-2.4575164193548384,1258.0
39936,78,32,1244,0.15966796875,1232,0.0004092704424510632,0.23609647201374173,0.2,-0.015971490851370618,0.0160738006234169,0.02708488702774048,0.017092198,0.9790160655975342,-43.28010976314545,-2.4575164193548384,1258.0
40448,79,32,1244,0.2991943359375,1248,0.0004092704424510632,0.01579884608509019,0.2,-0.030164799689373467,-0.03184867650270462,-3.271242141723633,0.02288684,0.9790467619895935,-43.272924184799194,-2.4581203125,1258.0
40960,80,32,1244,0.1002197265625,1264,0.0004092704424510632,0.23357397434301674,0.2,-0.019578969273425173,0.0038742944598197937,0.18776625394821167,0.01674807,0.9788539409637451,-43.26367902755737,-2.4581203125,1258.0
41472,81,33,1244,0.21826171875,1280,0.0004092704424510632,0.020906039455439895,0.2,-0.02276251698640408,-0.022534899413585663,-0.2736990451812744,0.017337749,0.977977991104126,-43.24970197677612,-2.4581203125,1258.0
41984,82,33,1244,0.296875,1296,0.0004092704424510632,0.005580652636126615,0.2,-0.030849921400658786,-0.04517555609345436,0.21850824356079102,0.024569318,0.9777091145515442,-43.22385323047638,-2.463571909090909,1258.0
42496,83,34,1244,0.079833984375,1312,0.0004092704424510632,0.106174694490619,0.2,-0.013859608545317315,-0.02129487693309784,0.4210953116416931,0.013300337,0.9778677821159363,-43.23057818412781,-2.463571909090909,1258.0
43008,84,34,1244,0.2340087890625,1328,0.0004092704424510632,0.01648651497089304,0.2,-0.027242974349064752,-0.035006921738386154,-4.935240745544434,0.021105997,0.9765050411224365,-43.21672284603119,-2.463474647058824,1258.0
43520,85,34,1244,0.095458984375,1344,0.0004092704424510632,0.26038584602065384,0.2,-0.017393458751030266,0.0032143332064151764,0.1551758050918579,0.01485373,0.9753639101982117,-43.170636773109436,-2.463474647058824,1258.0
44032,86,35,1244,0.2288818359375,1360,0.0004092704424510632,0.010060236192657612,0.2,-0.020579104748321697,-0.027518998831510544,-2.8687028884887695,0.01911122,0.9728292226791382,-43.1178594827652,-2.4630138857142865,1258.0
44544,87,35,1244,0.0506591796875,1376,0.0004092704424510632,0.2313955770805478,0.2,-0.008973341020464431,0.04865843057632446,0.18879812955856323,0.008206909,0.97287917137146,-43.06100058555603,-2.4630138857142865,1258.0
45056,88,36,1244,0.2288818359375,1392,0.0004092704424510632,0.0026395154200145043,0.2,-0.024193990975618362,-0.0362108014523983,-4.520537376403809,0.0148425205,0.9752188324928284,-43.103214144706726,-2.4630138857142865,1258.0
45568,89,36,1244,0.2489013671875,1408,0.0004092704424510632,0.0029267943937156815,0.2,-0.02888487940072082,-0.050927143543958664,-0.01655590534210205,0.018394254,0.9777523279190063,-43.17957556247711,-2.4589341388888895,1258.0
46080,90,37,1244,0.1044921875,1424,0.0004092704424510632,0.31175912893377244,0.2,-0.016500353514857125,0.01615481823682785,0.1715240478515625,0.016169753,0.9786179065704346,-43.24332845211029,-2.4589341388888895,1258.0
46592,91,37,1244,0.2255859375,1440,0.0004092704424510632,0.011910927831195295,0.2,-0.023291163684916683,-0.026488028466701508,-3.682065486907959,0.017549956,0.9790031313896179,-43.258880853652954,-2.456769540540541,1258.0
47104,92,37,1244,0.155517578125,1456,0.0004092704424510632,0.453125519445166,0.2,-0.024490730342222378,0.02147696167230606,0.03206443786621094,0.018784963,0.9785691499710083,-43.2574383020401,-2.456769540540541,1258.0
47616,93,38,1243,0.2471923828125,1472,0.0004092704424510632,0.009440875852305908,0.2,-0.025922500644810498,-0.037077292799949646,-14.190979957580566,0.021635164,0.9786655306816101,-43.25043702125549,-2.456769540540541,1258.0
48128,94,38,1243,0.2281494140625,1488,0.0004092704424510632,0.002427858253213344,0.2,-0.02584790045511909,-0.03650601580739021,0.012375116348266602,0.018301437,0.9776403903961182,-43.24170970916748,-2.4606195000000004,1258.0
48640,95,39,1243,0.092529296875,1504,0.0004092704424510632,0.5473021096549928,0.2,-0.018229205423267558,0.06076151132583618,0.05188608169555664,0.012508158,0.9772269129753113,-43.20903718471527,-2.4606195000000004,1258.0
49152,96,39,1243,0.256591796875,1520,0.0004092704424510632,0.014325809490401298,0.2,-0.02358265401562676,-0.032022491097450256,-4.686070442199707,0.026744843,0.9779519438743591,-43.21360206604004,-2.4618239743589747,1258.0
49664,97,39,1242,0.1551513671875,1536,0.0004092704424510632,0.3732522106729448,0.2,-0.015336569224018604,0.07167845964431763,0.23217880725860596,0.014359346,0.9782573580741882,-43.23658895492554,-2.4618239743589747,1258.0
50176,98,40,1242,0.3369140625,1552,0.0004092704424510632,0.005613218861981295,0.2,-0.03141038276953623,-0.03247498720884323,-4.134625434875488,0.02173452,0.977864682674408,-43.234689593315125,-2.4618239743589747,1258.0
50688,99,40,1241,0.254150390625,1568,0.0004092704424510632,0.0020688396361947525,0.2,-0.024958257388789207,-0.04023808240890503,0.03690832853317261,0.015749065,0.9785611629486084,-43.235809445381165,-2.461473825,1258.0
51200,100,41,1241,0.0960693359375,1584,0.0004092704424510632,0.46376657159999013,0.2,-0.01585215824889019,0.05146472901105881,0.13294821977615356,0.012486346,0.9785866141319275,-43.2517249584198,-2.461473825,1258.0
51712,101,41,1240,0.2926025390625,1600,0.0004092704424510632,0.02911331522045657,0.2,-0.0301508434349671,-0.02689451351761818,-1.7310707569122314,0.026769686,0.9772762060165405,-43.23212027549744,-2.4660839512195123,1258.0
52224,102,42,1240,0.06103515625,1616,0.0004092704424510632,0.4202343001961708,0.2,-0.01127078096033074,0.1041523739695549,0.2810257077217102,0.012544334,0.9771130681037903,-43.20007932186127,-2.4660839512195123,1258.0
52736,103,42,1240,0.2794189453125,1632,0.0004092704424510632,0.0182621571875643,0.2,-0.029318397806491703,-0.022391775622963905,-1.3585412502288818,0.016585588,0.9777829051017761,-43.21374785900116,-2.4660839512195123,1258.0
53248,104,42,1240,0.242431640625,1648,0.0004092704424510632,0.0023629077841178514,0.2,-0.02451817860128358,-0.03088514879345894,0.04017746448516846,0.017426617,0.9799144268035889,-43.25496327877045,-2.4641877857142855,1258.0
53760,105,43,1240,0.13134765625,1664,0.0004092704424510632,0.47505318466573954,0.2,-0.020347913130535744,0.09017166495323181,0.06972253322601318,0.017589234,0.9805850386619568,-43.30809009075165,-2.4641877857142855,1258.0
54272,106,43,1240,0.2603759765625,1680,0.0004092704424510632,0.00920425537333358,0.2,-0.02305210653867107,-0.0195136871188879,-4.004180431365967,0.023103498,0.9807370901107788,-43.31694757938385,-2.4623581627906974,1258.0
54784,107,44,1240,0.047119140625,1696,0.0004092704424510632,0.5845779250375926,0.2,-0.01352536394551862,0.08675120025873184,0.20516914129257202,0.009093972,0.9806166291236877,-43.3160754442215,-2.4623581627906974,1258.0
55296,108,44,1240,0.3033447265625,1712,0.0004092704424510632,0.01922622142592445,0.2,-0.027398072212236002,-0.03299564868211746,-4.20866060256958,0.030501828,0.9806047081947327,-43.31169664859772,-2.4623581627906974,1258.0
55808,109,44,1240,0.2828369140625,1728,0.0004092704424510632,0.0037844617618247867,0.2,-0.0291877179115545,-0.04175576940178871,0.10657286643981934,0.017772704,0.9800614714622498,-43.30212438106537,-2.4616290681818183,1258.0
56320,110,45,1240,0.142822265625,1744,0.0004092704424510632,0.38040556805208325,0.2,-0.013760424728388898,0.06428416073322296,0.18716096878051758,0.01976638,0.9795361161231995,-43.28005588054657,-2.4616290681818183,1258.0
56832,111,45,1240,0.2369384765625,1760,0.0004092704424510632,0.016429433730081655,0.2,-0.023268996767001227,-0.026591578498482704,-6.435037612915039,0.014938606,0.9798263907432556,-43.27285039424896,-2.4578877777777777,1258.0
57344,112,46,1240,0.0716552734375,1776,0.0004092704424510632,0.5799944894388318,0.2,-0.011384895464289002,0.08868937939405441,0.10676836967468262,0.01265003,0.9800796508789062,-43.28379690647125,-2.4578877777777777,1258.0
57856,113,46,1240,0.2706298828125,1792,0.0004092704424510632,0.02977245388319716,0.2,-0.026148323391680606,-0.03396137058734894,-4.415557861328125,0.022476561,0.9789183735847473,-43.27424705028534,-2.4578877777777777,1258.0
58368,114,47,1240,0.2149658203125,1808,0.0004092704424510632,0.07479372702073306,0.2,-0.019484929216559976,0.0019393227994441986,0.501034140586853,0.017386079,0.9791675806045532,-43.24510192871094,-2.4577270652173913,1258.0
58880,115,47,1240,0.2587890625,1824,0.0004092704424510632,0.08990229363553226,0.2,-0.01922565171844326,0.0028847288340330124,0.7560240030288696,0.027172243,0.978501558303833,-43.2498916387558,-2.4577270652173913,1258.0
59392,116,47,1240,0.2979736328125,1840,0.0004092704424510632,0.048496815841645,0.2,-0.026192677207291126,-0.028173241764307022,-2.457515239715576,0.028386746,0.9772679805755615,-43.209697246551514,-2.4598526170212764,1258.0
59904,117,48,1240,0.1246337890625,1856,0.0004092704424510632,0.5415465431287885,0.2,-0.014243777957744896,0.10785159468650818,0.11044621467590332,0.013675441,0.9771140217781067,-43.1882848739624,-2.4598526170212764,1258.0
60416,118,48,1240,0.2366943359375,1872,0.0004092704424510632,0.008272066887002438,0.2,-0.021682150138076395,-0.030094899237155914,-3.64560604095459,0.015608126,0.9783450961112976,-43.1940952539444,-2.461810125,1258.0
60928,119,49,1239,0.0732421875,1888,0.0004092704424510632,0.41059942124411464,0.2,-0.007864680228522047,0.06136123090982437,0.17238521575927734,0.01811061,0.9793844819068909,-43.23714756965637,-2.461810125,1258.0
61440,120,49,1239,0.246337890625,1904,0.0004092704424510632,0.03441968251718208,0.2,-0.02463001530850306,-0.015086040832102299,-0.5136440992355347,0.017825272,0.9799606204032898,-43.25345158576965,-2.461810125,1258.0
61952,121,49,1239,0.309326171875,1920,0.0004092704424510632,0.0022034858411643654,0.2,-0.035784305684501305,-0.041978903114795685,-0.1747990846633911,0.02422344,0.9792042970657349,-43.25767433643341,-2.463886530612245,1258.0
62464,122,50,1239,0.0618896484375,1936,0.0004092704424510632,0.3915477697737515,0.2,-0.011881401020218618,0.029403287917375565,0.22975105047225952,0.015519639,0.978913426399231,-43.23158347606659,-2.463886530612245,1258.0
62976,123,50,1239,0.2333984375,1952,0.0004092704424510632,0.010573319828836247,0.2,-0.024880620185285807,-0.028626754879951477,-4.943573951721191,0.018151212,0.9799585938453674,-43.24054193496704,-2.46652304,1258.0
63488,124,51,1239,0.0743408203125,1968,0.0004092704424510632,0.758563996758312,0.2,-0.009347497223643586,0.06414161622524261,0.03174227476119995,0.010097707,0.9802021384239197,-43.26905024051666,-2.46652304,1258.0
64000,125,51,1239,0.2628173828125,1984,0.0004092704424510632,0.009601004436262883,0.2,-0.02392925595631823,-0.025025006383657455,-6.471592903137207,0.020656718,0.9797454476356506,-43.26451241970062,-2.46652304,1258.0
