time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/clip_fraction,train/n_updates,train/learning_rate,train/value_loss,train/clip_range,train/policy_gradient_loss,train/loss,train/explained_variance,train/approx_kl,train/std,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,0,3992,,,,,,,,,,,,,
1024,2,0,1918,0.260986328125,16,0.0004092704424510632,0.10036232355196262,0.2,-0.031708954222267494,-0.03695902228355408,-1.286846399307251,0.022302233,0.9995886087417603,-43.97943162918091,,
1536,3,0,1642,0.29541015625,32,0.0004092704424510632,0.002736863480095053,0.2,-0.028978136251680553,-0.031884294003248215,0.08090835809707642,0.023377344,0.9986393451690674,-43.958744525909424,-2.469705,1258.0
2048,4,1,1525,0.25927734375,48,0.0004092704424510632,0.00729223141388502,0.2,-0.02453943039290607,-0.032025448977947235,0.009924650192260742,0.017097171,0.9971829056739807,-43.92040824890137,-2.469705,1258.0
2560,5,1,1467,0.2911376953125,64,0.0004092704424510632,0.00400007632561028,0.2,-0.03363457223167643,-0.04827837646007538,0.11125868558883667,0.019859781,0.9971058964729309,-43.89340341091156,-2.5146945,1258.0
3072,6,2,1427,0.281982421875,80,0.0004092704424510632,0.01463346797390841,0.2,-0.02662338997470215,-0.026015888899564743,0.024452567100524902,0.020330012,0.9951669573783875,-43.8708781003952,-2.5146945,1258.0
3584,7,2,1402,0.25439453125,96,0.0004092704424510632,0.0023762169294059277,0.2,-0.030990915962320287,-0.043060220777988434,0.12705153226852417,0.016295869,0.9934995770454407,-43.803807735443115,-2.5146945,1258.0
4096,8,2,1379,0.25146484375,112,0.0004092704424510632,0.0023151776222221088,0.2,-0.02763374731875956,-0.038297057151794434,0.15538537502288818,0.018075831,0.9933212399482727,-43.77250027656555,-2.4344633333333334,1258.0
4608,9,3,1364,0.27880859375,128,0.0004092704424510632,0.024142798967659473,0.2,-0.029867488919990137,-0.03918294981122017,0.03186219930648804,0.018925522,0.9918095469474792,-43.7540248632431,-2.4344633333333334,1258.0
5120,10,3,1353,0.3057861328125,144,0.0004092704424510632,0.003357605637575034,0.2,-0.03222066095622722,-0.04481950029730797,0.5008466243743896,0.024353199,0.9896116852760315,-43.69468891620636,-2.45536,1258.0
5632,11,4,1344,0.2474365234375,160,0.0004092704424510632,0.025629020936321467,0.2,-0.02656858084083069,-0.028413590043783188,0.16535449028015137,0.019666567,0.987729012966156,-43.62401616573334,-2.45536,1258.0
6144,12,4,1338,0.1988525390625,176,0.0004092704424510632,0.0038020697684260085,0.2,-0.022581202116271015,-0.028147879987955093,0.3355756402015686,0.016600993,0.9876679182052612,-43.59017586708069,-2.45536,1258.0
