time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/clip_fraction,train/n_updates,train/learning_rate,train/value_loss,train/clip_range,train/policy_gradient_loss,train/loss,train/explained_variance,train/approx_kl,train/std,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,0,3995,,,,,,,,,,,,,
1024,2,0,1885,0.2818603515625,16,0.0004092704424510632,0.10378381321788765,0.2,-0.03169211989734322,-0.04111513867974281,-0.926353931427002,0.018588357,1.0003193616867065,-43.99379622936249,,
1536,3,0,1607,0.302001953125,32,0.0004092704424510632,0.002619440492708236,0.2,-0.03551987807441037,-0.04225808009505272,0.1956881880760193,0.019769503,0.99831622838974,-43.97127640247345,-2.542165,1258.0
2048,4,1,1502,0.219482421875,48,0.0004092704424510632,0.010871545528061688,0.2,-0.023169983891420998,-0.03285771608352661,-0.012376904487609863,0.012593636,0.9949710965156555,-43.8840594291687,-2.542165,1258.0
2560,5,1,1442,0.29443359375,64,0.0004092704424510632,0.0031606213815393858,0.2,-0.031096748367417604,-0.04427051171660423,0.14509332180023193,0.019781724,0.9966039061546326,-43.83917057514191,-2.542472,1258.0
3072,6,2,1408,0.287353515625,80,0.0004092704424510632,0.01738051322172396,0.2,-0.02492298447759822,-0.01917864754796028,0.009819447994232178,0.02000324,0.9972513318061829,-43.89204394817352,-2.542472,1258.0
3584,7,2,1383,0.2593994140625,96,0.0004092704424510632,0.002723369703744538,0.2,-0.025492888846201822,-0.03452424332499504,0.11233818531036377,0.015690766,0.9988052248954773,-43.9167594909668,-2.542472,1258.0
4096,8,2,1367,0.26171875,112,0.0004092704424510632,0.0027293308739899658,0.2,-0.024493272503605112,-0.039003342390060425,0.2299630045890808,0.015996896,0.9973913431167603,-43.93309473991394,-2.528297333333333,1258.0
4608,9,3,1354,0.313720703125,128,0.0004092704424510632,0.027032854733988643,0.2,-0.02777172521018656,-0.03566095605492592,0.0309717059135437,0.019893363,0.9968390464782715,-43.888824224472046,-2.528297333333333,1258.0
5120,10,3,1345,0.2542724609375,144,0.0004092704424510632,0.0024155787177733146,0.2,-0.027342109038727358,-0.0469343401491642,0.5681442618370056,0.016067088,0.9954964518547058,-43.86610817909241,-2.55279025,1258.0
5632,11,4,1336,0.246337890625,160,0.0004092704424510632,0.03127135807881132,0.2,-0.02429073108942248,-0.023676976561546326,0.08297574520111084,0.015746977,0.9935009479522705,-43.8100403547287,-2.55279025,1258.0
6144,12,4,1327,0.1787109375,176,0.0004092704424510632,0.004056062334711896,0.2,-0.02106817356252577,-0.03805738314986229,0.6702996492385864,0.013580214,0.992874026298523,-43.76570534706116,-2.55279025,1258.0
6656,13,5,1317,0.24658203125,192,0.0004092704424510632,0.0025989664645749144,0.2,-0.026982304101693444,-0.04244289919734001,0.4021974205970764,0.017119953,0.9907138347625732,-43.727930426597595,-2.5134922000000004,1258.0
7168,14,5,1312,0.2659912109375,208,0.0004092704424510632,0.038874204095918685,0.2,-0.025519994633214083,-0.02444707788527012,0.08977895975112915,0.017626166,0.9893144965171814,-43.66316592693329,-2.5134922000000004,1258.0
7680,15,5,1308,0.290283203125,224,0.0004092704424510632,0.006302445635810727,0.2,-0.03402880764042493,-0.05403175204992294,0.08220434188842773,0.027153969,0.9898743629455566,-43.64413332939148,-2.52727,1258.0
8192,16,6,1305,0.2509765625,240,0.0004092704424510632,0.0509141085203737,0.2,-0.023728148720692843,-0.0034816134721040726,0.1779956817626953,0.019077173,0.989917516708374,-43.66802000999451,-2.52727,1258.0
8704,17,6,1301,0.2454833984375,256,0.0004092704424510632,0.006105930311605334,0.2,-0.031087816576473415,-0.04523336887359619,0.07588851451873779,0.015852174,0.9903897047042847,-43.667049288749695,-2.52727,1258.0
