train/ent_coef,rollout/ep_rew_mean,train/actor_loss,time/total_timesteps,train/ent_coef_loss,time/time_elapsed,time/episodes,train/learning_rate,rollout/ep_len_mean,time/fps,train/critic_loss,train/n_updates
0.017444858327507973,-4.33714775,-123.31484985351562,5032,-171.10140991210938,449,4,0.0008459126528049375,1258.0,11,2.0202009677886963,4931
0.0012517600553110242,-3.35091,-129.28994750976562,10064,41.242061614990234,926,8,0.0008459126528049375,1258.0,10,6.583245277404785,9963
0.0006793328793719411,-2.6878709166666663,-132.27894592285156,15096,-29.966468811035156,1402,12,0.0008459126528049375,1258.0,10,4.3153605461120605,14995
0.001203298568725586,-2.3789214375,-137.11268615722656,20128,34.269752502441406,1877,16,0.0008459126528049375,1258.0,10,4.774600028991699,20027
0.0011111480416730046,-2.14256915,-129.76345825195312,25160,62.11506652832031,15,20,0.0008459126528049375,1258.0,10,27.126522064208984,25059
0.00190704595297575,-1.9744953333333333,-112.84310150146484,30192,50.56708526611328,492,24,0.0008459126528049375,1258.0,10,14.912576675415039,30091
0.0011748475953936577,-1.878166607142857,-93.86402893066406,35224,18.984758377075195,970,28,0.0008459126528049375,1258.0,10,3.6161980628967285,35123
0.00041247933404520154,-1.8200994375,-91.16848754882812,40256,40.596221923828125,1447,32,0.0008459126528049375,1258.0,10,7.480386257171631,40155
0.0002485694130882621,-1.7580086944444442,-87.07881927490234,45288,19.082157135009766,1918,36,0.0008459126528049375,1258.0,10,4.977132797241211,45187
0.00048255507135763764,-1.689857725,-80.76522827148438,50320,99.3083267211914,30,40,0.0008459126528049375,1258.0,10,4.624946594238281,50219
0.0012199472403153777,-1.6391015681818182,-71.86235809326172,55352,-11.709739685058594,503,44,0.0008459126528049375,1258.0,10,5.25835657119751,55251
0.0006265477277338505,-1.6062487916666666,-66.30802917480469,60384,-31.026630401611328,964,48,0.0008459126528049375,1258.0,10,7.297793865203857,60283
0.000783177965786308,-1.5852662884615383,-64.49961853027344,65416,-9.031268119812012,1438,52,0.0008459126528049375,1258.0,10,6.950675010681152,65315
0.0008463538251817226,-1.5556874642857144,-57.090213775634766,70448,-62.223907470703125,1909,56,0.0008459126528049375,1258.0,10,5.078742980957031,70347
0.0009208710980601609,-1.5260454166666666,-52.38369369506836,75480,-7.6703081130981445,46,60,0.0008459126528049375,1258.0,10,7.2271881103515625,75379
0.0007800371968187392,-1.5026731718750002,-49.824588775634766,80512,20.14029312133789,532,64,0.0008459126528049375,1258.0,10,13.9921875,80411
0.0011172430822625756,-1.4725638970588237,-40.057861328125,85544,-23.972002029418945,1007,68,0.0008459126528049375,1258.0,10,17.538373947143555,85443
0.0007191476179286838,-1.444423263888889,-24.0602970123291,90576,-29.10422134399414,1480,72,0.0008459126528049375,1258.0,10,9.368534088134766,90475
0.0008597955456934869,-1.4250862499999999,-14.653059959411621,95608,43.27054214477539,1962,76,0.0008459126528049375,1258.0,10,29.27998924255371,95507
