time/fps,train/ent_coef,train/actor_loss,train/n_updates,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/ent_coef_loss,train/critic_loss,train/learning_rate,time/episodes,time/time_elapsed
10,0.017560197040438652,-122.88583374023438,4931,1258.0,5032,-4.29890025,-161.06674194335938,1.2587692737579346,0.0008459126528049375,4,497
10,0.0008720640325918794,-129.4283447265625,9963,1258.0,10064,-3.3272193750000003,37.665714263916016,8.932647705078125,0.0008459126528049375,8,993
10,0.0009769429452717304,-132.47268676757812,14995,1258.0,15096,-2.7182005,-24.17902946472168,3.596658229827881,0.0008459126528049375,12,1500
10,0.0011909446911886334,-122.56304168701172,20027,1258.0,20128,-2.3699871875000005,-86.23939514160156,3.166825294494629,0.0008459126528049375,16,1997
10,0.0009417878463864326,-111.4036865234375,25059,1258.0,25160,-2.1431161500000004,-21.150283813476562,4.709657669067383,0.0008459126528049375,20,15
10,0.0005484445719048381,-106.32791900634766,30091,1258.0,30192,-1.954218125,63.9793815612793,2.5760209560394287,0.0008459126528049375,24,506
10,0.0004540475783869624,-104.21466827392578,35123,1258.0,35224,-1.8269321785714285,-30.882835388183594,3.9611220359802246,0.0008459126528049375,28,1005
10,0.0005123242153786123,-99.90650939941406,40155,1258.0,40256,-1.7666941875000002,14.878451347351074,7.182456016540527,0.0008459126528049375,32,1498
10,0.00025094530428759754,-93.38268280029297,45187,1258.0,45288,-1.7157659722222223,-41.81177520751953,0.9315714836120605,0.0008459126528049375,36,1997
10,0.0011558294063434005,-78.23249816894531,50219,1258.0,50320,-1.66331575,-36.521080017089844,6.9608354568481445,0.0008459126528049375,40,30
10,0.0005657057045027614,-70.78225708007812,55251,1258.0,55352,-1.6190617727272725,16.974109649658203,2.4121971130371094,0.0008459126528049375,44,512
10,0.00047970248851925135,-61.335174560546875,60283,1258.0,60384,-1.586485125,-31.346067428588867,3.785165786743164,0.0008459126528049375,48,991
10,0.0005231710383668542,-54.93037796020508,65315,1258.0,65416,-1.5555851153846154,-59.15027618408203,4.623734951019287,0.0008459126528049375,52,1481
10,0.00032680280855856836,-50.57986068725586,70347,1258.0,70448,-1.5452762500000001,-33.73567199707031,3.39290189743042,0.0008459126528049375,56,1972
10,0.00017308381211478263,-44.528411865234375,75379,1258.0,75480,-1.5171347833333335,-49.82547378540039,1.4523510932922363,0.0008459126528049375,60,45
10,0.00040068087400868535,-31.222558975219727,80411,1258.0,80512,-1.497648296875,12.842626571655273,2.394009590148926,0.0008459126528049375,64,528
10,0.0005935978842899203,-33.8255500793457,85443,1258.0,85544,-1.4806906176470587,-68.11392211914062,5.883365631103516,0.0008459126528049375,68,1017
