train/actor_loss,time/episodes,train/n_updates,time/time_elapsed,train/ent_coef_loss,train/critic_loss,rollout/ep_len_mean,time/fps,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,train/ent_coef
-120.13703918457031,4,4791,136,-174.6162567138672,1.7332029342651367,1223.0,35,4892,0.0008459126528049375,-4.3809035000000005,0.019490988925099373
-128.80186462402344,8,9683,283,21.503337860107422,2.683826446533203,1223.0,34,9784,0.0008459126528049375,-3.3635495000000004,0.0013562508393079042
-131.2880096435547,12,14575,407,168.71768188476562,4.136009216308594,1223.0,36,14676,0.0008459126528049375,-2.7568740000000003,0.0007345480262301862
-134.5240020751953,16,19467,527,61.91146469116211,49.61102294921875,1223.0,37,19568,0.0008459126528049375,-2.3985478125,0.0011070831678807735
-127.75303649902344,20,24359,660,-86.89361572265625,5.369761943817139,1223.0,37,24460,0.0008459126528049375,-2.2004873499999995,0.0026629711501300335
-111.55397033691406,24,29251,137,26.201488494873047,5.470914363861084,1223.0,31,29352,0.0008459126528049375,-2.1068975833333337,0.0009192886063829064
-93.15638732910156,28,34143,277,-19.257125854492188,3.7540574073791504,1223.0,33,34244,0.0008459126528049375,-2.0300222142857143,0.0011566515313461423
-90.15962219238281,32,39035,432,83.09607696533203,2.8065288066864014,1223.0,32,39136,0.0008459126528049375,-1.93727290625,0.0006455739494413137
-74.48699951171875,36,43927,585,273.073486328125,30.328880310058594,1223.0,32,44028,0.0008459126528049375,-1.8955230833333334,0.000595632242038846
-70.04296112060547,40,48819,740,-12.361117362976074,2.8123600482940674,1223.0,32,48920,0.0008459126528049375,-1.8638468250000002,0.0003190096758771688
-59.826210021972656,44,53711,119,16.357690811157227,20.525535583496094,1223.0,31,53812,0.0008459126528049375,-1.8208561590909091,0.0007290868670679629
-56.11818313598633,48,58603,274,-3.2074198722839355,1.8776183128356934,1223.0,31,58704,0.0008459126528049375,-1.7754218958333332,0.0007298569544218481
-43.739585876464844,52,63495,429,20.093523025512695,1.363599181175232,1223.0,31,63596,0.0008459126528049375,-1.7575422499999998,0.0004043448716402054
-43.23469161987305,56,68387,583,-6.514220237731934,0.9434711337089539,1223.0,31,68488,0.0008459126528049375,-1.7376932678571428,0.000532660516910255
-35.729522705078125,60,73279,739,-46.87685012817383,1.2412035465240479,1223.0,31,73380,0.0008459126528049375,-1.7154823,0.0009076973074115813
-29.728031158447266,64,78171,109,-9.090359687805176,1.1859819889068604,1223.0,29,78272,0.0008459126528049375,-1.7132405625,0.0004157612274866551
-26.64462661743164,68,83063,277,-41.90611267089844,0.8530125021934509,1223.0,29,83164,0.0008459126528049375,-1.695809838235294,0.000453909276984632
-24.78606414794922,72,87955,438,-44.597564697265625,0.508456289768219,1223.0,29,88056,0.0008459126528049375,-1.6813854305555556,0.00040282090776599944
-13.030821800231934,76,92847,598,1.1655950546264648,0.38006895780563354,1223.0,29,92948,0.0008459126528049375,-1.6638079736842102,0.0007513024611398578
-8.830592155456543,80,97739,768,19.75157928466797,0.2107304483652115,1223.0,29,97840,0.0008459126528049375,-1.6514786375,0.00032383252982981503
