train/actor_loss,time/episodes,train/n_updates,time/time_elapsed,train/ent_coef_loss,train/critic_loss,rollout/ep_len_mean,time/fps,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,train/ent_coef
-123.06979370117188,4,4791,145,-156.597900390625,1.1927056312561035,1223.0,33,4892,0.0008459126528049375,-4.44058475,0.019204135984182358
-128.78482055664062,8,9683,301,-47.867767333984375,2.5496444702148438,1223.0,32,9784,0.0008459126528049375,-3.515028,0.0011405685218051076
-130.72633361816406,12,14575,458,-29.657262802124023,93.21346282958984,1223.0,32,14676,0.0008459126528049375,-2.7600855,0.0011996491812169552
-135.394775390625,16,19467,610,72.70023345947266,44.98833465576172,1223.0,32,19568,0.0008459126528049375,-2.476462625,0.000961333338636905
-139.89117431640625,20,24359,768,52.49277114868164,49.61792755126953,1223.0,31,24460,0.0008459126528049375,-2.2632536,0.0011554739903658628
-141.9454345703125,24,29251,142,1.515547513961792,4.182684421539307,1223.0,30,29352,0.0008459126528049375,-2.1161709583333335,0.0013318228302523494
-141.7989959716797,28,34143,301,5.465579509735107,4.838132858276367,1223.0,30,34244,0.0008459126528049375,-2.012447892857143,0.0011053967755287886
-137.79502868652344,32,39035,464,57.41032028198242,43.36274719238281,1223.0,30,39136,0.0008459126528049375,-1.95438915625,0.0006276878993958235
-138.1336212158203,36,43927,618,78.51203918457031,4.9625043869018555,1223.0,30,44028,0.0008459126528049375,-1.900515888888889,0.0006436706753447652
-137.07025146484375,40,48819,772,-4.607320785522461,22.715648651123047,1223.0,30,48920,0.0008459126528049375,-1.830206175,0.0015195163432508707
-127.68059539794922,44,53711,121,-69.41551971435547,15.07540512084961,1223.0,31,53812,0.0008459126528049375,-1.7980062727272725,0.0006512089748866856
-111.3265380859375,48,58603,273,11.321484565734863,6.226387977600098,1223.0,31,58704,0.0008459126528049375,-1.7498994166666666,0.0013357418356463313
-90.30979919433594,52,63495,430,0.8393455147743225,11.975086212158203,1223.0,31,63596,0.0008459126528049375,-1.7255587307692306,0.0009185318485833704
-83.5246810913086,56,68387,578,-13.283111572265625,11.265871047973633,1223.0,31,68488,0.0008459126528049375,-1.6995711785714285,0.0009106987272389233
-70.43116760253906,60,73279,732,-11.69452953338623,15.167760848999023,1223.0,31,73380,0.0008459126528049375,-1.6748367333333334,0.0021867912728339434
-59.9892578125,64,78171,110,-74.82870483398438,17.379745483398438,1223.0,29,78272,0.0008459126528049375,-1.64850990625,0.002060111379250884
-59.27779769897461,68,83063,280,28.029918670654297,7.0648040771484375,1223.0,29,83164,0.0008459126528049375,-1.633336132352941,0.0005862292600795627
-57.58156967163086,72,87955,441,30.433225631713867,2.7864933013916016,1223.0,29,88056,0.0008459126528049375,-1.6131740833333332,0.0005310862907208502
-56.542808532714844,76,92847,605,-27.331214904785156,0.5768115520477295,1223.0,29,92948,0.0008459126528049375,-1.5905141184210527,0.0004796770808752626
-45.57929611206055,80,97739,759,40.57896423339844,3.7149181365966797,1223.0,30,97840,0.0008459126528049375,-1.5775439125,0.0005014946800656617
