train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/critic_loss,time/episodes,rollout/ep_len_mean,train/n_updates,train/ent_coef_loss,train/learning_rate,train/ent_coef,time/total_timesteps
-120.45278930664062,-4.206993000000001,397,12,2.358182668685913,4,1257.0,4927,-164.40731811523438,0.0008459126528049375,0.017231591045856476,5028
-123.98251342773438,-3.1917081250000003,788,12,34.8134765625,8,1257.0,9955,43.521278381347656,0.0008459126528049375,0.0011100847041234374,10056
-122.40447998046875,-2.5339905833333334,1186,12,5.8187150955200195,12,1257.0,14983,154.84036254882812,0.0008459126528049375,0.0010752673260867596,15084
-108.5553970336914,-2.159801375,1585,12,14.225627899169922,16,1257.0,20011,68.85655212402344,0.0008459126528049375,0.0017561904387548566,20112
-102.25994873046875,-2.02165425,10,12,6.25947380065918,20,1257.0,25039,-1.7133948802947998,0.0008459126528049375,0.000758161477278918,25140
-102.93174743652344,-1.8828769166666666,407,12,1.5575772523880005,24,1257.0,30067,58.98371505737305,0.0008459126528049375,0.0006766505539417267,30168
-99.65489959716797,-1.7629480357142853,802,12,1.9318398237228394,28,1257.0,35095,153.31089782714844,0.0008459126528049375,0.0005737882456742227,35196
-93.31790924072266,-1.68978153125,1195,12,7.897495746612549,32,1257.0,40123,41.6278076171875,0.0008459126528049375,0.0008384426473639905,40224
-89.96070861816406,-1.6198757777777777,1590,12,1.9856181144714355,36,1257.0,45151,69.3606185913086,0.0008459126528049375,0.0005544915911741555,45252
-87.96541595458984,-1.5531105999999997,22,12,2.330483913421631,40,1257.0,50179,-39.64656448364258,0.0008459126528049375,0.0004979822551831603,50280
-62.64212417602539,-1.4943024318181815,429,12,8.113075256347656,44,1257.0,55207,17.5546875,0.0008459126528049375,0.002105639548972249,55308
-56.3491096496582,-1.4501306666666667,835,12,2.9150049686431885,48,1257.0,60235,66.49046325683594,0.0008459126528049375,0.0007747711497358978,60336
-35.74050521850586,-1.4337907884615386,1228,12,2.084596872329712,52,1257.0,65263,-4.957276821136475,0.0008459126528049375,0.0005807564593851566,65364
-29.06402015686035,-1.420931232142857,1624,12,1.845470666885376,56,1257.0,70291,12.042230606079102,0.0008459126528049375,0.0003111583355348557,70392
-30.084352493286133,-1.3922992833333332,34,12,1.0296905040740967,60,1257.0,75319,-9.661296844482422,0.0008459126528049375,0.0006435242830775678,75420
