train/learning_rate,time/time_elapsed,time/total_timesteps,train/actor_loss,train/ent_coef_loss,time/episodes,rollout/ep_len_mean,train/n_updates,time/fps,train/critic_loss,rollout/ep_rew_mean,train/ent_coef
0.0008459126528049375,244,4892,-122.4882583618164,-149.4696044921875,4,1223.0,4791,20,1.7211841344833374,-4.59008125,0.01938449777662754
0.0008459126528049375,483,9784,-127.53911590576172,0.7057823538780212,8,1223.0,9683,20,49.5368766784668,-3.5462218749999996,0.0013186385622248054
0.0008459126528049375,745,14676,-133.114013671875,-18.285240173339844,12,1223.0,14575,19,51.49439239501953,-2.8768160833333334,0.000943582272157073
0.0008459126528049375,984,19568,-133.52169799804688,26.293466567993164,16,1223.0,19467,19,4.457798004150391,-2.5091470000000005,0.0012676198966801167
0.0008459126528049375,1214,24460,-134.64834594726562,42.85922622680664,20,1223.0,24359,20,3.44295334815979,-2.2808622500000006,0.0011485125869512558
0.0008459126528049375,212,29352,-131.58290100097656,29.170425415039062,24,1223.0,29251,20,5.022623062133789,-2.131444166666667,0.0013432608684524894
0.0008459126528049375,454,34244,-122.92298889160156,-15.314735412597656,28,1223.0,34143,20,2.9560272693634033,-2.0168849642857145,0.0007163842092268169
0.0008459126528049375,703,39136,-120.27632141113281,1.0674612522125244,32,1223.0,39035,20,1.3637375831604004,-1.923270875,0.0008239090093411505
0.0008459126528049375,950,44028,-121.5509262084961,8.490286827087402,36,1223.0,43927,20,5.274009704589844,-1.8733158055555554,0.0004370747192297131
0.0008459126528049375,1195,48920,-118.156494140625,143.80291748046875,40,1223.0,48819,20,1.720872163772583,-1.828130225,0.0004556328058242798
0.0008459126528049375,193,53812,-114.96502685546875,-42.42332077026367,44,1223.0,53711,19,5.162415504455566,-1.783422568181818,0.0013299480779096484
0.0008459126528049375,433,58704,-111.3253402709961,15.464587211608887,48,1223.0,58603,20,12.88058090209961,-1.7462220833333333,0.001225167652592063
0.0008459126528049375,678,63596,-107.79470825195312,-11.988690376281738,52,1223.0,63495,20,39.144508361816406,-1.7052427115384614,0.0012334079947322607
0.0008459126528049375,925,68488,-105.4147720336914,25.696317672729492,56,1223.0,68387,19,1.0218091011047363,-1.6931235535714286,0.0007084247772581875
0.0008459126528049375,1165,73380,-82.35742950439453,-43.23445510864258,60,1223.0,73279,20,14.067338943481445,-1.6767556500000003,0.0010720823192968965
0.0008459126528049375,161,78272,-80.0916748046875,-28.451011657714844,64,1223.0,78171,20,2.0857858657836914,-1.6562117656250002,0.0008917905506677926
0.0008459126528049375,411,83164,-71.63103485107422,4.199882507324219,68,1223.0,83063,19,29.145282745361328,-1.6437089411764707,0.001075250911526382
