rollout/ep_rew_mean,time/episodes,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,time/fps,train/critic_loss,time/time_elapsed,train/ent_coef,time/total_timesteps,train/learning_rate,train/n_updates
-5.6443829999999995,4,-121.63584899902344,-164.23672485351562,1258.0,22,3.600925922393799,220,0.017275722697377205,5032,0.0008459126528049375,4931
-4.61392975,8,-119.07211303710938,-20.439115524291992,1258.0,22,11.08872127532959,442,0.001109711010940373,10064,0.0008459126528049375,9963
-3.936009083333333,12,-107.02734375,-21.875774383544922,1258.0,22,9.327531814575195,665,0.0006874731043353677,15096,0.0008459126528049375,14995
-3.5862739374999997,16,-94.72900390625,97.7089614868164,1258.0,22,4.909181594848633,879,0.0011567049659788609,20128,0.0008459126528049375,20027
-3.3338682499999996,20,-85.1790771484375,24.777441024780273,1258.0,21,6.366784572601318,7,0.0009958320297300816,25160,0.0008459126528049375,25059
-3.248993333333333,24,-78.54656982421875,57.80231475830078,1258.0,21,2.1738009452819824,236,0.0005123992450535297,30192,0.0008459126528049375,30091
-3.124675785714285,28,-79.33061218261719,63.715728759765625,1258.0,22,15.78558349609375,459,0.0003582486533559859,35224,0.0008459126528049375,35123
-3.0552070625,32,-71.520751953125,111.62875366210938,1258.0,22,3.2437987327575684,681,0.0003757279191631824,40256,0.0008459126528049375,40155
-2.9869314722222224,36,-68.01112365722656,-9.175614356994629,1258.0,22,1.7588527202606201,900,0.00046812722575850785,45288,0.0008459126528049375,45187
-2.92270465,40,-61.65147018432617,25.067129135131836,1258.0,23,1.927065372467041,13,0.0005963327712379396,50320,0.0008459126528049375,50219
-2.8675684545454545,44,-55.23927307128906,36.777915954589844,1258.0,22,2.9800853729248047,234,0.0005660791648551822,55352,0.0008459126528049375,55251
-2.824098020833333,48,-51.781761169433594,-4.87257194519043,1258.0,22,3.7716708183288574,457,0.0005431546596810222,60384,0.0008459126528049375,60283
-2.7794810961538463,52,-38.36545944213867,230.74920654296875,1258.0,22,116.0150146484375,684,0.0008939120452851057,65416,0.0008459126528049375,65315
-2.7470588571428567,56,-33.95249938964844,-15.967662811279297,1258.0,22,5.246460914611816,918,0.0013466444797813892,70448,0.0008459126528049375,70347
-2.723475316666666,60,-26.273069381713867,62.71051025390625,1258.0,20,3.458981513977051,23,0.0006753772613592446,75480,0.0008459126528049375,75379
-2.685907140625,64,-16.140464782714844,2.159879207611084,1258.0,19,3.664280414581299,281,0.0010568960569798946,80512,0.0008459126528049375,80411
-2.645318102941177,68,1.115431785583496,-0.7933381199836731,1258.0,19,10.96594524383545,540,0.0009303258266299963,85544,0.0008459126528049375,85443
