time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/learning_rate,train/clip_fraction,train/value_loss,train/clip_range,train/std,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/loss,train/explained_variance,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
1280,7680,5,15,0.0004092704424510632,0.254638671875,0.0027487664738146123,0.2,1.0034962892532349,-44.1203351020813,-0.027332189463777468,0.019423619,-0.0471118800342083,0.008365094661712646,224,-2.321280666666667,1257.0
1276,8192,6,16,0.0004092704424510632,0.2943115234375,0.022078644600696862,0.2,1.001824975013733,-44.062182664871216,-0.02731900487560779,0.021427691,-0.033987075090408325,-0.00020611286163330078,240,-2.321280666666667,1257.0
1272,8704,6,17,0.0004092704424510632,0.2337646484375,0.0030373609988600947,0.2,1.0010294914245605,-44.020280838012695,-0.019434350622759666,0.020631995,-0.024587679654359818,0.04213535785675049,256,-2.321280666666667,1257.0
1270,9216,7,18,0.0004092704424510632,0.261474609375,0.004720675562566612,0.2,1.0007867813110352,-44.00881040096283,-0.029974704506457783,0.019400079,-0.05034080520272255,-0.014126420021057129,272,-2.338291857142857,1257.0
1268,9728,7,19,0.0004092704424510632,0.3175048828125,0.038601453066803515,0.2,1.0025509595870972,-44.02317178249359,-0.031458772806217894,0.03157547,-0.02708914317190647,0.0009083747863769531,288,-2.338291857142857,1257.0
1266,10240,8,20,0.0004092704424510632,0.2066650390625,0.0027409878493926954,0.2,1.000869631767273,-44.037596225738525,-0.022870796296047047,0.013374676,-0.029217882081866264,-0.018225908279418945,304,-2.3323745,1257.0
1264,10752,8,21,0.0004092704424510632,0.3060302734375,0.039271176559850574,0.2,0.9995599389076233,-43.976874351501465,-0.028776820792700164,0.024518663,-0.0172110665589571,0.001306295394897461,320,-2.3323745,1257.0
1262,11264,8,22,0.0004092704424510632,0.3125,0.004317193393944763,0.2,1.001584768295288,-43.98143517971039,-0.024102018651319668,0.029987533,-0.036311957985162735,-0.0671314001083374,336,-2.3323745,1257.0
1260,11776,9,23,0.0004092704424510632,0.3048095703125,0.004111085087060928,0.2,1.0023168325424194,-44.03937292098999,-0.031069924763869494,0.023679381,-0.044136375188827515,-0.003901362419128418,352,-2.3411272222222217,1257.0
1258,12288,9,24,0.0004092704424510632,0.279052734375,0.056912077008746564,0.2,1.000740885734558,-44.02607774734497,-0.02881299171713181,0.019465197,-0.00601409375667572,0.0005345940589904785,368,-2.3411272222222217,1257.0
1252,12800,10,25,0.0004092704424510632,0.2857666015625,0.0034880484963650815,0.2,1.0014740228652954,-43.999709367752075,-0.025597965577617288,0.026818149,-0.042374514043331146,-0.011468648910522461,384,-2.3416050999999998,1257.0
1251,13312,10,26,0.0004092704424510632,0.2109375,0.0685531075578183,0.2,1.0025306940078735,-44.03726768493652,-0.02218535973224789,0.014733303,0.007380606606602669,0.0009639263153076172,400,-2.3416050999999998,1257.0
1249,13824,11,27,0.0004092704424510632,0.2412109375,0.0036796301137655973,0.2,1.0026875734329224,-44.053505063056946,-0.02258457348216325,0.018143252,-0.03757181391119957,-0.023383259773254395,416,-2.3416050999999998,1257.0
1247,14336,11,28,0.0004092704424510632,0.2401123046875,0.004552510152279865,0.2,1.0018128156661987,-44.04644787311554,-0.026634894180460833,0.016184941,-0.03545494005084038,-0.01728367805480957,432,-2.3423251818181816,1257.0
1245,14848,11,29,0.0004092704424510632,0.218994140625,0.012666348433413077,0.2,1.0015913248062134,-44.021573066711426,-0.020739371655508876,0.017030688,-0.02714364230632782,0.0012617707252502441,448,-2.3423251818181816,1257.0
1244,15360,12,30,0.0004092704424510632,0.30517578125,0.0037826578045496717,0.2,1.0017741918563843,-44.021188259124756,-0.03369900869438425,0.020536017,-0.04322589933872223,-0.001633763313293457,464,-2.3357272499999997,1257.0
1243,15872,12,31,0.0004092704424510632,0.28759765625,0.09032710897736251,0.2,1.0034562349319458,-44.047056794166565,-0.028291722977883182,0.02083996,0.00376679003238678,0.001086890697479248,480,-2.3357272499999997,1257.0
1242,16384,13,32,0.0004092704424510632,0.2470703125,0.0023951207513164263,0.2,1.0045567750930786,-44.09547197818756,-0.024928680606535636,0.019609403,-0.03932095319032669,-0.22247517108917236,496,-2.3321200769230765,1257.0
1241,16896,13,33,0.0004092704424510632,0.3175048828125,0.09919976443052292,0.2,1.0051747560501099,-44.12094020843506,-0.03390118252718821,0.034554124,0.004370253533124924,-0.00022530555725097656,512,-2.3321200769230765,1257.0
1239,17408,14,34,0.0004092704424510632,0.2467041015625,0.0034991195061593316,0.2,1.007211685180664,-44.15601623058319,-0.023584469920024276,0.019933544,-0.031227942556142807,0.02674466371536255,528,-2.3321200769230765,1257.0
1239,17920,14,35,0.0004092704424510632,0.2568359375,0.003823655395535752,0.2,1.0075838565826416,-44.201640486717224,-0.02425752766430378,0.017941236,-0.02600925974547863,0.006221950054168701,544,-2.3301984285714283,1257.0
1239,18432,14,36,0.0004092704424510632,0.2039794921875,0.11915253312326968,0.2,1.0090464353561401,-44.21788001060486,-0.020809783251024783,0.013608443,0.02022581174969673,0.0009922385215759277,560,-2.3301984285714283,1257.0
1238,18944,15,37,0.0004092704424510632,0.2269287109375,0.0018217877768620383,0.2,1.0099539756774902,-44.25879418849945,-0.02132923941826448,0.0188593,-0.038750357925891876,-0.06814062595367432,576,-2.340203733333333,1257.0
1238,19456,15,38,0.0004092704424510632,0.275634765625,0.10828178212977946,0.2,1.010852575302124,-44.27982497215271,-0.02871609503927175,0.020029364,0.02530406415462494,0.0010406970977783203,592,-2.340203733333333,1257.0
1237,19968,16,39,0.0004092704424510632,0.2105712890625,0.0049006571498466656,0.2,1.0112218856811523,-44.29741072654724,-0.023450458684237674,0.016272457,-0.03299470990896225,-0.012879133224487305,608,-2.340203733333333,1257.0
1236,20480,16,40,0.0004092704424510632,0.232421875,0.004039465820824262,0.2,1.0110591650009155,-44.29919636249542,-0.022959881142014638,0.020301707,-0.021765878424048424,-0.004557013511657715,624,-2.3322705625,1257.0
1235,20992,16,41,0.0004092704424510632,0.2696533203125,0.12540419306606054,0.2,1.0117524862289429,-44.30436193943024,-0.02878832840360701,0.020560466,0.02666645497083664,0.001224219799041748,640,-2.3322705625,1257.0
1230,21504,17,42,0.0004092704424510632,0.2572021484375,0.0021125574530742597,0.2,1.0122642517089844,-44.32145929336548,-0.027740381978219375,0.018895678,-0.033591128885746,-0.43373632431030273,656,-2.3336512352941177,1257.0
1230,22016,17,43,0.0004092704424510632,0.20361328125,0.12847384274937212,0.2,1.0097229480743408,-44.300999879837036,-0.02136782837624196,0.016433017,0.03285078704357147,0.0005187392234802246,672,-2.3336512352941177,1257.0
1230,22528,18,44,0.0004092704424510632,0.222900390625,0.003421410365263,0.2,1.007663369178772,-44.21252107620239,-0.02204407734097913,0.01893905,-0.032791826874017715,-0.13899576663970947,688,-2.3336512352941177,1257.0
1229,23040,18,45,0.0004092704424510632,0.2130126953125,0.0043126165473950095,0.2,1.00691819190979,-44.17359125614166,-0.024972526996862143,0.015023004,-0.02983054518699646,-0.00042366981506347656,704,-2.3387755555555554,1257.0
1229,23552,19,46,0.0004092704424510632,0.2598876953125,0.13190726516768336,0.2,1.0076476335525513,-44.17369985580444,-0.029897918604547158,0.01896766,0.02585086226463318,0.0003281235694885254,720,-2.3387755555555554,1257.0
1229,24064,19,47,0.0004092704424510632,0.190185546875,0.0025315403800050262,0.2,1.0052554607391357,-44.163371205329895,-0.021902756590861827,0.0113527,-0.02960762195289135,-0.027420401573181152,736,-2.3298668421052633,1257.0
1229,24576,19,48,0.0004092704424510632,0.2728271484375,0.13262094371020794,0.2,1.005210041999817,-44.10913920402527,-0.029091736942064017,0.027069379,0.028177708387374878,9.620189666748047e-05,752,-2.3298668421052633,1257.0
1229,25088,20,49,0.0004092704424510632,0.2381591796875,0.00452953421336133,0.2,1.0055372714996338,-44.11582112312317,-0.027298821180011146,0.021330364,-0.036620404571294785,-0.0003930330276489258,768,-2.3298668421052633,1257.0
1229,25600,20,50,0.0004092704424510632,0.2158203125,0.0032397906834376045,0.2,1.006257176399231,-44.13659632205963,-0.023829654717701487,0.018432954,-0.04245283827185631,0.00033229589462280273,784,-2.3262795,1257.0
1229,26112,21,51,0.0004092704424510632,0.2991943359375,0.1491188711952418,0.2,1.0058468580245972,-44.1387380361557,-0.027895851017092355,0.030321188,0.02459496259689331,0.0001519322395324707,800,-2.3262795,1257.0
1228,26624,21,52,0.0004092704424510632,0.2398681640625,0.003210412945918506,0.2,1.0059994459152222,-44.13344120979309,-0.0277207592735067,0.016910607,-0.04042813181877136,-0.0011379718780517578,816,-2.326141666666667,1257.0
1229,27136,22,53,0.0004092704424510632,0.2261962890625,0.15779293468222022,0.2,1.0051507949829102,-44.126001477241516,-0.024853943483321927,0.023148729,0.03758442401885986,0.00041931867599487305,832,-2.326141666666667,1257.0
1229,27648,22,54,0.0004092704424510632,0.203125,0.0038274206235655583,0.2,1.001686453819275,-44.05855107307434,-0.02527745463157771,0.019686908,-0.03478570282459259,-0.1433732509613037,848,-2.326141666666667,1257.0
1229,28160,22,55,0.0004092704424510632,0.2508544921875,0.0035139856772730127,0.2,1.0007741451263428,-43.98196601867676,-0.03079934962443076,0.017832033,-0.03741515427827835,0.0014875531196594238,864,-2.325576909090909,1257.0
1229,28672,23,56,0.0004092704424510632,0.25341796875,0.048367651004809886,0.2,1.0008659362792969,-43.97491788864136,-0.018928988167317584,0.027565565,-0.0012346748262643814,0.00017756223678588867,880,-2.325576909090909,1257.0
1229,29184,23,57,0.0004092704424510632,0.2281494140625,0.0031518946525466163,0.2,1.001072883605957,-43.97968411445618,-0.02436799558927305,0.01409043,-0.02700952999293804,-0.0038080215454101562,896,-2.322301695652174,1257.0
1229,29696,24,58,0.0004092704424510632,0.2152099609375,0.19922206783667207,0.2,1.0020089149475098,-43.99403989315033,-0.021995239731040783,0.016658615,0.06335959583520889,0.0005897879600524902,912,-2.322301695652174,1257.0
1229,30208,24,59,0.0004092704424510632,0.2603759765625,0.0029365891459747218,0.2,1.0009708404541016,-44.001983523368835,-0.025392604060471058,0.025740393,-0.027380505576729774,-0.09692120552062988,928,-2.3209859583333334,1257.0
1229,30720,24,60,0.0004092704424510632,0.2261962890625,0.18230279721319675,0.2,1.0009980201721191,-43.96524798870087,-0.024706619878998026,0.01959895,0.04511674493551254,0.005839407444000244,944,-2.3209859583333334,1257.0
1228,31232,25,61,0.0004092704424510632,0.234375,0.0037626564080710523,0.2,1.0009541511535645,-43.972336530685425,-0.02595548430690542,0.01698441,-0.04673687368631363,-0.7402572631835938,960,-2.3209859583333334,1257.0
1228,31744,25,62,0.0004092704424510632,0.1927490234375,0.0048244258359773085,0.2,1.0002492666244507,-43.952980518341064,-0.02198493658215739,0.014737887,-0.022281046956777573,-0.0009137392044067383,976,-2.326946,1257.0
1228,32256,26,63,0.0004092704424510632,0.2239990234375,0.21935213543474674,0.2,0.9983349442481995,-43.91031098365784,-0.023884785710833967,0.019017925,0.09559287875890732,0.00030601024627685547,992,-2.326946,1257.0
1228,32768,26,64,0.0004092704424510632,0.216796875,0.0020528038003249094,0.2,0.9971535205841064,-43.85988903045654,-0.024878708936739713,0.015115719,-0.03344222158193588,-0.0005794763565063477,1008,-2.324349653846154,1257.0
1227,33280,27,65,0.0004092704424510632,0.213134765625,0.2041660351678729,0.2,0.9984186291694641,-43.85781276226044,-0.02204205299494788,0.017820299,0.04958989843726158,0.0008466839790344238,1024,-2.324349653846154,1257.0
