time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/learning_rate,train/clip_fraction,train/value_loss,train/clip_range,train/std,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/loss,train/explained_variance,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
3882,512,0,1,,,,,,,,,,,,,
1833,1024,0,2,0.0004092704424510632,0.2279052734375,0.1664858181902673,0.2,1.0005570650100708,-43.997466683387756,-0.030739241716219112,0.014542185,-0.036893974989652634,-0.6837117671966553,16,,
1577,1536,0,3,0.0004092704424510632,0.2818603515625,0.003887543083692435,0.2,0.9980936646461487,-43.971458315849304,-0.03265263792127371,0.019087976,-0.03592468798160553,0.0056269168853759766,32,-2.395427,1257.0
1468,2048,1,4,0.0004092704424510632,0.2376708984375,0.005232766030530911,0.2,0.9963740706443787,-43.8938273191452,-0.021981495316140354,0.016215473,-0.02426994778215885,0.0046329498291015625,48,-2.395427,1257.0
1414,2560,1,5,0.0004092704424510632,0.32080078125,0.002691022240469465,0.2,0.9968393445014954,-43.87946116924286,-0.030551363743143156,0.02189429,-0.04225688800215721,0.01161271333694458,64,-2.3576215,1257.0
1380,3072,2,6,0.0004092704424510632,0.2088623046875,0.00293535650416743,0.2,0.9956709146499634,-43.87221384048462,-0.019889100833097473,0.015776034,-0.037134356796741486,0.027446269989013672,80,-2.3576215,1257.0
1357,3584,2,7,0.0004092704424510632,0.3106689453125,0.004005399685411248,0.2,0.9943848848342896,-43.82934069633484,-0.032077498093713075,0.023899332,-0.036743443459272385,0.024354934692382812,96,-2.3576215,1257.0
1340,4096,3,8,0.0004092704424510632,0.297119140625,0.004939619684591889,0.2,0.9952772259712219,-43.817198395729065,-0.03520181075873552,0.019150805,-0.03703899681568146,-0.004978656768798828,112,-2.3826886666666667,1257.0
1327,4608,3,9,0.0004092704424510632,0.2562255859375,0.00636570414644666,0.2,0.9942022562026978,-43.82202172279358,-0.021394363728177268,0.015684223,-0.032588519155979156,0.002273380756378174,128,-2.3826886666666667,1257.0
1317,5120,3,10,0.0004092704424510632,0.291748046875,0.0020355544656922575,0.2,0.9931586980819702,-43.78627383708954,-0.03214683086844161,0.018263929,-0.037438809871673584,0.0307348370552063,144,-2.41122075,1257.0
1308,5632,4,11,0.0004092704424510632,0.2584228515625,0.010201019642408937,0.2,0.990131139755249,-43.730071902275085,-0.025559355970472097,0.016484477,-0.023495199158787727,-0.001141190528869629,160,-2.41122075,1257.0
1302,6144,4,12,0.0004092704424510632,0.2589111328125,0.004052546493767295,0.2,0.9897308945655823,-43.65863227844238,-0.02921257084381068,0.020834582,-0.05036649480462074,0.02065521478652954,176,-2.41122075,1257.0
1294,6656,5,13,0.0004092704424510632,0.2437744140625,0.0037627319143211935,0.2,0.9888911247253418,-43.65066623687744,-0.025307663483545184,0.015710253,-0.03498817980289459,0.01783311367034912,192,-2.4224992,1257.0
1290,7168,5,14,0.0004092704424510632,0.2308349609375,0.02153838984668255,0.2,0.9879804849624634,-43.61872065067291,-0.025374205793923466,0.01643823,-0.02819852903485298,0.00018101930618286133,208,-2.4224992,1257.0
1287,7680,5,15,0.0004092704424510632,0.3109130859375,0.003580437900382094,0.2,0.9889166355133057,-43.61352825164795,-0.03138296480756253,0.022167252,-0.044854551553726196,0.017513692378997803,224,-2.398941666666667,1257.0
1282,8192,6,16,0.0004092704424510632,0.3115234375,0.027045457623898983,0.2,0.986702561378479,-43.61004304885864,-0.029914547805674374,0.027180368,-0.022420115768909454,0.0010376572608947754,240,-2.398941666666667,1257.0
1276,8704,6,17,0.0004092704424510632,0.29052734375,0.004743438999867067,0.2,0.9872273206710815,-43.56276547908783,-0.02722317152074538,0.019925762,-0.03598959743976593,0.02065497636795044,256,-2.398941666666667,1257.0
1274,9216,7,18,0.0004092704424510632,0.2242431640625,0.005306018982082605,0.2,0.9863624572753906,-43.57160031795502,-0.025639722240157425,0.015058665,-0.04248199239373207,0.004469692707061768,272,-2.3910494285714288,1257.0
1272,9728,7,19,0.0004092704424510632,0.24462890625,0.04246375407092273,0.2,0.9848471879959106,-43.532365798950195,-0.023922335167299025,0.019160038,-0.018098358064889908,0.0016894340515136719,288,-2.3910494285714288,1257.0
1269,10240,8,20,0.0004092704424510632,0.3004150390625,0.003426284936722368,0.2,0.9816193580627441,-43.46243870258331,-0.03284808919124771,0.023218574,-0.04501260817050934,-0.007550239562988281,304,-2.34979025,1257.0
1266,10752,8,21,0.0004092704424510632,0.301513671875,0.04488332860637456,0.2,0.9797743558883667,-43.36196148395538,-0.02962979007861577,0.030000158,-0.019914112985134125,0.0037468671798706055,320,-2.34979025,1257.0
1265,11264,8,22,0.0004092704424510632,0.2794189453125,0.0024536331511626486,0.2,0.9798433184623718,-43.34335148334503,-0.02782722801202908,0.023487285,-0.03900587931275368,-0.003989696502685547,336,-2.34979025,1257.0
1263,11776,9,23,0.0004092704424510632,0.2294921875,0.004144196325796656,0.2,0.9817601442337036,-43.36971616744995,-0.027412748895585537,0.015254288,-0.03490746393799782,0.020348310470581055,352,-2.347313111111111,1257.0
1262,12288,9,24,0.0004092704424510632,0.2720947265625,0.058040562202222645,0.2,0.9827588200569153,-43.422242283821106,-0.0241690091061173,0.019766215,-0.0010109450668096542,0.002438783645629883,368,-2.347313111111111,1257.0
1261,12800,10,25,0.0004092704424510632,0.25048828125,0.003510839545924682,0.2,0.9822958111763,-43.4280823469162,-0.02511644983314909,0.018881463,-0.03484436869621277,0.005785763263702393,384,-2.34334,1257.0
1260,13312,10,26,0.0004092704424510632,0.2821044921875,0.05458023678511381,0.2,0.9810178875923157,-43.402355432510376,-0.02789891119755339,0.022169568,-0.015448898077011108,0.008645474910736084,400,-2.34334,1257.0
1259,13824,10,27,0.0004092704424510632,0.2738037109375,0.00487387473549461,0.2,0.980317234992981,-43.36516451835632,-0.02713075530482456,0.020130716,-0.03195524588227272,0.13888049125671387,416,-2.34334,1257.0
1258,14336,11,28,0.0004092704424510632,0.2540283203125,0.005075038308859803,0.2,0.9782524108886719,-43.329277873039246,-0.02678411072702147,0.022247119,-0.037532225251197815,0.062313973903656006,432,-2.339350909090909,1257.0
1257,14848,11,29,0.0004092704424510632,0.2508544921875,0.0106110359338345,0.2,0.97896409034729,-43.29519581794739,-0.01993074145866558,0.022538599,-0.024345021694898605,0.04246354103088379,448,-2.339350909090909,1257.0
1256,15360,12,30,0.0004092704424510632,0.213623046875,0.0038533504484803416,0.2,0.9795696139335632,-43.32568442821503,-0.02294767848798074,0.017419307,-0.0422176718711853,-0.09592556953430176,464,-2.3421749166666666,1257.0
1255,15872,12,31,0.0004092704424510632,0.2490234375,0.07044548797421157,0.2,0.9792286157608032,-43.328986287117004,-0.024935857945820317,0.021168359,0.0025736354291439056,0.020114362239837646,480,-2.3421749166666666,1257.0
1254,16384,13,32,0.0004092704424510632,0.2703857421875,0.003769718823605217,0.2,0.9793212413787842,-43.31995701789856,-0.031023286923300475,0.021270387,-0.03394552320241928,-0.030665874481201172,496,-2.341952846153846,1257.0
1251,16896,13,33,0.0004092704424510632,0.233154296875,0.08217191381845623,0.2,0.9781041145324707,-43.30975556373596,-0.02407203582697548,0.022166131,-0.0016586072742938995,0.01887679100036621,512,-2.341952846153846,1257.0
1250,17408,13,34,0.0004092704424510632,0.204833984375,0.0050060409848811105,0.2,0.9775426983833313,-43.2721666097641,-0.02294623233319726,0.0160371,-0.024798447266221046,-0.32486391067504883,528,-2.341952846153846,1257.0
1249,17920,14,35,0.0004092704424510632,0.2640380859375,0.003608102040743688,0.2,0.9773920774459839,-43.26232147216797,-0.027368097100406885,0.020050291,-0.040639910846948624,-0.0736093521118164,544,-2.320724,1257.0
1248,18432,14,36,0.0004092704424510632,0.2974853515625,0.08093075768556446,0.2,0.9784672856330872,-43.273444056510925,-0.02975043441983871,0.019123387,-0.016597796231508255,0.04288291931152344,560,-2.320724,1257.0
1248,18944,15,37,0.0004092704424510632,0.26904296875,0.005875558563275263,0.2,0.9797250628471375,-43.308937668800354,-0.029676262784050778,0.020166717,-0.02586543560028076,0.058831632137298584,576,-2.3012829999999997,1257.0
1247,19456,15,38,0.0004092704424510632,0.2401123046875,0.06716084422077984,0.2,0.9796596765518188,-43.33269762992859,-0.02332378353457898,0.019848524,-0.009709984064102173,0.31427764892578125,592,-2.3012829999999997,1257.0
1247,19968,16,39,0.0004092704424510632,0.2618408203125,0.00952387873257976,0.2,0.9815922379493713,-43.346587777137756,-0.028841361796366982,0.018508084,-0.04201255366206169,-0.6981799602508545,608,-2.3012829999999997,1257.0
1246,20480,16,40,0.0004092704424510632,0.2430419921875,0.004068242495122831,0.2,0.9808440804481506,-43.38475692272186,-0.027109763555927202,0.01609399,-0.024958811700344086,-0.13572371006011963,624,-2.29473025,1257.0
1246,20992,16,41,0.0004092704424510632,0.306396484375,0.07931802468374372,0.2,0.9794771671295166,-43.336325883865356,-0.02914446765498724,0.021619648,-0.01954433135688305,0.06140023469924927,640,-2.29473025,1257.0
1246,21504,17,42,0.0004092704424510632,0.2744140625,0.006411417634808458,0.2,0.9802595376968384,-43.32705545425415,-0.03283648256910965,0.019094352,-0.030352964997291565,-1.6492323875427246,656,-2.300353941176471,1257.0
1245,22016,17,43,0.0004092704424510632,0.2591552734375,0.07933765242341906,0.2,0.9795854091644287,-43.338632225990295,-0.02366042161884252,0.021170545,0.008767237886786461,0.2054794430732727,672,-2.300353941176471,1257.0
1245,22528,18,44,0.0004092704424510632,0.1881103515625,0.012998939375393093,0.2,0.9811739921569824,-43.343252182006836,-0.02071462590538431,0.011922194,-0.031197398900985718,-0.18678033351898193,688,-2.300353941176471,1257.0
1245,23040,18,45,0.0004092704424510632,0.2833251953125,0.005867473788384814,0.2,0.9797186255455017,-43.36877405643463,-0.03326667140936479,0.02004936,-0.05006715655326843,-0.5876092910766602,704,-2.3030645,1257.0
1245,23552,18,46,0.0004092704424510632,0.248779296875,0.07140170509228483,0.2,0.9791854023933411,-43.31442630290985,-0.025914324520272203,0.024200685,-0.004433115944266319,0.12960582971572876,720,-2.3030645,1257.0
1244,24064,19,47,0.0004092704424510632,0.207275390625,0.007027515646768734,0.2,0.9795615077018738,-43.316441655159,-0.02270231777220033,0.016482666,-0.022098349407315254,-3.032799243927002,736,-2.3011996315789474,1257.0
