train/learning_rate,train/ent_coef,train/actor_loss,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/critic_loss,train/ent_coef_loss,time/total_timesteps,time/time_elapsed,train/n_updates
0.0008459126528049375,0.019470632076263428,-120.7152328491211,26,-4.5797305,1223.0,4,45.101959228515625,-163.30661010742188,4892,181,4791
0.0008459126528049375,0.0012838441180065274,-125.72063446044922,28,-3.5233177500000004,1223.0,8,4.532832622528076,4.262414932250977,9784,343,9683
0.0008459126528049375,0.001276235794648528,-122.59175872802734,27,-2.8662291666666673,1223.0,12,5.666444778442383,-4.276927471160889,14676,525,14575
0.0008459126528049375,0.0012568372767418623,-117.88951110839844,26,-2.533128625,1223.0,16,8.160638809204102,238.4143524169922,19568,725,19467
0.0008459126528049375,0.001197131467051804,-95.31979370117188,27,-2.3053924999999995,1223.0,20,5.09052038192749,12.16974925994873,24460,900,24359
0.0008459126528049375,0.001015853718854487,-85.8927230834961,29,-2.1519514166666665,1223.0,24,4.424906253814697,-64.07037353515625,29352,146,29251
0.0008459126528049375,0.00031250668689608574,-85.12952423095703,29,-2.0787013214285714,1223.0,28,0.7579173445701599,-2.4500527381896973,34244,310,34143
0.0008459126528049375,0.00036687790998257697,-83.34901428222656,29,-2.02430865625,1223.0,32,0.9374730587005615,-89.72189331054688,39136,474,39035
0.0008459126528049375,0.0002450753527227789,-83.18806457519531,29,-1.9713265833333335,1223.0,36,0.40401414036750793,-87.21401977539062,44028,639,43927
0.0008459126528049375,0.0002675214782357216,-78.45641326904297,29,-1.9145272249999998,1223.0,40,1.7083213329315186,-20.05101776123047,48920,803,48819
0.0008459126528049375,0.0007285245810635388,-64.50199127197266,29,-1.8443316363636364,1223.0,44,4.698383808135986,-17.8282470703125,53812,128,53711
0.0008459126528049375,0.000558488885872066,-58.927711486816406,29,-1.8105463958333334,1223.0,48,2.9608235359191895,30.129898071289062,58704,290,58603
0.0008459126528049375,0.00039145007031038404,-54.183616638183594,28,-1.8039967692307692,1223.0,52,1.2666741609573364,-13.7520112991333,63596,484,63495
0.0008459126528049375,0.000736827205400914,-49.04670715332031,27,-1.7861725178571428,1223.0,56,34.93242263793945,284.6139831542969,68488,668,68387
0.0008459126528049375,0.0007504628738388419,-39.51664352416992,28,-1.7700668833333333,1223.0,60,2.924107074737549,21.959718704223633,73380,833,73279
0.0008459126528049375,0.0006314915954135358,-31.8510684967041,28,-1.7665852499999999,1223.0,64,1.4869921207427979,-41.295833587646484,78272,115,78171
0.0008459126528049375,0.0003979790781158954,-28.694490432739258,28,-1.7493261176470587,1223.0,68,2.549858570098877,16.693805694580078,83164,290,83063
0.0008459126528049375,0.0007859208853915334,-27.196441650390625,27,-1.7370048472222224,1223.0,72,1.5166206359863281,-70.55747985839844,88056,479,87955
0.0008459126528049375,0.0005241941544227302,-15.794245719909668,26,-1.7265979210526319,1223.0,76,11.512144088745117,22.490005493164062,92948,690,92847
0.0008459126528049375,0.00037652908940799534,-6.879040241241455,25,-1.71564275,1223.0,80,5.430107116699219,-66.09741973876953,97840,907,97739
