train/learning_rate,train/ent_coef,train/actor_loss,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/critic_loss,train/ent_coef_loss,time/total_timesteps,time/time_elapsed,train/n_updates
0.0008459126528049375,0.019317492842674255,-123.65000915527344,32,-4.5403305,1223.0,4,1.1579835414886475,-152.5011749267578,4892,151,4791
0.0008459126528049375,0.0013876422308385372,-127.32737731933594,31,-3.604591,1223.0,8,3.1111021041870117,-41.91834259033203,9784,309,9683
0.0008459126528049375,0.0010664361761882901,-117.95148468017578,30,-2.954022166666667,1223.0,12,10.619110107421875,-27.321624755859375,14676,478,14575
0.0008459126528049375,0.0008471423643641174,-109.96884155273438,29,-2.610088125,1223.0,16,4.503270149230957,-26.383604049682617,19568,655,19467
0.0008459126528049375,0.0008429239969700575,-108.40442657470703,29,-2.38870675,1223.0,20,3.660104274749756,22.001705169677734,24460,826,24359
0.0008459126528049375,0.00035660192952491343,-108.50702667236328,29,-2.232519958333333,1223.0,24,2.840613842010498,90.66975402832031,29352,148,29251
0.0008459126528049375,0.0003671472368296236,-106.34117126464844,26,-2.140938857142857,1223.0,28,3.036288261413574,90.20245361328125,34244,343,34143
0.0008459126528049375,0.0003627885307651013,-105.62152862548828,26,-2.043830125,1223.0,32,0.5287902355194092,5.455411434173584,39136,526,39035
0.0008459126528049375,0.00037318814429454505,-87.96267700195312,27,-1.9919874166666665,1223.0,36,1.3375226259231567,1.3252290487289429,44028,703,43927
0.0008459126528049375,0.000589051516726613,-86.46903228759766,27,-1.9534004249999999,1223.0,40,6.248066425323486,108.67237854003906,48920,885,48819
0.0008459126528049375,0.0003451199154369533,-82.64570617675781,31,-1.927182545454545,1223.0,44,2.8648736476898193,0.9382120370864868,53812,119,53711
0.0008459126528049375,0.0005103159346617758,-81.15074157714844,30,-1.8791359791666666,1223.0,48,5.224156856536865,-38.090065002441406,58704,281,58603
0.0008459126528049375,0.000625612388830632,-78.73160552978516,28,-1.8446295384615385,1223.0,52,3.2104392051696777,-11.288642883300781,63596,470,63495
0.0008459126528049375,0.0009547818917781115,-75.48466491699219,27,-1.808518482142857,1223.0,56,18.602603912353516,-50.11963653564453,68488,661,68387
0.0008459126528049375,0.0011124814627692103,-72.36536407470703,27,-1.780091983333333,1223.0,60,2.5285844802856445,74.11040496826172,73380,853,73279
0.0008459126528049375,0.00037838381831534207,-64.11338806152344,24,-1.76215846875,1223.0,64,3.569741725921631,-63.616973876953125,78272,134,78171
0.0008459126528049375,0.00044073216849938035,-51.62540054321289,26,-1.7255821176470587,1223.0,68,2.5525975227355957,-40.381500244140625,83164,313,83063
0.0008459126528049375,0.0003655136388260871,-50.035438537597656,27,-1.704717263888889,1223.0,72,5.394680976867676,-67.16392517089844,88056,483,87955
0.0008459126528049375,0.0005425047129392624,-47.70952606201172,27,-1.6886361184210525,1223.0,76,1.480648398399353,-4.136016845703125,92948,653,92847
0.0008459126528049375,0.0008139227866195142,-29.86988639831543,27,-1.6654529625000003,1223.0,80,4.140829563140869,6.553881645202637,97840,823,97739
