train/learning_rate,train/ent_coef,train/actor_loss,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/critic_loss,train/ent_coef_loss,time/total_timesteps,time/time_elapsed,train/n_updates
0.0008459126528049375,0.01941293105483055,-122.60089874267578,26,-4.8701715000000005,1223.0,4,0.9848537445068359,-157.48495483398438,4892,187,4791
0.0008459126528049375,0.0012162154307588935,-128.07379150390625,26,-3.9301302499999995,1223.0,8,17.795900344848633,17.909116744995117,9784,370,9683
0.0008459126528049375,0.0010143604595214128,-119.31768798828125,26,-3.230787,1223.0,12,6.421347618103027,-25.125144958496094,14676,558,14575
0.0008459126528049375,0.001989382319152355,-108.87530517578125,26,-2.8181081875,1223.0,16,6.996757984161377,-35.810237884521484,19568,737,19467
0.0008459126528049375,0.0008001387468539178,-105.71965789794922,25,-2.5599329,1223.0,20,1.2386778593063354,56.36335754394531,24460,949,24359
0.0008459126528049375,0.000667321146465838,-98.30677032470703,25,-2.3795514166666667,1223.0,24,6.378626346588135,-60.92827606201172,29352,173,29251
0.0008459126528049375,0.0006324462592601776,-97.470458984375,26,-2.26204075,1223.0,28,8.504618644714355,-9.084957122802734,34244,351,34143
0.0008459126528049375,0.0005330746644176543,-95.93639373779297,26,-2.17042053125,1223.0,32,1.1946221590042114,51.34577560424805,39136,526,39035
0.0008459126528049375,0.0010767115745693445,-69.70994567871094,27,-2.097721055555555,1223.0,36,4.791797161102295,20.182483673095703,44028,701,43927
0.0008459126528049375,0.0008963060681708157,-47.721519470214844,27,-2.0548916000000004,1223.0,40,8.189960479736328,-46.771934509277344,48920,865,48819
0.0008459126528049375,0.000654747651424259,-41.08348846435547,30,-2.013030340909091,1223.0,44,7.056873321533203,-34.358482360839844,53812,125,53711
0.0008459126528049375,0.00042136534466408193,-39.041343688964844,30,-1.9517816666666665,1223.0,48,1.8814823627471924,-23.177143096923828,58704,286,58603
0.0008459126528049375,0.00046880653826519847,-36.97909164428711,30,-1.9267596153846154,1223.0,52,2.5426175594329834,10.047079086303711,63596,449,63495
0.0008459126528049375,0.0002613874094095081,-30.86708641052246,29,-1.8930929107142858,1223.0,56,4.411862373352051,11.500539779663086,68488,622,68387
0.0008459126528049375,0.0011547161266207695,-15.557633399963379,29,-1.8746777166666668,1223.0,60,9.461061477661133,1.525954246520996,73380,802,73279
0.0008459126528049375,0.0006330883479677141,-5.070016384124756,25,-1.867940609375,1223.0,64,10.564077377319336,13.533147811889648,78272,126,78171
0.0008459126528049375,0.0006134001887403429,3.2352967262268066,24,-1.844695661764706,1223.0,68,10.301519393920898,-17.28200912475586,83164,329,83063
0.0008459126528049375,0.0005878917872905731,10.687318801879883,25,-1.8301226250000002,1223.0,72,5.811307907104492,-48.51118850708008,88056,504,87955
0.0008459126528049375,0.0008482462726533413,19.05358123779297,26,-1.8141459868421055,1223.0,76,5.7409868240356445,-8.25444507598877,92948,688,92847
0.0008459126528049375,0.0007535258191637695,32.6196174621582,25,-1.8078488125,1223.0,80,8.260005950927734,-57.57771301269531,97840,885,97739
