rollout/ep_rew_mean,time/time_elapsed,train/ent_coef,rollout/ep_len_mean,train/critic_loss,train/learning_rate,time/episodes,train/ent_coef_loss,time/total_timesteps,train/n_updates,time/fps,train/actor_loss
-5.597755,178,0.017693519592285156,1257.0,2.111797571182251,0.0008459126528049375,4,-174.56117248535156,5028,4927,28,-124.15956115722656
-4.438220749999999,363,0.0015500669833272696,1257.0,5.643874168395996,0.0008459126528049375,8,14.470924377441406,10056,9955,27,-130.8074493408203
-3.6904019999999993,552,0.0011290551628917456,1257.0,5.553895473480225,0.0008459126528049375,12,16.986820220947266,15084,14983,27,-136.84921264648438
-3.2656805,743,0.0008798178168945014,1257.0,33.36065673828125,0.0008459126528049375,16,196.98057556152344,20112,20011,27,-131.45867919921875
-3.0299799000000003,5,0.001106797601096332,1257.0,10.937006950378418,0.0008459126528049375,20,-47.70439147949219,25140,25039,26,-112.37002563476562
-2.89582325,195,0.0007492189179174602,1257.0,2.6635189056396484,0.0008459126528049375,24,-42.362281799316406,30168,30067,26,-103.07707214355469
-2.7649750357142855,386,0.0006733639747835696,1257.0,12.443161010742188,0.0008459126528049375,28,20.934635162353516,35196,35095,26,-103.56455993652344
-2.6820905,576,0.0004976024501956999,1257.0,8.266010284423828,0.0008459126528049375,32,41.0490837097168,40224,40123,26,-100.83314514160156
-2.6289564999999997,765,0.0004327524802647531,1257.0,8.934649467468262,0.0008459126528049375,36,-8.327600479125977,45252,45151,26,-101.4881362915039
-2.5625773,10,0.0008090993505902588,1257.0,10.681290626525879,0.0008459126528049375,40,75.64290618896484,50280,50179,26,-101.59168243408203
-2.504425363636364,197,0.0013049985282123089,1257.0,6.79929256439209,0.0008459126528049375,44,42.57791519165039,55308,55207,26,-90.8056640625
-2.4488518333333333,383,0.0012981453910470009,1257.0,2.479966163635254,0.0008459126528049375,48,-28.649070739746094,60336,60235,26,-86.77632141113281
-2.4064206538461534,570,0.0013076221803203225,1257.0,2.2841410636901855,0.0008459126528049375,52,52.598899841308594,65364,65263,26,-82.09684753417969
-2.377549982142857,759,0.0012561919866129756,1257.0,3.9841256141662598,0.0008459126528049375,56,12.014951705932617,70392,70291,26,-81.40544891357422
-2.3549097833333335,16,0.002259471919387579,1257.0,20.609050750732422,0.0008459126528049375,60,-41.418006896972656,75420,75319,25,-50.177249908447266
-2.321315671875,215,0.0014892617473378778,1257.0,5.373926162719727,0.0008459126528049375,64,-33.26906967163086,80448,80347,25,-43.45110321044922
-2.2915695735294115,417,0.0013613012852147222,1257.0,42.841365814208984,0.0008459126528049375,68,-12.766582489013672,85476,85375,25,-31.564903259277344
-2.264553638888889,620,0.0011276998557150364,1257.0,27.154123306274414,0.0008459126528049375,72,6.624066352844238,90504,90403,24,-28.105180740356445
