train/ent_coef,rollout/ep_len_mean,train/learning_rate,time/episodes,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/critic_loss,train/actor_loss,train/n_updates,train/ent_coef_loss
0.017531132325530052,1258.0,0.0008459126528049375,4,5032,436,-4.3901475,11,0.7557040452957153,-122.8486557006836,4931,-177.87823486328125
0.0011854958720505238,1258.0,0.0008459126528049375,8,10064,887,-3.4221278749999997,11,2.267436981201172,-129.50392150878906,9963,-21.820140838623047
0.001220146776176989,1258.0,0.0008459126528049375,12,15096,1337,-2.799185833333333,11,1.3555282354354858,-132.98922729492188,14995,-13.585471153259277
0.0007504796958528459,1258.0,0.0008459126528049375,16,20128,1788,-2.4562681250000002,11,1.8536993265151978,-136.49032592773438,20027,64.56141662597656
0.0007900758646428585,1258.0,0.0008459126528049375,20,25160,14,-2.2474450500000005,11,1.5188148021697998,-137.5511016845703,25059,-7.9286322593688965
0.0010698006954044104,1258.0,0.0008459126528049375,24,30192,459,-2.0628592500000003,11,1.688746452331543,-138.8297882080078,30091,-21.281686782836914
0.00031879404559731483,1258.0,0.0008459126528049375,28,35224,905,-1.968470285714286,11,2.319800853729248,-141.83950805664062,35123,140.86325073242188
0.0004621972911991179,1258.0,0.0008459126528049375,32,40256,1351,-1.8740571875,11,4.864721775054932,-142.927734375,40155,29.40110969543457
0.0004238504043314606,1258.0,0.0008459126528049375,36,45288,1793,-1.81832825,11,3.0000553131103516,-146.91712951660156,45187,-25.436782836914062
0.0007369585800915956,1258.0,0.0008459126528049375,40,50320,27,-1.779077925,11,2.6812820434570312,-147.7593536376953,50219,-10.544290542602539
0.0011860375525429845,1258.0,0.0008459126528049375,44,55352,486,-1.7331428863636362,11,4.601906776428223,-147.67312622070312,55251,31.05526351928711
0.0016022558556869626,1258.0,0.0008459126528049375,48,60384,944,-1.7024922291666666,10,2.978236675262451,-147.66529846191406,60283,-24.945680618286133
0.0016019961331039667,1258.0,0.0008459126528049375,52,65416,1405,-1.6630321923076925,10,6.364231109619141,-139.05352783203125,65315,-2.5916807651519775
0.0009085122728720307,1258.0,0.0008459126528049375,56,70448,1850,-1.642558875,11,44.258827209472656,-129.68069458007812,70347,-66.698486328125
0.0015507825883105397,1258.0,0.0008459126528049375,60,75480,42,-1.6069132166666664,11,42.512420654296875,-130.27366638183594,75379,-15.788468360900879
0.0008045872091315687,1258.0,0.0008459126528049375,64,80512,495,-1.5834161875000001,11,3.6773858070373535,-127.65528869628906,80411,48.13212203979492
0.002106875879690051,1258.0,0.0008459126528049375,68,85544,946,-1.5602468823529412,11,4.431105613708496,-129.64453125,85443,28.05685806274414
0.001455687335692346,1258.0,0.0008459126528049375,72,90576,1396,-1.5478564722222223,11,2.1191396713256836,-125.80377960205078,90475,-7.305304527282715
