time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/entropy_loss,train/value_loss,train/loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/clip_range,train/explained_variance,train/clip_fraction,train/std,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
512,4154,0,1,,,,,,,,,,,,,
1024,1912,0,2,-43.97978317737579,0.10347935015306575,-0.05171423405408859,-0.0424246066249907,16,0.0004092704424510632,0.2,-0.7103817462921143,0.3092041015625,0.9997848272323608,0.019834708,,
1536,1617,0,3,-43.97482085227966,0.008953038326581009,-0.029349692165851593,-0.025307533665909432,32,0.0004092704424510632,0.2,0.04435795545578003,0.285888671875,0.9994620680809021,0.022364035,-2.723405,1258.0
2048,1498,1,4,-43.92461371421814,0.008889553311746567,-0.02962309494614601,-0.02685323791229166,48,0.0004092704424510632,0.2,0.014943540096282959,0.273193359375,0.9961707592010498,0.017641893,-2.723405,1258.0
2560,1435,1,5,-43.849462032318115,0.0029550616709457245,-0.03353885933756828,-0.026841206679819152,64,0.0004092704424510632,0.2,0.015182912349700928,0.27099609375,0.9958502054214478,0.020159457,-2.7304695,1258.0
3072,1392,2,6,-43.853177189826965,0.018150297401007265,-0.023757103830575943,-0.026056977440021,80,0.0004092704424510632,0.2,-0.006119251251220703,0.3177490234375,0.9957701563835144,0.026451569,-2.7304695,1258.0
3584,1360,2,7,-43.81675148010254,0.0029901978159614373,-0.03162955492734909,-0.0297569970425684,96,0.0004092704424510632,0.2,0.007454633712768555,0.2843017578125,0.9931982159614563,0.023546413,-2.7304695,1258.0
4096,1343,3,8,-43.77181088924408,0.013791823264909908,-0.02983308583498001,-0.026982224255334586,112,0.0004092704424510632,0.2,0.008014440536499023,0.3206787109375,0.9939797520637512,0.021546569,-2.7780539999999996,1258.0
4608,1330,3,9,-43.80876863002777,0.031011680024676025,-0.032790303230285645,-0.027770113927545026,128,0.0004092704424510632,0.2,0.007777750492095947,0.2933349609375,0.9947657585144043,0.019007666,-2.7780539999999996,1258.0
5120,1321,3,10,-43.81679153442383,0.00984649643942248,-0.022912295535206795,-0.02377551974495873,144,0.0004092704424510632,0.2,0.12113767862319946,0.2589111328125,0.9945458769798279,0.02085379,-2.78933625,1258.0
5632,1315,4,11,-43.786014795303345,0.04307087347842753,-0.016167860478162766,-0.02298926710500382,160,0.0004092704424510632,0.2,0.010405778884887695,0.2147216796875,0.9928695559501648,0.0164944,-2.78933625,1258.0
6144,1308,4,12,-43.75943470001221,0.003604575274948729,-0.030202409252524376,-0.02345998043892905,176,0.0004092704424510632,0.2,0.013170599937438965,0.2340087890625,0.993553638458252,0.016862396,-2.78933625,1258.0
6656,1302,5,13,-43.80342888832092,0.010462959195137955,-0.036105331033468246,-0.026167444128077477,192,0.0004092704424510632,0.2,0.031763553619384766,0.223876953125,0.9952237606048584,0.017985515,-2.7818394,1258.0
7168,1296,5,14,-43.82669246196747,0.05678769119549543,-0.01161191239953041,-0.02547518303617835,208,0.0004092704424510632,0.2,0.02078258991241455,0.250244140625,0.9949496388435364,0.015875444,-2.7818394,1258.0
7680,1290,5,15,-43.805426597595215,0.008030352793866768,-0.03173607215285301,-0.029243054217658937,224,0.0004092704424510632,0.2,0.3114588260650635,0.292236328125,0.994296669960022,0.032242123,-2.7817673333333333,1258.0
8192,1284,6,16,-43.782883048057556,0.05691093485802412,-0.004944285377860069,-0.023879328051407356,240,0.0004092704424510632,0.2,0.14884716272354126,0.239990234375,0.9932520985603333,0.018067477,-2.7817673333333333,1258.0
8704,1279,6,17,-43.75194227695465,0.003809052643191535,-0.03541940450668335,-0.023661049839574844,256,0.0004092704424510632,0.2,-1.1318585872650146,0.2220458984375,0.9925429224967957,0.01480049,-2.7817673333333333,1258.0
9216,1277,7,18,-43.73154962062836,0.010240640200208873,-0.022508850321173668,-0.024802497879136354,272,0.0004092704424510632,0.2,0.06506967544555664,0.262451171875,0.9919571876525879,0.025378373,-2.793008428571429,1258.0
9728,1274,7,19,-43.695738434791565,0.0736851851688698,-0.005722887814044952,-0.02296611164638307,288,0.0004092704424510632,0.2,0.056975603103637695,0.2613525390625,0.9902505278587341,0.023748882,-2.793008428571429,1258.0
10240,1271,8,20,-43.65719938278198,0.00705999243655242,-0.03601624444127083,-0.024119773632264696,304,0.0004092704424510632,0.2,-0.34834539890289307,0.2508544921875,0.9900690913200378,0.020016832,-2.761638125,1258.0
10752,1269,8,21,-43.64689326286316,0.06651004182640463,-0.01021423190832138,-0.02372395317070186,320,0.0004092704424510632,0.2,0.18962430953979492,0.2408447265625,0.988852858543396,0.013760472,-2.761638125,1258.0
11264,1267,8,22,-43.60809016227722,0.004823891667911084,-0.02715984173119068,-0.023193418281152844,336,0.0004092704424510632,0.2,-3.0108556747436523,0.2056884765625,0.9880755543708801,0.012856698,-2.761638125,1258.0
11776,1265,9,23,-43.5804009437561,0.00996687269071117,-0.025246432051062584,-0.026158729306189343,352,0.0004092704424510632,0.2,0.13116848468780518,0.2830810546875,0.9871894717216492,0.023970585,-2.7531266666666667,1258.0
12288,1264,9,24,-43.542884349823,0.06605777726508677,-0.01805969327688217,-0.028803925815736875,368,0.0004092704424510632,0.2,0.17748349905014038,0.2813720703125,0.9855786561965942,0.028275095,-2.7531266666666667,1258.0
