time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/entropy_loss,train/value_loss,train/loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/clip_range,train/explained_variance,train/clip_fraction,train/std,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
512,4168,0,1,,,,,,,,,,,,,
1024,1907,0,2,-43.999268889427185,0.07403272985175136,-0.03766927123069763,-0.02563222720345948,16,0.0004092704424510632,0.2,-0.4989570379257202,0.23046875,1.0006250143051147,0.014386975,,
1536,1629,0,3,-43.99785113334656,0.009305249550379813,-0.017744217067956924,-0.02422455210762564,32,0.0004092704424510632,0.2,0.011203289031982422,0.2376708984375,1.0000349283218384,0.01799095,-2.673581,1258.0
2048,1503,1,4,-43.94771599769592,0.005526475259102881,-0.0417824387550354,-0.02959485084284097,48,0.0004092704424510632,0.2,0.005431711673736572,0.3006591796875,0.9971254467964172,0.020776127,-2.673581,1258.0
2560,1444,1,5,-43.866464734077454,0.002991280307469424,-0.03668414428830147,-0.028158944536698982,64,0.0004092704424510632,0.2,-0.015839695930480957,0.240966796875,0.9960424304008484,0.015929908,-2.743843,1258.0
3072,1405,2,6,-43.87454879283905,0.014475171483354643,-0.02515219897031784,-0.023103229061234742,80,0.0004092704424510632,0.2,-0.011406540870666504,0.28564453125,0.997071385383606,0.022690225,-2.743843,1258.0
3584,1380,2,7,-43.89185380935669,0.0028373563436616678,-0.037303369492292404,-0.028188031079480425,96,0.0004092704424510632,0.2,0.005916893482208252,0.270263671875,0.9970303177833557,0.021812495,-2.743843,1258.0
4096,1363,3,8,-43.901596784591675,0.013673360052052885,-0.028526347130537033,-0.028834600816480815,112,0.0004092704424510632,0.2,0.001522660255432129,0.248779296875,0.9981207251548767,0.012942143,-2.7254133333333335,1258.0
4608,1349,3,9,-43.89338743686676,0.023581411398481578,-0.0284787118434906,-0.028486738723586313,128,0.0004092704424510632,0.2,0.004027962684631348,0.255859375,0.9955333471298218,0.016191352,-2.7254133333333335,1258.0
5120,1339,3,10,-43.833423495292664,0.009298736229538918,-0.04460522532463074,-0.032536620055907406,144,0.0004092704424510632,0.2,0.062442243099212646,0.293701171875,0.9957881569862366,0.023229335,-2.699573,1258.0
5632,1331,4,11,-43.84525275230408,0.030509775679092854,-0.014103456400334835,-0.022059994749724865,160,0.0004092704424510632,0.2,0.0025766491889953613,0.2152099609375,0.9952417612075806,0.0136432005,-2.699573,1258.0
6144,1321,4,12,-43.80667865276337,0.0032069926528492942,-0.026658818125724792,-0.024090432008961216,176,0.0004092704424510632,0.2,0.005931437015533447,0.2476806640625,0.9935654401779175,0.018752478,-2.699573,1258.0
6656,1312,5,13,-43.77698576450348,0.011214693207875825,-0.027382472530007362,-0.030277951038442552,192,0.0004092704424510632,0.2,0.016241371631622314,0.299072265625,0.9939678907394409,0.032595433,-2.6846414,1258.0
7168,1308,5,14,-43.795270562171936,0.04261421621777117,-0.01661742851138115,-0.025990794645622373,208,0.0004092704424510632,0.2,0.029757797718048096,0.2698974609375,0.9941229224205017,0.022327963,-2.6846414,1258.0
7680,1304,5,15,-43.77029359340668,0.006371985175064765,-0.03747259080410004,-0.023929899689392187,224,0.0004092704424510632,0.2,0.3480013608932495,0.2298583984375,0.9922004342079163,0.014409212,-2.6842183333333334,1258.0
8192,1300,6,16,-43.71594953536987,0.04376896901521832,-0.0028508640825748444,-0.024803316468023695,240,0.0004092704424510632,0.2,0.11221969127655029,0.2496337890625,0.9915450215339661,0.02241864,-2.6842183333333334,1258.0
8704,1296,6,17,-43.712345600128174,0.004212459967675386,-0.04624077305197716,-0.029941237473394722,256,0.0004092704424510632,0.2,-0.7073354721069336,0.2589111328125,0.9913123846054077,0.02156879,-2.6842183333333334,1258.0
9216,1294,7,18,-43.68868148326874,0.008350776741281152,-0.04111981764435768,-0.025689107686048374,272,0.0004092704424510632,0.2,0.08443421125411987,0.2274169921875,0.9903153777122498,0.018971175,-2.648123571428571,1258.0
9728,1291,7,19,-43.654916644096375,0.05920066882390529,-0.016290172934532166,-0.027889304154086858,288,0.0004092704424510632,0.2,0.14474040269851685,0.2423095703125,0.989284098148346,0.024080258,-2.648123571428571,1258.0
10240,1288,7,20,-43.64230394363403,0.007697073961026035,-0.03417055681347847,-0.022663592571916524,304,0.0004092704424510632,0.2,0.03232908248901367,0.21337890625,0.9896257519721985,0.016847368,-2.635153125,1258.0
10752,1287,8,21,-43.62529897689819,0.060380210052244365,-0.01714201830327511,-0.02453886464354582,320,0.0004092704424510632,0.2,0.13881772756576538,0.239013671875,0.9878566861152649,0.022427864,-2.635153125,1258.0
11264,1285,8,22,-43.57219684123993,0.0036602575491997413,-0.034577615559101105,-0.02975068785599433,336,0.0004092704424510632,0.2,-1.4133327007293701,0.2745361328125,0.9869774580001831,0.025088748,-2.635153125,1258.0
11776,1283,9,23,-43.5678905248642,0.013620277430163696,-0.02633107453584671,-0.026558392812148668,352,0.0004092704424510632,0.2,0.07678067684173584,0.2584228515625,0.9874343276023865,0.02688007,-2.6580247777777775,1258.0
12288,1280,9,24,-43.58254396915436,0.06517183128744364,-0.019542962312698364,-0.027802331547718495,368,0.0004092704424510632,0.2,0.18279510736465454,0.2557373046875,0.9876516461372375,0.025208551,-2.6580247777777775,1258.0
12800,1279,10,25,-43.61977708339691,0.021155919006559998,-0.03595808148384094,-0.023605908208992332,384,0.0004092704424510632,0.2,0.17113089561462402,0.201171875,0.9906585216522217,0.022323888,-2.6649187999999997,1258.0
13312,1277,10,26,-43.71298968791962,0.06455648981500417,-0.0032657459378242493,-0.018527578766224906,400,0.0004092704424510632,0.2,0.48155510425567627,0.1661376953125,0.9926540851593018,0.015573838,-2.6649187999999997,1258.0
13824,1276,10,27,-43.752376317977905,0.005591838700638618,-0.021806396543979645,-0.017527781128592324,416,0.0004092704424510632,0.2,-7.285894393920898,0.176513671875,0.9934383630752563,0.016835535,-2.6649187999999997,1258.0
14336,1274,11,28,-43.79529881477356,0.009551584822474979,-0.03471652790904045,-0.030225768976379186,432,0.0004092704424510632,0.2,0.03871166706085205,0.27783203125,0.9961559176445007,0.024353389,-2.661226636363636,1258.0
14848,1273,11,29,-43.847718358039856,0.060521141276694834,-0.014909451827406883,-0.02536696220340673,448,0.0004092704424510632,0.2,0.029460668563842773,0.311767578125,0.9960170984268188,0.04784252,-2.661226636363636,1258.0
