train/actor_loss,rollout/ep_len_mean,train/ent_coef_loss,time/fps,train/n_updates,train/learning_rate,train/critic_loss,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/episodes,train/ent_coef
-125.37838745117188,1257.0,-171.2640380859375,29,4927,0.0008459126528049375,2.2204997539520264,5028,-4.5929455,170,4,0.017172934487462044
-132.20098876953125,1257.0,16.195768356323242,28,9955,0.0008459126528049375,3.6246142387390137,10056,-3.49640225,348,8,0.0013328901259228587
-134.2437744140625,1257.0,55.0090217590332,28,14983,0.0008459126528049375,5.799030303955078,15084,-2.862858333333333,524,12,0.0010895952582359314
-137.72817993164062,1257.0,104.24755096435547,28,20011,0.0008459126528049375,81.13908386230469,20112,-2.49561375,700,16,0.0009376913076266646
-144.44302368164062,1257.0,1.2769516706466675,28,25039,0.0008459126528049375,14.134860038757324,25140,-2.3079372000000005,4,20,0.0006857375265099108
-144.75335693359375,1257.0,57.001007080078125,28,30067,0.0008459126528049375,7.7166643142700195,30168,-2.1624497083333334,183,24,0.0009168436517938972
-136.8045654296875,1257.0,77.92455291748047,28,35095,0.0008459126528049375,3.514247179031372,35196,-2.0513446785714287,363,28,0.0007595024653710425
-136.18722534179688,1257.0,17.32813835144043,28,40123,0.0008459126528049375,6.167179584503174,40224,-1.9867374062499998,541,32,0.000770454469602555
-128.0274200439453,1257.0,116.18988800048828,27,45151,0.0008459126528049375,9.238324165344238,45252,-1.9403224166666666,723,36,0.0013451984850689769
-124.4178695678711,1257.0,18.504791259765625,28,50179,0.0008459126528049375,4.1216936111450195,50280,-1.9091953250000002,9,40,0.0007985828560777009
-119.92235565185547,1257.0,31.229551315307617,28,55207,0.0008459126528049375,8.65650463104248,55308,-1.852028431818182,187,44,0.0006959036109037697
-104.08546447753906,1257.0,-12.594225883483887,28,60235,0.0008459126528049375,5.9822797775268555,60336,-1.8165230833333332,365,48,0.0007340889424085617
-83.85552978515625,1257.0,-40.13511657714844,28,65263,0.0008459126528049375,3.7130143642425537,65364,-1.7851872884615383,542,52,0.0006145686493255198
-82.11387634277344,1257.0,49.94839859008789,28,70291,0.0008459126528049375,2.1446778774261475,70392,-1.7676560357142856,721,56,0.0007291946094483137
-79.72418212890625,1257.0,125.3038558959961,26,75319,0.0008459126528049375,2.0013651847839355,75420,-1.76154405,15,60,0.000433586334111169
-78.49139404296875,1257.0,79.09812927246094,26,80347,0.0008459126528049375,0.9429004192352295,80448,-1.7498242343750001,207,64,0.0005345821264199913
-75.62216186523438,1257.0,80.42745208740234,25,85375,0.0008459126528049375,3.405074119567871,85476,-1.7354875735294117,404,68,0.00041181291453540325
-72.45436096191406,1257.0,-20.47005844116211,25,90403,0.0008459126528049375,1.9301254749298096,90504,-1.7229629583333332,601,72,0.000591346004512161
-62.31486511230469,1257.0,4.977917671203613,25,95431,0.0008459126528049375,12.114533424377441,95532,-1.7076558157894735,799,76,0.0010313242673873901
