train/actor_loss,rollout/ep_len_mean,train/ent_coef_loss,time/fps,train/n_updates,train/learning_rate,train/critic_loss,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/episodes,train/ent_coef
-121.49006652832031,1257.0,-163.02423095703125,35,4927,0.0008459126528049375,47.6253776550293,5028,-4.8900605,142,4,0.017581511288881302
-123.7981185913086,1257.0,39.767452239990234,34,9955,0.0008459126528049375,4.726592540740967,10056,-3.8893025000000003,293,8,0.0008728877874091268
-114.00389099121094,1257.0,162.1339569091797,32,14983,0.0008459126528049375,10.475208282470703,15084,-3.152543333333334,466,12,0.0008029656019061804
-100.70035552978516,1257.0,-2.139866352081299,31,20011,0.0008459126528049375,14.153789520263672,20112,-2.8310136875,640,16,0.0006731254397891462
-93.2215576171875,1257.0,3.157991886138916,28,25039,0.0008459126528049375,23.178848266601562,25140,-2.62853805,4,20,0.0013273454969748855
-87.53721618652344,1257.0,-33.027217864990234,28,30067,0.0008459126528049375,22.520488739013672,30168,-2.4690865416666665,179,24,0.000974144961219281
-74.92791748046875,1257.0,-23.581138610839844,28,35095,0.0008459126528049375,6.897096633911133,35196,-2.32885425,354,28,0.0006858343258500099
-66.57778930664062,1257.0,65.2931900024414,28,40123,0.0008459126528049375,15.44062328338623,40224,-2.20786346875,529,32,0.001054231426678598
-64.30794525146484,1257.0,-31.377765655517578,28,45151,0.0008459126528049375,2.324688673019409,45252,-2.1173846666666667,705,36,0.0007316525443457067
-58.995399475097656,1257.0,23.01902961730957,28,50179,0.0008459126528049375,4.295419692993164,50280,-2.0430976000000003,9,40,0.0005618718569166958
-50.2716178894043,1257.0,-6.175256729125977,28,55207,0.0008459126528049375,2.0511116981506348,55308,-1.9868607500000002,186,44,0.00036878057289868593
-37.778499603271484,1257.0,-42.30122375488281,28,60235,0.0008459126528049375,53.152626037597656,60336,-1.9425199583333335,361,48,0.0015466463519260287
-13.96440315246582,1257.0,41.80629348754883,28,65263,0.0008459126528049375,8.146381378173828,65364,-1.9158723076923077,536,52,0.0008525023004040122
-7.014568328857422,1257.0,94.3090591430664,28,70291,0.0008459126528049375,2.291567802429199,70392,-1.8914596428571429,713,56,0.00039415000355802476
-2.771902322769165,1257.0,-12.332124710083008,27,75319,0.0008459126528049375,1.5369994640350342,75420,-1.86074515,15,60,0.0003955113934352994
-0.33908504247665405,1257.0,-69.73343658447266,26,80347,0.0008459126528049375,2.5028200149536133,80448,-1.8311161249999999,203,64,0.0006430972716771066
4.862156867980957,1257.0,-18.833385467529297,26,85375,0.0008459126528049375,1.1437616348266602,85476,-1.807738426470588,394,68,0.0005822271341457963
10.802616119384766,1257.0,40.47065734863281,26,90403,0.0008459126528049375,0.9824446439743042,90504,-1.7897265833333336,587,72,0.00045507107279263437
13.940483093261719,1257.0,-26.30878448486328,26,95431,0.0008459126528049375,2.383755683898926,95532,-1.7688625000000002,783,76,0.0005145322647877038
