time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/value_loss,train/policy_gradient_loss,train/loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/approx_kl,train/explained_variance,train/clip_range,train/n_updates,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,0,3996,,,,,,,,,,,,,
2,1024,0,2443,0.09920329540909734,-0.034147080878028646,-0.04279682785272598,0.0004092704424510632,-43.98057043552399,0.2828369140625,0.02338731,-0.8952802419662476,0.2,16,0.9996339678764343,,
3,1536,0,2171,0.0035707368588191457,-0.028704481956083328,-0.03323839232325554,0.0004092704424510632,-43.955156326293945,0.275390625,0.021763459,0.022436201572418213,0.2,32,0.9983307719230652,-2.696807,1258.0
4,2048,0,2086,0.008288389872177504,-0.025177372619509697,-0.03011176362633705,0.0004092704424510632,-43.91218364238739,0.247802734375,0.01615177,0.009540379047393799,0.2,48,0.9969125986099243,-2.696807,1258.0
5,2560,1,2042,0.005842090904479846,-0.03144592740864027,-0.041953232139348984,0.0004092704424510632,-43.88138508796692,0.30859375,0.018780235,0.05793243646621704,0.2,64,0.9966474771499634,-2.748074,1258.0
6,3072,1,2008,0.017444732162402943,-0.026049705542391166,-0.024446044117212296,0.0004092704424510632,-43.85521697998047,0.3011474609375,0.019225445,0.0163726806640625,0.2,80,0.9947851300239563,-2.748074,1258.0
7,3584,1,1978,0.003794444040977396,-0.03140770428581163,-0.04373135417699814,0.0004092704424510632,-43.79993236064911,0.287109375,0.018680636,0.06307268142700195,0.2,96,0.9936061501502991,-2.748074,1258.0
8,4096,2,1934,0.002235465079138521,-0.027070323660154827,-0.03457379713654518,0.0004092704424510632,-43.781489849090576,0.262939453125,0.017333258,0.15363353490829468,0.2,112,0.9935067296028137,-2.6675269999999998,1258.0
9,4608,2,1904,0.029448797227814794,-0.030891147762304172,-0.03226280212402344,0.0004092704424510632,-43.758495807647705,0.2786865234375,0.019004524,0.020010292530059814,0.2,128,0.9919623732566833,-2.6675269999999998,1258.0
10,5120,2,1875,0.004856086343352217,-0.034798896362190135,-0.045331791043281555,0.0004092704424510632,-43.709128737449646,0.3096923828125,0.017896656,0.39144909381866455,0.2,144,0.9905860424041748,-2.687897,1258.0
11,5632,3,1863,0.03328174352645874,-0.025509473111014813,-0.021044468507170677,0.0004092704424510632,-43.66402566432953,0.267578125,0.018196523,0.11606162786483765,0.2,160,0.9890101552009583,-2.687897,1258.0
12,6144,3,1859,0.0029039748187642545,-0.027802124634035863,-0.027128195390105247,0.0004092704424510632,-43.63562476634979,0.2806396484375,0.02187477,0.619287371635437,0.2,176,0.9894590973854065,-2.687897,1258.0
13,6656,3,1859,0.002144276615581475,-0.029467962216585875,-0.04356745257973671,0.0004092704424510632,-43.66659605503082,0.244140625,0.019397616,0.3408671021461487,0.2,192,0.9905740022659302,-2.6797038,1258.0
14,7168,3,1852,0.030699460941832513,-0.030647327017504722,-0.03382270038127899,0.0004092704424510632,-43.67660081386566,0.307861328125,0.02643099,0.10577410459518433,0.2,208,0.9898049235343933,-2.6797038,1258.0
15,7680,4,1841,0.00438898972060997,-0.026180441898759454,-0.0430527962744236,0.0004092704424510632,-43.65497934818268,0.243896484375,0.01989631,0.40745341777801514,0.2,224,0.989766538143158,-2.6724788333333334,1258.0
16,8192,4,1839,0.0349545733188279,-0.02429417462553829,-0.026228757575154305,0.0004092704424510632,-43.679731965065,0.2222900390625,0.01606122,0.22035622596740723,0.2,240,0.99168860912323,-2.6724788333333334,1258.0
17,8704,4,1839,0.006221695017302409,-0.02253811880655121,-0.027569206431508064,0.0004092704424510632,-43.70980167388916,0.1995849609375,0.015824966,0.6190781593322754,0.2,256,0.9906803369522095,-2.6724788333333334,1258.0
18,9216,5,1840,0.0029020282308920287,-0.021679484780179337,-0.03243526443839073,0.0004092704424510632,-43.66824984550476,0.206298828125,0.016251514,0.3135308623313904,0.2,272,0.9902651309967041,-2.6699575714285717,1258.0
19,9728,5,1841,0.03650422394275665,-0.02425418485654518,-0.004540121182799339,0.0004092704424510632,-43.656169295310974,0.279052734375,0.021633096,0.19547396898269653,0.2,288,0.9895452857017517,-2.6699575714285717,1258.0
20,10240,5,1842,0.009928232029778883,-0.024494086450431496,-0.02745039016008377,0.0004092704424510632,-43.63494920730591,0.233642578125,0.015738687,0.03978097438812256,0.2,304,0.9887588024139404,-2.6512890000000002,1258.0
21,10752,5,1841,0.04661412874702364,-0.03260348913318012,-0.03286532312631607,0.0004092704424510632,-43.615439772605896,0.3076171875,0.022000216,0.35154664516448975,0.2,320,0.9887667894363403,-2.6512890000000002,1258.0
22,11264,6,1840,0.009274363445001654,-0.02758171971072443,-0.04403868317604065,0.0004092704424510632,-43.58938670158386,0.244384765625,0.018961173,0.35910606384277344,0.2,336,0.9866172671318054,-2.6512890000000002,1258.0
23,11776,6,1839,0.004355018128990196,-0.02153476011881139,-0.03454538807272911,0.0004092704424510632,-43.51700413227081,0.2127685546875,0.01565609,0.22479486465454102,0.2,352,0.98468416929245,-2.6525653333333334,1258.0
24,12288,6,1841,0.03918433451326564,-0.023536864697234705,-0.025365041568875313,0.0004092704424510632,-43.45112073421478,0.2581787109375,0.024926705,0.23539960384368896,0.2,368,0.982559323310852,-2.6525653333333334,1258.0
25,12800,6,1839,0.007995627747732215,-0.028624916885746643,-0.04492767155170441,0.0004092704424510632,-43.410661935806274,0.25732421875,0.017305395,-0.737817645072937,0.2,384,0.9825152158737183,-2.6473374000000005,1258.0
26,13312,7,1835,0.04647523246239871,-0.025336520455311984,-0.015920493751764297,0.0004092704424510632,-43.42281174659729,0.262451171875,0.018313468,0.3704889416694641,0.2,400,0.982726514339447,-2.6473374000000005,1258.0
27,13824,7,1832,0.008441963014774956,-0.026984847441781312,-0.01731632463634014,0.0004092704424510632,-43.42997169494629,0.2275390625,0.018844275,0.35261404514312744,0.2,416,0.9832175374031067,-2.6473374000000005,1258.0
28,14336,7,1831,0.006866757204988971,-0.028795854334020987,-0.04374866187572479,0.0004092704424510632,-43.460978507995605,0.25732421875,0.015929762,0.5107743740081787,0.2,432,0.9851531386375427,-2.672315181818182,1258.0
29,14848,8,1829,0.02799080277327448,-0.028009011934045702,-0.022722354158759117,0.0004092704424510632,-43.511149525642395,0.34814453125,0.036590412,0.3090519309043884,0.2,448,0.9854209423065186,-2.672315181818182,1258.0
30,15360,8,1829,0.010757512805867009,-0.020520697406027466,-0.01820925809442997,0.0004092704424510632,-43.49528515338898,0.193115234375,0.014671409,-0.4092012643814087,0.2,464,0.9845462441444397,-2.6840653333333333,1258.0
31,15872,8,1830,0.056218173704110086,-0.025489775114692748,-0.016135405749082565,0.0004092704424510632,-43.46452283859253,0.281005859375,0.018534075,0.1967502236366272,0.2,480,0.9835622906684875,-2.6840653333333333,1258.0
32,16384,8,1831,0.009807422393350862,-0.029062103043543175,-0.03963417932391167,0.0004092704424510632,-43.44189691543579,0.298583984375,0.020610927,0.4685300588607788,0.2,496,0.9833023548126221,-2.677983615384616,1258.0
33,16896,9,1831,0.07481523510068655,-0.02497287637379486,0.020130738615989685,0.0004092704424510632,-43.457847356796265,0.259521484375,0.021531869,0.36193937063217163,0.2,512,0.9847086668014526,-2.677983615384616,1258.0
