time/episodes,train/ent_coef,rollout/ep_len_mean,train/n_updates,train/ent_coef_loss,time/total_timesteps,train/critic_loss,train/learning_rate,time/fps,train/actor_loss,time/time_elapsed,rollout/ep_rew_mean
4,0.01719633676111698,1257.0,4927,-185.2897491455078,5028,2.0908620357513428,0.0008459126528049375,32,-120.77054595947266,155,-4.64323025
8,0.0009528915979899466,1257.0,9955,-22.60940933227539,10056,1.2874138355255127,0.0008459126528049375,31,-124.57861328125,318,-3.5934265
12,0.0008392610470764339,1257.0,14983,-20.911075592041016,15084,1.9359498023986816,0.0008459126528049375,29,-119.64649963378906,511,-2.8827768333333332
16,0.0009040753357112408,1257.0,20011,31.417034149169922,20112,1.8597804307937622,0.0008459126528049375,28,-117.96891021728516,698,-2.6200324999999998
20,0.000593929726164788,1257.0,25039,215.61163330078125,25140,5.196700096130371,0.0008459126528049375,31,-108.99848937988281,4,-2.3950766999999997
24,0.0009257064084522426,1257.0,30067,-28.122802734375,30168,3.0860605239868164,0.0008459126528049375,31,-96.8869857788086,165,-2.220329625
28,0.0008715888834558427,1257.0,35095,-15.732036590576172,35196,7.209715843200684,0.0008459126528049375,31,-84.85603332519531,326,-2.1052174285714287
32,0.000529019336681813,1257.0,40123,-56.38756561279297,40224,4.220086097717285,0.0008459126528049375,31,-72.07820892333984,487,-2.0622224375
36,0.00054200179874897,1257.0,45151,-50.81187438964844,45252,2.42134952545166,0.0008459126528049375,29,-57.60650634765625,681,-1.9845018333333337
40,0.0003054159751627594,1257.0,50179,-4.455483436584473,50280,5.869396209716797,0.0008459126528049375,26,-57.32197570800781,10,-1.9516346749999998
44,0.0002653537958394736,1257.0,55207,33.510589599609375,55308,1.7873743772506714,0.0008459126528049375,29,-55.51409912109375,179,-1.9216304545454541
48,0.00026531206094659865,1257.0,60235,81.2329330444336,60336,1.4181938171386719,0.0008459126528049375,30,-49.43449020385742,339,-1.8950781875
52,0.0007955165347084403,1257.0,65263,18.866640090942383,65364,13.228720664978027,0.0008459126528049375,30,-44.13253402709961,498,-1.8687233461538462
56,0.0005867955624125898,1257.0,70291,-20.747970581054688,70392,1.1712894439697266,0.0008459126528049375,30,-43.321380615234375,658,-1.8668298928571427
60,0.00042781722731888294,1257.0,75319,-79.00942993164062,75420,0.991693377494812,0.0008459126528049375,30,-37.201202392578125,13,-1.8422883166666666
64,0.0005565771134570241,1257.0,80347,29.486446380615234,80448,0.9217851758003235,0.0008459126528049375,29,-36.581092834472656,181,-1.8291883437499998
68,0.0007317917770706117,1257.0,85375,2.190732955932617,85476,6.937106132507324,0.0008459126528049375,29,-22.105661392211914,353,-1.8238729999999996
72,0.001057903515174985,1257.0,90403,-31.88299560546875,90504,10.751082420349121,0.0008459126528049375,29,-23.19561004638672,526,-1.8126552361111108
76,0.0010361183667555451,1257.0,95431,8.269262313842773,95532,13.059630393981934,0.0008459126528049375,29,-19.276451110839844,700,-1.7917143421052628
