time/episodes,train/ent_coef,rollout/ep_len_mean,train/n_updates,train/ent_coef_loss,time/total_timesteps,train/critic_loss,train/learning_rate,time/fps,train/actor_loss,time/time_elapsed,rollout/ep_rew_mean
4,0.01747535541653633,1257.0,4927,-166.6593780517578,5028,43.83554458618164,0.0008459126528049375,31,-120.31895446777344,157,-4.657285
8,0.0014394217869266868,1257.0,9955,-52.178932189941406,10056,9.917912483215332,0.0008459126528049375,31,-119.80193328857422,318,-3.672702625
12,0.0008326274692080915,1257.0,14983,5.6952714920043945,15084,2.2842793464660645,0.0008459126528049375,31,-111.01083374023438,480,-3.124704583333333
16,0.00047882445505820215,1257.0,20011,-46.628482818603516,20112,2.9359474182128906,0.0008459126528049375,31,-92.5927963256836,642,-2.7671766875
20,0.0007886402891017497,1257.0,25039,-54.27500915527344,25140,3.4193172454833984,0.0008459126528049375,25,-82.0600814819336,5,-2.6232904
24,0.00036055262899026275,1257.0,30067,60.46467208862305,30168,2.3343238830566406,0.0008459126528049375,26,-79.9079360961914,198,-2.51602525
28,0.00044707837514579296,1257.0,35095,-20.642927169799805,35196,1.7565430402755737,0.0008459126528049375,28,-64.45693969726562,356,-2.404998392857143
32,0.00030058977426961064,1257.0,40123,-48.34170150756836,40224,1.1372740268707275,0.0008459126528049375,29,-58.576019287109375,515,-2.3249264375000003
36,0.00028994932654313743,1257.0,45151,-18.62965202331543,45252,0.5852080583572388,0.0008459126528049375,30,-55.19141387939453,674,-2.3248834444444446
40,0.0003365278826095164,1257.0,50179,41.94259262084961,50280,2.058505058288574,0.0008459126528049375,31,-38.170413970947266,8,-2.273756375
44,0.0005711521371267736,1257.0,55207,-20.422027587890625,55308,2.4693973064422607,0.0008459126528049375,31,-34.791908264160156,168,-2.2122076818181817
48,0.0004669098125305027,1257.0,60235,-66.24974060058594,60336,1.4005327224731445,0.0008459126528049375,31,-32.630035400390625,328,-2.1820242291666667
52,0.000256389903370291,1257.0,65263,27.69236183166504,65364,2.487483263015747,0.0008459126528049375,29,-29.501134872436523,512,-2.1489422692307687
56,0.0002885028952732682,1257.0,70291,-50.112403869628906,70392,1.9130017757415771,0.0008459126528049375,28,-26.162355422973633,711,-2.0909118035714287
60,0.0006358317332342267,1257.0,75319,-2.9742419719696045,75420,1.229640007019043,0.0008459126528049375,24,-22.01141357421875,16,-2.0585873500000003
64,0.0007762836175970733,1257.0,80347,-22.25493049621582,80448,1.7863271236419678,0.0008459126528049375,24,-20.379291534423828,223,-2.028256578125
68,0.001324180280789733,1257.0,85375,-17.570781707763672,85476,2.5963358879089355,0.0008459126528049375,24,-12.209344863891602,430,-1.9950739852941177
72,0.0005643015610985458,1257.0,90403,-44.20658874511719,90504,2.1566195487976074,0.0008459126528049375,24,-7.229084014892578,636,-1.9692138611111107
76,0.000324848952004686,1257.0,95431,10.021717071533203,95532,2.032329797744751,0.0008459126528049375,25,-4.759721755981445,814,-1.9545083947368416
