time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/approx_kl,train/learning_rate,train/explained_variance,train/n_updates,train/clip_fraction,train/std,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/clip_range,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
1811,16384,32,9,0.016230628,0.0004092704424510632,0.00017756223678588867,496,0.212158203125,1.0083577632904053,0.00275728168344358,-0.023254357802215964,-44.20461666584015,0.2,-0.03653942421078682,1223.0,-2.2060361538461537
1809,16896,33,9,0.036141563,0.0004092704424510632,0.0008835196495056152,512,0.28076171875,1.0079996585845947,0.07261838531121612,-0.021383964209235273,-44.22439503669739,0.2,-0.009817782789468765,1223.0,-2.2060361538461537
1806,17408,34,9,0.024478577,0.0004092704424510632,-0.0045087337493896484,528,0.2794189453125,1.007673740386963,0.0026314109527447727,-0.03285173015319742,-44.211639761924744,0.2,-0.03647329658269882,1223.0,-2.2163194285714285
1803,17920,35,9,0.025338588,0.0004092704424510632,0.0008071660995483398,544,0.272216796875,1.007030963897705,0.10630273399874568,-0.02666822145693004,-44.19092607498169,0.2,0.011816024780273438,1223.0,-2.2163194285714285
1800,18432,36,10,0.026867062,0.0004092704424510632,-0.015785813331604004,560,0.3153076171875,1.0065746307373047,0.0015997614627849543,-0.03563609949196689,-44.17113268375397,0.2,-0.04921145364642143,1223.0,-2.2168359333333334
1800,18944,37,10,0.018442526,0.0004092704424510632,0.001130223274230957,576,0.21484375,1.0059844255447388,0.109694056911394,-0.02149634438683279,-44.163392305374146,0.2,0.030230160802602768,1223.0,-2.2168359333333334
1798,19456,38,10,0.020002216,0.0004092704424510632,-0.025831222534179688,592,0.215576171875,1.0045922994613647,0.0018914332849817583,-0.025681993371108547,-44.134454131126404,0.2,-0.047017041593790054,1223.0,-2.2168359333333334
1799,19968,39,11,0.016215721,0.0004092704424510632,-0.0006440877914428711,608,0.2215576171875,1.004234790802002,0.0028737548054778017,-0.025515346860629506,-44.09363317489624,0.2,-0.027989668771624565,1223.0,-2.2162746875
1799,20480,40,11,0.014067113,0.0004092704424510632,0.0006822347640991211,624,0.16845703125,1.0043059587478638,0.12806944246403873,-0.018844390062440652,-44.09338366985321,0.2,0.04051540791988373,1223.0,-2.2162746875
1800,20992,41,11,0.027801875,0.0004092704424510632,0.001073300838470459,640,0.2762451171875,1.0036898851394653,0.0014499659173452528,-0.031193169415928423,-44.088926553726196,0.2,-0.03622448071837425,1223.0,-2.217284882352941
1799,21504,42,11,0.020729594,0.0004092704424510632,0.001324474811553955,656,0.212158203125,1.003078818321228,0.12081052758730948,-0.02240870107198134,-44.067233085632324,0.2,0.02184068039059639,1223.0,-2.217284882352941
1797,22016,43,12,0.018205307,0.0004092704424510632,-0.017374157905578613,672,0.268310546875,1.0027611255645752,0.0017851029515441041,-0.02921485730621498,-44.05255305767059,0.2,-0.045696329325437546,1223.0,-2.2195986111111115
1795,22528,44,12,0.01799568,0.0004092704424510632,0.0015110969543457031,688,0.2315673828125,1.0009232759475708,0.1203400562517345,-0.02402793497458333,-44.02561819553375,0.2,0.019694320857524872,1223.0,-2.2195986111111115
1793,23040,45,12,0.010501744,0.0004092704424510632,0.0008526444435119629,704,0.135498046875,1.0006431341171265,0.0025586543124518357,-0.016332789440639317,-43.98068940639496,0.2,-0.024483438581228256,1223.0,-2.2195986111111115
1792,23552,46,13,0.022139117,0.0004092704424510632,-0.0015244483947753906,720,0.2244873046875,1.0003578662872314,0.0026132395178137813,-0.022376646316843107,-43.98291993141174,0.2,-0.039088331162929535,1223.0,-2.226394421052632
1790,24064,47,13,0.027584186,0.0004092704424510632,0.00038743019104003906,736,0.2855224609375,1.0006896257400513,0.14224883820861578,-0.030129506485536695,-43.97785139083862,0.2,0.035768356174230576,1223.0,-2.226394421052632
1788,24576,48,13,0.033285715,0.0004092704424510632,-0.01718926429748535,752,0.26171875,1.0016118288040161,0.0014160696200633538,-0.026443711103638634,-43.99100971221924,0.2,-0.030811047181487083,1223.0,-2.2236181000000004
1787,25088,49,14,0.016632188,0.0004092704424510632,0.000494837760925293,768,0.231689453125,1.0014312267303467,0.1372868507169187,-0.02214158723654691,-44.00733041763306,0.2,0.016441330313682556,1223.0,-2.2236181000000004
1784,25600,50,14,0.016273241,0.0004092704424510632,-0.017557978630065918,784,0.2294921875,1.0005786418914795,0.0014996033041825285,-0.025329815660370514,-43.98822522163391,0.2,-0.044239576905965805,1223.0,-2.2236181000000004
1782,26112,51,14,0.023966316,0.0004092704424510632,-0.0020585060119628906,800,0.2786865234375,1.0019943714141846,0.002390009853115771,-0.02928514519589953,-43.98574960231781,0.2,-0.057189423590898514,1223.0,-2.2171550952380956
1781,26624,52,14,0.02284184,0.0004092704424510632,0.0003154277801513672,816,0.24169921875,1.0004130601882935,0.1478791879490018,-0.02675010552047752,-44.001609444618225,0.2,0.045321911573410034,1223.0,-2.2171550952380956
1779,27136,53,15,0.018160772,0.0004092704424510632,-0.006345391273498535,832,0.2254638671875,0.999529242515564,0.001350004029518459,-0.02172611834248528,-43.94530701637268,0.2,-0.02571343630552292,1223.0,-2.212155045454546
1777,27648,54,15,0.019364519,0.0004092704424510632,0.0005657672882080078,848,0.2432861328125,0.9991575479507446,0.15026517841033638,-0.026121175789739937,-43.928388714790344,0.2,0.035915590822696686,1223.0,-2.212155045454546
1775,28160,55,15,0.016065307,0.0004092704424510632,-0.018587827682495117,864,0.1905517578125,0.9960499405860901,0.0015216893079923466,-0.019287742528831586,-43.882036209106445,0.2,-0.02884860895574093,1223.0,-2.216164130434783
1772,28672,56,16,0.020931609,0.0004092704424510632,0.0007255673408508301,880,0.246337890625,0.9937312602996826,0.14336220687255263,-0.02684976607270073,-43.78511142730713,0.2,0.02755199372768402,1223.0,-2.216164130434783
1770,29184,57,16,0.017100869,0.0004092704424510632,-0.04332125186920166,896,0.243896484375,0.9923986792564392,0.0022371392587956507,-0.025947815185645595,-43.7256805896759,0.2,-0.037678007036447525,1223.0,-2.216164130434783
