train/n_updates,rollout/ep_rew_mean,time/fps,train/ent_coef_loss,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/ent_coef,time/episodes,train/actor_loss,train/critic_loss,time/time_elapsed
4931,-5.04461875,21,-167.95407104492188,1258.0,5032,0.0008459126528049375,0.017326639965176582,4,-123.30303955078125,1.6515765190124512,229
9963,-4.05766225,21,-2.0009822845458984,1258.0,10064,0.0008459126528049375,0.0010357691207900643,8,-128.91278076171875,7.453995704650879,475
