train/learning_rate,train/ent_coef,rollout/ep_rew_mean,rollout/ep_len_mean,train/actor_loss,time/time_elapsed,train/ent_coef_loss,train/n_updates,time/fps,time/episodes,train/critic_loss,time/total_timesteps
0.0008459126528049375,0.017603205516934395,-4.59993675,1257.0,-121.73844909667969,216,-172.55001831054688,4927,23,4,48.51568603515625,5028
0.0008459126528049375,0.0010685292072594166,-3.54931925,1257.0,-128.37298583984375,439,-30.41514015197754,9955,22,8,4.998473644256592,10056
0.0008459126528049375,0.0024979442823678255,-2.92528175,1257.0,-132.03749084472656,664,-39.54026412963867,14983,22,12,3.101027011871338,15084
0.0008459126528049375,0.0009091783431358635,-2.6335615624999997,1257.0,-127.435302734375,889,-56.33848190307617,20011,22,16,1.856377124786377,20112
0.0008459126528049375,0.0013685738667845726,-2.45238915,1257.0,-117.2367172241211,6,-25.07443618774414,25039,22,20,4.279499530792236,25140
0.0008459126528049375,0.0007500078063458204,-2.309469291666667,1257.0,-97.93940734863281,231,-20.402799606323242,30067,22,24,2.811458110809326,30168
0.0008459126528049375,0.0010493319714441895,-2.194399178571429,1257.0,-79.65957641601562,456,-4.53889274597168,35095,22,28,2.8524208068847656,35196
0.0008459126528049375,0.0014359618071466684,-2.12554425,1257.0,-76.14736938476562,681,-33.18610763549805,40123,22,32,4.265039443969727,40224
0.0008459126528049375,0.0013965631369501352,-2.0390929166666667,1257.0,-74.9002685546875,907,-8.39822006225586,45151,22,36,8.27070426940918,45252
0.0008459126528049375,0.0009883269667625427,-2.0049110750000003,1257.0,-45.37773895263672,12,-5.269763946533203,50179,22,40,16.057090759277344,50280
0.0008459126528049375,0.0009031257359310985,-1.9678012500000002,1257.0,-41.521873474121094,238,16.20402717590332,55207,22,44,4.1273345947265625,55308
0.0008459126528049375,0.0015658600023016334,-1.9293104374999999,1257.0,-36.83112335205078,466,20.08713150024414,60235,22,48,4.152735233306885,60336
0.0008459126528049375,0.0010535309556871653,-1.9109103846153843,1257.0,-33.74637222290039,695,-17.54481315612793,65263,22,52,6.464663505554199,65364
0.0008459126528049375,0.0007872677524574101,-1.8781744285714286,1257.0,-31.466693878173828,936,-28.27728271484375,70291,21,56,6.421874523162842,70392
0.0008459126528049375,0.0008407346322201192,-1.8507742666666667,1257.0,-26.426097869873047,19,7.739861488342285,75319,21,60,12.133018493652344,75420
0.0008459126528049375,0.0014361460926011205,-1.82840340625,1257.0,-7.508401870727539,258,-39.973350524902344,80347,21,64,28.487934112548828,80448
0.0008459126528049375,0.0014321597991511226,-1.8207696911764708,1257.0,6.00446081161499,517,-41.65311050415039,85375,20,68,14.000019073486328,85476
0.0008459126528049375,0.001176068326458335,-1.7960055972222224,1257.0,14.722099304199219,773,-33.68166732788086,90403,20,72,9.350911140441895,90504
0.0008459126528049375,0.0014375369064509869,-1.7946393026315788,1257.0,26.329410552978516,1022,-53.51692581176758,95431,20,76,19.707042694091797,95532
