train/learning_rate,train/ent_coef,rollout/ep_rew_mean,rollout/ep_len_mean,train/actor_loss,time/time_elapsed,train/ent_coef_loss,train/n_updates,time/fps,time/episodes,train/critic_loss,time/total_timesteps
0.0008459126528049375,0.01726745441555977,-4.401109750000001,1257.0,-123.03399658203125,219,-169.83746337890625,4927,22,4,2.9824600219726562,5028
0.0008459126528049375,0.0012191918212920427,-3.458684,1257.0,-129.9996337890625,445,-23.101455688476562,9955,22,8,4.228688716888428,10056
0.0008459126528049375,0.0014180330326780677,-2.838279083333333,1257.0,-132.25494384765625,678,88.31037902832031,14983,22,12,4.575740337371826,15084
0.0008459126528049375,0.0012245234102010727,-2.4917265,1257.0,-123.63621520996094,977,32.368019104003906,20011,20,16,33.067928314208984,20112
0.0008459126528049375,0.0006270707817748189,-2.2401969,1257.0,-127.23267364501953,8,1.4917075634002686,25039,15,20,8.815618515014648,25140
0.0008459126528049375,0.0006901479791849852,-2.1109729583333334,1257.0,-125.9024658203125,325,86.48469543457031,30067,15,24,3.5047099590301514,30168
0.0008459126528049375,0.0013428484089672565,-2.0201296428571434,1257.0,-105.96649932861328,642,32.8780517578125,35095,15,28,14.152146339416504,35196
0.0008459126528049375,0.0011074490612372756,-1.9292197500000001,1257.0,-103.9090576171875,953,69.30345153808594,40123,15,32,16.258502960205078,40224
0.0008459126528049375,0.0014892418403178453,-1.851393861111111,1257.0,-97.39505004882812,1260,8.283525466918945,45151,16,36,3.809390068054199,45252
0.0008459126528049375,0.0014085537986829877,-1.806666925,1257.0,-89.51991271972656,17,17.04888916015625,50179,16,40,6.593545913696289,50280
0.0008459126528049375,0.0015367104206234217,-1.7746794772727272,1257.0,-79.48493957519531,325,-24.023740768432617,55207,16,44,7.6954145431518555,55308
0.0008459126528049375,0.001675429055467248,-1.7321364375000001,1257.0,-21.700027465820312,593,145.0349578857422,60235,17,48,1228.2047119140625,60336
0.0008459126528049375,0.0012220927746966481,-1.6843512884615384,1257.0,-1.0253134965896606,833,16.905561447143555,65263,18,52,8.905766487121582,65364
0.0008459126528049375,0.0005834021721966565,-1.6380603214285716,1257.0,2.6405248641967773,1082,40.97550964355469,70291,18,56,2.562706470489502,70392
0.0008459126528049375,0.0005185507470741868,-1.6025909333333337,1257.0,6.1061601638793945,21,37.54314422607422,75319,19,60,1.0692996978759766,75420
0.0008459126528049375,0.0004504226671997458,-1.5852176718750002,1257.0,9.131790161132812,281,-10.643716812133789,80347,19,64,1.1393474340438843,80448
0.0008459126528049375,0.00037737603997811675,-1.5635361764705884,1257.0,12.486166000366211,560,-37.5549201965332,85375,18,68,0.6705548763275146,85476
0.0008459126528049375,0.0003122457128483802,-1.5479441944444443,1257.0,15.559738159179688,820,-4.020217418670654,90403,18,72,0.31197676062583923,90504
0.0008459126528049375,0.0003931452229153365,-1.530378092105263,1257.0,18.785781860351562,1098,-25.0843448638916,95431,18,76,1.4296183586120605,95532
