time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/loss,train/approx_kl,train/explained_variance,train/clip_fraction,train/learning_rate,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/std,train/value_loss,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean
14,1288,5,7168,-0.0450730100274086,0.014989297,0.11120247840881348,0.21142578125,0.0004092704424510632,-43.93508791923523,0.2,-0.02489503029937623,0.9980862736701965,0.003828496002824977,208,1223.0,-2.5617124
15,1284,5,7680,-0.03379293531179428,0.014998591,0.15677958726882935,0.193603515625,0.0004092704424510632,-43.90712010860443,0.2,-0.025202676391927525,0.9981975555419922,0.0034904592612292618,224,1223.0,-2.5555726666666665
16,1282,6,8192,-0.02553899958729744,0.021401342,0.07305580377578735,0.2059326171875,0.0004092704424510632,-43.89796483516693,0.2,-0.023637532111024484,0.9970650672912598,0.05069358163746074,240,1223.0,-2.5555726666666665
17,1279,6,8704,-0.04622702673077583,0.018700749,-2.8530328273773193,0.2064208984375,0.0004092704424510632,-43.87319278717041,0.2,-0.02632995494059287,0.9974214434623718,0.010138696376088774,256,1223.0,-2.540304857142857
18,1276,7,9216,-0.012919912114739418,0.016115729,0.032473623752593994,0.1993408203125,0.0004092704424510632,-43.88949131965637,0.2,-0.02151233228505589,0.9973923563957214,0.0743014921899885,272,1223.0,-2.540304857142857
19,1273,7,9728,-0.03138953447341919,0.017067969,-0.1736128330230713,0.2269287109375,0.0004092704424510632,-43.88227820396423,0.2,-0.02658860763767734,0.9974622130393982,0.006321856853901409,288,1223.0,-2.540304857142857
20,1272,8,10240,-0.04488198459148407,0.018086076,0.17769575119018555,0.2137451171875,0.0004092704424510632,-43.88961720466614,0.2,-0.026412111554236617,0.9981342554092407,0.004074433549249079,304,1223.0,-2.5570313749999998
21,1270,8,10752,-0.02003570646047592,0.030462869,0.07372397184371948,0.2628173828125,0.0004092704424510632,-43.91688096523285,0.2,-0.026790807023644447,0.9992441534996033,0.07332296529784799,320,1223.0,-2.5570313749999998
22,1268,8,11264,-0.03672018647193909,0.018602226,-3.030941963195801,0.1446533203125,0.0004092704424510632,-43.93361473083496,0.2,-0.018016230838838965,0.9992847442626953,0.01827477803453803,336,1223.0,-2.532825222222222
23,1267,9,11776,0.012791290879249573,0.017895948,0.2481396198272705,0.1956787109375,0.0004092704424510632,-43.93889653682709,0.2,-0.018635731939866673,0.9997557401657104,0.11224377830512822,352,1223.0,-2.532825222222222
24,1266,9,12288,-0.03439733758568764,0.019707931,-1.812286615371704,0.2384033203125,0.0004092704424510632,-43.94146466255188,0.2,-0.025597405474400148,0.9992464184761047,0.010247800950310193,368,1223.0,-2.532025
25,1264,10,12800,0.018282292410731316,0.02114489,0.02834451198577881,0.215087890625,0.0004092704424510632,-43.90523898601532,0.2,-0.02143455744953826,0.9977326989173889,0.13432682305574417,384,1223.0,-2.532025
26,1262,10,13312,-0.03138691186904907,0.016703404,-0.015833616256713867,0.238037109375,0.0004092704424510632,-43.88010048866272,0.2,-0.02915786375524476,0.9979853630065918,0.005263989158265758,400,1223.0,-2.532025
27,1260,10,13824,-0.02661590650677681,0.016042471,-0.18370401859283447,0.1771240234375,0.0004092704424510632,-43.90294075012207,0.2,-0.019825660972855985,0.9990717172622681,0.0038994654096313752,416,1223.0,-2.5195652727272724
28,1258,11,14336,-0.004771953448653221,0.024646904,0.11235976219177246,0.2525634765625,0.0004092704424510632,-43.94302690029144,0.2,-0.028633853908104356,1.0000838041305542,0.11901444790419191,432,1223.0,-2.5195652727272724
29,1257,11,14848,-0.02295038104057312,0.018837001,-1.1667640209197998,0.241943359375,0.0004092704424510632,-43.97975814342499,0.2,-0.02475363525445573,1.0019593238830566,0.009131618033279665,448,1223.0,-2.52082925
30,1257,12,15360,-0.0038127638399600983,0.0175157,0.33269810676574707,0.1749267578125,0.0004092704424510632,-44.045305252075195,0.2,-0.02263381500961259,1.0038765668869019,0.08390698826406151,464,1223.0,-2.52082925
31,1256,12,15872,-0.031209789216518402,0.022263369,-0.398431658744812,0.2423095703125,0.0004092704424510632,-44.08958923816681,0.2,-0.02629194434848614,1.0048781633377075,0.006477629591245204,480,1223.0,-2.52082925
32,1255,13,16384,-0.026595588773489,0.017853115,0.5580593347549438,0.1929931640625,0.0004092704424510632,-44.11175036430359,0.2,-0.023334506870014593,1.0049160718917847,0.006071083931601606,496,1223.0,-2.5310982307692305
33,1254,13,16896,-0.008655223995447159,0.028367262,0.33189791440963745,0.2738037109375,0.0004092704424510632,-44.08431911468506,0.2,-0.02320117825001944,1.0035595893859863,0.06594318093266338,512,1223.0,-2.5310982307692305
34,1253,13,17408,-0.04143324866890907,0.015303004,-2.715557813644409,0.1998291015625,0.0004092704424510632,-44.06046116352081,0.2,-0.021831752121215686,1.0035916566848755,0.009451574223930947,528,1223.0,-2.5324235714285708
35,1252,14,17920,-0.007979314774274826,0.012604035,0.11873704195022583,0.173095703125,0.0004092704424510632,-44.061373472213745,0.2,-0.0222234002649202,1.0034040212631226,0.09330885543022305,544,1223.0,-2.5324235714285708
36,1252,14,18432,-0.04925640672445297,0.026340473,-1.1272132396697998,0.2779541015625,0.0004092704424510632,-44.08220815658569,0.2,-0.0334936766885221,1.0060904026031494,0.003428640447964426,560,1223.0,-2.539390933333333
37,1251,15,18944,0.014557261019945145,0.01846836,0.2032332420349121,0.1636962890625,0.0004092704424510632,-44.15377390384674,0.2,-0.022675194399198517,1.0068331956863403,0.14416080387309194,576,1223.0,-2.539390933333333
38,1250,15,19456,-0.029279304668307304,0.01519187,-1.5142796039581299,0.2080078125,0.0004092704424510632,-44.15355384349823,0.2,-0.022878623829456046,1.0068833827972412,0.005667278775945306,592,1223.0,-2.539390933333333
39,1249,15,19968,-0.032249484211206436,0.015943822,0.09990513324737549,0.204345703125,0.0004092704424510632,-44.141693472862244,0.2,-0.022752504446543753,1.0055769681930542,0.0039382335598929785,608,1223.0,-2.5325473125
40,1249,16,20480,-0.013989925384521484,0.020488068,0.15077632665634155,0.1463623046875,0.0004092704424510632,-44.09602689743042,0.2,-0.02338940359186381,1.004701852798462,0.16129560070112348,624,1223.0,-2.5325473125
41,1248,16,20992,-0.030673768371343613,0.018678863,-1.9848597049713135,0.2490234375,0.0004092704424510632,-44.084062814712524,0.2,-0.024257497570943087,1.0044419765472412,0.01526114298030734,640,1223.0,-2.5307961764705884
42,1247,17,21504,0.006518281996250153,0.017097462,0.17175030708312988,0.1884765625,0.0004092704424510632,-44.060619950294495,0.2,-0.018609097329317592,1.0027192831039429,0.12481638242024928,656,1223.0,-2.5307961764705884
43,1247,17,22016,-0.021062655374407768,0.015924558,-0.28264284133911133,0.2083740234375,0.0004092704424510632,-44.001306891441345,0.2,-0.02382667301571928,1.0012896060943604,0.007728261189186014,672,1223.0,-2.530881277777778
44,1246,18,22528,0.0021953731775283813,0.018461872,0.4932866096496582,0.1978759765625,0.0004092704424510632,-43.98617362976074,0.2,-0.02175952222023625,1.0019550323486328,0.12346855620853603,688,1223.0,-2.530881277777778
45,1245,18,23040,-0.043744370341300964,0.01483077,-0.5709437131881714,0.2244873046875,0.0004092704424510632,-44.03260028362274,0.2,-0.0249272397486493,1.0043985843658447,0.0063266242505051196,704,1223.0,-2.530881277777778
46,1245,18,23552,-0.04188539832830429,0.016906405,0.1108735203742981,0.22119140625,0.0004092704424510632,-44.127901554107666,0.2,-0.024444614624371752,1.0079656839370728,0.004391309274069499,720,1223.0,-2.5357255789473685
47,1245,19,24064,0.0014232583343982697,0.018190581,0.19311517477035522,0.1290283203125,0.0004092704424510632,-44.19922459125519,0.2,-0.017703345816698857,1.0082439184188843,0.14967653015628457,736,1223.0,-2.5357255789473685
48,1243,19,24576,-0.0326179601252079,0.021019636,-0.6137593984603882,0.25,0.0004092704424510632,-44.19146275520325,0.2,-0.024965696364233736,1.0085487365722656,0.010035468920250423,752,1223.0,-2.5375594
49,1243,20,25088,0.014467708766460419,0.018181698,0.4691997766494751,0.165283203125,0.0004092704424510632,-44.19692814350128,0.2,-0.021707382824388333,1.0080679655075073,0.11286077182739973,768,1223.0,-2.5375594
50,1242,20,25600,-0.03503277525305748,0.019339893,-1.1235909461975098,0.234130859375,0.0004092704424510632,-44.18951749801636,0.2,-0.022606173530220985,1.0085117816925049,0.005684702540747821,784,1223.0,-2.5375594
51,1242,21,26112,-0.029691435396671295,0.011543629,0.17640084028244019,0.186279296875,0.0004092704424510632,-44.1816246509552,0.2,-0.01739094050572021,1.0069878101348877,0.004059055172547232,800,1223.0,-2.543135238095238
52,1242,21,26624,0.0003633536398410797,0.018761966,0.1868000626564026,0.1248779296875,0.0004092704424510632,-44.13151752948761,0.2,-0.019551899778889492,1.0059837102890015,0.15819690458010882,816,1223.0,-2.543135238095238
53,1241,21,27136,-0.024258194491267204,0.013637107,-4.902480602264404,0.2005615234375,0.0004092704424510632,-44.11992299556732,0.2,-0.02132505150802899,1.0062992572784424,0.010524935205467045,832,1223.0,-2.544924318181818
54,1241,22,27648,0.02258109673857689,0.018780101,0.173966646194458,0.1744384765625,0.0004092704424510632,-44.13249349594116,0.2,-0.02056402490416076,1.0064500570297241,0.21464211749844253,848,1223.0,-2.544924318181818
55,1240,22,28160,-0.03349794074892998,0.021450087,-1.6362574100494385,0.269775390625,0.0004092704424510632,-44.11004114151001,0.2,-0.027613444544840604,1.0046641826629639,0.008792587366770022,864,1223.0,-2.5444595652173914
56,1240,23,28672,0.026511693373322487,0.016206231,0.26558423042297363,0.08544921875,0.0004092704424510632,-44.05726337432861,0.2,-0.014832441811449826,1.0037959814071655,0.25198826426640153,880,1223.0,-2.5444595652173914
57,1240,23,29184,-0.03870607167482376,0.015935095,-1.1866769790649414,0.200927734375,0.0004092704424510632,-44.04901099205017,0.2,-0.021093271585414186,1.0041227340698242,0.017972527857637033,896,1223.0,-2.5444595652173914
58,1240,23,29696,-0.03457694500684738,0.020691698,0.038607776165008545,0.232421875,0.0004092704424510632,-44.047547817230225,0.2,-0.024402615410508588,1.0029925107955933,0.0037986351526342332,912,1223.0,-2.5428305416666666
59,1240,24,30208,0.014455616474151611,0.0070638675,0.18246954679489136,0.0224609375,0.0004092704424510632,-44.006276965141296,0.2,-0.008936967235058546,1.002224326133728,0.2687030858360231,928,1223.0,-2.5428305416666666
60,1236,24,30720,-0.034475553780794144,0.015536388,-2.8845691680908203,0.20703125,0.0004092704424510632,-43.97085392475128,0.2,-0.02483411694993265,1.0001482963562012,0.008917000508517958,944,1223.0,-2.54214256
61,1236,25,31232,0.03701721131801605,0.019219683,0.15561801195144653,0.139892578125,0.0004092704424510632,-43.923195600509644,0.2,-0.021608608920359984,0.9997621178627014,0.24374865763820708,960,1223.0,-2.54214256
62,1236,25,31744,-0.031441304832696915,0.01531593,-0.7569079399108887,0.2357177734375,0.0004092704424510632,-43.92508673667908,0.2,-0.02578893306781538,0.9999242424964905,0.014667330513475463,976,1223.0,-2.54214256
63,1236,26,32256,-0.03395320847630501,0.018985411,0.44896936416625977,0.2547607421875,0.0004092704424510632,-43.91625678539276,0.2,-0.02526765307993628,0.9993032813072205,0.01103993016295135,992,1223.0,-2.536798038461538
64,1236,26,32768,-0.016778985038399696,0.027498666,0.583777666091919,0.212646484375,0.0004092704424510632,-43.90135705471039,0.2,-0.02404938588733785,0.9991008639335632,0.10758192522916943,1008,1223.0,-2.536798038461538
65,1236,26,33280,-0.02293315902352333,0.01987663,-2.6500792503356934,0.2479248046875,0.0004092704424510632,-43.90025997161865,0.2,-0.024446988667477854,0.9991931319236755,0.035143419925589114,1024,1223.0,-2.5375737777777774
66,1236,27,33792,-0.0009040497243404388,0.01599924,0.1274901032447815,0.1197509765625,0.0004092704424510632,-43.88644552230835,0.2,-0.019853534264257178,0.9985901117324829,0.2520381025969982,1040,1223.0,-2.5375737777777774
67,1236,27,34304,-0.02200283110141754,0.015678748,-1.3223462104797363,0.1783447265625,0.0004092704424510632,-43.87886893749237,0.2,-0.01592397417698521,0.9989006519317627,0.009433076513232663,1056,1223.0,-2.537837714285714
68,1235,28,34816,0.021521007642149925,0.010395448,0.37668633460998535,0.0831298828125,0.0004092704424510632,-43.88346493244171,0.2,-0.010625341892591678,0.9984685182571411,0.2123008102644235,1072,1223.0,-2.537837714285714
69,1235,28,35328,-0.03498229756951332,0.024222577,-1.984358549118042,0.2645263671875,0.0004092704424510632,-43.87655448913574,0.2,-0.02759894632617943,0.9991718530654907,0.006676395802060142,1088,1223.0,-2.537837714285714
70,1235,29,35840,-0.035735081881284714,0.017660584,-0.010490059852600098,0.231689453125,0.0004092704424510632,-43.93324518203735,0.2,-0.02783219120465219,1.0021491050720215,0.0031702325577498414,1104,1223.0,-2.5339609999999997
71,1235,29,36352,0.011747777462005615,0.012304156,0.18233007192611694,0.087158203125,0.0004092704424510632,-43.9977240562439,0.2,-0.012628841664991342,1.0028220415115356,0.22735597100108862,1120,1223.0,-2.5339609999999997
72,1235,29,36864,-0.02989766001701355,0.013476842,-1.4353249073028564,0.1865234375,0.0004092704424510632,-44.007328510284424,0.2,-0.01916294875991298,1.003514289855957,0.017279710300499573,1136,1223.0,-2.531741933333333
73,1235,30,37376,0.11259214580059052,0.012383809,0.3578224182128906,0.0546875,0.0004092704424510632,-44.02667152881622,0.2,-0.00988064132980071,1.0036355257034302,0.23320755222812295,1152,1223.0,-2.531741933333333
74,1235,30,37888,-0.04892154410481453,0.026724445,-1.7597270011901855,0.2889404296875,0.0004092704424510632,-44.02332007884979,0.2,-0.03300465330539737,1.0037152767181396,0.019225612079026178,1168,1223.0,-2.531741933333333
75,1235,31,38400,-0.02562187798321247,0.016991725,0.6435011625289917,0.20947265625,0.0004092704424510632,-44.016987800598145,0.2,-0.021900331077631563,1.003368616104126,0.02979805355425924,1184,1223.0,-2.5317293225806448
76,1235,31,38912,-0.008447390981018543,0.020068023,0.6753866076469421,0.1473388671875,0.0004092704424510632,-44.01188588142395,0.2,-0.01721324009122327,1.003473162651062,0.07735114236129448,1200,1223.0,-2.5317293225806448
77,1235,31,39424,-0.0365324430167675,0.021587152,-4.393750190734863,0.2607421875,0.0004092704424510632,-44.044947266578674,0.2,-0.028143928648205474,1.0062397718429565,0.0078061523381620646,1216,1223.0,-2.53257515625
78,1235,32,39936,0.006184503436088562,0.011890617,0.11840444803237915,0.1240234375,0.0004092704424510632,-44.11586046218872,0.2,-0.018388088399660774,1.0070587396621704,0.3823284429963678,1232,1223.0,-2.53257515625
79,1235,32,40448,-0.029060587286949158,0.026370035,-1.4516723155975342,0.27490234375,0.0004092704424510632,-44.13663995265961,0.2,-0.030736576212802902,1.0082710981369019,0.007489304232876748,1248,1223.0,-2.5311094545454544
80,1235,33,40960,0.01399565115571022,0.015895724,0.40200626850128174,0.051513671875,0.0004092704424510632,-44.165780544281006,0.2,-0.013773840270005167,1.0084480047225952,0.23101380630396307,1264,1223.0,-2.5311094545454544
81,1234,33,41472,-0.035863716155290604,0.016052147,-2.620711088180542,0.21435546875,0.0004092704424510632,-44.17858922481537,0.2,-0.022162870183819905,1.0098469257354736,0.004467866019695066,1280,1223.0,-2.5311094545454544
82,1234,34,41984,-0.03587423637509346,0.014417211,0.15238595008850098,0.1949462890625,0.0004092704424510632,-44.23828148841858,0.2,-0.024288804561365396,1.0118787288665771,0.004448833613423631,1296,1223.0,-2.5335237647058824
83,1234,34,42496,0.006478752940893173,0.00902766,0.2680019736289978,0.029541015625,0.0004092704424510632,-44.27466368675232,0.2,-0.008896795436157845,1.0119330883026123,0.3042571210535243,1312,1223.0,-2.5335237647058824
84,1234,34,43008,-0.04386361688375473,0.025657807,-3.2090320587158203,0.310791015625,0.0004092704424510632,-44.27058732509613,0.2,-0.032474342195200734,1.0124733448028564,0.011418287467677146,1328,1223.0,-2.537976857142857
85,1233,35,43520,0.01356533169746399,0.012844406,0.1666635274887085,0.081787109375,0.0004092704424510632,-44.29175114631653,0.2,-0.01653035958588589,1.01297128200531,0.48242401145398617,1344,1223.0,-2.537976857142857
86,1233,35,44032,-0.033999718725681305,0.024675822,-0.5507261753082275,0.267578125,0.0004092704424510632,-44.26985228061676,0.2,-0.029560589711763896,1.01060950756073,0.01096404694544617,1360,1223.0,-2.5378764444444446
87,1232,36,44544,0.06787490844726562,0.007536176,0.5508373975753784,0.101806640625,0.0004092704424510632,-44.20965135097504,0.2,-0.013418911315966398,1.0100589990615845,0.3731953399255872,1376,1223.0,-2.5378764444444446
88,1232,36,45056,-0.03894190117716789,0.019549794,-2.4951999187469482,0.2255859375,0.0004092704424510632,-44.199703216552734,0.2,-0.027164961880771443,1.009474515914917,0.009715641412185505,1392,1223.0,-2.5378764444444446
89,1232,36,45568,-0.03592321649193764,0.015713561,0.11907303333282471,0.200927734375,0.0004092704424510632,-44.175220131874084,0.2,-0.024393738945946097,1.008568525314331,0.003249064277042635,1408,1223.0,-2.5394766756756755
90,1232,37,46080,0.026148216798901558,0.0063219015,0.25681328773498535,0.028564453125,0.0004092704424510632,-44.146748542785645,0.2,-0.00882036131224595,1.0081913471221924,0.3648997435811907,1424,1223.0,-2.5394766756756755
91,1232,37,46592,-0.03459205850958824,0.02000243,-2.1002888679504395,0.267578125,0.0004092704424510632,-44.16576313972473,0.2,-0.027974452073976863,1.0101238489151,0.013014871947234496,1440,1223.0,-2.53882447368421
92,1232,38,47104,0.022240614518523216,0.008669244,0.27927887439727783,0.049072265625,0.0004092704424510632,-44.21856892108917,0.2,-0.00916148058604449,1.0109162330627441,0.4330513265449554,1456,1223.0,-2.53882447368421
93,1232,38,47616,-0.03807523101568222,0.016431227,-0.23050951957702637,0.2327880859375,0.0004092704424510632,-44.23579704761505,0.2,-0.026389717248093802,1.010974407196045,0.007723634218564257,1472,1223.0,-2.53882447368421
94,1232,39,48128,-0.04008191451430321,0.018497184,0.33572888374328613,0.2535400390625,0.0004092704424510632,-44.23387277126312,0.2,-0.028268557012779638,1.0114864110946655,0.008168657659552991,1488,1223.0,-2.5357009487179485
95,1232,39,48640,0.04661994427442551,0.0075871833,0.4886969327926636,0.0599365234375,0.0004092704424510632,-44.24911046028137,0.2,-0.012267643483937718,1.011589765548706,0.31579139770474285,1504,1223.0,-2.5357009487179485
96,1232,39,49152,-0.019002441316843033,0.012616351,-4.42067289352417,0.126220703125,0.0004092704424510632,-44.25818979740143,0.2,-0.011537810991285369,1.0128432512283325,0.032902153965551406,1520,1223.0,-2.5354225
97,1232,40,49664,0.028894497081637383,0.008699318,0.12517619132995605,0.0548095703125,0.0004092704424510632,-44.289306640625,0.2,-0.010979604776366614,1.0130337476730347,0.5072163143195212,1536,1223.0,-2.5354225
98,1231,40,50176,-0.03403090685606003,0.015475903,-1.1599457263946533,0.1893310546875,0.0004092704424510632,-44.32556879520416,0.2,-0.020041822965140454,1.0163260698318481,0.007589114044094458,1552,1223.0,-2.5330868780487803
99,1232,41,50688,0.06945277750492096,0.006504142,0.17839431762695312,0.0140380859375,0.0004092704424510632,-44.412511229515076,0.2,-0.008031307981582358,1.0174896717071533,0.7329325084574521,1568,1223.0,-2.5330868780487803
100,1232,41,51200,-0.03998306766152382,0.020612301,-0.5489338636398315,0.3050537109375,0.0004092704424510632,-44.43193995952606,0.2,-0.03282342491002055,1.0184813737869263,0.007677468893234618,1584,1223.0,-2.5330868780487803
101,1231,41,51712,-0.0128066036850214,0.019191202,0.18541669845581055,0.2275390625,0.0004092704424510632,-44.45906579494476,0.2,-0.023989161127246916,1.0196101665496826,0.004115549585549161,1600,1223.0,-2.533063976190476
102,1232,42,52224,0.06116081774234772,0.011641042,0.31179481744766235,0.05224609375,0.0004092704424510632,-44.487401723861694,0.2,-0.009978814574424177,1.0201997756958008,0.3833483476191759,1616,1223.0,-2.533063976190476
103,1232,42,52736,-0.02048117108643055,0.01813821,-3.72804594039917,0.2396240234375,0.0004092704424510632,-44.4957035779953,0.2,-0.027085130102932453,1.0206336975097656,0.016318695939844474,1632,1223.0,-2.529372906976744
104,1231,43,53248,0.18330146372318268,0.007344305,0.21547943353652954,0.030029296875,0.0004092704424510632,-44.506898403167725,0.2,-0.005448349555081222,1.0208832025527954,0.5796285644173622,1648,1223.0,-2.529372906976744
105,1231,43,53760,-0.003959637135267258,0.01543534,0.09094482660293579,0.163818359375,0.0004092704424510632,-44.500649213790894,0.2,-0.017995498041273095,1.0201534032821655,0.03955528081860393,1664,1223.0,-2.529372906976744
106,1231,44,54272,0.02496221289038658,0.015653308,0.5357697010040283,0.1947021484375,0.0004092704424510632,-44.46377384662628,0.2,-0.02098814645432867,1.0190980434417725,0.1087382344994694,1680,1223.0,-2.5316336363636363
107,1231,44,54784,-0.00776977464556694,0.012400804,0.762975811958313,0.0906982421875,0.0004092704424510632,-44.449676156044006,0.2,-0.015750096295960248,1.019067406654358,0.13112801825627685,1696,1223.0,-2.5316336363636363
108,1231,44,55296,-0.028957709670066833,0.025723342,-2.149994134902954,0.2491455078125,0.0004092704424510632,-44.43408930301666,0.2,-0.027864238276379183,1.017822027206421,0.02862625807756558,1712,1223.0,-2.530530533333333
109,1231,45,55808,0.01921685039997101,0.014103614,0.21385854482650757,0.0716552734375,0.0004092704424510632,-44.39618945121765,0.2,-0.014178445242578164,1.017155408859253,0.38488772022537887,1728,1223.0,-2.530530533333333
110,1231,45,56320,-0.03343043103814125,0.02254503,-1.0468978881835938,0.2371826171875,0.0004092704424510632,-44.42306077480316,0.2,-0.025672500996734016,1.0198163986206055,0.009423064504517242,1744,1223.0,-2.5346321956521733
111,1231,46,56832,0.059136707335710526,0.010262867,0.48027515411376953,0.0303955078125,0.0004092704424510632,-44.491405963897705,0.2,-0.009929684863891453,1.0209535360336304,0.3607597234658897,1760,1223.0,-2.5346321956521733
112,1232,46,57344,-0.04623127728700638,0.01949668,-0.6870367527008057,0.2547607421875,0.0004092704424510632,-44.488556146621704,0.2,-0.029730406415183097,1.01947820186615,0.0055614628799958155,1776,1223.0,-2.5346321956521733
113,1232,46,57856,-0.03812750056385994,0.01720485,0.028425872325897217,0.214599609375,0.0004092704424510632,-44.422611474990845,0.2,-0.02183711739780847,1.0168911218643188,0.004070588416652754,1792,1223.0,-2.5350780851063828
114,1232,47,58368,0.03011162579059601,0.010800301,0.2853729724884033,0.049560546875,0.0004092704424510632,-44.366363883018494,0.2,-0.011229357507545501,1.0161024332046509,0.4125109149608761,1808,1223.0,-2.5350780851063828
115,1232,47,58880,-0.027570728212594986,0.013046325,-2.2354280948638916,0.197998046875,0.0004092704424510632,-44.36410176753998,0.2,-0.02287936037464533,1.0166651010513306,0.012496882816776633,1824,1223.0,-2.5355214375
116,1232,48,59392,0.0619618222117424,0.014534885,0.2762528657913208,0.0789794921875,0.0004092704424510632,-44.379655838012695,0.2,-0.017189628386404365,1.0168391466140747,0.4654877146240324,1840,1223.0,-2.5355214375
117,1232,48,59904,-0.045464616268873215,0.024822364,-0.9099105596542358,0.2811279296875,0.0004092704424510632,-44.374595403671265,0.2,-0.028865554319054354,1.0166521072387695,0.006812410210841335,1856,1223.0,-2.5355214375
118,1231,49,60416,-0.02921173721551895,0.018905267,0.6523642539978027,0.2171630859375,0.0004092704424510632,-44.34960055351257,0.2,-0.025209846353391185,1.0148504972457886,0.02696812665089965,1872,1223.0,-2.5348632653061225
119,1231,49,60928,0.00796155072748661,0.018674433,0.5711053609848022,0.160400390625,0.0004092704424510632,-44.30737578868866,0.2,-0.017714718807837926,1.0141924619674683,0.33659216365776956,1888,1223.0,-2.5348632653061225
120,1231,49,61440,-0.015297146514058113,0.016116638,-5.700525760650635,0.1898193359375,0.0004092704424510632,-44.299394965171814,0.2,-0.022281072597252205,1.0142557621002197,0.04757363093085587,1904,1223.0,-2.53703516
121,1231,50,61952,0.08005832135677338,0.010411513,0.056762754917144775,0.0848388671875,0.0004092704424510632,-44.30559945106506,0.2,-0.011938688607187942,1.0144376754760742,0.8027841309085488,1920,1223.0,-2.53703516
122,1231,50,62464,-0.030366884544491768,0.018450154,-1.483846664428711,0.2650146484375,0.0004092704424510632,-44.306333780288696,0.2,-0.029488839412806556,1.0146872997283936,0.006388981826603413,1936,1223.0,-2.536490960784313
123,1231,51,62976,0.12586788833141327,0.0053331666,0.37446296215057373,0.011962890625,0.0004092704424510632,-44.31793689727783,0.2,-0.006300777124124579,1.015044093132019,0.6604125518351793,1952,1223.0,-2.536490960784313
124,1230,51,63488,-0.02743431180715561,0.016435832,-1.2049853801727295,0.253662109375,0.0004092704424510632,-44.29495549201965,0.2,-0.024695215717656538,1.0127955675125122,0.005724986054701731,1968,1223.0,-2.536490960784313
125,1230,52,64000,-0.025825168937444687,0.017100006,0.15368717908859253,0.2615966796875,0.0004092704424510632,-44.2303706407547,0.2,-0.023679329955484718,1.012150764465332,0.004115072726563085,1984,1223.0,-2.5404719230769226
