time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/loss,train/approx_kl,train/explained_variance,train/clip_fraction,train/learning_rate,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/std,train/value_loss,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean
1,3945,0,512,,,,,,,,,,,,,
2,1867,0,1024,-0.04094570130109787,0.018579328,-0.7842178344726562,0.22705078125,0.0004092704424510632,-43.98018276691437,0.2,-0.02729579817969352,0.9993723034858704,0.15148661428247578,16,,
3,1586,0,1536,-0.03445495292544365,0.019188602,-0.026398539543151855,0.2740478515625,0.0004092704424510632,-43.970439314842224,0.2,-0.02578579864348285,0.9999174475669861,0.0032917098214966245,32,1223.0,-2.425048
4,1477,1,2048,-0.01474071852862835,0.016861413,0.0013457536697387695,0.275634765625,0.0004092704424510632,-43.98181211948395,0.2,-0.026788914401549846,0.999671459197998,0.0491095237666741,48,1223.0,-2.425048
5,1421,1,2560,-0.03809286281466484,0.018612303,-0.0042572021484375,0.28271484375,0.0004092704424510632,-43.96904015541077,0.2,-0.02756217130809091,0.9997026920318604,0.0019061864804825746,64,1223.0,-2.4799835
6,1390,2,3072,-0.014943378046154976,0.0182092,0.0005651116371154785,0.2548828125,0.0004092704424510632,-43.98051691055298,0.2,-0.024475862923281966,1.0000909566879272,0.05512239772360772,80,1223.0,-2.4799835
7,1368,2,3584,-0.03381159156560898,0.016480625,0.027080237865447998,0.26123046875,0.0004092704424510632,-43.962764739990234,0.2,-0.02637918652180815,0.9983256459236145,0.002900941173720639,96,1223.0,-2.4799835
8,1351,3,4096,-0.03388499468564987,0.020175394,-0.002959132194519043,0.2552490234375,0.0004092704424510632,-43.92019760608673,0.2,-0.027080780622782186,0.9979953765869141,0.003512299714202527,112,1223.0,-2.4633603333333336
9,1337,3,4608,0.012466106563806534,0.017103774,0.003751516342163086,0.2381591796875,0.0004092704424510632,-43.92387080192566,0.2,-0.023378726094961166,0.9982798099517822,0.07725604576990008,128,1223.0,-2.4633603333333336
10,1327,3,5120,-0.035275429487228394,0.020587038,0.024123847484588623,0.282470703125,0.0004092704424510632,-43.92023813724518,0.2,-0.023980238038348034,0.9976328015327454,0.002636902398080565,144,1223.0,-2.50011375
11,1320,4,5632,0.013187283650040627,0.01963845,0.016406357288360596,0.2506103515625,0.0004092704424510632,-43.90643239021301,0.2,-0.022516587341669947,0.9974818825721741,0.07909754780121148,160,1223.0,-2.50011375
12,1316,4,6144,-0.029519297182559967,0.019784648,0.2023419737815857,0.22802734375,0.0004092704424510632,-43.892513394355774,0.2,-0.023440728342393413,0.9966220855712891,0.004241634156642249,176,1223.0,-2.4948996
13,1313,5,6656,0.012732308357954025,0.0224001,0.008616745471954346,0.2769775390625,0.0004092704424510632,-43.88547909259796,0.2,-0.024556191929150373,0.9975064396858215,0.08377581194508821,192,1223.0,-2.4948996
14,1309,5,7168,-0.03469996526837349,0.013265941,0.0996999740600586,0.189453125,0.0004092704424510632,-43.927359104156494,0.2,-0.02274140962981619,0.9991016387939453,0.004599150634021498,208,1223.0,-2.4948996
15,1304,5,7680,-0.040579237043857574,0.017964147,0.0429190993309021,0.2291259765625,0.0004092704424510632,-43.963095903396606,0.2,-0.02684353804215789,0.9997298717498779,0.0031591958504577633,224,1223.0,-2.5112038333333335
16,1300,6,8192,0.006670041009783745,0.014157971,0.027315080165863037,0.2408447265625,0.0004092704424510632,-43.99017417430878,0.2,-0.018544430669862777,1.001205325126648,0.08903138537425548,240,1223.0,-2.5112038333333335
17,1296,6,8704,-0.02880319580435753,0.014843756,-1.0649144649505615,0.2308349609375,0.0004092704424510632,-44.01391673088074,0.2,-0.025536253728205338,1.0007251501083374,0.0036848801501037087,256,1223.0,-2.5006042857142856
18,1293,7,9216,-0.0062429215759038925,0.022126619,0.1111484169960022,0.261474609375,0.0004092704424510632,-43.99371588230133,0.2,-0.02595562553324271,1.000664472579956,0.08068588841706514,272,1223.0,-2.5006042857142856
19,1289,7,9728,-0.0275418683886528,0.020586614,-0.1197425127029419,0.2083740234375,0.0004092704424510632,-44.008286476135254,0.2,-0.02152959888917394,1.001357078552246,0.013030182090005837,288,1223.0,-2.5006042857142856
20,1287,7,10240,-0.03663463890552521,0.012961236,0.10062217712402344,0.1787109375,0.0004092704424510632,-44.01257848739624,0.2,-0.02141737066267524,1.000704050064087,0.003749220515601337,304,1223.0,-2.518368625
21,1285,8,10752,-0.013993538916110992,0.030829757,0.05008828639984131,0.286376953125,0.0004092704424510632,-43.987576603889465,0.2,-0.027940442058024928,1.0003670454025269,0.10149066988378763,320,1223.0,-2.518368625
22,1283,8,11264,-0.022407855838537216,0.014283392,-3.28131103515625,0.1739501953125,0.0004092704424510632,-43.97607493400574,0.2,-0.021417121708509512,0.9996041655540466,0.01377801458875183,336,1223.0,-2.5156965555555555
23,1279,9,11776,-0.006308604031801224,0.021767404,0.1696208119392395,0.2427978515625,0.0004092704424510632,-43.935423851013184,0.2,-0.023408865061355755,0.9980719089508057,0.10189405421260744,352,1223.0,-2.5156965555555555
24,1277,9,12288,-0.034719739109277725,0.01671614,-1.0721347332000732,0.162353515625,0.0004092704424510632,-43.91236746311188,0.2,-0.019653734838357195,0.9983090162277222,0.012193990558444057,368,1223.0,-2.5159411
25,1277,10,12800,0.01814057119190693,0.018914774,0.04788297414779663,0.2315673828125,0.0004092704424510632,-43.92814862728119,0.2,-0.02163664139516186,0.9990329742431641,0.13195870071649551,384,1223.0,-2.5159411
26,1274,10,13312,-0.033485036343336105,0.016771771,-0.4499056339263916,0.1881103515625,0.0004092704424510632,-43.95033299922943,0.2,-0.02092829649336636,0.9996820688247681,0.006782988479244523,400,1223.0,-2.5159411
27,1273,10,13824,-0.030405186116695404,0.016435456,0.026813983917236328,0.22021484375,0.0004092704424510632,-43.962764501571655,0.2,-0.022232143266592175,0.9996185302734375,0.004080749713466503,416,1223.0,-2.5157679090909095
28,1271,11,14336,-0.0022595860064029694,0.021215096,0.06001788377761841,0.240478515625,0.0004092704424510632,-43.95077061653137,0.2,-0.026695645225117914,0.9991618990898132,0.13583167409524322,432,1223.0,-2.5157679090909095
29,1271,11,14848,-0.036286886781454086,0.022083294,-0.9251011610031128,0.2469482421875,0.0004092704424510632,-43.949013471603394,0.2,-0.0293691907718312,0.9998726844787598,0.014345883362693712,448,1223.0,-2.536796166666667
30,1270,12,15360,0.04587707668542862,0.014426614,0.3922851085662842,0.1326904296875,0.0004092704424510632,-43.96684396266937,0.2,-0.016387365525588393,0.9996108412742615,0.12637800339143723,464,1223.0,-2.536796166666667
31,1268,12,15872,-0.04521731287240982,0.03031696,-1.0649662017822266,0.2608642578125,0.0004092704424510632,-43.919955253601074,0.2,-0.030812211669399403,0.997295618057251,0.013051190122496337,480,1223.0,-2.536796166666667
32,1267,12,16384,-0.04098208621144295,0.014560808,0.6123084425926208,0.200927734375,0.0004092704424510632,-43.84607183933258,0.2,-0.026006169588072225,0.9950131177902222,0.010398136830190197,496,1223.0,-2.5354580769230775
33,1266,13,16896,-0.014482257887721062,0.04255192,0.46626096963882446,0.26171875,0.0004092704424510632,-43.78858840465546,0.2,-0.022134479237138294,0.9942402839660645,0.04573904367862269,512,1223.0,-2.5354580769230775
34,1266,13,17408,-0.04010956734418869,0.017903216,-2.18156099319458,0.2386474609375,0.0004092704424510632,-43.79971897602081,0.2,-0.028592081464012153,0.9957056641578674,0.014166968336212449,528,1223.0,-2.535858142857143
35,1266,14,17920,-0.016418365761637688,0.024823923,0.27458733320236206,0.19970703125,0.0004092704424510632,-43.825525999069214,0.2,-0.02519112775917165,0.9952467679977417,0.08522692252881825,544,1223.0,-2.535858142857143
36,1265,14,18432,-0.03297847509384155,0.015244827,-1.1880173683166504,0.21484375,0.0004092704424510632,-43.777676582336426,0.2,-0.024752974190050736,0.9929407238960266,0.006443309262976982,560,1223.0,-2.5368356000000003
37,1263,14,18944,-0.007138364017009735,0.018638588,0.31183576583862305,0.1507568359375,0.0004092704424510632,-43.71911406517029,0.2,-0.01928759296424687,0.9918408989906311,0.10020199988503009,576,1223.0,-2.5368356000000003
38,1263,15,19456,-0.03350634127855301,0.019426836,-1.4796013832092285,0.2359619140625,0.0004092704424510632,-43.6927969455719,0.2,-0.02663691871566698,0.99065762758255,0.00725295087613631,592,1223.0,-2.5368356000000003
39,1263,15,19968,-0.034487735480070114,0.014264299,0.1276755928993225,0.193115234375,0.0004092704424510632,-43.67420756816864,0.2,-0.023256052169017494,0.9911324977874756,0.0038911855444894172,608,1223.0,-2.530754125
40,1262,16,20480,-0.003169955685734749,0.016317066,0.20836013555526733,0.0980224609375,0.0004092704424510632,-43.684879660606384,0.2,-0.014899795831297524,0.9908438920974731,0.10602253000251949,624,1223.0,-2.530754125
41,1261,16,20992,-0.03390306234359741,0.019373845,-1.4508419036865234,0.2451171875,0.0004092704424510632,-43.66460347175598,0.2,-0.02949746247031726,0.9898507595062256,0.017311234259977937,640,1223.0,-2.5288381176470587
42,1260,17,21504,-0.0036568045616149902,0.020798326,0.3090466856956482,0.2003173828125,0.0004092704424510632,-43.63424229621887,0.2,-0.026047506558825262,0.9895222783088684,0.09651574795134366,656,1223.0,-2.5288381176470587
43,1259,17,22016,-0.0270480178296566,0.01933293,-0.28128623962402344,0.2305908203125,0.0004092704424510632,-43.64875137805939,0.2,-0.02562547058914788,0.9906553030014038,0.004440275602973998,672,1223.0,-2.5201410555555555
44,1259,17,22528,0.012424889951944351,0.017914724,0.40142399072647095,0.1619873046875,0.0004092704424510632,-43.675480127334595,0.2,-0.02020502080267761,0.9910961985588074,0.1166218628641218,688,1223.0,-2.5201410555555555
45,1258,18,23040,-0.039868105202913284,0.019578323,-0.881365180015564,0.2457275390625,0.0004092704424510632,-43.687341928482056,0.2,-0.026937896938761696,0.9916661381721497,0.012004976015305147,704,1223.0,-2.5201410555555555
46,1258,18,23552,-0.037986237555742264,0.016069492,0.07800763845443726,0.2205810546875,0.0004092704424510632,-43.6897097826004,0.2,-0.02600368192361202,0.9909704923629761,0.007407020311802626,720,1223.0,-2.526424210526316
47,1258,19,24064,-0.013224650174379349,0.023414057,0.31883203983306885,0.1846923828125,0.0004092704424510632,-43.66607356071472,0.2,-0.026120495691429824,0.9907059073448181,0.16483095788862556,736,1223.0,-2.526424210526316
