time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/loss,train/approx_kl,train/explained_variance,train/clip_fraction,train/learning_rate,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/std,train/value_loss,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean
1,3824,0,512,,,,,,,,,,,,,
2,1809,0,1024,-0.028878645971417427,0.015209934,-0.9310601949691772,0.2310791015625,0.0004092704424510632,-43.988548159599304,0.2,-0.028257052501430735,1.0003470182418823,0.18094615624431754,16,,
3,1556,0,1536,-0.031173788011074066,0.017449807,0.022049367427825928,0.2572021484375,0.0004092704424510632,-43.99481248855591,0.2,-0.027589842793531716,1.0000529289245605,0.003072085077292286,32,1223.0,-2.469257
4,1453,1,2048,-0.03758438676595688,0.020850696,0.004268288612365723,0.29296875,0.0004092704424510632,-43.98263871669769,0.2,-0.03192302204843145,0.9999656081199646,0.008695048571098596,48,1223.0,-2.469257
5,1397,1,2560,-0.047068528831005096,0.021745069,0.008166134357452393,0.293212890625,0.0004092704424510632,-43.97134590148926,0.2,-0.03040561339003034,0.9988398551940918,0.0017022272586473264,64,1223.0,-2.5317645
6,1360,2,3072,-0.03783809021115303,0.017475627,0.004876494407653809,0.2655029296875,0.0004092704424510632,-43.9340033531189,0.2,-0.0238559105200693,0.998035728931427,0.004664329368097242,80,1223.0,-2.5317645
7,1337,2,3584,-0.03215169906616211,0.016704362,-0.005579113960266113,0.2325439453125,0.0004092704424510632,-43.937527537345886,0.2,-0.024670301179867238,0.9992998838424683,0.0023842704722483177,96,1223.0,-2.5317645
8,1320,3,4096,-0.040519461035728455,0.019659352,0.0018646717071533203,0.3018798828125,0.0004092704424510632,-43.973084926605225,0.2,-0.035811540874419734,0.9999560117721558,0.003148656716803089,112,1223.0,-2.4891733333333335
9,1308,3,4608,-0.027562370523810387,0.0112892715,-0.008162617683410645,0.166259765625,0.0004092704424510632,-43.955254435539246,0.2,-0.018074743711622432,0.9979488253593445,0.0038322462496580556,128,1223.0,-2.4891733333333335
10,1298,3,5120,-0.025617564097046852,0.016345832,0.007269024848937988,0.230224609375,0.0004092704424510632,-43.874664425849915,0.2,-0.0236047011858318,0.995212733745575,0.0021791095277876593,144,1223.0,-2.48636525
11,1290,4,5632,-0.03212463855743408,0.012590347,-0.004109501838684082,0.23779296875,0.0004092704424510632,-43.81387221813202,0.2,-0.021185878198593855,0.9943727254867554,0.006746406288584694,160,1223.0,-2.48636525
12,1282,4,6144,-0.04128827899694443,0.013815353,-0.0014102458953857422,0.2208251953125,0.0004092704424510632,-43.79485607147217,0.2,-0.024796833633445203,0.9936479926109314,0.0015614138792443555,176,1223.0,-2.4678094
13,1274,5,6656,-0.02723478525876999,0.021303056,-0.001967191696166992,0.2806396484375,0.0004092704424510632,-43.771002769470215,0.2,-0.025712258691783063,0.992971658706665,0.010336819585063495,192,1223.0,-2.4678094
14,1268,5,7168,-0.05407494679093361,0.015212284,0.0017441511154174805,0.2686767578125,0.0004092704424510632,-43.769357442855835,0.2,-0.030807342351181433,0.9939138293266296,0.0032111711479956284,208,1223.0,-2.4678094
15,1263,6,7680,-0.03256668895483017,0.014506035,0.002504885196685791,0.2220458984375,0.0004092704424510632,-43.81277906894684,0.2,-0.023381943465210497,0.9956651329994202,0.0027032241596316453,224,1223.0,-2.4763405
16,1259,6,8192,-0.013199662789702415,0.019586615,-0.0007015466690063477,0.271240234375,0.0004092704424510632,-43.873780727386475,0.2,-0.028201461012940854,0.9978424310684204,0.02599797456059605,240,1223.0,-2.4763405
17,1256,6,8704,-0.02753644622862339,0.019993834,-0.0095289945602417,0.240234375,0.0004092704424510632,-43.92264139652252,0.2,-0.02101266435056459,0.9985176920890808,0.0013356801810004981,256,1223.0,-2.4940722857142856
18,1254,7,9216,-0.024144243448972702,0.018239124,0.0009238123893737793,0.22509765625,0.0004092704424510632,-43.957767605781555,0.2,-0.029098375467583537,1.0005661249160767,0.03296169906388968,272,1223.0,-2.4940722857142856
19,1251,7,9728,-0.04804222658276558,0.018702347,0.035820603370666504,0.2642822265625,0.0004092704424510632,-44.01218223571777,0.2,-0.028551596275065094,1.001673936843872,0.0021278680469549727,288,1223.0,-2.4940722857142856
20,1250,8,10240,-0.032548125833272934,0.015071021,0.0018573999404907227,0.21435546875,0.0004092704424510632,-44.010895013809204,0.2,-0.026445963274454698,1.0001641511917114,0.0035879408642358612,304,1223.0,-2.4922370000000003
21,1249,8,10752,-0.026112860068678856,0.03544066,0.00021791458129882812,0.3131103515625,0.0004092704424510632,-43.97666144371033,0.2,-0.031105555390240625,1.0001459121704102,0.04751724610105157,320,1223.0,-2.4922370000000003
22,1248,9,11264,-0.029615351930260658,0.014543981,-0.0028450489044189453,0.189208984375,0.0004092704424510632,-43.96883714199066,0.2,-0.02017539125517942,0.9992316365242004,0.002754721022938611,336,1223.0,-2.485441888888889
23,1246,9,11776,-9.856745600700378e-05,0.017264187,0.0005466341972351074,0.258544921875,0.0004092704424510632,-43.929720759391785,0.2,-0.02328191424749093,0.9979023933410645,0.05742480524349958,352,1223.0,-2.485441888888889
24,1245,9,12288,-0.027913184836506844,0.013733679,0.002657294273376465,0.2041015625,0.0004092704424510632,-43.89697074890137,0.2,-0.02057038331986405,0.9975429773330688,0.0017281148866459262,368,1223.0,-2.4903034
25,1244,10,12800,-0.01308058388531208,0.022173654,0.0004444718360900879,0.2720947265625,0.0004092704424510632,-43.889591693878174,0.2,-0.027415739677962847,0.9971610903739929,0.0620704177999869,384,1223.0,-2.4903034
26,1242,10,13312,-0.03267442435026169,0.017275821,0.001180112361907959,0.243408203125,0.0004092704424510632,-43.8711119890213,0.2,-0.025455038266954944,0.9963680505752563,0.0032315778080374002,400,1223.0,-2.4903034
27,1241,11,13824,-0.04557674750685692,0.01675605,0.0018100142478942871,0.2286376953125,0.0004092704424510632,-43.8588707447052,0.2,-0.02638644397666212,0.9966846704483032,0.002713359659537673,416,1223.0,-2.4913938181818183
