rollout/ep_rew_mean,time/episodes,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,time/fps,train/critic_loss,time/time_elapsed,train/ent_coef,time/total_timesteps,train/learning_rate,train/n_updates
-5.57385325,4,-121.65642547607422,-181.54937744140625,1258.0,23,1.3316115140914917,210,0.016867486760020256,5032,0.0008459126528049375,4931
-4.395151,8,-116.9368896484375,-23.219022750854492,1258.0,23,8.44082260131836,432,0.0012476382544264197,10064,0.0008459126528049375,9963
-3.7938635000000005,12,-114.03888702392578,-0.11421787738800049,1258.0,23,4.418056964874268,654,0.0008756091119721532,15096,0.0008459126528049375,14995
-3.4314979375,16,-96.97506713867188,-60.19709014892578,1258.0,23,4.223311424255371,874,0.0009909184882417321,20128,0.0008459126528049375,20027
-3.2745593499999996,20,-80.2027587890625,-7.8716840744018555,1258.0,22,12.656150817871094,6,0.0009779012762010098,25160,0.0008459126528049375,25059
-3.117677375,24,-78.35440826416016,-24.360023498535156,1258.0,22,6.113504409790039,227,0.0007172479527071118,30192,0.0008459126528049375,30091
-3.032294928571429,28,-79.02447509765625,-101.37444305419922,1258.0,22,1.3055496215820312,448,0.00023882991808932275,35224,0.0008459126528049375,35123
-2.90249715625,32,-77.10964965820312,51.635257720947266,1258.0,23,0.8699061274528503,662,0.0003030611842405051,40256,0.0008459126528049375,40155
-2.857901527777778,36,-74.64871215820312,26.418643951416016,1258.0,23,22.734657287597656,875,0.0003873766981996596,45288,0.0008459126528049375,45187
-2.825297925,40,-59.777099609375,31.994186401367188,1258.0,24,3.063331365585327,13,0.0008629586081951857,50320,0.0008459126528049375,50219
-2.82454440909091,44,-54.98119354248047,-33.616485595703125,1258.0,24,1.3714419603347778,221,0.0004485669487621635,55352,0.0008459126528049375,55251
-2.7736583333333336,48,-49.11231231689453,-27.370208740234375,1258.0,24,2.9397058486938477,432,0.0006717973155900836,60384,0.0008459126528049375,60283
-2.7439329230769234,52,-39.01179885864258,-33.31452941894531,1258.0,23,1.583383321762085,646,0.0004817242152057588,65416,0.0008459126528049375,65315
-2.719694375,56,-19.53447914123535,-58.80706787109375,1258.0,23,5.174935340881348,869,0.0010909754782915115,70448,0.0008459126528049375,70347
-2.7044542499999995,60,-0.14632880687713623,-69.7120132446289,1258.0,20,5.36386251449585,23,0.0020847392734140158,75480,0.0008459126528049375,75379
-2.6987211875,64,9.897381782531738,12.03878116607666,1258.0,20,3.2049789428710938,272,0.0006240761722438037,80512,0.0008459126528049375,80411
-2.6786232794117644,68,13.492412567138672,6.119931221008301,1258.0,20,1.894605278968811,526,0.00079980498412624,85544,0.0008459126528049375,85443
-2.6590268055555555,72,19.971529006958008,43.66673278808594,1258.0,19,6.05763578414917,779,0.001239539822563529,90576,0.0008459126528049375,90475
-2.6404243157894736,76,39.206111907958984,218.81533813476562,1258.0,19,41.226951599121094,1033,0.0014613345265388489,95608,0.0008459126528049375,95507
