rollout/ep_rew_mean,time/episodes,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,time/fps,train/critic_loss,time/time_elapsed,train/ent_coef,time/total_timesteps,train/learning_rate,train/n_updates
-5.2638205,4,-120.61466217041016,-178.67442321777344,1258.0,23,2.9051332473754883,216,0.01715582050383091,5032,0.0008459126528049375,4931
-4.170376875,8,-123.00660705566406,21.580066680908203,1258.0,22,6.150562286376953,437,0.0013878460740670562,10064,0.0008459126528049375,9963
-3.5542881666666664,12,-115.85193634033203,-8.974617958068848,1258.0,22,3.604290246963501,656,0.0012812919449061155,15096,0.0008459126528049375,14995
-3.1855579375,16,-112.67366790771484,-14.521970748901367,1258.0,22,1.9736933708190918,908,0.0006369939655996859,20128,0.0008459126528049375,20027
-2.992651,20,-110.3124771118164,-11.517966270446777,1258.0,17,0.9028063416481018,8,0.0004611698677763343,25160,0.0008459126528049375,25059
-2.8785878749999996,24,-98.69216918945312,1.0309271812438965,1258.0,17,2.0404396057128906,300,0.0004934252938255668,30192,0.0008459126528049375,30091
-2.814439857142857,28,-76.09183502197266,0.8406037092208862,1258.0,16,2.855928421020508,608,0.0012641249923035502,35224,0.0008459126528049375,35123
-2.75495534375,32,-73.13166046142578,26.544086456298828,1258.0,16,1.2073736190795898,908,0.0008710495894774795,40256,0.0008459126528049375,40155
-2.699055805555555,36,-65.87271881103516,-66.91895294189453,1258.0,16,2.6700401306152344,1196,0.0003676188352983445,45288,0.0008459126528049375,45187
-2.667380325,40,-56.08110046386719,164.01898193359375,1258.0,17,27.211809158325195,18,0.0010587709257379174,50320,0.0008459126528049375,50219
-2.6364398636363635,44,-51.304141998291016,-39.18180847167969,1258.0,17,1.7834097146987915,310,0.0005962431896477938,55352,0.0008459126528049375,55251
-2.593715541666666,48,-48.01158142089844,-19.57588768005371,1258.0,17,2.7035763263702393,603,0.0004575607308652252,60384,0.0008459126528049375,60283
-2.5611645,52,-39.25074005126953,-12.48755931854248,1258.0,17,1.2302601337432861,861,0.00034205277916043997,65416,0.0008459126528049375,65315
-2.537293125,56,-40.04405975341797,-44.13125991821289,1258.0,18,19.32058334350586,1098,0.000798166380263865,70448,0.0008459126528049375,70347
-2.507125316666667,60,-34.566017150878906,33.99555587768555,1258.0,19,1.4200438261032104,24,0.0004984281258657575,75480,0.0008459126528049375,75379
-2.4792495468749998,64,-30.405433654785156,5.8194684982299805,1258.0,19,18.872840881347656,284,0.0006858736160211265,80512,0.0008459126528049375,80411
-2.4646565294117653,68,-30.282840728759766,109.1180648803711,1258.0,19,9.02611255645752,548,0.0006721933605149388,85544,0.0008459126528049375,85443
-2.449230833333333,72,-18.61241340637207,5.81387996673584,1258.0,18,17.886474609375,823,0.002492008963599801,90576,0.0008459126528049375,90475
-2.4439218947368424,76,-7.938563346862793,-13.240042686462402,1258.0,19,6.623814582824707,1082,0.001455427729524672,95608,0.0008459126528049375,95507
