rollout/ep_rew_mean,time/time_elapsed,train/ent_coef,rollout/ep_len_mean,train/critic_loss,train/learning_rate,time/episodes,train/ent_coef_loss,time/total_timesteps,train/n_updates,time/fps,train/actor_loss
-5.18265575,199,0.017115995287895203,1257.0,1.9395716190338135,0.0008459126528049375,4,-165.6618194580078,5028,4927,25,-119.41444396972656
-3.9836473750000003,384,0.0012781365076079965,1257.0,44.60002899169922,0.0008459126528049375,8,41.779422760009766,10056,9955,26,-124.62063598632812
-3.3179327499999993,580,0.001413762685842812,1257.0,5.8483476638793945,0.0008459126528049375,12,40.28578567504883,15084,14983,25,-124.49897766113281
-2.9675680625,803,0.0013290941715240479,1257.0,3.60799503326416,0.0008459126528049375,16,-12.393978118896484,20112,20011,25,-113.86878967285156
-2.7613209,5,0.0010049128904938698,1257.0,2.9743077754974365,0.0008459126528049375,20,6.350866794586182,25140,25039,24,-102.1943359375
-2.6189611666666663,215,0.0007822258630767465,1257.0,1.1437901258468628,0.0008459126528049375,24,-27.64301300048828,30168,30067,23,-99.04161071777344
-2.555354214285714,424,0.000981873250566423,1257.0,6.14076042175293,0.0008459126528049375,28,27.62238883972168,35196,35095,24,-91.03313446044922
-2.4843508125000002,617,0.0006175503367558122,1257.0,5.5647196769714355,0.0008459126528049375,32,33.76041030883789,40224,40123,24,-84.75519561767578
-2.4224755833333336,816,0.0015558376908302307,1257.0,36.7607421875,0.0008459126528049375,36,68.21527862548828,45252,45151,24,-47.39363098144531
-2.4042103,10,0.0011055591749027371,1257.0,2.9568958282470703,0.0008459126528049375,40,25.145954132080078,50280,50179,25,-36.819644927978516
-2.405952590909091,208,0.0004969434812664986,1257.0,15.107711791992188,0.0008459126528049375,44,62.3946533203125,55308,55207,25,-33.750213623046875
-2.3839426875,406,0.0005762185901403427,1257.0,14.129046440124512,0.0008459126528049375,48,-60.28915786743164,60336,60235,25,-32.17405700683594
-2.4106979423076926,603,0.000272093981038779,1257.0,1.3834398984909058,0.0008459126528049375,52,-17.660781860351562,65364,65263,25,-29.822359085083008
-2.395432,799,0.0001483814266975969,1257.0,0.6125239133834839,0.0008459126528049375,56,-34.04216003417969,70392,70291,25,-26.729642868041992
-2.3732905,16,0.0007412646664306521,1257.0,3.2250661849975586,0.0008459126528049375,60,-46.168243408203125,75420,75319,25,-13.510279655456543
-2.357289546875,219,0.00035668746568262577,1257.0,0.8293277025222778,0.0008459126528049375,64,-34.734214782714844,80448,80347,24,-6.97470760345459
-2.364047970588235,424,0.0005582607118412852,1257.0,3.1174328327178955,0.0008459126528049375,68,-31.196914672851562,85476,85375,24,-0.6210120916366577
-2.348490375,626,0.00033337908098474145,1257.0,0.8343541622161865,0.0008459126528049375,72,20.384851455688477,90504,90403,24,3.3457236289978027
-2.339912052631579,802,0.00032060814555734396,1257.0,0.4170030951499939,0.0008459126528049375,76,0.15082311630249023,95532,95431,25,5.898035049438477
