rollout/ep_rew_mean,time/time_elapsed,train/ent_coef,rollout/ep_len_mean,train/critic_loss,train/learning_rate,time/episodes,train/ent_coef_loss,time/total_timesteps,train/n_updates,time/fps,train/actor_loss
-5.53917375,161,0.017663484439253807,1257.0,47.343727111816406,0.0008459126528049375,4,-167.50392150878906,5028,4927,31,-121.47957611083984
-4.337084125,354,0.0016117868945002556,1257.0,4.81240177154541,0.0008459126528049375,8,78.66424560546875,10056,9955,28,-129.43719482421875
-3.594084583333333,548,0.0012651380384340882,1257.0,20.238428115844727,0.0008459126528049375,12,6.865624904632568,15084,14983,27,-122.36456298828125
-3.2441108124999998,742,0.000980084529146552,1257.0,6.1895294189453125,0.0008459126528049375,16,81.30709838867188,20112,20011,27,-116.04085540771484
-3.0421234999999998,5,0.000998650910332799,1257.0,6.220440864562988,0.0008459126528049375,20,61.00060272216797,25140,25039,26,-103.25823974609375
-2.867428916666667,194,0.0009523347252979875,1257.0,3.930783987045288,0.0008459126528049375,24,-7.521589279174805,30168,30067,26,-85.25402069091797
-2.7564118214285718,355,0.0007387860678136349,1257.0,2.8243298530578613,0.0008459126528049375,28,-5.311059951782227,35196,35095,28,-64.94998931884766
-2.6607052500000004,516,0.0006147539243102074,1257.0,1.2344133853912354,0.0008459126528049375,32,10.043603897094727,40224,40123,29,-63.47202682495117
-2.590894527777778,678,0.0004015291342511773,1257.0,0.6324196457862854,0.0008459126528049375,36,-5.396206378936768,45252,45151,29,-58.278106689453125
-2.5235904500000004,9,0.00028198209474794567,1257.0,0.7559170722961426,0.0008459126528049375,40,65.41598510742188,50280,50179,31,-49.34994888305664
-2.458892613636364,170,0.0004945590044371784,1257.0,1.1502561569213867,0.0008459126528049375,44,-70.07950592041016,55308,55207,31,-28.78839111328125
-2.3979681041666665,331,0.00027841716655530035,1257.0,0.6780883073806763,0.0008459126528049375,48,-2.9422597885131836,60336,60235,31,-26.915149688720703
-2.353856153846154,493,0.00023071163741406053,1257.0,2.3672971725463867,0.0008459126528049375,52,-40.800418853759766,65364,65263,31,-26.598798751831055
-2.32706125,655,0.00022816950513515621,1257.0,0.657945454120636,0.0008459126528049375,56,-57.178340911865234,70392,70291,31,-25.08193588256836
-2.2923997333333332,14,0.0001603440468898043,1257.0,1.138664960861206,0.0008459126528049375,60,26.342998504638672,75420,75319,29,-23.038284301757812
-2.251077921875,185,0.0002495570224709809,1257.0,1.4319697618484497,0.0008459126528049375,64,40.34844970703125,80448,80347,29,-21.96100425720215
-2.2300383235294112,360,0.0006550789694301784,1257.0,0.7523604035377502,0.0008459126528049375,68,-35.62696075439453,85476,85375,29,-15.716995239257812
-2.2049558194444447,536,0.00026437247288413346,1257.0,0.48317989706993103,0.0008459126528049375,72,-41.743003845214844,90504,90403,28,-10.173513412475586
-2.187214631578948,715,0.0002715027367230505,1257.0,0.7997674942016602,0.0008459126528049375,76,-61.492095947265625,95532,95431,28,-7.129926681518555
