rollout/ep_rew_mean,train/learning_rate,train/actor_loss,train/ent_coef,time/episodes,rollout/ep_len_mean,train/n_updates,time/fps,train/critic_loss,train/ent_coef_loss,time/total_timesteps,time/time_elapsed
-4.64984,0.0008459126528049375,-120.66069030761719,0.017411233857274055,4,1257.0,4927,67,28.52688217163086,-172.54551696777344,5028,74
-3.6372508750000003,0.0008459126528049375,-120.99849700927734,0.0013382351025938988,8,1257.0,9955,66,15.574953079223633,-8.105327606201172,10056,150
-2.9194060833333335,0.0008459126528049375,-114.6323013305664,0.002146123442798853,12,1257.0,14983,66,8.019466400146484,1.8539996147155762,15084,226
-2.572823625,0.0008459126528049375,-107.92478942871094,0.0009247098350897431,16,1257.0,20011,65,2.1154727935791016,-63.91446304321289,20112,306
-2.40171925,0.0008459126528049375,-98.81339263916016,0.0007340949377976358,20,1257.0,25039,66,2.506451368331909,-49.03844451904297,25140,2
-2.2521003333333334,0.0008459126528049375,-84.09707641601562,0.0008650507079437375,24,1257.0,30067,68,2.1567957401275635,121.22116088867188,30168,75
-2.186703714285714,0.0008459126528049375,-79.59010314941406,0.00024296162882819772,28,1257.0,35095,67,1.0960326194763184,-62.35721969604492,35196,150
-2.1068061562500002,0.0008459126528049375,-58.644954681396484,0.00042140812729485333,32,1257.0,40123,67,1.1180360317230225,7.8281965255737305,40224,226
-2.0657403333333333,0.0008459126528049375,-48.82011413574219,0.0003653301391750574,36,1257.0,45151,67,1.310409665107727,-14.519057273864746,45252,298
-2.017245825,0.0008459126528049375,-45.0504150390625,0.0005216880817897618,40,1257.0,50179,66,0.8278621435165405,-53.30555725097656,50280,4
-1.9793654772727267,0.0008459126528049375,-42.53413772583008,0.00026620214339345694,44,1257.0,55207,64,1.598095417022705,44.5570068359375,55308,82
-1.9529802708333335,0.0008459126528049375,-40.51401901245117,0.0002532550133764744,48,1257.0,60235,63,0.3551844358444214,-10.169777870178223,60336,163
-1.9093038076923077,0.0008459126528049375,-38.264732360839844,0.00021897505212109536,52,1257.0,65263,63,0.6126879453659058,8.072111129760742,65364,241
-1.8692274642857143,0.0008459126528049375,-34.149898529052734,0.0004063705273438245,56,1257.0,70291,63,3.290998697280884,21.02728843688965,70392,320
-1.8433893333333333,0.0008459126528049375,-32.577735900878906,0.00021711333829443902,60,1257.0,75319,66,1.3237031698226929,-88.43838500976562,75420,6
-1.8294396874999999,0.0008459126528049375,-32.07107925415039,0.00038342084735631943,64,1257.0,80347,64,0.7054827213287354,-2.078878402709961,80448,84
-1.8194443676470586,0.0008459126528049375,-29.094947814941406,0.00026420914218761027,68,1257.0,85375,63,0.5049042105674744,-66.94078063964844,85476,164
-1.8012066805555556,0.0008459126528049375,-22.2495059967041,0.00038019169005565345,72,1257.0,90403,62,1.8595340251922607,23.850257873535156,90504,248
