time/episodes,train/critic_loss,rollout/ep_rew_mean,train/ent_coef,rollout/ep_len_mean,train/n_updates,time/total_timesteps,time/time_elapsed,train/learning_rate,train/ent_coef_loss,time/fps,train/actor_loss
4,2.4273195266723633,-4.2717795,0.01945691928267479,1223.0,4791,4892,205,0.0008459126528049375,-147.4544219970703,23,-121.99005889892578
8,0.9395827054977417,-3.1683647500000003,0.0012390463380143046,1223.0,9683,9784,417,0.0008459126528049375,-103.17253112792969,23,-127.27587127685547
12,127.17207336425781,-2.48536875,0.0010558493668213487,1223.0,14575,14676,631,0.0008459126528049375,-18.174219131469727,23,-128.56381225585938
16,65.92622375488281,-2.1594984999999998,0.0009241222287528217,1223.0,19467,19568,845,0.0008459126528049375,103.25956726074219,23,-133.60052490234375
20,65.88469696044922,-1.9417454499999998,0.0009014408569782972,1223.0,24359,24460,1059,0.0008459126528049375,29.31269645690918,23,-136.064208984375
24,1.358497142791748,-1.8083842916666668,0.0007623325218446553,1223.0,29251,29352,190,0.0008459126528049375,12.728099822998047,22,-138.50869750976562
28,1.2304580211639404,-1.7089680357142856,0.0009620950440876186,1223.0,34143,34244,405,0.0008459126528049375,-21.428945541381836,22,-141.1353302001953
32,1.6140847206115723,-1.65032221875,0.0008660077583044767,1223.0,39035,39136,622,0.0008459126528049375,-63.05820846557617,22,-142.7171173095703
36,2.4485061168670654,-1.6231074444444442,0.0007014636066742241,1223.0,43927,44028,836,0.0008459126528049375,-12.99609375,22,-143.32867431640625
40,68.00364685058594,-1.604382,0.0013123025419190526,1223.0,48819,48920,1052,0.0008459126528049375,5.999156951904297,22,-144.279541015625
44,2.381809711456299,-1.5623225454545455,0.0013454128056764603,1223.0,53711,53812,167,0.0008459126528049375,54.867191314697266,22,-145.7852783203125
48,3.660701274871826,-1.518790125,0.0011985119199380279,1223.0,58603,58704,383,0.0008459126528049375,-17.70465660095215,22,-146.95510864257812
52,9.005234718322754,-1.4805684423076924,0.001035268884152174,1223.0,63495,63596,593,0.0008459126528049375,8.53931999206543,22,-150.50538635253906
56,2.642350912094116,-1.4545377321428572,0.0009488023933954537,1223.0,68387,68488,799,0.0008459126528049375,71.61598205566406,23,-151.27066040039062
60,2.694284439086914,-1.452909116666667,0.0014179160352796316,1223.0,73279,73380,1006,0.0008459126528049375,47.391700744628906,23,-152.59002685546875
64,5.195570945739746,-1.449277078125,0.0017543984577059746,1223.0,78171,78272,148,0.0008459126528049375,36.8456916809082,22,-153.12399291992188
68,74.7575454711914,-1.4473515735294118,0.0016953442245721817,1223.0,83063,83164,377,0.0008459126528049375,-3.186452865600586,21,-156.03488159179688
72,154.4609375,-1.4523249166666667,0.0007777022547088563,1223.0,87955,88056,607,0.0008459126528049375,-2.6545448303222656,21,-158.34361267089844
76,3.7645816802978516,-1.4479373026315792,0.0021729511208832264,1223.0,92847,92948,847,0.0008459126528049375,16.76781463623047,21,-164.22198486328125
80,3.576014995574951,-1.4396168375,0.0021645817905664444,1223.0,97739,97840,1090,0.0008459126528049375,-3.117612838745117,20,-163.88607788085938
