rollout/ep_rew_mean,time/fps,time/episodes,train/critic_loss,train/n_updates,train/learning_rate,rollout/ep_len_mean,train/ent_coef,time/time_elapsed,train/actor_loss,train/ent_coef_loss,time/total_timesteps
-4.36574125,66,4,44.44782257080078,4927,0.0008459126528049375,1257.0,0.01741495355963707,76,-122.08497619628906,-167.26766967773438,5028
-3.49373275,65,8,5.136634349822998,9955,0.0008459126528049375,1257.0,0.0010533083695918322,153,-129.00550842285156,-22.377765655517578,10056
-2.84957675,64,12,38.43922424316406,14983,0.0008459126528049375,1257.0,0.0013149728765711188,235,-131.57131958007812,21.025114059448242,15084
-2.5959090625,63,16,10.84164810180664,20011,0.0008459126528049375,1257.0,0.0009741412359289825,318,-129.74716186523438,81.53710174560547,20112
-2.3479906500000003,60,20,5.269900321960449,25039,0.0008459126528049375,1257.0,0.0009159041801467538,2,-120.87811279296875,41.98305130004883,25140
-2.1991216666666666,59,24,5.886220932006836,30067,0.0008459126528049375,1257.0,0.0011813685996457934,86,-101.76222229003906,-7.749159812927246,30168
-2.0865045714285717,57,28,2.8336129188537598,35095,0.0008459126528049375,1257.0,0.0007045086822472513,178,-87.35762023925781,12.481409072875977,35196
-2.02411346875,56,32,5.317598342895508,40123,0.0008459126528049375,1257.0,0.0007399509195238352,270,-62.669395446777344,-111.36045837402344,40224
-1.9936942222222223,55,36,2.6570792198181152,45151,0.0008459126528049375,1257.0,0.000623801548499614,364,-58.99827194213867,18.24588966369629,45252
-1.9465324250000002,54,40,2.9310059547424316,50179,0.0008459126528049375,1257.0,0.00034342281287536025,5,-46.513206481933594,-85.57860565185547,50280
-1.8760020227272727,57,44,10.178499221801758,55207,0.0008459126528049375,1257.0,0.0014149368507787585,91,-38.67648696899414,-24.632648468017578,55308
-1.82914475,58,48,6.529414176940918,60235,0.0008459126528049375,1257.0,0.0011707601370289922,178,-11.335135459899902,-19.60018539428711,60336
-1.8022872307692306,58,52,2.755032777786255,65263,0.0008459126528049375,1257.0,0.0005075939116068184,263,-6.302720069885254,-25.754501342773438,65364
-1.7629216964285714,58,56,2.9042084217071533,70291,0.0008459126528049375,1257.0,0.0008363547385670245,351,11.340911865234375,24.844900131225586,70392
-1.7345477999999999,53,60,3.8894851207733154,75319,0.0008459126528049375,1257.0,0.0009296313510276377,7,25.069665908813477,34.622154235839844,75420
-1.7037281874999999,52,64,7.43001651763916,80347,0.0008459126528049375,1257.0,0.0008364460663869977,104,31.6903133392334,19.41756820678711,80448
-1.679272264705882,51,68,5.120573997497559,85375,0.0008459126528049375,1257.0,0.0008483615820296109,203,38.99814224243164,-10.482601165771484,85476
-1.663420291666667,51,72,3.177426338195801,90403,0.0008459126528049375,1257.0,0.00035426305839791894,302,48.25159454345703,-4.455667495727539,90504
-1.635861513157895,51,76,5.769867897033691,95431,0.0008459126528049375,1257.0,0.0006762506091035903,401,59.16683578491211,-77.5327377319336,95532
