train/critic_loss,train/ent_coef_loss,train/actor_loss,rollout/ep_len_mean,time/total_timesteps,time/fps,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,train/ent_coef,train/n_updates,time/episodes
1.086075782775879,-176.6058349609375,-122.29854583740234,1257.0,5028,32,0.0008459126528049375,-5.31804125,156,0.017723308876156807,4927,4
1.4487141370773315,-43.38806915283203,-127.64402770996094,1257.0,10056,32,0.0008459126528049375,-4.295577,309,0.0012504500336945057,9955,8
2.66433048248291,69.68038940429688,-131.8287353515625,1257.0,15084,32,0.0008459126528049375,-3.6094135,458,0.0009815404191613197,14983,12
4.475067615509033,79.42106628417969,-137.3859100341797,1257.0,20112,33,0.0008459126528049375,-3.3140836875,608,0.000714778492692858,20011,16
3.059065818786621,-26.808610916137695,-138.6214599609375,1257.0,25140,28,0.0008459126528049375,-3.0802481000000004,4,0.0011049035238102078,25039,20
3.904059886932373,-41.140838623046875,-141.41482543945312,1257.0,30168,27,0.0008459126528049375,-2.9282925,185,0.000797900022007525,30067,24
3.2886064052581787,19.59518051147461,-140.15341186523438,1257.0,35196,27,0.0008459126528049375,-2.812239214285714,370,0.0009384660515934229,35095,28
8.636198997497559,64.13543701171875,-141.7974395751953,1257.0,40224,27,0.0008459126528049375,-2.70681059375,549,0.0010046642273664474,40123,32
4.08076810836792,81.93382263183594,-140.92401123046875,1257.0,45252,27,0.0008459126528049375,-2.610787444444445,730,0.0007708719349466264,45151,36
19.811471939086914,104.8826675415039,-144.77867126464844,1257.0,50280,27,0.0008459126528049375,-2.55154735,10,0.0016482879873365164,50179,40
3.369868278503418,89.07150268554688,-140.9713134765625,1257.0,55308,27,0.0008459126528049375,-2.498835340909091,192,0.0009815802332013845,55207,44
22.445249557495117,32.85418701171875,-136.1518096923828,1257.0,60336,27,0.0008459126528049375,-2.467557354166667,375,0.0009441583533771336,60235,48
7.560601711273193,-32.029136657714844,-127.78697204589844,1257.0,65364,28,0.0008459126528049375,-2.461811538461539,533,0.0008740181219764054,65263,52
2.9622817039489746,-7.29229736328125,-113.46154022216797,1257.0,70392,29,0.0008459126528049375,-2.4436937500000004,689,0.0008391482406295836,70291,56
10.58731460571289,-3.024257183074951,-109.72533416748047,1257.0,75420,31,0.0008459126528049375,-2.4223156666666665,13,0.000950408517383039,75319,60
51.5296745300293,245.22080993652344,-98.45372772216797,1257.0,80448,30,0.0008459126528049375,-2.39490971875,180,0.0009897134732455015,80347,64
5.038300514221191,-138.10064697265625,-87.64766693115234,1257.0,85476,28,0.0008459126528049375,-2.3869417941176474,363,0.0005116962711326778,85375,68
4.628578186035156,-55.823974609375,-84.73583984375,1257.0,90504,29,0.0008459126528049375,-2.3603682499999996,533,0.0004934911848977208,90403,72
1.3397983312606812,-3.4703354835510254,-83.54291534423828,1257.0,95532,28,0.0008459126528049375,-2.3362774605263152,717,0.0003391015052329749,95431,76
