train/critic_loss,train/ent_coef_loss,train/actor_loss,rollout/ep_len_mean,time/total_timesteps,time/fps,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,train/ent_coef,train/n_updates,time/episodes
1.3140957355499268,-180.0203857421875,-123.39611053466797,1257.0,5028,29,0.0008459126528049375,-5.15966925,172,0.017323657870292664,4927,4
1.2732913494110107,-2.751664161682129,-129.03086853027344,1257.0,10056,28,0.0008459126528049375,-4.055138625,347,0.0011829840950667858,9955,8
1.54379403591156,20.468019485473633,-134.07493591308594,1257.0,15084,28,0.0008459126528049375,-3.3891589166666667,526,0.0009681495139375329,14983,12
3.308049201965332,25.430503845214844,-139.10780334472656,1257.0,20112,28,0.0008459126528049375,-3.093245125,705,0.0006951302057132125,20011,16
4.147644996643066,67.14207458496094,-138.93109130859375,1257.0,25140,33,0.0008459126528049375,-2.8878675,4,0.0007778750732541084,25039,20
3.5256152153015137,67.59925842285156,-142.2830810546875,1257.0,30168,30,0.0008459126528049375,-2.75443625,169,0.0009389095939695835,30067,24
8.838541984558105,-86.32011413574219,-142.60433959960938,1257.0,35196,30,0.0008459126528049375,-2.688436964285714,333,0.00044722718303091824,35095,28
31.89305305480957,-25.883670806884766,-142.17459106445312,1257.0,40224,30,0.0008459126528049375,-2.6155613124999997,507,0.0010453187860548496,40123,32
5.186150550842285,2.2116503715515137,-136.89439392089844,1257.0,45252,30,0.0008459126528049375,-2.540242861111111,674,0.0009731760364957154,45151,36
6.572569847106934,4.678905487060547,-137.73666381835938,1257.0,50280,27,0.0008459126528049375,-2.472932875,10,0.0007982451352290809,50179,40
4.580633640289307,-17.682008743286133,-132.28941345214844,1257.0,55308,27,0.0008459126528049375,-2.424764272727273,191,0.0009382629068568349,55207,44
2.4986796379089355,-56.960453033447266,-134.9250946044922,1257.0,60336,27,0.0008459126528049375,-2.3765204166666667,371,0.000998001080006361,60235,48
34.237701416015625,52.93425750732422,-126.0379867553711,1257.0,65364,28,0.0008459126528049375,-2.332885038461538,543,0.001714884303510189,65263,52
10.497459411621094,0.4600974917411804,-113.80461883544922,1257.0,70392,28,0.0008459126528049375,-2.3070255357142853,725,0.0012759583769366145,70291,56
4.437079429626465,-66.32942962646484,-113.46222686767578,1257.0,75420,31,0.0008459126528049375,-2.2548615499999993,13,0.0003335352230351418,75319,60
1.6005096435546875,6.9417290687561035,-101.62185668945312,1257.0,80448,30,0.0008459126528049375,-2.22114903125,178,0.0010925893438979983,80347,64
3.229942798614502,-55.8876953125,-93.56710815429688,1257.0,85476,30,0.0008459126528049375,-2.209770352941176,347,0.0004556608328130096,85375,68
1.6244962215423584,-11.72644329071045,-90.3504867553711,1257.0,90504,28,0.0008459126528049375,-2.193614055555555,535,0.0006341334083117545,90403,72
6.867889881134033,17.210594177246094,-78.00953674316406,1257.0,95532,29,0.0008459126528049375,-2.171637934210526,701,0.0007104974938556552,95431,76
