time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/policy_gradient_loss,train/clip_range,train/n_updates,train/std,train/loss,train/learning_rate,train/value_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,512,3804,,,,,,,,,,,,,
0,2,1024,1862,-0.02515623060753569,0.2,16,1.0010757446289062,-0.028444722294807434,0.0004092704424510632,0.21252753771841526,0.01889082,-0.2618204355239868,-43.998159289360046,0.1978759765625,,
0,3,1536,1597,-0.03068248141789809,0.2,32,1.0015281438827515,-0.04202316701412201,0.0004092704424510632,0.005293259244353976,0.022074338,-0.0007317066192626953,-44.02758610248566,0.2923583984375,-2.715829,1257.0
1,4,2048,1495,-0.030555666991858743,0.2,48,1.0012099742889404,-0.035491831600666046,0.0004092704424510632,0.011404257063986734,0.021341179,0.011190712451934814,-44.02938222885132,0.3377685546875,-2.715829,1257.0
1,5,2560,1442,-0.02490805511479266,0.2,64,1.0007545948028564,-0.027434401214122772,0.0004092704424510632,0.0037930781400064006,0.015407209,-0.021471142768859863,-44.0136775970459,0.23779296875,-2.6290839999999998,1257.0
2,6,3072,1408,-0.031277458314434625,0.2,80,1.0002511739730835,-0.03547642007470131,0.0004092704424510632,0.015005933062639087,0.018337492,0.006355226039886475,-44.00218737125397,0.3077392578125,-2.6290839999999998,1257.0
2,7,3584,1386,-0.031912288308376446,0.2,96,0.9986147284507751,-0.03943496569991112,0.0004092704424510632,0.0021035212485003285,0.017361928,-0.12166380882263184,-43.96938335895538,0.2991943359375,-2.6290839999999998,1257.0
2,8,4096,1367,-0.03501302847871557,0.2,112,0.9980190992355347,-0.045182809233665466,0.0004092704424510632,0.0038536996216862462,0.017347127,-0.009892940521240234,-43.92451798915863,0.3021240234375,-2.5671049999999997,1257.0
3,9,4608,1354,-0.030981534626334906,0.2,128,0.99992835521698,-0.034007810056209564,0.0004092704424510632,0.027165450912434608,0.02198277,0.007109999656677246,-43.943283915519714,0.3160400390625,-2.5671049999999997,1257.0
3,10,5120,1345,-0.023383182924590074,0.2,144,0.9995301365852356,-0.044770367443561554,0.0004092704424510632,0.004076975979842246,0.014881151,-0.03635573387145996,-43.977946400642395,0.227294921875,-2.599888,1257.0
4,11,5632,1337,-0.022445627982961014,0.2,160,0.9954005479812622,-0.0043192580342292786,0.0004092704424510632,0.03761736035812646,0.014573114,0.0014708638191223145,-43.90485453605652,0.2061767578125,-2.599888,1257.0
4,12,6144,1329,-0.021779590635560453,0.2,176,0.9928432703018188,-0.037801094353199005,0.0004092704424510632,0.003137329578748904,0.017289836,-0.039366722106933594,-43.78781616687775,0.2308349609375,-2.599888,1257.0
5,13,6656,1322,-0.024854069444700144,0.2,192,0.9918085336685181,-0.022206218913197517,0.0004092704424510632,0.0029613614351546858,0.015690383,-0.007884740829467773,-43.73249852657318,0.229736328125,-2.6561066,1257.0
5,14,7168,1317,-0.03535694527090527,0.2,208,0.991931140422821,-0.02365048974752426,0.0004092704424510632,0.048527944716624916,0.03213315,0.000729680061340332,-43.718698263168335,0.3233642578125,-2.6561066,1257.0
5,15,7680,1313,-0.026244480744935572,0.2,224,0.9907591342926025,-0.02453031577169895,0.0004092704424510632,0.0036987322273489553,0.020719726,-0.00284576416015625,-43.705604553222656,0.2532958984375,-2.6299793333333334,1257.0
6,16,8192,1309,-0.02328529594524298,0.2,240,0.9886078834533691,-0.010688696056604385,0.0004092704424510632,0.057167271501384676,0.013595102,0.004388749599456787,-43.65340054035187,0.241455078125,-2.6299793333333334,1257.0
6,17,8704,1305,-0.026097929337993264,0.2,256,0.9871405959129333,-0.03492782637476921,0.0004092704424510632,0.0036243655486032367,0.015827596,-0.2472292184829712,-43.59405493736267,0.2257080078125,-2.6299793333333334,1257.0
7,18,9216,1303,-0.02270756140933372,0.2,272,0.9878504276275635,-0.028354113921523094,0.0004092704424510632,0.002720831413171254,0.013077869,-0.006497383117675781,-43.5795214176178,0.2108154296875,-2.620907857142857,1257.0
7,19,9728,1300,-0.028301108701271005,0.2,288,0.9902848601341248,-0.005925584584474564,0.0004092704424510632,0.0718603441491723,0.02304034,0.002939283847808838,-43.630605578422546,0.26025390625,-2.620907857142857,1257.0
7,20,10240,1297,-0.030079766525886953,0.2,304,0.9919314384460449,-0.03827105462551117,0.0004092704424510632,0.005448755517136306,0.023276443,-0.03724932670593262,-43.69415736198425,0.2664794921875,-2.617878375,1257.0
8,21,10752,1295,-0.02436621744709555,0.2,320,0.9889099597930908,0.006483085453510284,0.0004092704424510632,0.06998555560130626,0.01729065,0.011678636074066162,-43.68901216983795,0.260009765625,-2.617878375,1257.0
8,22,11264,1294,-0.028495612052211072,0.2,336,0.9855254292488098,-0.0393885001540184,0.0004092704424510632,0.0029982633459439967,0.014350288,-1.248967170715332,-43.56891226768494,0.2469482421875,-2.617878375,1257.0
9,23,11776,1292,-0.029993356176419184,0.2,352,0.9845326542854309,-0.049189493060112,0.0004092704424510632,0.0021157285664230585,0.020307288,0.009265601634979248,-43.49555158615112,0.2398681640625,-2.607428111111111,1257.0
9,24,12288,1290,-0.03226940937747713,0.2,368,0.9855943918228149,-0.00775885209441185,0.0004092704424510632,0.08122343779541552,0.03430778,0.0041390061378479,-43.495839953422546,0.302001953125,-2.607428111111111,1257.0
9,25,12800,1288,-0.021071565002785064,0.2,384,0.9860422015190125,-0.030375493690371513,0.0004092704424510632,0.004000517241365742,0.014778994,-0.08267819881439209,-43.52311635017395,0.18701171875,-2.5804518,1257.0
10,26,13312,1287,-0.02179917902685702,0.2,400,0.9867377877235413,-0.005846481770277023,0.0004092704424510632,0.08682069880887866,0.02106281,0.02333003282546997,-43.53778696060181,0.20751953125,-2.5804518,1257.0
10,27,13824,1285,-0.02854028770525474,0.2,416,0.9855602979660034,-0.04389730840921402,0.0004092704424510632,0.006114252428233158,0.016916677,-1.2398910522460938,-43.5395302772522,0.2318115234375,-2.5804518,1257.0
11,28,14336,1284,-0.022117500950116664,0.2,432,0.9850114583969116,-0.03647186607122421,0.0004092704424510632,0.0019361109334568027,0.013323631,0.01931476593017578,-43.499048590660095,0.1961669921875,-2.589374090909091,1257.0
11,29,14848,1282,-0.022595036163693294,0.2,448,0.9861854910850525,-0.015859253704547882,0.0004092704424510632,0.02164885484671686,0.031186394,0.0032219290733337402,-43.51202869415283,0.27685546875,-2.589374090909091,1257.0
11,30,15360,1281,-0.022473102377261966,0.2,464,0.9866542816162109,-0.03104444220662117,0.0004092704424510632,0.004323132925492246,0.014623436,-0.004220485687255859,-43.54146981239319,0.2159423828125,-2.5822746666666667,1257.0
12,31,15872,1280,-0.027074409736087546,0.2,480,0.9863644242286682,0.018233517184853554,0.0004092704424510632,0.10441509494557977,0.021254908,0.017554819583892822,-43.54145634174347,0.2181396484375,-2.5822746666666667,1257.0
12,32,16384,1278,-0.029552322826930322,0.2,496,0.9872401356697083,-0.04484431818127632,0.0004092704424510632,0.008995236610644497,0.027987476,-0.9347829818725586,-43.54219973087311,0.2403564453125,-2.581051076923077,1257.0
13,33,16896,1276,-0.025013468170072883,0.2,512,0.9857599139213562,0.02705792337656021,0.0004092704424510632,0.1388639137148857,0.019075869,0.002647101879119873,-43.549429059028625,0.237060546875,-2.581051076923077,1257.0
13,34,17408,1275,-0.022648710408248007,0.2,528,0.984187662601471,-0.029871361330151558,0.0004092704424510632,0.004067619051056681,0.020002168,-2.1206345558166504,-43.483450293540955,0.220458984375,-2.581051076923077,1257.0
14,35,17920,1275,-0.028103517834097147,0.2,544,0.9842274785041809,-0.025835923850536346,0.0004092704424510632,0.0035710661904886365,0.016766477,-0.0017848014831542969,-43.45916450023651,0.23388671875,-2.5765270714285715,1257.0
14,36,18432,1274,-0.023494069871958345,0.2,560,0.9843437671661377,0.054912641644477844,0.0004092704424510632,0.1872449703514576,0.019315556,0.0017352700233459473,-43.461910128593445,0.23876953125,-2.5765270714285715,1257.0
14,37,18944,1272,-0.02145954362640623,0.2,576,0.9827326536178589,-0.027968687936663628,0.0004092704424510632,0.004826501026400365,0.01574407,-0.008510231971740723,-43.44387698173523,0.2037353515625,-2.5755764,1257.0
15,38,19456,1272,-0.024950518796686083,0.2,592,0.9815136194229126,0.04752055183053017,0.0004092704424510632,0.14490952459163964,0.026423454,0.03373819589614868,-43.38999950885773,0.2452392578125,-2.5755764,1257.0
