time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/policy_gradient_loss,train/clip_range,train/n_updates,train/std,train/loss,train/learning_rate,train/value_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,512,3892,,,,,,,,,,,,,
0,2,1024,1882,-0.028917128802277148,0.2,16,1.001685380935669,-0.04057249799370766,0.0004092704424510632,0.10945185476884944,0.015263848,-0.280131459236145,-44.007609248161316,0.225341796875,,
0,3,1536,1613,-0.030907502557965927,0.2,32,0.9998443126678467,-0.0462692566215992,0.0004092704424510632,0.003619025526859332,0.016067583,-0.05297839641571045,-44.02399480342865,0.245361328125,-2.707086,1257.0
1,4,2048,1508,-0.028160302463220432,0.2,48,0.9977374076843262,-0.044214073568582535,0.0004092704424510632,0.008340948625118472,0.020076882,0.005696773529052734,-43.94584012031555,0.2872314453125,-2.707086,1257.0
1,5,2560,1453,-0.033916464235517196,0.2,64,1.000504970550537,-0.0436265654861927,0.0004092704424510632,0.003516250326356385,0.020222016,-0.018598198890686035,-43.94345307350159,0.2916259765625,-2.5921364999999996,1257.0
2,6,3072,1418,-0.02280477443127893,0.2,80,1.00071382522583,-0.022865410894155502,0.0004092704424510632,0.01391978663741611,0.015971983,0.006302833557128906,-44.012253761291504,0.283447265625,-2.5921364999999996,1257.0
2,7,3584,1372,-0.025273789564380422,0.2,96,0.9985468983650208,-0.03316624090075493,0.0004092704424510632,0.0018070126861857716,0.01742005,0.05840224027633667,-43.97603738307953,0.276123046875,-2.5921364999999996,1257.0
3,8,4096,1361,-0.021848609852895606,0.2,112,1.0010703802108765,-0.03062787652015686,0.0004092704424510632,0.0036249582117307,0.013247861,0.0014607906341552734,-43.962111830711365,0.2088623046875,-2.6204436666666666,1257.0
3,9,4608,1349,-0.026098726579220966,0.2,128,1.0010818243026733,-0.018517201766371727,0.0004092704424510632,0.02716823888476938,0.018939488,-0.0019273757934570312,-44.02730751037598,0.3206787109375,-2.6204436666666666,1257.0
3,10,5120,1349,-0.025316466082585976,0.2,144,1.0002740621566772,-0.023074667900800705,0.0004092704424510632,0.004855450519244187,0.018478442,0.008663535118103027,-44.00303602218628,0.2696533203125,-2.6257349999999997,1257.0
4,11,5632,1340,-0.027549947073566727,0.2,160,0.99876469373703,-0.02092532068490982,0.0004092704424510632,0.03883103991393,0.01917817,0.003051936626434326,-43.96444487571716,0.2882080078125,-2.6257349999999997,1257.0
4,12,6144,1331,-0.024106282013235614,0.2,176,0.9984124302864075,-0.03621833398938179,0.0004092704424510632,0.002787863057164941,0.0192409,-0.12271296977996826,-43.93464541435242,0.239501953125,-2.6257349999999997,1257.0
5,13,6656,1324,-0.020374268264276907,0.2,192,0.9982931613922119,-0.006670685019344091,0.0004092704424510632,0.002446966551360674,0.015035375,-0.005734562873840332,-43.929842829704285,0.232666015625,-2.61713,1257.0
5,14,7168,1319,-0.030528312985552475,0.2,208,0.9976521730422974,-0.011989498510956764,0.0004092704424510632,0.043824680149555206,0.020285001,0.0018945932388305664,-43.91526174545288,0.29541015625,-2.61713,1257.0
5,15,7680,1314,-0.029016556378337555,0.2,224,0.995794951915741,-0.04113710671663284,0.0004092704424510632,0.002924505857663462,0.017549798,0.010370433330535889,-43.87824356555939,0.2724609375,-2.561809,1257.0
6,16,8192,1310,-0.023647093563340604,0.2,240,0.9945710301399231,-0.007316313683986664,0.0004092704424510632,0.05149157310370356,0.017020289,0.006140351295471191,-43.82499122619629,0.25390625,-2.561809,1257.0
6,17,8704,1307,-0.02567364634887781,0.2,256,0.9936460852622986,-0.031990960240364075,0.0004092704424510632,0.0026928316947305575,0.01543221,-0.13396072387695312,-43.794414043426514,0.2384033203125,-2.561809,1257.0
7,18,9216,1304,-0.02205043099820614,0.2,272,0.9942158460617065,-0.03354257717728615,0.0004092704424510632,0.002716073409828823,0.011653793,-0.00619959831237793,-43.78081798553467,0.168701171875,-2.5656572857142854,1257.0
7,19,9728,1301,-0.030679014598717913,0.2,288,0.9922059774398804,-0.012000810354948044,0.0004092704424510632,0.06435870938003063,0.024103368,0.004145205020904541,-43.774637937545776,0.295654296875,-2.5656572857142854,1257.0
7,20,10240,1299,-0.02482378392596729,0.2,304,0.9924389123916626,-0.027805889025330544,0.0004092704424510632,0.004704393366409931,0.017277543,0.010783851146697998,-43.7234183549881,0.2322998046875,-2.576259,1257.0
8,21,10752,1298,-0.027659748418955132,0.2,320,0.9918341040611267,-0.00722445547580719,0.0004092704424510632,0.06750947143882513,0.019295702,0.009916961193084717,-43.733256816864014,0.2940673828125,-2.576259,1257.0
8,22,11264,1297,-0.02555163242504932,0.2,336,0.9915184378623962,-0.02297908067703247,0.0004092704424510632,0.003931667128199479,0.01595117,-1.2558507919311523,-43.7099723815918,0.2264404296875,-2.576259,1257.0
9,23,11776,1295,-0.029189821842010133,0.2,352,0.9898036122322083,-0.03939495608210564,0.0004092704424510632,0.0017943096718227025,0.015893672,0.11176371574401855,-43.68421971797943,0.2525634765625,-2.5695426666666665,1257.0
9,24,12288,1294,-0.030166024575009942,0.2,368,0.9883049726486206,-0.015386877581477165,0.0004092704424510632,0.0522920920047909,0.0324011,0.024124205112457275,-43.62684905529022,0.299560546875,-2.5695426666666665,1257.0
9,25,12800,1293,-0.02433422752073966,0.2,384,0.9861820936203003,-0.036159809678792953,0.0004092704424510632,0.0037393657257780433,0.015134256,-0.7283276319503784,-43.57014465332031,0.205322265625,-2.5757466,1257.0
10,26,13312,1292,-0.03547407200676389,0.2,400,0.9859779477119446,-0.014965217560529709,0.0004092704424510632,0.059301805682480335,0.032004803,0.01678568124771118,-43.53236734867096,0.3236083984375,-2.5757466,1257.0
10,27,13824,1290,-0.023421506251906976,0.2,416,0.9840144515037537,-0.0336841344833374,0.0004092704424510632,0.0048715014272602275,0.016250368,-0.6718108654022217,-43.500720262527466,0.220703125,-2.5757466,1257.0
11,28,14336,1288,-0.024013112735701725,0.2,432,0.9832114577293396,-0.026369554921984673,0.0004092704424510632,0.002321833566384157,0.013429867,0.14221489429473877,-43.45210134983063,0.2144775390625,-2.5617098181818183,1257.0
11,29,14848,1287,-0.0240386534424033,0.2,448,0.9826638102531433,-0.024820974096655846,0.0004092704424510632,0.01748246567149181,0.02729093,0.06454181671142578,-43.42882716655731,0.2994384765625,-2.5617098181818183,1257.0
11,30,15360,1286,-0.02185814513359219,0.2,464,0.9804724454879761,-0.03244369849562645,0.0004092704424510632,0.004633437893062364,0.014520136,-0.05144703388214111,-43.39462995529175,0.2119140625,-2.5703247499999997,1257.0
12,31,15872,1285,-0.02853834674169775,0.2,480,0.9794132709503174,-0.013006629422307014,0.0004092704424510632,0.08470891963224858,0.02524643,0.025561034679412842,-43.335866928100586,0.26904296875,-2.5703247499999997,1257.0
12,32,16384,1285,-0.029272097657667473,0.2,496,0.9780930876731873,-0.04031681641936302,0.0004092704424510632,0.008585156727349386,0.025943227,-1.1374759674072266,-43.30335521697998,0.268798828125,-2.5693875384615383,1257.0
