time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/policy_gradient_loss,train/clip_range,train/n_updates,train/std,train/loss,train/learning_rate,train/value_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,512,3763,,,,,,,,,,,,,
0,2,1024,1798,-0.028340522199869156,0.2,16,0.998153567314148,-0.040811385959386826,0.0004092704424510632,0.19765676860697567,0.010964979,-0.6034049987792969,-43.958531498909,0.2052001953125,,
0,3,1536,1561,-0.02883440513687674,0.2,32,0.9980681538581848,-0.03628455474972725,0.0004092704424510632,0.003771049596252851,0.020029306,-0.0038186311721801758,-43.92497944831848,0.265869140625,-2.416279,1257.0
1,4,2048,1477,-0.0310906698286999,0.2,48,0.9976366758346558,-0.045028798282146454,0.0004092704424510632,0.004826000069442671,0.024142288,0.012595772743225098,-43.9196172952652,0.3048095703125,-2.416279,1257.0
1,5,2560,1434,-0.023950792266987264,0.2,64,0.9970089197158813,-0.031583257019519806,0.0004092704424510632,0.003984403498179745,0.01466517,-0.003997206687927246,-43.90219712257385,0.2489013671875,-2.5652195,1257.0
2,6,3072,1403,-0.028544121189042926,0.2,80,0.9951925873756409,-0.03270591422915459,0.0004092704424510632,0.0026727034455689136,0.018466897,0.003124415874481201,-43.86726248264313,0.2852783203125,-2.5652195,1257.0
2,7,3584,1388,-0.022737970866728574,0.2,96,0.9931753277778625,-0.0244394913315773,0.0004092704424510632,0.0023738288509775884,0.013181459,0.0033184289932250977,-43.80060565471649,0.2086181640625,-2.5652195,1257.0
2,8,4096,1373,-0.022707244264893234,0.2,112,0.9943485260009766,-0.033731598407030106,0.0004092704424510632,0.0034606812478159554,0.014900304,-0.0023970603942871094,-43.7775844335556,0.21484375,-2.5967086666666668,1257.0
3,9,4608,1362,-0.031451949558686465,0.2,128,0.9945692420005798,-0.02868804894387722,0.0004092704424510632,0.009336053582956083,0.027281884,-0.0013437271118164062,-43.81074345111847,0.3359375,-2.5967086666666668,1257.0
3,10,5120,1355,-0.023755515430821106,0.2,144,0.993755578994751,-0.03178581967949867,0.0004092704424510632,0.004665001455578022,0.014245475,-5.888938903808594e-05,-43.80008018016815,0.233154296875,-2.6181665,1257.0
4,11,5632,1348,-0.02492106510908343,0.2,160,0.9919689297676086,-0.02426660805940628,0.0004092704424510632,0.014625498704845086,0.018700644,0.00030541419982910156,-43.75904071331024,0.2791748046875,-2.6181665,1257.0
4,12,6144,1341,-0.025895492057316005,0.2,176,0.9889694452285767,-0.027601927518844604,0.0004092704424510632,0.003001019991643261,0.014797361,-0.0023484230041503906,-43.6850870847702,0.2508544921875,-2.6181665,1257.0
4,13,6656,1336,-0.029203728074207902,0.2,192,0.9869330525398254,-0.03571338579058647,0.0004092704424510632,0.0028040759716532193,0.016459476,0.0007908344268798828,-43.602678418159485,0.2816162109375,-2.5896964000000002,1257.0
5,14,7168,1331,-0.03379814526124392,0.2,208,0.9873701333999634,-0.03457071632146835,0.0004092704424510632,0.024110108788590878,0.032963574,-0.001456618309020996,-43.5721675157547,0.3255615234375,-2.5896964000000002,1257.0
5,15,7680,1326,-0.027364442779798992,0.2,224,0.9897722005844116,-0.03696201369166374,0.0004092704424510632,0.0035559685820771847,0.016734231,0.004824995994567871,-43.61672043800354,0.24755859375,-2.5849333333333333,1257.0
6,16,8192,1323,-0.02340575252310373,0.2,240,0.9896640181541443,-0.014771724119782448,0.0004092704424510632,0.032007054425776005,0.019785024,0.001531839370727539,-43.659213066101074,0.2489013671875,-2.5849333333333333,1257.0
6,17,8704,1319,-0.02360995631897822,0.2,256,0.9881138801574707,-0.029963357374072075,0.0004092704424510632,0.003259029603214003,0.018330898,-0.0010235309600830078,-43.6314822435379,0.2337646484375,-2.5849333333333333,1257.0
6,18,9216,1317,-0.028901308483909816,0.2,272,0.9878219366073608,-0.03305337205529213,0.0004092704424510632,0.0023146335552155506,0.017979827,-0.0017355680465698242,-43.59641492366791,0.2469482421875,-2.5703725714285715,1257.0
7,19,9728,1315,-0.024765320937149227,0.2,288,0.9868854284286499,-0.006244456395506859,0.0004092704424510632,0.047139770234934986,0.014331052,-4.38690185546875e-05,-43.58223628997803,0.26123046875,-2.5703725714285715,1257.0
