time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/policy_gradient_loss,train/clip_range,train/n_updates,train/std,train/loss,train/learning_rate,train/value_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
8,21,10752,1310,-0.030590438094804995,0.2,320,0.9971771240234375,-0.014787290245294571,0.0004092704424510632,0.07393299567047507,0.019347075,0.012986242771148682,-43.884437561035156,0.2569580078125,-2.6240901249999995,1257.0
8,22,11264,1308,-0.021339481478207745,0.2,336,0.9956104159355164,-0.03316117823123932,0.0004092704424510632,0.004422828387760092,0.015253104,-1.4921002388000488,-43.8615984916687,0.22021484375,-2.6240901249999995,1257.0
9,23,11776,1307,-0.023553352220915258,0.2,352,0.9922850728034973,-0.0321076437830925,0.0004092704424510632,0.00310677477682475,0.012763271,0.09289020299911499,-43.78525125980377,0.2078857421875,-2.6161137777777776,1257.0
9,24,12288,1305,-0.02355690934928134,0.2,368,0.9905316233634949,-0.0013859309256076813,0.0004092704424510632,0.07905042869970202,0.025195202,0.11758220195770264,-43.69831895828247,0.291015625,-2.6161137777777776,1257.0
9,25,12800,1304,-0.0274223621818237,0.2,384,0.9909824132919312,-0.044655028730630875,0.0004092704424510632,0.004319971198128769,0.015822224,-1.800779104232788,-43.6713889837265,0.2569580078125,-2.5889321,1257.0
10,26,13312,1303,-0.03087300044717267,0.2,400,0.9916033744812012,-0.0014243647456169128,0.0004092704424510632,0.07242404494900256,0.026078448,0.039601266384124756,-43.69340205192566,0.302734375,-2.5889321,1257.0
10,27,13824,1302,-0.029550202500104206,0.2,416,0.9927926659584045,-0.03084840625524521,0.0004092704424510632,0.008121526770992205,0.019163296,-0.6252865791320801,-43.71637523174286,0.2529296875,-2.5889321,1257.0
11,28,14336,1301,-0.02424592393799685,0.2,432,0.9921640157699585,-0.036635544151067734,0.0004092704424510632,0.0020105222865822725,0.013788847,0.07286137342453003,-43.738423585891724,0.208740234375,-2.5787870909090906,1257.0
11,29,14848,1299,-0.020948170436895452,0.2,448,0.9907370805740356,-0.019292324781417847,0.0004092704424510632,0.02044642141845543,0.022987708,0.013158738613128662,-43.6933034658432,0.252685546875,-2.5787870909090906,1257.0
11,30,15360,1298,-0.02367354695161339,0.2,464,0.9912757277488708,-0.030121125280857086,0.0004092704424510632,0.003509616792143788,0.01706139,-0.45797204971313477,-43.67475140094757,0.217041015625,-2.57940975,1257.0
