time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/value_loss,train/policy_gradient_loss,train/std,train/clip_range,train/clip_fraction,train/explained_variance,train/n_updates,train/loss,train/learning_rate,train/approx_kl,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,512,4062,,,,,,,,,,,,,
0,2,1024,2338,0.15585140044277068,-0.028643755096709356,0.9972403049468994,0.2,0.236572265625,-0.27818238735198975,16,-0.0297692958265543,0.0004092704424510632,0.016485374,-43.94680869579315,,
0,3,1536,2011,0.005038788265665062,-0.024276050928165205,0.9965816736221313,0.2,0.241455078125,0.03714519739151001,32,-0.03670114278793335,0.0004092704424510632,0.016706895,-43.883233308792114,-2.366965,1258.0
1,4,2048,1894,0.0381644997978583,-0.035607720608823,0.9961074590682983,0.2,0.34716796875,0.014978468418121338,48,-0.025057770311832428,0.0004092704424510632,0.026239233,-43.87315082550049,-2.366965,1258.0
1,5,2560,1840,0.002815348416334018,-0.025234197470126674,0.9968867301940918,0.2,0.249755859375,-0.11220312118530273,64,-0.03242693841457367,0.0004092704424510632,0.018119276,-43.86867713928223,-2.3307089999999997,1258.0
1,6,3072,1791,0.04259436042048037,-0.025863197399303317,0.9982579350471497,0.2,0.286376953125,0.03175896406173706,80,-0.015451721847057343,0.0004092704424510632,0.023923421,-43.90531039237976,-2.3307089999999997,1258.0
2,7,3584,1757,0.003024392213774263,-0.027550616854568943,0.9965615272521973,0.2,0.261962890625,-0.6755726337432861,96,-0.03871132805943489,0.0004092704424510632,0.017443718,-43.91214632987976,-2.3307089999999997,1258.0
2,8,4096,1764,0.005103072981000878,-0.02633606606104877,0.995796263217926,0.2,0.2646484375,0.060411930084228516,112,-0.037805844098329544,0.0004092704424510632,0.017371573,-43.853846311569214,-2.285374333333333,1258.0
2,9,4608,1774,0.04713382699992508,-0.030933040601667017,0.9957048892974854,0.2,0.2884521484375,0.07462573051452637,128,-0.01925484649837017,0.0004092704424510632,0.020805681,-43.8495454788208,-2.285374333333333,1258.0
2,10,5120,1784,0.003460770698438864,-0.026327362924348563,0.9947056770324707,0.2,0.2452392578125,0.003712475299835205,144,-0.034729160368442535,0.0004092704424510632,0.015895467,-43.830445885658264,-2.2709759999999997,1258.0
3,11,5632,1801,0.036729320796439424,-0.021081722486997023,0.9936015009880066,0.2,0.2332763671875,0.2023569941520691,160,-0.01114308089017868,0.0004092704424510632,0.015911272,-43.79849362373352,-2.2709759999999997,1258.0
3,12,6144,1815,0.002999244039529003,-0.022457269951701164,0.9915691614151001,0.2,0.214599609375,-1.4585578441619873,176,-0.030674388632178307,0.0004092704424510632,0.01654072,-43.75067675113678,-2.2709759999999997,1258.0
