time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/value_loss,train/policy_gradient_loss,train/std,train/clip_range,train/clip_fraction,train/explained_variance,train/n_updates,train/loss,train/learning_rate,train/approx_kl,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,512,4000,,,,,,,,,,,,,
0,2,1024,2511,0.10813031450743438,-0.03571777863544412,1.000299334526062,0.2,0.280029296875,-0.7175281047821045,16,-0.043443385511636734,0.0004092704424510632,0.019283414,-43.990936040878296,,
0,3,1536,2242,0.0059264738811179996,-0.03847364301327616,1.0009219646453857,0.2,0.336181640625,0.020016789436340332,32,-0.04071779176592827,0.0004092704424510632,0.022564545,-44.00511658191681,-2.329484,1258.0
0,4,2048,2133,0.01187751798715908,-0.03288187977159396,0.9988613128662109,0.2,0.3092041015625,-0.041771769523620605,48,-0.03270658105611801,0.0004092704424510632,0.022614704,-43.98985171318054,-2.329484,1258.0
1,5,2560,2059,0.0023798402180545963,-0.0241609396180138,0.9974871873855591,0.2,0.2515869140625,0.015179038047790527,64,-0.018730608746409416,0.0004092704424510632,0.017924964,-43.92063820362091,-2.3429754999999997,1258.0
1,6,3072,2011,0.01608836988452822,-0.02809529099613428,0.9948468208312988,0.2,0.318115234375,-0.023897409439086914,80,-0.028182944282889366,0.0004092704424510632,0.022062019,-43.87057876586914,-2.3429754999999997,1258.0
1,7,3584,1983,0.0023140632001741324,-0.030922692676540464,0.9907968640327454,0.2,0.2576904296875,-0.02823793888092041,96,-0.0385635644197464,0.0004092704424510632,0.017748527,-43.76196801662445,-2.3429754999999997,1258.0
2,8,4096,1961,0.005429590441053733,-0.03160829767875839,0.9882964491844177,0.2,0.302001953125,0.06542372703552246,112,-0.03849530965089798,0.0004092704424510632,0.01648254,-43.65015935897827,-2.340678333333333,1258.0
2,9,4608,1933,0.025939973536878824,-0.025809912622207776,0.9889050126075745,0.2,0.2716064453125,0.050578534603118896,128,-0.028947580605745316,0.0004092704424510632,0.015652306,-43.62070178985596,-2.340678333333333,1258.0
2,10,5120,1926,0.003409967881452758,-0.01894234577775933,0.9887164831161499,0.2,0.2220458984375,0.5089516639709473,144,-0.028480151668190956,0.0004092704424510632,0.013287298,-43.63256359100342,-2.3063059999999997,1258.0
2,11,5632,1916,0.01694888819474727,-0.02692520477285143,0.9897880554199219,0.2,0.3148193359375,0.26311492919921875,160,-0.019385848194360733,0.0004092704424510632,0.03083934,-43.6397420167923,-2.3063059999999997,1258.0
3,12,6144,1905,0.002561159401011537,-0.01758058974519372,0.990199625492096,0.2,0.1737060546875,-0.6071019172668457,176,-0.03102152794599533,0.0004092704424510632,0.013798522,-43.668325543403625,-2.3063059999999997,1258.0
3,13,6656,1892,0.004572299098072108,-0.02414102799957618,0.9911394715309143,0.2,0.2652587890625,0.1635006070137024,192,-0.028807787224650383,0.0004092704424510632,0.018434074,-43.6824004650116,-2.2702485999999995,1258.0
3,14,7168,1885,0.020314565277658403,-0.03482978366082534,0.9920737147331238,0.2,0.275390625,0.30720454454421997,208,-0.04585354030132294,0.0004092704424510632,0.022632986,-43.711337208747864,-2.2702485999999995,1258.0
4,15,7680,1880,0.005699871777324006,-0.02968125774350483,0.9934881925582886,0.2,0.25146484375,-0.07793331146240234,224,-0.03932619467377663,0.0004092704424510632,0.020137541,-43.74865734577179,-2.2467854999999997,1258.0
4,16,8192,1871,0.026155779662076384,-0.02766646014060825,0.9963815808296204,0.2,0.296142578125,0.44694530963897705,240,-0.029787253588438034,0.0004092704424510632,0.023068026,-43.811304688453674,-2.2467854999999997,1258.0
4,17,8704,1870,0.0030936158473195974,-0.027978504076600075,0.9983022212982178,0.2,0.2642822265625,-1.5282096862792969,256,-0.030811656266450882,0.0004092704424510632,0.017480062,-43.891738414764404,-2.2467854999999997,1258.0
4,18,9216,1866,0.0041633901273598894,-0.023278494874830358,0.9978042840957642,0.2,0.2154541015625,0.3101259469985962,272,-0.030084077268838882,0.0004092704424510632,0.015732273,-43.91498517990112,-2.267576571428571,1258.0
5,19,9728,1867,0.02337550197262317,-0.022893722387379967,0.9967635869979858,0.2,0.2435302734375,0.4014279246330261,288,-0.018695294857025146,0.0004092704424510632,0.019886874,-43.88265585899353,-2.267576571428571,1258.0
5,20,10240,1863,0.00509582347876858,-0.017492135273641907,0.9936370253562927,0.2,0.214599609375,-0.9991961717605591,304,-0.004960772581398487,0.0004092704424510632,0.019197077,-43.829153537750244,-2.2846388749999997,1258.0
5,21,10752,1863,0.0392413311637938,-0.026142905931919813,0.9941558241844177,0.2,0.277099609375,0.31509101390838623,320,-0.015226917341351509,0.0004092704424510632,0.025200162,-43.76610600948334,-2.2846388749999997,1258.0
6,22,11264,1861,0.003024522437044652,-0.025735176299349405,0.994022011756897,0.2,0.2235107421875,-0.6742117404937744,336,-0.05031100660562515,0.0004092704424510632,0.01683154,-43.78443515300751,-2.2846388749999997,1258.0
6,23,11776,1860,0.004639945014787372,-0.024607701940112747,0.9955084323883057,0.2,0.246826171875,0.4779090881347656,352,-0.035961367189884186,0.0004092704424510632,0.020289429,-43.792866587638855,-2.274401222222222,1258.0
6,24,12288,1860,0.018441352964146063,-0.021574491955107078,0.9953911900520325,0.2,0.2379150390625,0.5546553134918213,368,-0.021297946572303772,0.0004092704424510632,0.020567276,-43.83097314834595,-2.274401222222222,1258.0
6,25,12800,1859,0.014759508660063148,-0.02576353411132004,0.995550274848938,0.2,0.2880859375,-0.10480856895446777,384,-0.03568189591169357,0.0004092704424510632,0.020089485,-43.81690573692322,-2.2735969,1258.0
7,26,13312,1858,0.020008623891044408,-0.024643838754855096,0.9950228333473206,0.2,0.2340087890625,0.7174110412597656,400,-0.031275421380996704,0.0004092704424510632,0.016983526,-43.819567918777466,-2.2735969,1258.0
7,27,13824,1856,0.001981331668503117,-0.02580897480947897,0.9943467974662781,0.2,0.22412109375,-1.893526554107666,416,-0.0391586534678936,0.0004092704424510632,0.015597878,-43.79957067966461,-2.2735969,1258.0
7,28,14336,1854,0.004514129206654616,-0.02842740379855968,0.9944568872451782,0.2,0.2550048828125,0.5009233951568604,432,-0.04070492833852768,0.0004092704424510632,0.026970312,-43.789077401161194,-2.2937664545454544,1258.0
8,29,14848,1854,0.021500125469174236,-0.02257470742915757,0.9934363961219788,0.2,0.262939453125,0.33342283964157104,448,-0.021088283509016037,0.0004092704424510632,0.03424271,-43.772746086120605,-2.2937664545454544,1258.0
8,30,15360,1852,0.0071445647336076945,-0.0249402187182568,0.9926615357398987,0.2,0.2205810546875,-0.9454796314239502,464,-0.02977311983704567,0.0004092704424510632,0.01608157,-43.745368003845215,-2.291239083333333,1258.0
8,31,15872,1849,0.03595968286390416,-0.024822531355312094,0.9928537011146545,0.2,0.234375,0.3841363787651062,480,-0.019645947962999344,0.0004092704424510632,0.019860126,-43.730284333229065,-2.291239083333333,1258.0
8,32,16384,1847,0.0026989909492840525,-0.025526267651002854,0.992681086063385,0.2,0.2244873046875,-1.4656946659088135,496,-0.03779071196913719,0.0004092704424510632,0.01666909,-43.734113574028015,-2.2903422307692307,1258.0
9,33,16896,1845,0.04872609727317467,-0.0274333025154192,0.9949505925178528,0.2,0.2174072265625,0.24112921953201294,512,-0.011339978314936161,0.0004092704424510632,0.01870118,-43.757874608039856,-2.2903422307692307,1258.0
9,34,17408,1842,0.002060271905065747,-0.023932121504913084,0.9948919415473938,0.2,0.254150390625,-0.19427955150604248,528,-0.040270574390888214,0.0004092704424510632,0.0192692,-43.80779707431793,-2.2903422307692307,1258.0
9,35,17920,1839,0.004149675878579728,-0.024939335009548813,0.9959973096847534,0.2,0.2283935546875,0.15599626302719116,544,-0.047539353370666504,0.0004092704424510632,0.018159047,-43.8089714050293,-2.295547428571428,1258.0
10,36,18432,1840,0.0632981153903529,-0.021001092944061384,0.9949097633361816,0.2,0.17919921875,0.22375184297561646,560,-0.01583695039153099,0.0004092704424510632,0.016987193,-43.827630043029785,-2.295547428571428,1258.0
10,37,18944,1837,0.00367853786519845,-0.027428831293946132,0.9932474493980408,0.2,0.2130126953125,-0.5698134899139404,576,-0.03959115594625473,0.0004092704424510632,0.017965874,-43.76941406726837,-2.2995430666666663,1258.0
10,38,19456,1837,0.04877025727182627,-0.02460897648415994,0.9943387508392334,0.2,0.18896484375,0.602576494216919,592,-0.030465908348560333,0.0004092704424510632,0.024995422,-43.749239921569824,-2.2995430666666663,1258.0
10,39,19968,1838,0.002184694149036659,-0.02484049384656828,0.9937746524810791,0.2,0.21533203125,-2.9555649757385254,608,-0.029630953446030617,0.0004092704424510632,0.014224447,-43.77836489677429,-2.2995430666666663,1258.0
11,40,20480,1837,0.006540612259414047,-0.025702060636831447,0.9945111274719238,0.2,0.2288818359375,0.11160778999328613,624,-0.03903331607580185,0.0004092704424510632,0.01663634,-43.76284646987915,-2.29354175,1258.0
11,41,20992,1836,0.07670983410207555,-0.021666151071258355,0.9953159093856812,0.2,0.155029296875,0.493435263633728,640,-0.02167288213968277,0.0004092704424510632,0.020311184,-43.793280720710754,-2.29354175,1258.0
11,42,21504,1836,0.005638962975353934,-0.026950521481921896,0.9958639740943909,0.2,0.26171875,-0.2779122591018677,656,-0.029163438826799393,0.0004092704424510632,0.021436915,-43.80937135219574,-2.2945533529411763,1258.0
11,43,22016,1837,0.05993838596623391,-0.019527640310116112,0.9964228272438049,0.2,0.1668701171875,0.5545036792755127,672,-0.021563099697232246,0.0004092704424510632,0.018598631,-43.82473886013031,-2.2945533529411763,1258.0
12,44,22528,1837,0.003057787660509348,-0.02417127303488087,0.9973055720329285,0.2,0.2030029296875,-1.150026559829712,688,-0.045493777841329575,0.0004092704424510632,0.016222503,-43.843947887420654,-2.2945533529411763,1258.0
12,45,23040,1838,0.004687941356678493,-0.0301382854959229,0.9973905682563782,0.2,0.2777099609375,0.13258731365203857,704,-0.038416117429733276,0.0004092704424510632,0.02369456,-43.87079417705536,-2.295325,1258.0
12,46,23552,1838,0.06879796966677532,-0.02068833028897643,0.9969744086265564,0.2,0.163330078125,0.4729394316673279,720,-0.015567632392048836,0.0004092704424510632,0.020229615,-43.85658383369446,-2.295325,1258.0
13,47,24064,1838,0.006777580943889916,-0.02310942798794713,0.9976925253868103,0.2,0.2169189453125,-0.7910594940185547,736,-0.02315983921289444,0.0004092704424510632,0.017159373,-43.854554295539856,-2.295674842105263,1258.0
13,48,24576,1837,0.09321102942340076,-0.01739581977017224,0.9980912804603577,0.2,0.1278076171875,0.6184810400009155,752,-0.005033252760767937,0.0004092704424510632,0.018592251,-43.87940692901611,-2.295674842105263,1258.0
13,49,25088,1836,0.002791782229905948,-0.029354117941693403,0.9983742237091064,0.2,0.25732421875,-1.402367353439331,768,-0.04105920344591141,0.0004092704424510632,0.027957324,-43.88792061805725,-2.295674842105263,1258.0
13,50,25600,1836,0.004880619417235721,-0.03091435162059497,0.9965379238128662,0.2,0.315185546875,0.03309357166290283,784,-0.040891312062740326,0.0004092704424510632,0.026930865,-43.871177554130554,-2.2934155499999997,1258.0
14,51,26112,1834,0.1843284914502874,-0.02078683383297175,0.9971120357513428,0.2,0.2071533203125,0.03260892629623413,800,-0.015406683087348938,0.0004092704424510632,0.016123638,-43.84138202667236,-2.2934155499999997,1258.0
14,52,26624,1832,0.008032367550185882,-0.0283396912709577,0.9985992312431335,0.2,0.2379150390625,0.1864771842956543,816,-0.03664717823266983,0.0004092704424510632,0.014682878,-43.87849497795105,-2.289972238095238,1258.0
14,53,27136,1831,0.09335325669962913,-0.018049793841782957,0.9990045428276062,0.2,0.15478515625,0.4010748863220215,832,-0.015226335264742374,0.0004092704424510632,0.01973544,-43.908005356788635,-2.289972238095238,1258.0
15,54,27648,1830,0.003529121862811735,-0.02360165184654761,0.9994204640388489,0.2,0.2119140625,-1.8667211532592773,848,-0.028773503378033638,0.0004092704424510632,0.016555548,-43.914762020111084,-2.289972238095238,1258.0
15,55,28160,1829,0.00897952850209549,-0.03173607823555358,0.9988771080970764,0.2,0.3062744140625,0.6401170492172241,864,-0.034535735845565796,0.0004092704424510632,0.028083337,-43.91317069530487,-2.2881629545454545,1258.0
