time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/clip_fraction,train/explained_variance,train/std,train/learning_rate,train/loss,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/value_loss,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean
0,512,2746,1,,,,,,,,,,,,,
0,1024,1700,2,0.2255859375,-0.4967402219772339,1.001083493232727,0.0004092704424510632,-0.032989952713251114,0.2,-0.030609173729317263,-44.00498557090759,0.01473297,0.11021992115638568,16,,
0,1536,1646,3,0.212646484375,-0.02154684066772461,1.0027433633804321,0.0004092704424510632,-0.0241591427475214,0.2,-0.02169933164259419,-44.044673681259155,0.013812312,0.0028037045849487185,32,1223.0,-2.200075
1,2048,1697,4,0.3155517578125,0.012235760688781738,1.0012766122817993,0.0004092704424510632,-0.0350629948079586,0.2,-0.02995349859702401,-44.05669832229614,0.021638298,0.012854011700255796,48,1223.0,-2.200075
1,2560,1731,5,0.2900390625,-0.014692068099975586,1.0002506971359253,0.0004092704424510632,-0.03222716972231865,0.2,-0.02811438572825864,-44.00517654418945,0.022363778,0.0014924981187505182,64,1223.0,-2.261683
1,3072,1754,6,0.2904052734375,0.030520200729370117,0.9991897344589233,0.0004092704424510632,-0.02613925002515316,0.2,-0.029843116353731602,-43.97608828544617,0.01956638,0.017056970740668476,80,1223.0,-2.261683
2,3584,1772,7,0.23046875,-0.04595541954040527,0.9984157085418701,0.0004092704424510632,-0.0461750403046608,0.2,-0.026114560852875,-43.94477093219757,0.013996603,0.0019708465406438336,96,1223.0,-2.261683
2,4096,1786,8,0.23095703125,0.03819632530212402,0.9993135333061218,0.0004092704424510632,-0.026403037831187248,0.2,-0.0235798064059054,-43.93914866447449,0.01788216,0.002598564071377041,112,1223.0,-2.2409233333333334
2,4608,1798,9,0.295654296875,0.02809298038482666,1.0001568794250488,0.0004092704424510632,-0.031558163464069366,0.2,-0.028269897178688552,-43.972411155700684,0.019895662,0.028795475140213966,128,1223.0,-2.2409233333333334
2,5120,1808,10,0.3218994140625,-0.13613390922546387,0.9980065226554871,0.0004092704424510632,-0.05144854635000229,0.2,-0.03467028940212913,-43.958755016326904,0.025693847,0.0017565960552019533,144,1223.0,-2.25184825
3,5632,1814,11,0.2410888671875,0.07986420392990112,0.9946345686912537,0.0004092704424510632,-0.025611890479922295,0.2,-0.026467410993063822,-43.86324143409729,0.018486504,0.03223590389825404,160,1223.0,-2.25184825
3,6144,1820,12,0.260009765625,-0.24349427223205566,0.9958145618438721,0.0004092704424510632,-0.03719501942396164,0.2,-0.02771497517824173,-43.81277823448181,0.021557424,0.0012607049065991305,176,1223.0,-2.2655812
3,6656,1826,13,0.22119140625,0.14112752676010132,0.998986005783081,0.0004092704424510632,-0.0017092041671276093,0.2,-0.02882969802885782,-43.89077711105347,0.017008003,0.033689910313114524,192,1223.0,-2.2655812
3,7168,1830,14,0.212646484375,0.09208106994628906,0.9981600046157837,0.0004092704424510632,-0.046538468450307846,0.2,-0.02531913382699713,-43.93844270706177,0.014073323,0.003021204967808444,208,1223.0,-2.2655812
4,7680,1835,15,0.208251953125,0.16059577465057373,0.9980534911155701,0.0004092704424510632,-0.03325363248586655,0.2,-0.025416123811737634,-43.90715503692627,0.01604728,0.0026956569417961873,224,1223.0,-2.2566633333333335
4,8192,1837,16,0.21533203125,0.0612410306930542,0.9970411062240601,0.0004092704424510632,-0.02669072523713112,0.2,-0.023900249449070543,-43.89402461051941,0.022352204,0.04927157604834065,240,1223.0,-2.2566633333333335
4,8704,1841,17,0.22412109375,-3.249211311340332,0.9974637627601624,0.0004092704424510632,-0.04898005351424217,0.2,-0.028186145558720455,-43.877097487449646,0.018017748,0.004068590409588069,256,1223.0,-2.241926142857143
4,9216,1843,18,0.2041015625,0.14741110801696777,0.9976578950881958,0.0004092704424510632,-0.018806932494044304,0.2,-0.019620871637016535,-43.893404603004456,0.020249616,0.04099376150406897,272,1223.0,-2.241926142857143
5,9728,1845,19,0.2430419921875,-0.34530937671661377,0.9980682730674744,0.0004092704424510632,-0.0412377193570137,0.2,-0.03007757147133816,-43.89841043949127,0.018592548,0.0039869780448498204,288,1223.0,-2.241926142857143
5,10240,1847,20,0.2239990234375,0.22015130519866943,0.9987003803253174,0.0004092704424510632,-0.044469092041254044,0.2,-0.02605500393838156,-43.90890848636627,0.017536994,0.002946458596852608,304,1223.0,-2.25863
5,10752,1849,21,0.26123046875,0.12006980180740356,0.9998557567596436,0.0004092704424510632,-0.02834528684616089,0.2,-0.027238177572144195,-43.93890869617462,0.028084125,0.03163481369847432,320,1223.0,-2.25863
6,11264,1851,22,0.1671142578125,-2.0306262969970703,0.9995401501655579,0.0004092704424510632,-0.0401458777487278,0.2,-0.02056208394060377,-43.9505569934845,0.019009076,0.013928753192885779,336,1223.0,-2.2344915555555556
6,11776,1850,23,0.22216796875,0.10124295949935913,1.0000476837158203,0.0004092704424510632,-0.01734655350446701,0.2,-0.019608841103035957,-43.94959080219269,0.0191252,0.05163015937432647,352,1223.0,-2.2344915555555556
6,12288,1852,24,0.22314453125,-1.4719741344451904,0.9995148777961731,0.0004092704424510632,-0.02927323803305626,0.2,-0.02450170235533733,-43.95101606845856,0.017951403,0.0040599584972369485,368,1223.0,-2.2338659000000005
6,12800,1853,25,0.1973876953125,0.2240557074546814,0.9980161786079407,0.0004092704424510632,0.0008844826370477676,0.2,-0.02098764179390855,-43.916733384132385,0.01819247,0.05905210936907679,384,1223.0,-2.2338659000000005
7,13312,1853,26,0.212158203125,-0.33539605140686035,0.9989089965820312,0.0004092704424510632,-0.023801809176802635,0.2,-0.024745407201407943,-43.89798951148987,0.018184565,0.005208701935771387,400,1223.0,-2.2338659000000005
7,13824,1854,27,0.2041015625,-0.1446603536605835,1.000087857246399,0.0004092704424510632,-0.029586583375930786,0.2,-0.022151830868097022,-43.93708086013794,0.016850973,0.002915333210694371,416,1223.0,-2.2215610909090913
7,14336,1855,28,0.2584228515625,0.13831323385238647,1.001391053199768,0.0004092704424510632,-0.02043875865638256,0.2,-0.030334361334098503,-43.975425720214844,0.026210152,0.06379375036340207,432,1223.0,-2.2215610909090913
7,14848,1856,29,0.2103271484375,-1.379084825515747,1.0033295154571533,0.0004092704424510632,-0.02307869866490364,0.2,-0.0231556103535695,-44.022411584854126,0.018185375,0.007951374165713787,448,1223.0,-2.223153916666667
