time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/clip_fraction,train/explained_variance,train/std,train/learning_rate,train/loss,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/value_loss,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean
0,512,3950,1,,,,,,,,,,,,,
0,1024,2318,2,0.2286376953125,-1.1062273979187012,0.9990208148956299,0.0004092704424510632,-0.043280091136693954,0.2,-0.028712603874737397,-43.975321769714355,0.015368639,0.1319685211747128,16,,
0,1536,1999,3,0.281494140625,-0.051747679710388184,0.9996028542518616,0.0004092704424510632,-0.03465311601758003,0.2,-0.025749629217898473,-43.9599494934082,0.019581603,0.0024523469946871046,32,1223.0,-2.12781
1,2048,1897,4,0.2777099609375,0.0030811429023742676,0.9995080828666687,0.0004092704424510632,-0.01566312275826931,0.2,-0.026875068666413426,-43.97541570663452,0.017641846,0.044345969974529,48,1223.0,-2.12781
1,2560,1844,5,0.2835693359375,-8.130073547363281e-05,0.999677300453186,0.0004092704424510632,-0.04035816714167595,0.2,-0.02878296229755506,-43.968167185783386,0.017121118,0.0015119264298846247,64,1223.0,-2.1780175
1,3072,1779,6,0.2542724609375,0.008902370929718018,1.0000605583190918,0.0004092704424510632,-0.019084446132183075,0.2,-0.025095082834013738,-43.977454662323,0.017012533,0.046008075471036136,80,1223.0,-2.1780175
2,3584,1743,7,0.2662353515625,-0.0006214380264282227,0.9974683523178101,0.0004092704424510632,-0.035993438214063644,0.2,-0.027519120660144836,-43.95206439495087,0.015870748,0.003366178112628404,96,1223.0,-2.1780175
2,4096,1719,8,0.25390625,0.00013500452041625977,0.9972420334815979,0.0004092704424510632,-0.03225521743297577,0.2,-0.02605707966722548,-43.891650557518005,0.018667068,0.0026618396368576214,112,1223.0,-2.166600666666667
2,4608,1699,9,0.2376708984375,0.00840449333190918,0.9976193904876709,0.0004092704424510632,0.01451232098042965,0.2,-0.02336428069975227,-43.90270781517029,0.015275319,0.06563951238058507,128,1223.0,-2.166600666666667
3,5120,1675,10,0.2545166015625,0.024726510047912598,0.9983474016189575,0.0004092704424510632,-0.03371995687484741,0.2,-0.02280603302642703,-43.918134450912476,0.019564847,0.001757404774252791,144,1223.0,-2.20165325
3,5632,1662,11,0.233154296875,0.0911329984664917,0.9985339641571045,0.0004092704424510632,-0.003621051087975502,0.2,-0.02186844137031585,-43.934855341911316,0.021963898,0.06687935057561845,160,1223.0,-2.20165325
3,6144,1652,12,0.1798095703125,-0.13549649715423584,0.9984517097473145,0.0004092704424510632,-0.028835656121373177,0.2,-0.01987716997973621,-43.9371691942215,0.014212729,0.008628771487565245,176,1223.0,-2.1974690000000003
4,6656,1643,13,0.268310546875,0.020625591278076172,0.9993231296539307,0.0004092704424510632,0.005152218043804169,0.2,-0.02426596815348603,-43.94251787662506,0.021700937,0.09343375777825713,192,1223.0,-2.1974690000000003
4,7168,1639,14,0.1865234375,0.08490651845932007,1.0020382404327393,0.0004092704424510632,-0.03362325206398964,0.2,-0.020762107684276998,-43.996713519096375,0.011533143,0.007112677798431832,208,1223.0,-2.1974690000000003
