time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/clip_fraction,train/explained_variance,train/std,train/learning_rate,train/loss,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/value_loss,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean
0,512,3836,1,,,,,,,,,,,,,
0,1024,2151,2,0.2275390625,-0.34186887741088867,1.0010857582092285,0.0004092704424510632,-0.040512531995773315,0.2,-0.03086778011493152,-44.00341546535492,0.01568342,0.16266817446012283,16,,
0,1536,1846,3,0.2412109375,0.0008748173713684082,0.9995474219322205,0.0004092704424510632,-0.03486379235982895,0.2,-0.027521458629053086,-44.00304567813873,0.016349312,0.00296155303294654,32,1223.0,-2.31463
1,2048,1789,4,0.3321533203125,-0.009157180786132812,0.9992278218269348,0.0004092704424510632,-0.027750369161367416,0.2,-0.02791137556778267,-43.95878291130066,0.026716959,0.008997510944027454,48,1223.0,-2.31463
1,2560,1707,5,0.2420654296875,-0.02470409870147705,0.9976502656936646,0.0004092704424510632,-0.03696168586611748,0.2,-0.027346287562977523,-43.94198381900787,0.01642327,0.0011726237062248401,64,1223.0,-2.2381235000000004
1,3072,1665,6,0.2265625,0.0030954480171203613,0.9967494010925293,0.0004092704424510632,-0.022802796214818954,0.2,-0.022195658675627783,-43.89126658439636,0.013511943,0.004100097135960823,80,1223.0,-2.2381235000000004
2,3584,1625,7,0.241455078125,-0.010074377059936523,0.9971951246261597,0.0004092704424510632,-0.042361415922641754,0.2,-0.023549436824396253,-43.88530957698822,0.01853238,0.0018032270163530484,96,1223.0,-2.2381235000000004
2,4096,1624,8,0.2142333984375,-0.002238035202026367,0.9979312419891357,0.0004092704424510632,-0.028987135738134384,0.2,-0.022691785445204005,-43.90544295310974,0.013592485,0.002500913993571885,112,1223.0,-2.206409666666667
2,4608,1615,9,0.214599609375,-0.005784034729003906,0.9988586902618408,0.0004092704424510632,-0.04331904649734497,0.2,-0.022331830899929628,-43.93041515350342,0.013681838,0.002750432711764006,128,1223.0,-2.206409666666667
3,5120,1615,10,0.2525634765625,-0.0069075822830200195,0.9989811778068542,0.0004092704424510632,-0.04993610829114914,0.2,-0.024754592406679876,-43.945762515068054,0.017753795,0.0015680285723647103,144,1223.0,-2.2544455
3,5632,1603,11,0.253173828125,-0.006825804710388184,0.9987075924873352,0.0004092704424510632,-0.034862957894802094,0.2,-0.02768943450791994,-43.94428360462189,0.01966421,0.0040094786454574205,160,1223.0,-2.2544455
3,6144,1604,12,0.230224609375,-0.007175922393798828,0.9983989596366882,0.0004092704424510632,-0.034043099731206894,0.2,-0.026503529901674483,-43.93464815616608,0.015540138,0.0018188658978033345,176,1223.0,-2.2492738
4,6656,1606,13,0.2701416015625,6.687641143798828e-05,0.9998847246170044,0.0004092704424510632,-0.03671977296471596,0.2,-0.028059557254891843,-43.94608557224274,0.016995165,0.008129483816446736,192,1223.0,-2.2492738
4,7168,1604,14,0.220947265625,-0.0014660358428955078,0.9986774921417236,0.0004092704424510632,-0.03949151933193207,0.2,-0.023186026024632156,-43.96144735813141,0.015583409,0.0024718204731470905,208,1223.0,-2.2492738
4,7680,1602,15,0.1837158203125,0.0018892288208007812,0.9978078603744507,0.0004092704424510632,-0.028449006378650665,0.2,-0.01930007456394378,-43.919416666030884,0.013824519,0.002999863019795157,224,1223.0,-2.2547423333333336
5,8192,1608,16,0.2841796875,-0.0004576444625854492,0.9968135356903076,0.0004092704424510632,-0.024310603737831116,0.2,-0.028242847489309497,-43.89260971546173,0.02058933,0.01812070535379462,240,1223.0,-2.2547423333333336
5,8704,1614,17,0.205322265625,0.005516171455383301,0.9938342571258545,0.0004092704424510632,-0.03978307917714119,0.2,-0.026327103973017074,-43.83882439136505,0.014034204,0.0014680669974040939,256,1223.0,-2.245399142857143
5,9216,1609,18,0.257080078125,0.004202067852020264,0.9942529201507568,0.0004092704424510632,-0.028620347380638123,0.2,-0.023023602800094523,-43.777087450027466,0.017366882,0.024177647952456027,272,1223.0,-2.245399142857143
6,9728,1610,19,0.2359619140625,-0.011388778686523438,0.9927287697792053,0.0004092704424510632,-0.0389162041246891,0.2,-0.022312769186100923,-43.7826122045517,0.017779425,0.0024035901988099795,288,1223.0,-2.245399142857143
6,10240,1600,20,0.1793212890625,-0.0026760101318359375,0.9892776012420654,0.0004092704424510632,-0.03779909759759903,0.2,-0.021587226416158956,-43.698386669158936,0.015139099,0.0025310863929917105,304,1223.0,-2.248002125
6,10752,1555,21,0.2462158203125,0.003372013568878174,0.9886175394058228,0.0004092704424510632,-0.010681360960006714,0.2,-0.02631021487468388,-43.62618803977966,0.022803012,0.03438217408256605,320,1223.0,-2.248002125
7,11264,1546,22,0.3250732421875,-0.08420288562774658,0.987555205821991,0.0004092704424510632,-0.047068577259778976,0.2,-0.03429841272009071,-43.60580575466156,0.023717735,0.0021245008065307047,336,1223.0,-2.2427293333333336
7,11776,1549,23,0.2406005859375,0.003796815872192383,0.9841618537902832,0.0004092704424510632,-0.012938715517520905,0.2,-0.023869068536441773,-43.54007577896118,0.018183414,0.0436422856291756,352,1223.0,-2.2427293333333336
7,12288,1547,24,0.235107421875,-0.12532639503479004,0.9825261831283569,0.0004092704424510632,-0.03317343443632126,0.2,-0.021039946397650056,-43.44477820396423,0.018613242,0.0009818953794820118,368,1223.0,-2.2569224
8,12800,1540,25,0.2144775390625,0.0037695765495300293,0.9841156005859375,0.0004092704424510632,-0.010370511561632156,0.2,-0.02014648402109742,-43.45044016838074,0.015792718,0.04826834937557578,384,1223.0,-2.2569224
8,13312,1543,26,0.2099609375,0.10415065288543701,0.9843539595603943,0.0004092704424510632,-0.020544305443763733,0.2,-0.021358208468882367,-43.48340117931366,0.01640664,0.0027107205751235597,400,1223.0,-2.2569224
8,13824,1541,27,0.253173828125,0.001317143440246582,0.9842093586921692,0.0004092704424510632,-0.053061503916978836,0.2,-0.028951260836038273,-43.48585081100464,0.019127449,0.002211352952144807,416,1223.0,-2.248927363636364
9,14336,1544,28,0.297119140625,0.00684201717376709,0.9831482172012329,0.0004092704424510632,-0.023598721250891685,0.2,-0.031611218888428994,-43.46139144897461,0.025446795,0.0590440456289798,432,1223.0,-2.248927363636364
9,14848,1548,29,0.220458984375,-0.15201711654663086,0.9836706519126892,0.0004092704424510632,-0.0347205251455307,0.2,-0.024906202452257276,-43.445021629333496,0.017665606,0.002430653421470197,448,1223.0,-2.244451
9,15360,1549,30,0.314208984375,0.010263442993164062,0.9821369051933289,0.0004092704424510632,-0.023829564452171326,0.2,-0.03505145898088813,-43.441970467567444,0.033429414,0.05824704596307129,464,1223.0,-2.244451
10,15872,1550,31,0.213623046875,0.16450321674346924,0.979468822479248,0.0004092704424510632,-0.04070878028869629,0.2,-0.02456621169403661,-43.371755599975586,0.016805528,0.0035732005635509267,480,1223.0,-2.244451
