time/episodes,train/critic_loss,train/learning_rate,time/total_timesteps,train/n_updates,train/actor_loss,rollout/ep_rew_mean,train/ent_coef_loss,train/ent_coef,time/fps,rollout/ep_len_mean,time/time_elapsed
4,1.7683336734771729,0.0008459126528049375,5028,4927,-120.29977416992188,-5.263642249999999,-166.03515625,0.017153333872556686,72,1257.0,69
8,3.6277408599853516,0.0008459126528049375,10056,9955,-124.75829315185547,-4.047246,-76.86491394042969,0.0015421990538015962,71,1257.0,140
12,7.647936820983887,0.0008459126528049375,15084,14983,-126.7691650390625,-3.4796130000000005,-23.282094955444336,0.0005173839745111763,70,1257.0,212
16,6.8115458488464355,0.0008459126528049375,20112,20011,-132.2111053466797,-3.1094999375,41.39484786987305,0.0007400370086543262,70,1257.0,285
20,4.377476692199707,0.0008459126528049375,25140,25039,-130.7038116455078,-2.9220609,24.4407958984375,0.0006283500697463751,70,1257.0,1
24,3.4299962520599365,0.0008459126528049375,30168,30067,-129.14639282226562,-2.776343583333334,26.201759338378906,0.0010296388063579798,69,1257.0,73
28,3.4014651775360107,0.0008459126528049375,35196,35095,-118.79048156738281,-2.6761032142857144,3.41274356842041,0.000596876721829176,69,1257.0,145
32,4.960570335388184,0.0008459126528049375,40224,40123,-112.39350891113281,-2.6203005624999998,-14.645901679992676,0.0003530700923874974,69,1257.0,217
36,1.6819703578948975,0.0008459126528049375,45252,45151,-107.18505096435547,-2.5483886111111107,37.9454345703125,0.0006318190135061741,69,1257.0,289
40,7.483580589294434,0.0008459126528049375,50280,50179,-71.42192077636719,-2.517115575,-62.71062088012695,0.0006628732080571353,69,1257.0,4
44,3.0914723873138428,0.0008459126528049375,55308,55207,-63.98985290527344,-2.499557,72.53346252441406,0.00022185056877788156,69,1257.0,76
48,1.4984047412872314,0.0008459126528049375,60336,60235,-60.99907302856445,-2.460073229166667,-55.92707824707031,0.0003406284376978874,69,1257.0,148
52,3.2212507724761963,0.0008459126528049375,65364,65263,-44.6107292175293,-2.4423661923076923,-24.195037841796875,0.0006851959624327719,69,1257.0,220
56,4.182676792144775,0.0008459126528049375,70392,70291,-37.390167236328125,-2.4366679642857143,69.15583038330078,0.0005452318582683802,69,1257.0,293
60,3.366813898086548,0.0008459126528049375,75420,75319,-30.302120208740234,-2.423124016666667,-8.381162643432617,0.0004393565177451819,66,1257.0,6
64,1.739610195159912,0.0008459126528049375,80448,80347,-28.0119686126709,-2.42323534375,11.489745140075684,0.000508447119500488,65,1257.0,82
68,3.0964972972869873,0.0008459126528049375,85476,85375,-20.608844757080078,-2.4132397500000002,47.24909591674805,0.0005897752125747502,65,1257.0,159
72,1.5829087495803833,0.0008459126528049375,90504,90403,-11.729467391967773,-2.397364694444444,-11.634159088134766,0.0003336360678076744,65,1257.0,235
76,8.516947746276855,0.0008459126528049375,95532,95431,-9.209281921386719,-2.367201539473684,-68.52699279785156,0.0006259791553020477,65,1257.0,312
