train/actor_loss,time/time_elapsed,time/total_timesteps,train/critic_loss,time/fps,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/n_updates,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean
-121.02486419677734,69,5032,1.2097184658050537,72,0.0008459126528049375,0.01698225550353527,-180.87840270996094,4931,-5.1226655,4,1258.0
-128.2146759033203,139,10064,5.893575191497803,72,0.0008459126528049375,0.0009355787769891322,-9.82840347290039,9963,-3.912721625,8,1258.0
-131.47900390625,209,15096,5.4436798095703125,72,0.0008459126528049375,0.0008585337200202048,66.20249938964844,14995,-3.165606333333333,12,1258.0
-131.1029815673828,279,20128,2.330209255218506,72,0.0008459126528049375,0.000468023878056556,47.9229736328125,20027,-2.8607686875000002,16,1258.0
-119.53694152832031,2,25160,2.474263906478882,73,0.0008459126528049375,0.0007937140762805939,52.698097229003906,25059,-2.6340034,20,1258.0
-114.20330047607422,72,30192,2.459045886993408,71,0.0008459126528049375,0.0007585418643429875,24.33670425415039,30091,-2.423439375,24,1258.0
-97.68356323242188,142,35224,7.388077735900879,71,0.0008459126528049375,0.0017170804785564542,9.578351974487305,35123,-2.2846968928571427,28,1258.0
-86.52672576904297,212,40256,5.657817840576172,71,0.0008459126528049375,0.0007732826052233577,35.21503829956055,40155,-2.21097903125,32,1258.0
-78.28045654296875,282,45288,4.101748943328857,71,0.0008459126528049375,0.0006835841340944171,40.53527069091797,45187,-2.1580451388888893,36,1258.0
-71.65735626220703,4,50320,4.624737739562988,71,0.0008459126528049375,0.0006549149984493852,31.467247009277344,50219,-2.094359925,40,1258.0
-64.35924530029297,74,55352,17.394969940185547,71,0.0008459126528049375,0.0007246282766573131,-31.16183090209961,55251,-2.049088931818182,44,1258.0
-58.492591857910156,145,60384,5.588986396789551,71,0.0008459126528049375,0.000644682499114424,32.585182189941406,60283,-1.9979510625,48,1258.0
-52.95405578613281,215,65416,13.772628784179688,71,0.0008459126528049375,0.0009192215511575341,-10.744081497192383,65315,-1.9600000961538462,52,1258.0
-45.88255310058594,286,70448,8.740930557250977,71,0.0008459126528049375,0.001274782232940197,0.6548464894294739,70347,-1.9269319107142857,56,1258.0
-26.36865997314453,6,75480,12.472288131713867,69,0.0008459126528049375,0.0009552941774018109,18.895797729492188,75379,-1.9004109333333332,60,1258.0
-9.338693618774414,81,80512,21.483625411987305,67,0.0008459126528049375,0.0010226466692984104,-1.1829572916030884,80411,-1.8771461406250003,64,1258.0
-6.864924907684326,155,85544,17.65310287475586,67,0.0008459126528049375,0.0018716929480433464,9.164257049560547,85443,-1.8496935735294122,68,1258.0
6.8081512451171875,230,90576,12.752140045166016,67,0.0008459126528049375,0.0012545452918857336,-41.247196197509766,90475,-1.8348151666666668,72,1258.0
20.514389038085938,305,95608,12.009346008300781,67,0.0008459126528049375,0.0009333121124655008,60.156288146972656,95507,-1.8143509078947369,76,1258.0
