train/actor_loss,time/time_elapsed,time/total_timesteps,train/critic_loss,time/fps,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/n_updates,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean
-121.50133514404297,69,5032,1.4396824836730957,72,0.0008459126528049375,0.017193704843521118,-182.3411407470703,4931,-4.90661975,4,1258.0
-129.114501953125,142,10064,4.985029220581055,70,0.0008459126528049375,0.0010555754415690899,-24.986419677734375,9963,-3.88822475,8,1258.0
-124.16607666015625,215,15096,8.910511016845703,70,0.0008459126528049375,0.0010589143494144082,22.527259826660156,14995,-3.232310666666667,12,1258.0
-113.46650695800781,288,20128,12.70890998840332,69,0.0008459126528049375,0.0018236456671729684,-17.106460571289062,20027,-2.9092690625,16,1258.0
-105.35111999511719,2,25160,5.272483825683594,71,0.0008459126528049375,0.0010326567571610212,24.59340476989746,25059,-2.75176945,20,1258.0
-82.33439636230469,73,30192,9.62612533569336,70,0.0008459126528049375,0.0014187316410243511,24.26504898071289,30091,-2.627399375,24,1258.0
-77.6721420288086,145,35224,4.334403038024902,70,0.0008459126528049375,0.0004178446833975613,211.7712860107422,35123,-2.5324573928571428,28,1258.0
-75.39384460449219,216,40256,3.370073080062866,70,0.0008459126528049375,0.0006179750780574977,-52.796363830566406,40155,-2.41619525,32,1258.0
-70.27188873291016,288,45288,4.429399013519287,70,0.0008459126528049375,0.0005893473280593753,9.74242877960205,45187,-2.3379065833333335,36,1258.0
-67.19185638427734,4,50320,1.2486014366149902,70,0.0008459126528049375,0.00019548411364667118,78.50994873046875,50219,-2.283273475,40,1258.0
-59.64727783203125,76,55352,2.9183554649353027,70,0.0008459126528049375,0.0006974679417908192,58.42148971557617,55251,-2.2278825,44,1258.0
-54.76685333251953,147,60384,1.4747751951217651,70,0.0008459126528049375,0.0003207277040928602,58.06589126586914,60283,-2.213583895833333,48,1258.0
-47.925621032714844,219,65416,2.4582104682922363,70,0.0008459126528049375,0.0004516369372140616,-11.65692138671875,65315,-2.197551153846154,52,1258.0
-44.189491271972656,292,70448,3.136742115020752,69,0.0008459126528049375,0.00035295277484692633,-5.654323577880859,70347,-2.1852332678571424,56,1258.0
-39.13551712036133,7,75480,1.6619879007339478,67,0.0008459126528049375,0.00042070061317645013,-41.94511413574219,75379,-2.1638204666666665,60,1258.0
-29.691818237304688,82,80512,1.6509907245635986,66,0.0008459126528049375,0.00032459531212225556,-64.64293670654297,80411,-2.146043765625,64,1258.0
-27.402475357055664,160,85544,5.502414703369141,65,0.0008459126528049375,0.0006496684509329498,-13.135891914367676,85443,-2.1236845294117646,68,1258.0
-18.310314178466797,237,90576,4.777588844299316,65,0.0008459126528049375,0.0005217579891905189,-17.57986831665039,90475,-2.0977339166666664,72,1258.0
-6.56967306137085,315,95608,7.603824615478516,65,0.0008459126528049375,0.00045280373888090253,32.07252883911133,95507,-2.0881758552631577,76,1258.0
