train/critic_loss,time/episodes,train/ent_coef,time/fps,rollout/ep_rew_mean,train/actor_loss,train/n_updates,rollout/ep_len_mean,train/ent_coef_loss,time/time_elapsed,time/total_timesteps,train/learning_rate
1.2315372228622437,4,0.019546153023838997,69,-4.286963,-121.94779968261719,4791,1223.0,-175.98536682128906,70,4892,0.0008459126528049375
5.626293659210205,8,0.0011365608079358935,68,-3.39051875,-132.76150512695312,9683,1223.0,48.51163101196289,143,9784,0.0008459126528049375
6.108243465423584,12,0.0012910986552014947,68,-2.7114941666666668,-131.3933868408203,14575,1223.0,-30.748058319091797,215,14676,0.0008459126528049375
18.732921600341797,16,0.0010949635179713368,67,-2.4137701875,-124.97586059570312,19467,1223.0,5.391540050506592,288,19568,0.0008459126528049375
3.8114397525787354,20,0.0003390156489331275,67,-2.2023524499999994,-123.10391235351562,24359,1223.0,34.14039611816406,360,24460,0.0008459126528049375
14.563922882080078,24,0.00100081751588732,67,-2.0541755416666665,-109.21959686279297,29251,1223.0,56.536041259765625,64,29352,0.0008459126528049375
4.4091033935546875,28,0.00048521129065193236,67,-1.9542275,-97.27961730957031,34143,1223.0,57.80721664428711,136,34244,0.0008459126528049375
3.797672986984253,32,0.0005496654193848372,67,-1.8421086875,-96.12255096435547,39035,1223.0,121.34867858886719,208,39136,0.0008459126528049375
7.737819671630859,36,0.0009974425192922354,67,-1.7784484999999997,-76.0680160522461,43927,1223.0,66.57728576660156,280,44028,0.0008459126528049375
4.033382892608643,40,0.0005640927702188492,67,-1.7362509750000001,-71.67350006103516,48819,1223.0,109.09014892578125,352,48920,0.0008459126528049375
5.7494707107543945,44,0.00038805222720839083,67,-1.6949701136363637,-58.230892181396484,53711,1223.0,-125.36552429199219,56,53812,0.0008459126528049375
3.6163761615753174,48,0.0005538798286579549,67,-1.6573158125,-59.31456756591797,58603,1223.0,74.3981704711914,128,58704,0.0008459126528049375
2.9158787727355957,52,0.00047741711023263633,67,-1.622864423076923,-53.13399124145508,63495,1223.0,-16.85480499267578,201,63596,0.0008459126528049375
1.555009126663208,56,0.0005209122900851071,67,-1.595647625,-47.54252624511719,68387,1223.0,-51.401371002197266,273,68488,0.0008459126528049375
3.605195999145508,60,0.0006144254002720118,67,-1.5689053166666667,-46.31272506713867,73279,1223.0,8.125255584716797,346,73380,0.0008459126528049375
1.4890735149383545,64,0.000481746974401176,65,-1.53709009375,-43.584449768066406,78171,1223.0,-28.26626968383789,50,78272,0.0008459126528049375
3.0413098335266113,68,0.0006041694432497025,64,-1.5083930294117647,-18.30695152282715,83063,1223.0,-7.356895446777344,126,83164,0.0008459126528049375
