time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/clip_fraction,train/std,train/policy_gradient_loss,train/approx_kl,train/loss,train/value_loss,train/entropy_loss,train/learning_rate,train/clip_range,train/explained_variance,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean
4183,1,0,512,,,,,,,,,,,,,
2639,2,0,1024,0.2911376953125,1.000191330909729,-0.0321726207039319,0.020995047,-0.029942583292722702,0.10126523694998468,-43.98608410358429,0.0004092704424510632,0.2,-0.522038459777832,16,,
2358,3,0,1536,0.370849609375,1.0022953748703003,-0.030997022084193304,0.03439758,-0.02957087568938732,0.012537970498669893,-44.01856029033661,0.0004092704424510632,0.2,0.011952698230743408,32,1258.0,-3.32788
2287,4,0,2048,0.29833984375,1.0030590295791626,-0.029846400138922036,0.023836402,-0.034538548439741135,0.018775541306240484,-44.07290744781494,0.0004092704424510632,0.2,0.0013149380683898926,48,1258.0,-3.32788
2252,5,1,2560,0.301025390625,1.0017212629318237,-0.024030984117416665,0.017322391,-0.03507338464260101,0.00708707123703789,-44.06407570838928,0.0004092704424510632,0.2,0.05955767631530762,64,1258.0,-3.1713560000000003
2236,6,1,3072,0.31787109375,1.0011534690856934,-0.03193490271223709,0.019835174,-0.024676136672496796,0.025890277815051377,-44.021814942359924,0.0004092704424510632,0.2,0.0038064122200012207,80,1258.0,-3.1713560000000003
2225,7,1,3584,0.270263671875,1.001696228981018,-0.025788068742258474,0.0152732115,-0.020288776606321335,0.006293043225014117,-44.02638065814972,0.0004092704424510632,0.2,0.040190160274505615,96,1258.0,-3.1713560000000003
2220,8,1,4096,0.21826171875,1.0024263858795166,-0.022591222754272167,0.015674775,-0.02937910705804825,0.0022725874223397113,-44.045854449272156,0.0004092704424510632,0.2,0.06681704521179199,112,1258.0,-3.1499810000000004
2212,9,2,4608,0.2425537109375,1.0026376247406006,-0.02274190605385229,0.014346388,-0.0005147717893123627,0.04472522553987801,-44.05982315540314,0.0004092704424510632,0.2,0.0036262869834899902,128,1258.0,-3.1499810000000004
2209,10,2,5120,0.251708984375,1.0035080909729004,-0.02240766851173248,0.016404873,-0.01989935338497162,0.01869267298025079,-44.070966362953186,0.0004092704424510632,0.2,0.03549259901046753,144,1258.0,-3.2148380000000003
2203,11,2,5632,0.3162841796875,1.0042020082473755,-0.035550985601730645,0.025859376,-0.010702721774578094,0.059889448806643486,-44.098071694374084,0.0004092704424510632,0.2,0.0029245615005493164,160,1258.0,-3.2148380000000003
2201,12,2,6144,0.274169921875,1.0050908327102661,-0.026055034570163116,0.025218926,-0.0390104278922081,0.007347657578065991,-44.11785876750946,0.0004092704424510632,0.2,0.09989303350448608,176,1258.0,-3.2148380000000003
2199,13,3,6656,0.2747802734375,1.0056079626083374,-0.029779784003039822,0.020099565,-0.040411580353975296,0.0031341102076112293,-44.144718647003174,0.0004092704424510632,0.2,0.1779874563217163,192,1258.0,-3.2095652
2194,14,3,7168,0.3519287109375,1.0019621849060059,-0.0385777993069496,0.0394144,-0.01030629500746727,0.07523828581906855,-44.11014711856842,0.0004092704424510632,0.2,0.004635035991668701,208,1258.0,-3.2095652
2192,15,3,7680,0.267333984375,1.000923991203308,-0.028425355558283627,0.02702434,-0.03943970799446106,0.0053407169980346225,-44.00906777381897,0.0004092704424510632,0.2,0.30869144201278687,224,1258.0,-3.179672333333334
2190,16,3,8192,0.2230224609375,1.0015125274658203,-0.024071319661743473,0.01755219,0.01028221845626831,0.0825952022569254,-44.012115240097046,0.0004092704424510632,0.2,0.0356331467628479,240,1258.0,-3.179672333333334
2189,17,3,8704,0.230224609375,1.002264142036438,-0.021782510928460397,0.017790351,-0.033937033265829086,0.009621701668947935,-44.0249959230423,0.0004092704424510632,0.2,0.2805595397949219,256,1258.0,-3.179672333333334
2187,18,4,9216,0.2813720703125,1.0016510486602783,-0.029539907933212817,0.024302721,-0.038522835820913315,0.003050400995562086,-44.04140615463257,0.0004092704424510632,0.2,0.06813889741897583,272,1258.0,-3.2033708571428576
2185,19,4,9728,0.21923828125,1.0014491081237793,-0.020975041974452324,0.019703474,0.029478732496500015,0.11690654186531901,-44.0161509513855,0.0004092704424510632,0.2,0.002470672130584717,288,1258.0,-3.2033708571428576
2183,20,4,10240,0.2344970703125,0.9999964237213135,-0.025882713409373537,0.021758564,-0.03355850279331207,0.008782663062447682,-43.99250841140747,0.0004092704424510632,0.2,0.2433571219444275,304,1258.0,-3.180273875
2182,21,4,10752,0.244873046875,0.9986368417739868,-0.028680128838459495,0.019383539,0.019183162599802017,0.11256493628025055,-43.94943118095398,0.0004092704424510632,0.2,0.04486948251724243,320,1258.0,-3.180273875
2181,22,5,11264,0.292236328125,0.9971988797187805,-0.03071276968694292,0.021353435,-0.03754101321101189,0.009252084346371703,-43.89930856227875,0.0004092704424510632,0.2,0.349354088306427,336,1258.0,-3.180273875
2181,23,5,11776,0.225341796875,0.9976640939712524,-0.023882935667643324,0.016197497,-0.03725920990109444,0.002864348225557478,-43.88447904586792,0.0004092704424510632,0.2,-0.03672981262207031,352,1258.0,-3.1842960000000002
2180,24,5,12288,0.2696533203125,0.9989027976989746,-0.0276911961263977,0.031251956,0.030914805829524994,0.1331096061039716,-43.91404378414154,0.0004092704424510632,0.2,0.027647316455841064,368,1258.0,-3.1842960000000002
2180,25,5,12800,0.2652587890625,0.9988693594932556,-0.02853303588926792,0.021084845,-0.03229931369423866,0.003260855064581847,-43.93390917778015,0.0004092704424510632,0.2,0.3283659815788269,384,1258.0,-3.1816422
2179,26,6,13312,0.2296142578125,0.9977669715881348,-0.023427214451658074,0.020104598,0.028401829302310944,0.1574622611515224,-43.91660511493683,0.0004092704424510632,0.2,0.08279186487197876,400,1258.0,-3.1816422
2179,27,6,13824,0.275634765625,0.9974807500839233,-0.031204038619762287,0.025208166,-0.03806799650192261,0.008171847628545947,-43.89282488822937,0.0004092704424510632,0.2,0.5644339323043823,416,1258.0,-3.1816422
2177,28,6,14336,0.2545166015625,0.9988343119621277,-0.026078630093252286,0.021085344,-0.03730131685733795,0.00443433401233051,-43.904808044433594,0.0004092704424510632,0.2,0.3469170331954956,432,1258.0,-3.181033090909091
2177,29,6,14848,0.302978515625,0.9984444379806519,-0.02542069452465512,0.03241559,0.029815174639225006,0.09381100826431066,-43.930721402168274,0.0004092704424510632,0.2,0.045370280742645264,448,1258.0,-3.181033090909091
2177,30,7,15360,0.2215576171875,1.0004463195800781,-0.02340722712688148,0.017808726,-0.03472542017698288,0.0068630081150331534,-43.94140410423279,0.0004092704424510632,0.2,-0.17810940742492676,464,1258.0,-3.1814637500000003
2177,31,7,15872,0.2740478515625,0.999724805355072,-0.022280536068137735,0.018211521,0.049101173877716064,0.20057685114443302,-43.97640872001648,0.0004092704424510632,0.2,0.11470168828964233,480,1258.0,-3.1814637500000003
2177,32,7,16384,0.255126953125,0.9983754754066467,-0.022826972330221906,0.017515898,-0.022995714098215103,0.008939782215747982,-43.933529019355774,0.0004092704424510632,0.2,0.48184776306152344,496,1258.0,-3.1933580000000004
2176,33,7,16896,0.232177734375,0.9985969066619873,-0.024005585757549852,0.01474032,0.10199666768312454,0.2165661882609129,-43.91236996650696,0.0004092704424510632,0.2,0.14074677228927612,512,1258.0,-3.1933580000000004
2174,34,8,17408,0.254638671875,0.9986993074417114,-0.027301593392621726,0.020351361,-0.023372240364551544,0.021937120240181684,-43.9259819984436,0.0004092704424510632,0.2,-0.4850355386734009,528,1258.0,-3.1933580000000004
2174,35,8,17920,0.2979736328125,0.9982684850692749,-0.0255517280602362,0.028769806,-0.03799736872315407,0.004019656822492834,-43.91401648521423,0.0004092704424510632,0.2,-0.8297967910766602,544,1258.0,-3.1997415714285715
2174,36,8,18432,0.2823486328125,0.9979736804962158,-0.026841064187465236,0.016343571,0.06472201645374298,0.21834979206323624,-43.902127265930176,0.0004092704424510632,0.2,0.008572041988372803,560,1258.0,-3.1997415714285715
2174,37,8,18944,0.287353515625,0.9968104362487793,-0.03090015464113094,0.018762134,-0.04707176238298416,0.008716076161363162,-43.878575921058655,0.0004092704424510632,0.2,0.3819900155067444,576,1258.0,-3.2016149333333335
2172,38,8,19456,0.2423095703125,0.9964297413825989,-0.023824489777325653,0.016803738,0.057151202112436295,0.18145883455872536,-43.84952628612518,0.0004092704424510632,0.2,0.16174542903900146,592,1258.0,-3.2016149333333335
2172,39,9,19968,0.2864990234375,0.9981552362442017,-0.027303218812448904,0.020587835,-0.0199003703892231,0.011959834228036925,-43.86743485927582,0.0004092704424510632,0.2,0.428747296333313,608,1258.0,-3.2016149333333335
2172,40,9,20480,0.271484375,1.0006319284439087,-0.02921272802632302,0.022012373,-0.053708869963884354,0.004046682828629855,-43.933608293533325,0.0004092704424510632,0.2,0.374265193939209,624,1258.0,-3.209015125
2171,41,9,20992,0.2237548828125,1.000321626663208,-0.02170271302748006,0.020972963,0.05738983303308487,0.18311592610552907,-43.979822516441345,0.0004092704424510632,0.2,0.15285706520080566,640,1258.0,-3.209015125
2171,42,9,21504,0.2869873046875,1.0016052722930908,-0.033819497941294685,0.022359172,-0.030614279210567474,0.016628850396955386,-43.97764790058136,0.0004092704424510632,0.2,-0.1843860149383545,656,1258.0,-3.2111291764705885
2171,43,10,22016,0.2183837890625,1.0029274225234985,-0.02329401229508221,0.019528512,0.0673350840806961,0.20059841498732567,-44.030497670173645,0.0004092704424510632,0.2,0.2266712784767151,672,1258.0,-3.2111291764705885
2171,44,10,22528,0.1708984375,1.001184344291687,-0.02151876501739025,0.014150213,-0.03638902306556702,0.013554325050790794,-44.02504825592041,0.0004092704424510632,0.2,0.36660152673721313,688,1258.0,-3.2111291764705885
2170,45,10,23040,0.233642578125,1.0004273653030396,-0.023392769100610167,0.017249227,-0.03258697688579559,0.004096508288057521,-43.9761666059494,0.0004092704424510632,0.2,-0.2772325277328491,704,1258.0,-3.199211111111111
2170,46,10,23552,0.1741943359375,0.9990400671958923,-0.022478148755908478,0.020324875,0.084170401096344,0.23786721751093864,-43.951499342918396,0.0004092704424510632,0.2,0.06545412540435791,720,1258.0,-3.199211111111111
2170,47,11,24064,0.1915283203125,0.9986996054649353,-0.02269494226493407,0.016808618,-0.028409086167812347,0.013168986683012918,-43.91203022003174,0.0004092704424510632,0.2,0.00321120023727417,736,1258.0,-3.202191947368421
2170,48,11,24576,0.265625,0.9978513121604919,-0.02473577213822864,0.019521467,0.0959555059671402,0.23688464425504208,-43.901320815086365,0.0004092704424510632,0.2,0.0465279221534729,752,1258.0,-3.202191947368421
2169,49,11,25088,0.242919921875,0.9969249963760376,-0.025029890945006628,0.018056069,-0.027801843360066414,0.014175810036249459,-43.86772346496582,0.0004092704424510632,0.2,0.403995156288147,768,1258.0,-3.202191947368421
2169,50,11,25600,0.2164306640625,0.9964106678962708,-0.023850866127759218,0.01387595,-0.03178061544895172,0.003575614311557729,-43.8447482585907,0.0004092704424510632,0.2,-0.6100244522094727,784,1258.0,-3.2001717
2168,51,12,26112,0.2393798828125,0.9953247904777527,-0.021911131552769803,0.022273961,0.08132688701152802,0.23874593200162053,-43.81841063499451,0.0004092704424510632,0.2,0.0449138879776001,800,1258.0,-3.2001717
