time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/clip_fraction,train/std,train/policy_gradient_loss,train/approx_kl,train/loss,train/value_loss,train/entropy_loss,train/learning_rate,train/clip_range,train/explained_variance,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean
4164,1,0,512,,,,,,,,,,,,,
2854,2,0,1024,0.2437744140625,0.9997076392173767,-0.027414657786721364,0.016729228,-0.031074069440364838,0.0983759229457064,-43.98336684703827,0.0004092704424510632,0.2,-0.09539139270782471,16,,
2577,3,0,1536,0.3240966796875,0.9996085166931152,-0.02874245317070745,0.028230082,-0.03242727741599083,0.008561037117033266,-43.9700733423233,0.0004092704424510632,0.2,-0.00934755802154541,32,1258.0,-3.166376
2467,4,0,2048,0.3565673828125,0.9998924732208252,-0.03467077118693851,0.026969593,-0.034402161836624146,0.022412334627006203,-43.98322141170502,0.0004092704424510632,0.2,-0.0006166696548461914,48,1258.0,-3.166376
2402,5,1,2560,0.2828369140625,0.9981672763824463,-0.027427880733739585,0.022631265,-0.028765134513378143,0.01156479716883041,-43.95864236354828,0.0004092704424510632,0.2,0.0066214799880981445,64,1258.0,-3.1360135
2358,6,1,3072,0.27099609375,0.9976630210876465,-0.0297190519340802,0.021549543,-0.03828903287649155,0.009959372080629691,-43.910666704177856,0.0004092704424510632,0.2,0.0011015534400939941,80,1258.0,-3.1360135
2329,7,1,3584,0.20068359375,0.9994431734085083,-0.018826586710929405,0.015120702,-0.022932259365916252,0.009606143561541103,-43.9295049905777,0.0004092704424510632,0.2,-0.0005391836166381836,96,1258.0,-3.1360135
2306,8,1,4096,0.295166015625,0.998349130153656,-0.0313054051657673,0.019551039,-0.041757822036743164,0.002536135150876362,-43.9555424451828,0.0004092704424510632,0.2,0.016520798206329346,112,1258.0,-3.156568
2287,9,2,4608,0.28662109375,0.9988040328025818,-0.030613464390626177,0.018991426,-0.040663592517375946,0.005688190634828061,-43.92868411540985,0.0004092704424510632,0.2,0.0032640695571899414,128,1258.0,-3.156568
2239,10,2,5120,0.2781982421875,0.9983670711517334,-0.027159030112670735,0.02213969,-0.02138330042362213,0.011609738023253158,-43.93666851520538,0.0004092704424510632,0.2,0.007038712501525879,144,1258.0,-3.1591735
2198,11,2,5632,0.2166748046875,0.9973547458648682,-0.023650389674003236,0.016793642,-0.030223436653614044,0.008943203240050934,-43.91166377067566,0.0004092704424510632,0.2,0.003240048885345459,160,1258.0,-3.1591735
