time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/clip_fraction,train/std,train/policy_gradient_loss,train/approx_kl,train/loss,train/value_loss,train/entropy_loss,train/learning_rate,train/clip_range,train/explained_variance,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean
4182,1,0,512,,,,,,,,,,,,,
2847,2,0,1024,0.25927734375,1.000418782234192,-0.030788050207775086,0.020893054,-0.04363911971449852,0.1252214355772594,-43.99579191207886,0.0004092704424510632,0.2,-0.06535792350769043,16,,
2582,3,0,1536,0.31689453125,1.003177523612976,-0.026333382818847895,0.028991751,-0.03251252695918083,0.011453262020950206,-44.03148818016052,0.0004092704424510632,0.2,0.009539544582366943,32,1258.0,-3.375643
2472,4,0,2048,0.27978515625,1.0065944194793701,-0.031122354965191334,0.018717308,-0.041087806224823,0.007642239186679944,-44.1351021528244,0.0004092704424510632,0.2,-0.0018981695175170898,48,1258.0,-3.375643
2411,5,1,2560,0.2991943359375,1.0080163478851318,-0.028513686207588762,0.021060795,-0.03692075237631798,0.013335524417925626,-44.2133264541626,0.0004092704424510632,0.2,0.006143927574157715,64,1258.0,-3.3492315
2368,6,1,3072,0.2681884765625,1.009117841720581,-0.02657976670889184,0.01805629,-0.03755750507116318,0.014022491173818707,-44.24529528617859,0.0004092704424510632,0.2,-0.0002567768096923828,80,1258.0,-3.3492315
2292,7,1,3584,0.3203125,1.0104011297225952,-0.034499448927817866,0.02380494,-0.04352625831961632,0.009115190405282192,-44.27815222740173,0.0004092704424510632,0.2,0.0016151666641235352,96,1258.0,-3.3492315
2239,8,1,4096,0.2799072265625,1.0115960836410522,-0.028976272500585765,0.01911245,-0.027189921587705612,0.002500995535228867,-44.32193052768707,0.0004092704424510632,0.2,0.022620558738708496,112,1258.0,-3.309676666666667
2201,9,2,4608,0.2529296875,1.0120376348495483,-0.023187224636785686,0.018086378,-0.02574882283806801,0.030065259081311524,-44.34535813331604,0.0004092704424510632,0.2,0.0006781220436096191,128,1258.0,-3.309676666666667
2172,10,2,5120,0.2509765625,1.0123281478881836,-0.02420131504186429,0.02061916,-0.021523453295230865,0.01279018257628195,-44.351330041885376,0.0004092704424510632,0.2,0.005317807197570801,144,1258.0,-3.3224590000000003
2147,11,2,5632,0.256591796875,1.0117400884628296,-0.02422965894220397,0.018459171,-0.0213759932667017,0.04447882145177573,-44.34880602359772,0.0004092704424510632,0.2,0.001065373420715332,160,1258.0,-3.3224590000000003
2128,12,2,6144,0.275146484375,1.0121190547943115,-0.02658490942849312,0.032931358,-0.032135844230651855,0.009010465422761627,-44.336297154426575,0.0004092704424510632,0.2,0.014425337314605713,176,1258.0,-3.3224590000000003
2112,13,3,6656,0.245849609375,1.0103002786636353,-0.02754579453903716,0.025499836,-0.04129902273416519,0.0027586785290623084,-44.324721813201904,0.0004092704424510632,0.2,0.004945695400238037,192,1258.0,-3.2488040000000007
2099,14,3,7168,0.275634765625,1.0070393085479736,-0.027503598816110753,0.02450271,-0.0059740059077739716,0.06748830294236541,-44.242655873298645,0.0004092704424510632,0.2,0.002706170082092285,208,1258.0,-3.2488040000000007
2086,15,3,7680,0.27587890625,1.0060547590255737,-0.025438574361032806,0.02601342,-0.04500534385442734,0.008689633657922968,-44.16629481315613,0.0004092704424510632,0.2,0.06505876779556274,224,1258.0,-3.2539378333333335
2076,16,3,8192,0.2498779296875,1.0054243803024292,-0.025085901288548484,0.021788009,0.005989577621221542,0.07726186816580594,-44.15425264835358,0.0004092704424510632,0.2,0.004285454750061035,240,1258.0,-3.2539378333333335
2067,17,4,8704,0.302001953125,1.0047180652618408,-0.034863504333770834,0.03640905,-0.03583962470293045,0.006727615895215422,-44.12852919101715,0.0004092704424510632,0.2,0.3313777446746826,256,1258.0,-3.2539378333333335
2059,18,4,9216,0.2506103515625,1.0059046745300293,-0.027454114460851997,0.016065005,-0.0413290411233902,0.004365821281680837,-44.12586295604706,0.0004092704424510632,0.2,0.040281474590301514,272,1258.0,-3.257298857142857
2051,19,4,9728,0.2767333984375,1.0076664686203003,-0.027942788699874654,0.02726437,0.026544664055109024,0.10516795143485069,-44.175944089889526,0.0004092704424510632,0.2,0.004597902297973633,288,1258.0,-3.257298857142857
2044,20,5,10240,0.2342529296875,1.007386565208435,-0.023794439228367992,0.022876082,-0.03681370988488197,0.009858962381258607,-44.209654569625854,0.0004092704424510632,0.2,0.18094855546951294,304,1258.0,-3.259258375
